Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
210, Britannia NutriChoice Seeds Biscuits 75 g ,25.0,21.0,,,NUTRI CHOICE,75.0,g,1,4.0,16.0,280.0
211, Haldiram Bhujiawala Navrattan Namkeen 800g | Delicious Spicy Flavour | Pack of 2 | 400 Grams Each ,260.0,220.0,,,HALDIRAM BHUJIAWALA,800.0,g,2,40.0,15.38,137.5
212, Veganic Organic Mixture Namkin | Delicious Namkeen with Peanut | Tea Time Snacks 400g ,299.0,199.0,,,VEGANIC,400.0,g,1,100.0,33.44,497.5
213, Bagrry's Original & Healthier Cornflakes Plus 800 g ,399.0,199.0,,,BAGRRY'S,800.0,g,1,200.0,50.13,248.75
214, Knorr Manchow Veg Instant Cup-a-Soup 11 g ,10.0,10.0,,,KNORR,11.0,g,1,0.0,0.0,909.09
215, Quaker Oats 400 g ,79.0,69.0,,,QUAKER,400.0,g,1,10.0,12.66,172.5
216, Cadbury Dairy Milk Silk Chocolate 60 g ,80.0,74.0,,,CADBURY,60.0,g,1,6.0,7.5,1233.33
217, Dukes Waffy Orange Wafers 60 g ,50.0,25.0,,,DUKES,60.0,g,1,25.0,50.0,416.67
218, Sundrop Crunchy Peanut Butter 924 g ,285.0,256.0,,,SUNDROP,924.0,g,1,29.0,10.18,277.06
219, Unibic Choco Kiss Cookies 250 g ,160.0,72.0,,,UNIBIC,250.0,g,1,88.0,55.0,288.0
220, Chheda's Yellow Banana Chips 170 g ,100.0,59.0,,,CHHEDA'S,170.0,g,1,41.0,41.0,347.06
221, Britannia NutriChoice Orange Oats Cookies 75 g ,25.0,21.0,,,BRITANNIA,75.0,g,1,4.0,16.0,280.0
222, Mcvitie's Digestive Biscuits 200 g ,60.0,30.0,,,MCVITIE'S,200.0,g,1,30.0,50.0,150.0
223, Candzey Orange Slices Candy 100 g ,40.0,20.0,,,CANDZEY,100.0,g,1,20.0,50.0,200.0
224, Cadbury Dairy Milk Silk Fruit & Nut Chocolate 55 g ,85.0,74.0,,,CADBURY,55.0,g,1,11.0,12.94,1345.45
225, Bambino Nutraawell Elbow Macaroni Pasta 850 g ,109.0,99.0,,,BAMBINO,850.0,g,1,10.0,9.17,116.47
226, Knorr Classic Thick Tomato Soup 53 g ,60.0,45.0,,,KNORR,53.0,g,1,15.0,25.0,849.06
227, Quaker Oats 1.5 kg ,292.0,208.0,,,QUAKER,1.5,kg,1,84.0,28.77,138.67
228, Britannia Milk Bikis Milky Sandwich Biscuits 200 g ,50.0,46.0,,,BRITANNIA,200.0,g,1,4.0,8.0,230.0
229, Bagrry's White Oats 1 kg ,210.0,135.0,,,BAGRRY'S,1.0,kg,1,75.0,35.71,135.0
230, Snactac Aloo Bhujia 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
231, Cadbury Chocobakes Choc Layered Cake 19 g ,10.0,10.0,,,CADBURY,19.0,g,1,0.0,0.0,526.32
232, Act II Golden Sizzle Popcorn 60 g (3 pcs) ,60.0,49.0,,,ACT II,60.0,g,1,11.0,18.33,816.67
233, Parle Hide & Seek Caffe Mocha Coffee & Chocolate Chip Cookies 100 g ,30.0,27.0,,,PARLE,100.0,g,1,3.0,10.0,270.0
234, Cadbury 5 Star Chocolate 40 g ,20.0,16.0,,,CADBURY,70.0,g,1,4.0,20.0,228.57
235, Ching's Secret Schezwan Instant Noodles 240 g ,80.0,45.0,,,CHING'S SECRET,240.0,g,1,35.0,43.75,187.5
236, Milkybar Chocolate 12.5 g ,10.0,10.0,,,MILKYBAR,12.5,g,1,0.0,0.0,800.0
237, Surabhi D-Lite Tomato Ketchup (No Onion No Garlic) 900 g ,135.0,67.0,,,SURABHI,900.0,g,1,68.0,50.37,74.44
238, Cadbury Dairy Milk Silk Chocolate 150 g ,175.0,150.0,,,CADBURY,150.0,g,1,25.0,14.29,1000.0
239," Yogabar High Protein Muesli 850g | Protein Food with Choco Almond & Cranberry | Protein Breakfast Cereals | Premium Whey Protein Isolate | Added Almonds & Probiotics with Dark Chocolate Muesli, Nuts, Seeds & Dry Fruits | 100% Vegan & No Preservatives ",825.0,599.0,,,YOGABAR,850.0,g,1,226.0,27.39,704.71
240, Dukes Waffy Vanilla Wafers 60 g ,50.0,25.0,,,DUKES,60.0,g,1,25.0,50.0,416.67
241, Knorr Sweet Corn Veg Instant Cup-a-Soup 10 g ,10.0,10.0,,,KNORR,10.0,g,1,0.0,0.0,1000.0
242, Cadbury Fuse Chocolate 25 g ,20.0,18.0,,,CADBURY,25.0,g,1,2.0,10.0,720.0
243, Britannia Jimjam Cream Biscuits 92 g (Buy 4 Get 1) ,100.0,93.0,,,BRITANNIA,92.0,g,1,7.0,7.0,1010.87
244, Snactac Masala Noodles 560 g (8 in 1 Pack) ,150.0,75.0,,,SNACTAC,560.0,g,1,75.0,50.0,133.93
245, Sunfeast Farmlite Digestive High Fibre Biscuits 100 g ,20.0,13.0,,,SUNFEAST FARMLITE,100.0,g,1,7.0,35.0,130.0
246, Cadbury Gold Choclairs 520 g (Pack of 100) ,200.0,180.0,,,CADBURY,520.0,g,100,20.0,10.0,3.46
247, Malkist Cheese Flavoured Cracker Biscuits (family pack) - 72g (Pack of 12 ) ,360.0,360.0,,,MALKIST,72.0,g,12,0.0,0.0,416.67
248, Mayora Malkist Chocolate Cracker Biscuits 144 g ,60.0,45.0,,,MALKIST,144.0,g,1,15.0,25.0,312.5
249, Dabur Hommade Tangy-Licious Imli Sauce 100 g ,35.0,17.0,,,HOMMADE,100.0,g,1,18.0,51.43,170.0
250, Candzey Chatpati Candy 100 g ,40.0,20.0,,,CANDZEY,100.0,g,1,20.0,50.0,200.0
251, Shree Misthan Kaju Besan Ladoo 400g ,280.0,175.0,,,SHREE MISTHAN,400.0,g,1,105.0,37.5,437.5
252," Winola Milk Choco Biscuit Balls- Chocolate Munchies, Chocolate Balls (1 kg) ",1000.0,304.0,,,WINOLA,1.0,kg,1,696.0,69.6,304.0
253, Too Yum Aloo Chat Potato Stix 70 g ,60.0,30.0,,,TOO YUMM,70.0,g,1,30.0,50.0,428.57
254, Bambino Elbow Macaroni Pasta 400 g ,55.0,50.0,,,BAMBINO,400.0,g,1,5.0,9.09,125.0
255, Pintola All Natural Crunchy Peanut Butter 1kg ,449.0,408.0,,,PINTOLA,1.0,kg,1,41.0,9.13,408.0
256, Britannia NutriChoice Digestive Zero Biscuits 100 g ,35.0,30.0,,,BRITANNIA,100.0,g,1,5.0,14.29,300.0
257, Dukes Choco Safari Chocolate 250 g ,160.0,99.0,,,DUKES,250.0,g,1,61.0,38.12,396.0
258, Knorr Classic Hot & Sour Vegetable Soup 41 g ,60.0,45.0,,,KNORR,41.0,g,1,15.0,25.0,1097.56
259, Delight Foods Original Agra Dry Petha 350g Indian Sweets Mithai ,207.0,130.0,,,DELIGHT FOODS,350.0,g,1,77.0,37.2,371.43
260, LuvIt Chocwich White With Crunchy Wafers Coated with Rich White Chocolate| Pack of 1 -468g ,260.0,226.0,,,LUVIT,468.0,g,1,34.0,13.08,482.91
261, Candzey Mix Fruits Candy 100 g ,40.0,20.0,,,CANDZEY,100.0,g,1,20.0,50.0,200.0
262, Knorr Pizza & Pasta Sauce 200 g ,65.0,43.0,,,KNORR,200.0,g,1,22.0,33.85,215.0
263, Saffola Oats 1 kg ,235.0,209.0,,,SAFFOLA,1.0,kg,1,26.0,11.06,209.0
264, Cadbury Dairy Milk Crispello Chocolate 35 g ,35.0,32.0,,,CADBURY,35.0,g,1,3.0,8.57,914.29
265, Dukes Masala Nibbles 150 g ,60.0,40.0,,,DUKES,150.0,g,1,20.0,33.33,266.67
266," Yogabar Dark Chocolate Muesli with Cranberry 700g (Pack of 2) | Healthy Protein Breakfast Cereal | Added Chocolate & Cranberry with Seeds, Dry Fruits & Whole Grains | High in Iron & Fiber | 100% Vegan & No Preservatives ",998.0,699.0,,,YOGA BAR,700.0,g,2,299.0,29.96,499.29
267, Shree Misthan Kaju Katli 800g (200g X 4) ,1040.0,799.0,,,SHREE MISTHAN,800.0,g,1,241.0,23.17,998.75
268, Uncle Chipps Spicy Treat Potato Chips 37 g ,20.0,18.0,,,UNCLE CHIPPS,37.0,g,1,2.0,10.0,486.49
269," Snickers Peanut Filled Chocolate Bar 45g, (Pack of 12) ",600.0,407.0,,,SNICKERS,45.0,g,12,193.0,32.17,753.7
270, APLENTY Fryums Mix - Ready To Fry Papad With Tastemaker - 400 GM | Holi Special Fryum Pack | Holee Special Snacks | Combo Pack Of Best Fryum ,299.0,195.0,,,APLENTY,400.0,gm,1,104.0,34.78,487.5
271, Kissan Fresh Tomato Ketchup 1 kg ,156.0,140.0,,,KISSAN,1.0,kg,1,16.0,10.26,140.0
272, Nutella Ferrero Hazelnut Spread With Cocoa 180 g ,239.0,186.0,,,NUTELLA,180.0,g,1,53.0,22.18,1033.33
273, Sunfeast Yippee! Power Up Atta Noodles 280 g ,96.0,57.0,,,SUNFEAST,280.0,g,1,39.0,40.62,203.57
274, Haldiram's Nagpur Bhujia Sev 200 g ,55.0,50.0,,,HALDIRAM’S NAGPUR,200.0,g,1,5.0,9.09,250.0
275, Malkist Cheese Flavoured Cracker Biscuits (family pack) - 144g (Pack of 4 ) with Cash Back offer ,240.0,240.0,,,MALKIST,144.0,g,4,0.0,0.0,416.67
276, LuvIt Goodies Chocolates Assorted Gift Pack | Gift Pack for Diwali Celebration | Pack of 1 - 148.5g ,140.0,127.0,,,LUVIT,148.5,g,1,13.0,9.29,855.22
277, Parle Milano Hide & Seek Centre Filled Mixed Berries Biscuits 75 g ,40.0,30.0,,,PARLE,75.0,g,1,10.0,25.0,400.0
278, Maggi Mushroom Penne Pazzta 68.5 g ,32.0,24.0,,,MAGGI,68.5,g,1,8.0,25.0,350.36
279, Diwali Gift hampers with Dry Fruits/Dry Fruits Combo Pack/Dry fruits gift pack-Decorated Basket+2 Jars of Dry Fruits(Almond and Cashew)+handmade diary+2 designer Diya+4 Rangoli Colours+Diwali Card ,1400.0,599.0,,,MANTOUSS,148.5,g,1,801.0,57.21,4033.67
280, McCain French Fries 420 g ,115.0,97.0,,,MCCAIN,420.0,g,1,18.0,15.65,230.95
281, Snickers Peanut Chocolate 45 g ,50.0,39.0,,,SNICKERS,45.0,g,1,11.0,22.0,866.67
282, Cornitos Cheese & Herbs Nacho Crisps 55 g ,35.0,28.0,,,CORNITOS,55.0,g,1,7.0,20.0,509.09
283, Britannia Good Day Cashew Cookies 52.5 g ,10.0,10.0,,,BRITANNIA,52.5,g,1,0.0,0.0,190.48
284, Ghasitaram's Bhavnagari Gathiya (400 GMS) ,200.0,123.0,,,GHASITARAM'S,400.0,gms,1,77.0,38.5,307.5
285," Futurelife White Oats | Whole Grains Oats | With Targeted Minerals of Zinc, Chromium and Magnesium | Gluten-free | High Fiber and Protein | 100% Healthy & Natural | 1kg Pouch ",180.0,149.0,,,FUTURELIFE,1.0,kg,1,31.0,17.22,149.0
286, Shree Misthan Soan Papdi 400g ,280.0,189.0,,,SHREE MISTHAN,400.0,g,1,91.0,32.5,472.5
287, Unibic Choco Chip Cookies 500 g ,200.0,100.0,,,UNIBIC,500.0,g,1,100.0,50.0,200.0
288, McCain Smiles Value Pack 750 g ,240.0,204.0,,,MCCAIN,750.0,g,1,36.0,15.0,272.0
289, Parle Monaco Pizza Masala Crunch Biscuits 311 g ,130.0,65.0,,,PARLE,311.0,g,1,65.0,50.0,209.0
290, Cadbury Oreo Choco Creme Biscuits 288.75 g ,85.0,59.0,,,OREO,288.75,g,1,26.0,30.59,204.33
291, Parle Platina Hide & Seek Milano Chocolate Chip Biscuits 150 g ,120.0,60.0,,,PARLE,150.0,g,1,60.0,50.0,400.0
292, SAMS Red Chilly Sauce + Soya Sauce + Green Chilly Sauce 300 g (Pack of 3) ,210.0,189.0,,,SAMS,300.0,g,3,21.0,10.0,210.0
293, Sunfeast Yippee Creamy Corn Tricolor Instant Pasta 65 g ,28.0,26.0,,,YIPPEE,65.0,g,1,2.0,7.14,400.0
294," Galaxy Fruit & Nut Silky Smooth Milk Chocolate Bar, 100% Cashback, 52g, (Pack of 8) ",640.0,470.0,,,GALAXY,52.0,g,8,170.0,26.56,1129.81
295, Haldiram's Khatta Meetha 350 g ,75.0,65.0,,,HALDIRAM’S NAGPUR,350.0,g,1,10.0,13.33,185.71
296, Haldiram Bhujiawala Pure Ghee Soan Papdi 1.5kg (500g X 3 pac) | Delicious Crispy & Flaky Premium | Sweet mithai | Diwali Sweets ,810.0,450.0,,,HALDIRAM BHUJIAWALA,1.5,kg,1,360.0,44.44,300.0
297, Shree Misthan Milk Cake (Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ,240.0,189.0,,,SHREE MISTHAN,200.0,g,1,51.0,21.25,945.0
298, Parle-G Original Glucose Biscuit 200 g ,25.0,23.0,,,PARLE,200.0,g,1,2.0,8.0,115.0
299, Yogabar 20g High Protein Oats 850g | Choco Almond Oatmeal | High Fiber | Breakfast cereal | Weight Management | Whey Protein | ,699.0,599.0,,,YOGABAR,20.0,g,1,100.0,14.31,29950.0
300, Britannia 50-50 Maska Chaska Biscuits 105 g ,30.0,28.0,,,BRITANNIA,105.0,g,1,2.0,6.67,266.67
301, Cadbury Dairy Milk Almond Bites 40 g ,75.0,63.0,,,CADBURY,40.0,g,1,12.0,16.0,1575.0
302, McCain Chilli Garlic Potato Bites 700 g ,240.0,204.0,,,MCCAIN,700.0,g,1,36.0,15.0,291.43
303, Maggi Pichkoo Rich Tomato Ketchup 80 g ,15.0,13.0,,,MAGGI,80.0,g,1,2.0,13.33,162.5
304, Kellogg's Corn Flakes 70 g ,30.0,28.0,,,KELLOGG'S,70.0,g,1,2.0,6.67,400.0
305, Sunfeast Tomato Cheese Instant Pasta Treat 65 g ,28.0,16.0,,,SUNFEAST,65.0,g,1,12.0,42.86,246.15
306, Parle Festive Delights Black Bourbon Choco Creme Sandwich Biscuits 300 g ,150.0,75.0,,,PARLE,300.0,g,1,75.0,50.0,250.0
307, Peppy Tomato Discs 60 g ,60.0,30.0,,,PEPPY,60.0,g,1,30.0,50.0,500.0
308, Chheda's Golden Lightly Salted Potato Chips 170 g ,85.0,50.0,,,CHHEDA'S,170.0,g,1,35.0,41.18,294.12
309, Parle Krack Jack Crackers 200 g ,40.0,37.0,,,PARLE,200.0,g,1,3.0,7.5,185.0
310, BTW Gulab Jamun 1 Kg ,325.0,280.0,,,BTW,1.0,kg,1,45.0,13.85,280.0
311, Hershey's Kisses Almond Chocolate 33.6 g ,50.0,46.0,,,HERSHEY'S,33.6,g,1,4.0,8.0,1369.05
312, Parle Monaco Classic Cheeslings 300 g ,140.0,93.0,,,PARLE,300.0,g,1,47.0,33.57,310.0
313, Lay's Spanish Tomato Tango Potato Chips 52 g ,20.0,18.0,,,LAY'S,52.0,g,1,2.0,10.0,346.15
314, Haldiram's Nagpur Gulab Jamun 1 kg ,225.0,165.0,,,HALDIRAM’S NAGPUR,1.0,kg,1,60.0,26.67,165.0
315, Cadbury Dairy Milk Silk Fruit & Nut Chocolate 137 g ,185.0,164.0,,,CADBURY,137.0,g,1,21.0,11.35,1197.08
316, Ram Bandhu Mango Pickle 1 kg ,260.0,130.0,,,RAM BANDHU,1.0,kg,1,130.0,50.0,130.0
317, Cadbury Oreo Choco Creme Biscuits 481.25 g ,159.0,99.0,,,OREO,481.25,g,1,60.0,37.74,205.71
318, Sunfeast Yippee Noodlemagic Masala 360 g ,78.0,66.0,,,SUNFEAST YIPPEE!,360.0,g,1,12.0,15.38,183.33
319, Patanjali Honey 1 kg ,410.0,348.0,,,PATANJALI,1.0,kg,1,62.0,15.12,348.0
320, MyFitness Peanut Butter Chocolate Smooth Peanut Butter 1250 gms ,649.0,475.0,,,MYFITNESS PEANUT BUTTER,1250.0,gms,1,174.0,26.81,380.0
321, Ching's Secret Manchurian Instant Noodles 240 g ,80.0,49.0,,,CHING'S SECRET,240.0,g,1,31.0,38.75,204.17
322, Unibic Assorted Cookies 75 g (Pack of 6) ,180.0,113.0,,,UNIBIC,75.0,g,6,67.0,37.22,251.11
323, McCain French Fries 1.25 kg ,330.0,297.0,,,MCCAIN,1.25,kg,1,33.0,10.0,237.6
324, Indiyum Sweets Mithai Dhoda Kaju Burfi 400g ,440.0,249.0,,,INDIYUM,400.0,g,1,191.0,43.41,622.5
325, Britannia Vita Marie Gold Biscuits 150 g ,30.0,27.0,,,BRITANNIA,150.0,g,1,3.0,10.0,180.0
326, Healthy Treat Roasted 5 in 1 Super Seed Mix 150gm | Roasted Seeds Mix for eating | High Protein Snacks | Mixed Seeds for Weight Loss | Nutritious Roasted Super Seed Mix | A Delicious and Healthy Snack | Diet Food ,259.0,215.0,,,HEALTHY TREAT,105.0,g,1,44.0,16.99,2047.62
327, Snac tac Mixed Fruit Jam 500 g ,170.0,85.0,,,SNACTAC,500.0,g,1,85.0,50.0,170.0
328, Crave Eatables Premium Gulab Jamun 1 kg ,299.0,149.0,,,CRAVE,1.0,kg,1,150.0,50.17,149.0
329, Haldirams Mysore Pak 200 g X 1 Box ,254.0,199.0,,,HALDIRAM''S BHUJIA (DE.),200.0,g,1,55.0,21.65,995.0
330, Dukes Waffy Pineapple Wafers 60 g ,60.0,30.0,,,DUKES,60.0,g,1,30.0,50.0,500.0
331, Lijjat Punjabi Masala Special Papad 200 g ,89.0,80.0,,,LIJJAT,200.0,g,1,9.0,10.11,400.0
332, Haldiram Bhujiawala Kashmiri Mixture 800g | Tasty And Spicy | Pack of 2 | 400 gram Each ,304.0,259.0,,,HALDIRAM BHUJIAWALA,800.0,g,2,45.0,14.8,161.88
333, Kurkure Solid Masti Masala Twisteez 61 g ,20.0,18.0,,,KURKURE,61.0,g,1,2.0,10.0,295.08
334, Bambino Popular Vermicelli 400 g ,45.0,41.0,,,BAMBINO,400.0,g,1,4.0,8.89,102.5
335, Saffola Veggie Twist Instant Masala Oats 500 g ,225.0,180.0,,,SAFFOLA,500.0,g,1,45.0,20.0,360.0
336, Indiyum Bakarwadi 300g ,199.0,158.0,,,INDIYUM,300.0,g,1,41.0,20.6,526.67
337, Trimurti Kings Sweet Corn Frozen 500 g ,110.0,55.0,,,TRIMURTI KINGS,500.0,g,1,55.0,50.0,110.0
338, Funfoods Veg Mayonnaise 100 g ,45.0,41.0,,,FUNFOODS,100.0,g,1,4.0,8.89,410.0
339, Parle Krackjack Butter Masala Biscuits 307.8 g ,130.0,65.0,,,PARLE,307.8,g,1,65.0,50.0,211.18
340, MTR Rava Instant Idli Mix 1 kg ,250.0,169.0,,,MTR,1.0,kg,1,81.0,32.4,169.0
341, Britannia Good Day Butter Cookies 600 g (Buy 4 Get 1) ,125.0,99.0,,,BRITANNIA,600.0,g,1,26.0,20.8,165.0
342, McCain Aloo Tikki 760 g ,225.0,191.0,,,MCCAIN,760.0,g,1,34.0,15.11,251.32
343, Alpenliebe Creamfills Center Filled Candy Butter Toffee 152 g (Pack of 40) ,50.0,45.0,,,ALPENLIEBE,152.0,g,40,5.0,10.0,7.4
344, Britannia Vita Marie Gold Biscuits 978 g ,155.0,130.0,,,MARIEGOLD,978.0,g,1,25.0,16.13,132.92
345, Maggi Nutri-licious Masala Veg Instant Atta Noodles 435 g ,168.0,143.0,,,MAGGI,435.0,g,1,25.0,14.88,328.74
346, Pringles Sour Cream and Onion Potato Crisps 107 g ,115.0,99.0,,,PRINGLES,107.0,g,1,16.0,13.91,925.23
347, Bikano Namkeen Mixture 90 g (Combo Pack) ,99.0,99.0,,,BIKANO,90.0,g,1,0.0,0.0,1100.0
348, Ram Bandhu Udad Papad 200 g ,90.0,45.0,,,RAM BANDHU,200.0,g,1,45.0,50.0,225.0
349, SAMS White Cooking Vinegar 700 ml ,66.0,33.0,,,SAMS,700.0,ml,1,33.0,50.0,47.14
350, BTW Kaju Katli 400g ,599.0,399.0,,,BTW,400.0,g,1,200.0,33.39,997.5
351, Ching's Secret Manchow Instant Soup 12 g ,30.0,30.0,,,CHING'S SECRET,12.0,g,1,0.0,0.0,2500.0
352, Hey Grain Ragi & Oats Sugar Free Cookies - Pack of 2 ,250.0,225.0,,,HEY GRAIN,2.0,none,2,25.0,10.0,
353, Ching's Secret Dark Soy Sauce 210 g ,60.0,54.0,,,CHING'S SECRET,210.0,g,1,6.0,10.0,257.14
354, Soulfull Millet Muesli With Fruits & Almonds 700 g ,529.0,264.0,,,SOULFULL,700.0,g,1,265.0,50.09,377.14
355, Hershey's Chocolate Syrup 623 g ,230.0,180.0,,,HERSHEY'S,623.0,g,1,50.0,21.74,288.92
356, Knorr Schezwan Sauce 200 g ,70.0,46.0,,,KNORR,200.0,g,1,24.0,34.29,230.0
357, Weikfield Cornflour Starch 100 g ,30.0,25.0,,,WEIKFIELD,100.0,g,1,5.0,16.67,250.0
358, McCain Veggie Fingers 400 g ,155.0,139.0,,,MCCAIN,400.0,g,1,16.0,10.32,347.5
359, Ching's Secret Hot & Sour Instant Soup 12 g ,10.0,10.0,,,CHING'S SECRET,12.0,g,1,0.0,0.0,833.33
360, Bhujialalji Bikaneri | Aloo bhujia | Khatta meetha | Navratna mix | Soya stick | Rajasthani Namkeen | indian Spices | Indian Tea Time Fresh & Mixture | Ready to eat | No Preservatives (Combo pack of 5) 150gm each ,256.0,230.0,,,BHUJIALALJI,150.0,gm,5,26.0,10.16,306.67
361, Ching's Secret Hot Garlic Instant Noodles 240 g ,80.0,40.0,,,CHING'S SECRET,240.0,g,1,40.0,50.0,166.67
362," Yogabar Instant Oats 1Kg | Premium Oats, Ready to Cook, Gluten Free Oats with High Fibre, 100% Whole Grain, Non-GMO, 1Kg ",299.0,199.0,,,YOGABAR,1.0,kg,1,100.0,33.44,199.0
363, Parle Rol . a . Cola Candy 100 g ,30.0,22.0,,,PARLE,100.0,g,1,8.0,26.67,220.0
364," Uttam Besan ladoo 200 g Box, (pack of 4), Ready to Eat ",320.0,266.0,,,UTTAM,200.0,g,4,54.0,16.88,332.5
365, Unibic Choco Nut Cookies 500 g (5 x 100 g) ,190.0,95.0,,,UNIBIC,500.0,g,1,95.0,50.0,190.0
366, Cadbury Bournvita Biscuits 400 g ,120.0,90.0,,,BOURNVITA,400.0,g,1,30.0,25.0,225.0
367, Too Yumm Tomato Twist Rings 70 g ,60.0,30.0,,,TOO YUMM,70.0,g,1,30.0,50.0,428.57
368, Ghasitarams Gulab Jamun 1kg+ Rassogulla 1kg Combo (2 kg total) ,800.0,440.0,,,GHASITARAM,1.0,kg,1,360.0,45.0,440.0
369, Unibic Sugar Free Cashew Cookies 75 g ,60.0,40.0,,,UNIBIC,75.0,g,1,20.0,33.33,533.33
370, Kissan Mixed Fruit Jam 500 g ,180.0,167.0,,,KISSAN,500.0,g,1,13.0,7.22,334.0
371, Britannia Treat Strawberry Creme Wafers Biscuits 55 g ,50.0,25.0,,,TREAT,55.0,g,1,25.0,50.0,454.55
372, Haldiram's Khatta Meetha 1 kg ,200.0,155.0,,,HALDIRAM’S NAGPUR,1.0,kg,1,45.0,22.5,155.0
373, Snactac All In One Mixture 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
374, Haldiram Bhujiawala Desi Ghee Soan Papdi 500g | Crispy And Flaky Instant Ready To Eat | Sweet mithai | Diwali Sweets ,270.0,240.0,,,HALDIRAM BHUJIAWALA,500.0,g,1,30.0,11.11,480.0
375, Funfoods Original Veg Mayonnaise 875 g ,219.0,169.0,,,FUNFOODS,875.0,g,1,50.0,22.83,193.14
376, Unibic Choco Chip Cookies 75 g ,30.0,25.0,,,UNIBIC,75.0,g,1,5.0,16.67,333.33
377, Indiyum Kaju Besan Laddu 400g ,280.0,220.0,,,INDIYUM,400.0,g,1,60.0,21.43,550.0
378, Parle Hide & Seek Almond Chocolate Chip Cookies 100 g ,30.0,27.0,,,PARLE,100.0,g,1,3.0,10.0,270.0
379, Unibic Cashew Cookies 75 g ,30.0,23.0,,,UNIBIC,75.0,g,1,7.0,23.33,306.67
380, Inchi Veg Hakka Noodles 150 g ,40.0,20.0,,,INCHI,150.0,g,1,20.0,50.0,133.33
381, MyFitness Peanut Butter Original crunchy Peanut Butter 510 gms ,320.0,224.0,,,MYFITNESS PEANUT BUTTER,510.0,gms,1,96.0,30.0,439.22
382, Snactac Bikaneri Bhujia 150 g ,72.0,36.0,,,SNACTAC,150.0,g,1,36.0,50.0,240.0
383, LANDMARK Landmark Mix Desi Mithai Box 250 Gram || Made with Pure Desi Ghee ,399.0,197.0,,,LANDMARK,250.0,gram,1,202.0,50.63,788.0
384, Kinder Joy Blue Edition Surprise Chocolate 20 g ,45.0,41.0,,,KINDER JOY,20.0,g,1,4.0,8.89,2050.0
385, Haldiram's Murukku 200 g ,65.0,60.0,,,HALDIRAM’S NAGPUR,200.0,g,1,5.0,7.69,300.0
386," Shree Misthan Dodha Barfi (Burfi, Indian Mithai / Sweets Gift Pack / Box) Festive Gift Box 200g ",250.0,189.0,,,SHREE MISTHAN,200.0,g,1,61.0,24.4,945.0
387, Aarambh Oats 1.5 kg ,330.0,165.0,,,AARAMBH,1.5,kg,1,165.0,50.0,110.0
388, Cadbury Dairy Milk Hazelnut Bites 40 g ,75.0,52.0,,,CADBURY,40.0,g,1,23.0,30.67,1300.0
389, Cadbury Celebrations Rich Dry Fruit Collection 110 g ,375.0,250.0,,,CADBURY,110.0,g,1,125.0,33.33,2272.73
390, Cadbury Bournville Rich Cocoa Dark Chocolate 80 g ,100.0,90.0,,,BOURNVILLE,80.0,g,1,10.0,10.0,1125.0
391, Bikaji Kuch-Kuch All In One Mixture 1 kg ,320.0,220.0,,,BIKAJI,1.0,kg,1,100.0,31.25,220.0
392, Haldiram's Nagpur Lite Chiwda 200 g ,40.0,37.0,,,HALDIRAM’S NAGPUR,200.0,g,1,3.0,7.5,185.0
393, Yogabar Super 100% Rolled Oats 1kg | Ideal Breakfast for Weight Loss | Gluten Free | Premium Oats | Healthy Protein Food & Breakfast cereal | High in Iron & Fibre | 100% Vegan & No Preservatives ,490.0,299.0,,,YOGABAR,1.0,kg,1,191.0,38.98,299.0
394, Pringles Original Potato Crisps 134 g ,170.0,113.0,,,PRINGLES,134.0,g,1,57.0,33.53,843.28
395, Unibic Choco Nut Cookies 75 g ,30.0,27.0,,,UNIBIC,75.0,g,1,3.0,10.0,360.0
396, Hellmann's Creamy & Rich Real Mayonnaise 800 g ,205.0,165.0,,,HELLMANN'S,800.0,g,1,40.0,19.51,206.25
397, Dabur Honey 250 g ,120.0,111.0,,,DABUR,250.0,g,1,9.0,7.5,444.0
398, Parle Magix Orange Sandwich Biscuit 183.6 g ,60.0,30.0,,,PARLE MAGIX,183.6,g,1,30.0,50.0,163.4
399, Cornitos Sizzlin Jalapeno Nacho Crisps 55 g ,35.0,28.0,,,CORNITOS,55.0,g,1,7.0,20.0,509.09
400, Cadbury Dairy Milk Silk Bubbly Chocolate 50 g ,90.0,83.0,,,CADBURY,50.0,g,1,7.0,7.78,1660.0
401, Kellogg's Chocos Fills Double Chocolaty 165 g ,99.0,92.0,,,KELLOGG'S,165.0,g,1,7.0,7.07,557.58
402, Lay's Spanish Tomato Tango Potato Chips 73 g ,30.0,27.0,,,LAY'S,73.0,g,1,3.0,10.0,369.86
403, Chheda's Salt & Pepper Banana Chips 170 g ,75.0,50.0,,,CHHEDA'S,170.0,g,1,25.0,33.33,294.12
404, Ching's Secret Red Chilli Sauce 200 g ,60.0,45.0,,,CHING'S SECRET,200.0,g,1,15.0,25.0,225.0
405, Cadbury Nutties 30 g ,45.0,41.0,,,CADBURY,30.0,g,1,4.0,8.89,1366.67
