Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
779, Pillsbury Vanilla Custard Powder 100 g ,44.0,22.0,,,PILLSBURY,100.0,g,1,22.0,50.0,220.0
780, Kellogg's Corn Flakes With Real Strawberry Puree 300 g ,175.0,162.0,,,KELLOGG'S,300.0,g,1,13.0,7.43,540.0
781, Oasis Baklawa Handmade Baklawa Sweets Box 20.83 G (Each) 12 Pc l Handmade Sweets l Sweets l Homemade Sweets l Gifts l Indian Sweets l Traditional Sweets l Baklava l Baklava Sweets ,850.0,569.0,,,OASIS BAKLAWA,20.83,g,1,281.0,33.06,27316.37
782, Kellogg's Chocos 125 g ,65.0,60.0,,,KELLOGG'S,125.0,g,1,5.0,7.69,480.0
783, Lal Sweets Milk Peda 400g Pack Of 1 || Made With Milk Solids ||Doodh Sweet || Doodh Peda || Indian Sweets ,599.0,349.0,,,LAL,400.0,g,1,250.0,41.74,872.5
784, Lijjat Pepper Udad Papad 1 kg ,366.0,329.0,,,LIJJAT,1.0,kg,1,37.0,10.11,329.0
785, Fruit-tella Strawberry Toffee 36 g ,35.0,32.0,,,FRUITELLA,36.0,g,1,3.0,8.57,888.89
786, Parle Krack Jack Butter Masala Biscuits 100 g ,50.0,25.0,,,PARLE,100.0,g,1,25.0,50.0,250.0
787, Uncle Chipps Plain Salted Potato Chips 37 g ,20.0,18.0,,,UNCLE CHIPPS,37.0,g,1,2.0,10.0,486.49
788," 5:15PM Fresh Crispy Yellow Banana Wafers Chips 400g, Classic Salted Flavour ",499.0,240.0,,,5:15PM,400.0,g,1,259.0,51.9,600.0
789, Yogabar Choco Cereal 345g | No Maida Chocos for Kids | Delicious Chocolate Chocos | Healthy Protein Food & Breakfast Cereal | 100%Vegan & No Preservatives ,260.0,199.0,,,YOGABAR,345.0,g,1,61.0,23.46,576.81
790, Ching's Secret Manchow Soup 55 g ,60.0,40.0,,,CHING'S SECRET,55.0,g,1,20.0,33.33,727.27
791, Bikaji Kuch-Kuch All In One Mixture 400 g ,120.0,99.0,,,BIKAJI,400.0,g,1,21.0,17.5,247.5
792, Desi Treat Soya Paneer (Tofu) 800g ,280.0,246.0,,,DESI TREAT,800.0,g,1,34.0,12.14,307.5
793, Mother's Recipe Punjabi Masala Papad 200 g ,82.0,74.0,,,MOTHER'S RECIPE,200.0,g,1,8.0,9.76,370.0
794, Parle Platina Hide & Seek Milano Centre Filled Cream Biscuits 75 g ,40.0,37.0,,,PARLE,75.0,g,1,3.0,7.5,493.33
795, RAAJALI Rice MURUKKU ,160.0,130.0,,,RAAJALI,1.0,na,1,30.0,18.75,
796, Kissan Fresh Tomato Ketchup 500 g ,110.0,102.0,,,KISSAN,500.0,g,1,8.0,7.27,204.0
797," Yogabar Desi Masala Oats 400g | Healthy Snacks | Premium Oats | 3x more Vegetables, Pumpkin, Watermelon and Chia Seeds for Eating | Indian Spices | Gluten Free | Diet food for Weight Loss ",199.0,149.0,,,YOGABAR,400.0,g,1,50.0,25.13,372.5
798, Galaxy Smooth Milk Chocolate 80 g (Pack of 8) ,99.0,92.0,,,GALAXY,80.0,g,8,7.0,7.07,143.75
799, Bambino Roasted Vermicelli 180 g ,30.0,27.0,,,BAMBINO,180.0,g,1,3.0,10.0,150.0
800, Maggi Hot & Sweet Tomato Chilli Sauce 200 g ,75.0,69.0,,,MAGGI,200.0,g,1,6.0,8.0,345.0
801, Taali Pudina Punch Protien Puffs 60 g ,59.0,39.0,,,TAALI,60.0,g,1,20.0,33.9,650.0
802," GHASITARAM'S Halwa,Perfect For Occasion Like Diwali,Rakshabandhan Etc (200g) ",185.0,147.0,,,GHASITARAM'S,200.0,g,1,38.0,20.54,735.0
803, Haldiram Bhujiawala Moong Dal 800g | Namkeen Salty Flavour | Pack of 2 | 400 Grams Each ,260.0,240.0,,,HALDIRAM BHUJIAWALA,800.0,g,2,20.0,7.69,150.0
804, JOYTOSS One Pcs Chips Challenge NEW Pack (1) ,229.0,158.0,,,JOYTOSS,1.0,na,1,71.0,31.0,
805, Britannia Good Day Pista Badam Cookies 200 g ,55.0,51.0,,,BRITANNIA,200.0,g,1,4.0,7.27,255.0
806, Yogabar Energy Bars Chocolate Chunk | Multigrain Daily Protein Snack | High Energy & Nutrition Bars | 8g Protein & 7g Fibre Protein bars | High in Iron & Fibre | Pack of 10 x 38g Energy Bars | 100%Vegan & No Preservatives ,400.0,299.0,,,YOGA BAR,8.0,g,10,101.0,25.25,3737.5
807, Creamooz Tandoori Mayonnaise 1kg ,215.0,185.0,,,CREAMOOZ,1.0,kg,1,30.0,13.95,185.0
808, Funfoods Burger Veg Mayonnaise 100 g ,45.0,41.0,,,FUNFOODS,100.0,g,1,4.0,8.89,410.0
809," Chocolate Celebrations Pack |Chocolate Gift for Diwali, Anniversary, Valentine's Day, Birthday, Christmas ",379.0,259.0,,,SURPRISEFORU,1.0,na,1,120.0,31.66,
810," Mars Twix Caramel Cookie Chocolate Bar, Premium Chocolate, 50g, Pack of 12 ",840.0,539.0,,,MARS,50.0,g,12,301.0,35.83,898.33
811, Rajlaxmi Garlic Namkeen Mixture 400 g ,160.0,52.0,,,RAJLAXMI,400.0,g,1,108.0,67.5,130.0
812, Weikfield Double Action Baking Powder 50 g ,25.0,23.0,,,WEIKFIELD,50.0,g,1,2.0,8.0,460.0
813, Knorr Chinese Manchurian Gravy Mix 55 g ,60.0,50.0,,,KNORR,55.0,g,1,10.0,16.67,909.09
814, 9am Green Chilli Pickle Green Chilli Pickle 1kg ,170.0,141.0,,,9AM,1.0,na,1,29.0,17.06,
815, Galaxy Smooth Milk Chocolate 20 g ,20.0,18.0,,,GALAXY,20.0,g,1,2.0,10.0,900.0
816, Lijjat Garlic Papad 200 g ,77.0,69.0,,,LIJJAT,200.0,g,1,8.0,10.39,345.0
817, Yogabar Dark Chocolate Peanut Butter 400g | Creamy & Chocolatey | Slow Roasted | Non-GMO Premium Peanuts ,294.0,199.0,,,YOGABAR,400.0,g,1,95.0,32.31,497.5
818, MTR Instant Rava Idli Mix 500 g ,130.0,86.0,,,MTR,500.0,g,1,44.0,33.85,172.0
819, 9am Assorted Sauces Combo Pack of 10 (Each - 90gm) + Eggless Mayonnaise Pack of 2 ( Each - 100gm) ,230.0,197.0,,,9 AM,1.0,na,10,33.0,14.35,
820, MOMENT DELIGHTS HEART WAFFY TRUFFLES 3 PC ,120.0,76.0,,,MOMENT DELIGHTS,1.0,na,1,44.0,36.67,
821, Center Fruit Chewing Gum 27.2 g ,10.0,10.0,,,CENTER FRUIT,27.2,g,1,0.0,0.0,367.65
822, Dabur Honey 50 g ,42.0,39.0,,,DABUR,50.0,g,1,3.0,7.14,780.0
823, Cadbury Dairy Milk Silk Hazelnut Chocolate 58 g ,130.0,120.0,,,CADBURY,58.0,g,1,10.0,7.69,2068.97
824, KWALITY Corn Flakes with Almond & Honey - Made with Golden Corns | 99% Fat-Free | No Preservatives or Colors | High in Protein | Zero Cholesterol - Perfect with Mixed Fruits [1Kg Pouch] ,675.0,399.0,,,KWALITY,1.0,na,1,276.0,40.89,
825," Bhujialalji Bikaneri Bhujia | Rajasthani Bhujia Namkeen with Dew beans,gram flour and indian Spices | Indian Tea Time Fresh & Healthy Snack Mixture|Ready to eat | No Preservatives ( pack of 2) 400gm each. ",240.0,199.0,,,BHUJIALALJI,400.0,gm,2,41.0,17.08,248.75
826," FERRERO ROCHER Chocolate, 200 g (Pack Of 16) ",669.0,574.0, Imported ,,FERRERO ROCHER,200.0,g,16,95.0,14.2,179.38
827, Unibic Caramel & Cinnamon Flavour Biscott 250 g ,120.0,60.0,,,UNIBIC,250.0,g,1,60.0,50.0,240.0
828, Funfoods Original Veg Mayonnaise 500 g ,149.0,138.0,,,FUNFOODS,500.0,g,1,11.0,7.38,276.0
829, Chheda's Soya Snax 170 g ,65.0,32.0,,,CHHEDA'S,170.0,g,1,33.0,50.77,188.24
830, MTR Rice Instant Idli Mix 500 g ,135.0,115.0,,,MTR,500.0,g,1,20.0,14.81,230.0
831, Ching's Secret Hot Garlic Instant Noodles 60 g ,20.0,18.0,,,CHING'S SECRET,60.0,g,1,2.0,10.0,300.0
832, Dabur Honey 100 g ,68.0,63.0,,,DABUR,100.0,g,1,5.0,7.35,630.0
833, Lal Sweets Diwali Special Festive Wishes 400g || Mysore Pak || Dhawar Peda || Diwali Gift ,499.0,449.0,,,LAL,400.0,g,1,50.0,10.02,1122.5
834, Sunfeast Bounce Choco Creme Biscuits 58 g ,10.0,10.0,,,SUNFEAST,58.0,g,1,0.0,0.0,172.41
835, Double Horse Synthetic Vinegar 500ml x Pack of 2 (1000ml) ,90.0,90.0,,,DOUBLE HORSE,500.0,ml,2,0.0,0.0,90.0
836, LuvIt Cocoa Crush Dark Choco Chips | Rich Taste | Ideal for Baking | Cake Decoration| Milk Shakes & Smoothies| Gluten Free | Vegan | Pack of 1 - 350gms ,700.0,231.0,,,LUVIT,350.0,gms,1,469.0,67.0,660.0
837, Gits Khaman Dhokla Snack Mix 180 g ,75.0,50.0,,,GITS,180.0,g,1,25.0,33.33,277.78
838," Bagrry's Crunchy Muesli with Almonds, Raisins and Honey 425 g ",399.0,159.0,,,BAGRRY'S,425.0,g,1,240.0,60.15,374.12
