,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand
201, Tata Tea Premium| Desh Ki Chai| 250 Gm* 2 Packs| 500g+ Green Ilayachi 25g , 510.00 ,490.00,None,None,TATA TEA PREMIUM
202, Girnar Royal Cup Tea 250 g , 145.00 ,134.00,None,None,GIRNAR
203," Lipton Tulsi Natura Green Tea Bags, 50 Tea Bags ", 310.00 ,270.00,None,None,LIPTON
204, Wagh Bakri | Navchetan Premium Tea| 250 Gm Each| Pack of 4| 1 Kg+ Green Elaichi 25 Gm , 470.00 ,465.00,None,None,WAGH BAKRI
205, PediaSure Chocolate Drink Powder 200 g (Carton) , 420.00 ,390.00,None,None,PEDIASURE
206, Girnar Detox Green Tea - Desi Kahwa |36 Tea Bags in Each Pack | Pack of 2 + Green Elaichi 25 Gm ,869.00,869.00,None,None,GIRNAR
207, Tropicana Litchi Delight Fruit Juice 1 L , 123.00 ,103.00,None,None,TROPICANA
208," MAHARASTRA CHAHA WITH ""CUP"" Leaf Tea -1 kg (500 gm Jar Pack of 2) ", 780.00 ,262.00,None,None,"MAHARASTRA CHAHA WITH ""CUP"""
209, Cravova Peach Mojito 300 ml , 60.00 ,30.00,None,None,CRAVOVA
210, Tata Tea Gold |Premium Assam Tea Gently Aromatic Long Leaves| 500G + Green Ilayachi 25 Gm , 550.00 ,540.00,None,None,TATA TEA
211," Nikunj Supreme Leaf Tea, 1kg ", 400.00 ,279.00,None,None,NIKUNJ
212, HORLICKS DIABETES PLUS (400 g) , 790.00 ,749.00,None,None,HORLICKS
213, PediaSure 7 Plus Vanilla Drink Powder 400 g , 615.00 ,571.00,None,None,PEDIASURE
214, Protinex Creamy Vanilla 400 g , 675.00 ,589.00,None,None,PROTINEX
215, Lipton Darjeeling Leaf Tea 250 g (Carton) , 495.00 ,396.00,None,None,LIPTON
216, Gatorade Blue Bolt Sports Drink 500 ml , 50.00 ,45.00,None,None,GATORADE
217, Sprite Malaysia 320ml Imported |Pack of 2| , 400.00 ,360.00, Imported ,None,SPRITE
218, Coolberg Non Alcoholic Cranberry Beer 330 ml , 99.00 ,73.00,None,None,COOLBERG
219, Dabur Vita Chocolaty Drink Mix 500 g , 230.00 ,130.00,None,None,DABUR
220, Raw Pressery Coconut Water 200 ml , 60.00 ,49.00,None,None,RAW PRESSERY
221, Apple Cider Vinegar for Weight Loss With Mother Unfiltered And Undiluted Vinegar Vinegar (500 ml) , 399.00 ,175.00,None,None,VEDARTH
222, Organic India Tulsi Green Tea 100 g , 285.00 ,213.00,None,None,ORGANIC INDIA
223," Manna Instant Badam Drink Mix with Real bits of Badam, 400g | More Bits per Sip | Make milk tastier ", 289.00 ,199.00,None,None,MANNA
224, Paper Boat Vitamin D Lychee Juice 150 ml , 30.00 ,27.00,None,None,PAPER BOAT
225, Dabur Chyawanprakash Sugarfree 900 g , 440.00 ,340.00,None,None,DABUR
226, Continental Malgudi Filter Coffee 500gm Pouch (80% Coffee - 20% Chicory) , 310.00 ,309.00,None,None,CONTINENTAL
227, Octavius | Classic Assam Black Tea - 100 Tea bags | Strong Tea | Kadak Chai | 1 Teabag Can Make 2 Cups | English Breakfast Tea | Refreshing | Morning Tea | Everyday Tea | 100 Pieces | Black Tea | - (2 gm x 100 Teabag) , 190.00 ,169.00,None,None,OCTAVIUS
228, Nature Day Ginger Drink 600 ml , 60.00 ,30.00,None,None,NATURE DAY
229," MAHARASTRA CHAHA WITH ""CUP"" - Special Rich and Flavourful Chai 500 gm ", 560.00 ,167.00,None,None,"MAHARASTRA CHAHA WITH ""CUP"""
230," Nikunj Gold Tea - Royal Edition, 500g ", 280.00 ,191.00,None,None,NIKUNJ
231, Cravova Watermelon Mojito 300 ml , 60.00 ,30.00,None,None,CRAVOVA
232, Horlicks Mother's Plus Vanilla Flavour 400 g , 620.00 ,576.00,None,None,HORLICKS
233, Lipton Tulsi Natura Green Tea Bags 25 pcs , 170.00 ,143.00,None,None,LIPTON
234, KANGEN Alkaline Water 8.5+ PH 1 Litre Pack Of 12 ,840.00,840.00,None,None,KANGEN
235, Girnar Royal Cup Tea 500 g , 290.00 ,255.00,None,None,GIRNAR
236," Orglife Apple Cider Vinegar With Garlic Ginger Lemon Honey, 500 ml Each (Pack Of 2) ", 998.00 ,314.00,None,None,ORGLIFE
237, Paper Boat Swing Fizz Guava Drink 600 ml , 40.00 ,37.00,None,None,PAPER BOAT
238, B Natural Fruits N Bits Litchi with Apple Drink 300 ml , 65.00 ,32.00,None,None,B NATURAL
239, Coolberg Non Alcoholic Peach Beer 330 ml , 99.00 ,73.00,None,None,COOLBERG
240," Nikunj Gold Tea - Royal Edition, 1kg ", 550.00 ,349.00,None,None,NIKUNJ
241," Bevzilla 60 Instant Coffee Powder Sachets(4 Flavours) - 120 Grams | Turkish Hazelnut, Colombian Gold, French Vanilla & English Butterscotch | 15 Sachets Each Flavour| Makes 60 Cups| 100 % Arabica Coffee| Strong Coffee ", 449.00 ,279.00,None,None,BEVZILLA
242, Ensure Vanilla Drink Powder 200 g , 440.00 ,409.00,None,None,ENSURE
243, Baidyanath Chawanprash Awaleha 950 g , 385.00 ,308.00,None,None,BAIDYANATH
244, Organic India TULSI GREEN TEA LEMON GINGER 25 IB- Pack of 2 , 430.00 ,387.00,None,None,ORGANIC INDIA
245, Tetley Green Tea Bags 100 pcs , 625.00 ,312.00,None,None,TETLEY
246, Coolberg Non Alcoholic Malt Beer 330 ml , 99.00 ,73.00,None,None,COOLBERG
247, Aquafina Packaged Drinking Water 1 L , 20.00 ,18.00,None,None,AQUAFINA
248, Alo Frut Litchi + Aloevera Fruit Juice 300 ml , 40.00 ,30.00,None,None,ALO FRUT
249, Paper Boat Anar Fruit Juice 200 ml , 50.00 ,46.00,None,None,PAPER BOAT
250, Cravova Orange Mojito 300 ml , 60.00 ,30.00,None,None,CRAVOVA
251, HORLICKS Chocolate Delight Flavour (1 kg) , 499.00 ,485.00,None,None,HORLICKS
252, BRU Instant Coffee 50 g , 195.00 ,180.00,None,None,BRU
253, Junior Horlicks Vanilla 500 g , 330.00 ,310.00,None,None,HORLICKS
254, Tata Gold Care Flavoured Tea 1 kg , 630.00 ,475.00,None,None,TATA TEA
255, Glucon-D Regular 450 g , 125.00 ,99.00,None,None,GLUCON-D
256, Rage Coffee 50 Gms Dark Chocolate Flavour , 349.00 ,149.00,None,None,RAGE COFFEE
257, Tata Coffee| Instant Coffee| Super Saver Pack| 200g Each | Pack of 2 |400g ,485.00,485.00,None,None,TATA COFFEE
258, Complan Creamy Classic 500 g , 305.00 ,256.00,None,None,COMPLAN
259," Red Bull Energy Drink, 250 ML Can JST ", 200.00 ,177.00,None,None,JST
260, B Natural Fruits N Bits Guava Drink 300 ml , 65.00 ,32.00,None,None,B NATURAL
261, Nescafe Classic Instant Coffee Powder 200 g , 660.00 ,613.00,None,None,NESCAFE
262, Bournvita 5 Star Magic Chocolate 750 g , 405.00 ,364.00,None,None,BOURNVITA
263," Monster Taurine Ginger Energy Drink, 500 Mlpack of 2 ", 770.00 ,653.00, Imported ,None,MONSTER
264, Brooke Bond Red Label Natural Care Tea 500 Grm + 25 Grm Black Papper ( Kali Mirch ) ,460.00,460.00,None,None,RED LABEL
265, Wagh Bakri Premium Navchetan Tea| 250g* 2 Pk| 500g | + Organic Green Ilayachi 25g| , 340.00 ,290.00,None,None,WAGH BAKRI
266, Alo Frut Mixed Fruit + Aloevera Juice 300 ml , 40.00 ,30.00,None,None,ALO FRUT
267, Octavius | KADAK Assam Tea - 1Kg | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Taza Tea 1 kg | Garden Fresh Tea | Tea 1 Kg , 300.00 ,279.00,None,None,OCTAVIUS
268, Paper Boat Swing Plus Lush Lychee Juice 600 ml , 40.00 ,36.00,None,None,PAPER BOAT
269, Charged Berry Bolt By ThumsUp 250 ml , 20.00 ,18.00,None,None,CHARGED
270, Rage Coffee - 50 GMS Original Blend , 299.00 ,149.00,None,None,RAGE COFFEE
271," Fanta Orange Drink, 320 Ml | Pack of 2| ", 400.00 ,360.00, Imported ,None,FANTA
272, Bru Instant Coffee Powder { Special Catering } Pack of 3 x 200 grams Each , 960.00 ,849.00,None,None,BRU
273, Schweppes Tonic Water 300 ml , 60.00 ,55.00,None,None,SCHWEPPES
274, Paper Boat Swing Medley Mixed Fruit Drink 600 ml , 40.00 ,36.00,None,None,PAPER BOAT
275, Real Orange Juice by Dabur 1-L (Pack of 2) with Reusable Stainless Steel Straws (Set of 4) , 460.00 ,457.00,None,None,REAL
276, Tata Tea Premium| Desh Ki Chai| 250 Gm* 4 Packs| 1 Kg+ Green Ilayachi 25g| ,770.00,770.00,None,None,TATA TEA PREMIUM
277, Brooke Bond Red Label Leaf Tea| Premium Tea| 250g* 2 Packs| 500g+ Green ilayachi 25g| ,480.00,480.00,None,None,RED LABEL
278, SENSO Chai Premix Masala Vegetarian (10 sachets) , 140.00 ,90.00,None,None,SENSO
279, Cloud9 Energy Drink Berry Mix 250ml Bottle - Pack of 30 ,664.00,664.00,None,None,CLOUD 9
280," BEVZILLA Instant Coffee Powder - 48 Sachets (Hazelnut)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ", 299.00 ,239.00,None,None,BEVZILLA
281, Patanjali Aloe Vera Fibre Juice 1 L , 210.00 ,189.00,None,None,PATANJALI
282, PediaSure Vanilla Delight Drink Powder 200 g (Carton) , 420.00 ,390.00,None,None,PEDIASURE
283, Society Leaf & Masala Tea 250gm Combo , 315.00 ,305.00,None,None,SOCIETY
284, Alo Frut Kiwi + Aloevera Fruit Juice 1 L , 120.00 ,99.00,None,None,ALO FRUT
285, Davidoff Espresso 57 Dark and Chocolatey Instant Coffee 100 g , 650.00 ,590.00,None,None,DAVIDOFF
286, Gatorade Orange Sports Drink 500 ml , 50.00 ,45.00,None,None,GATORADE
287, Tata Grand Premium Coffee 50 g , 160.00 ,120.00,None,None,TATA COFFEE
288," Giacobazzi Non Alcoholic Sparkling Red Wine, 750ml ", 999.00 ,599.00,None,None,GIACOBAZZI
289, Storia Mango 100% Juice with No Added Sugar & Preservatives 750 ml , 170.00 ,85.00,None,None,STORIA
290, NutroVally Green Tea | For Weight Loss & Boost Immune | Premium Natural & Pure Aromatic Leaves | Lemon Green Tea Bags 100 Pcs , 796.00 ,419.00,None,None,NUTROVALLY
291, Mogu Mogu Lychee Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,MOGU MOGU
292, Nature Day Orange Sparkling Fruit Drink 600 ml , 60.00 ,30.00,None,None,NATURE DAY
293, Tropicana Orange Juice 1 L , 145.00 ,130.00,None,None,TROPICANA
294, B Natural Mixed Fruit Chaat Juice 1 l , 140.00 ,70.00,None,None,B NATURAL
295, Dabur Chyawanprash Awaleha 500 g , 220.00 ,204.00,None,None,DABUR
296, Lipton Honey & Lemon Green Tea Bags 100 pcs , 625.00 ,562.00,None,None,LIPTON
297, Aarambh Green Tea Bags 25 pcs , 170.00 ,65.00,None,None,AARAMBH
298," MAHARASTRA CHAHA WITH ""CUP"" - LEAF Tea -500Gm ", 560.00 ,167.00,None,None,"MAHARASTRA CHAHA WITH ""CUP"""
299," Shunya Go and Fizz Lime & Lemon Combo, Sugar Free Flavoured Soft Drink 300ml- (Pack of 12) ", 720.00 ,494.00,None,None,SHUNYA
300, Tata Gold Care Flavoured Leaf Tea 250 g , 180.00 ,160.00,None,None,TATA GOLD
301, Nescafe Classic Black Roast Coffee 95 g , 410.00 ,381.00,None,None,NESCAFE
302, Leo Coffee Special Peaberry Freshly Ground Filter Coffee Powder Medium Roast Mild and Aromatic - 250 g , 175.00 ,104.00,None,None,LEO COFFEE
303, Storia Banana Shake 180 ml , 45.00 ,30.00,None,None,STORIA
304, Ensure FOS Chocolate Drink Powder 400 g , 840.00 ,770.00,None,None,ENSURE
305, Galaxy Drink 750 ML (Red Grape) Combo Pack of 2 , 800.00 ,760.00, Imported ,None,GALAXY
306, Manna Sattu 100% Channa Sattu Protein Mix 500g , 159.00 ,149.00,None,None,MANNA
307, Storia Mixed Fruit Juice 750 ml , 170.00 ,85.00,None,None,STORIA
308, Rage Coffee Combo Pack of 3 - Irish Hazelnut & Dark Chocolate & Creme Caramel Flavoured Coffee 50 Gms Each ," 1,047.00 ",399.00,None,None,RAGE COFFEE
309, Society Masala Tea 250 g ,170.00,170.00,None,None,SOCIETY
310, Nescafe Gold Blend 50 g , 350.00 ,327.00,None,None,NESCAFE
311," Pepsi Turkey, 250 Ml |Pack of 2| ", 400.00 ,360.00, Imported ,None,PEPSI
312, Leo Coffee House Blend Pure Filter Coffee Powder Medium Roast Mild and Aromatic - 250 g , 194.00 ,140.00,None,None,LEO COFFEE
313, Wagh Bakri Spiced Tea | 7 Refreshing Spices | 250 Gm Each | Pack of 4 |1 Kg + Green Elaichi 25 Gm ," 1,120.00 ",965.00,None,None,WAGH BAKRI
314," Bevzilla Instant Coffee Gift Box of 24 Assorted Flavour Sachets & Frother - 6 Sachets Each Flavour(2 Gram Each Sachet) | Makes 24 Cups Coffee | Turkish Hazelnut, Colombian Gold, French Vanilla & English Butterscotch | 100% Arabica| Strong Coffee ", 799.00 ,361.00,None,None,BEVZILLA
315, 9am Sharbat E Jannat Combo Pack of 2 (Rose 750ml+ Khus 750ml) , 280.00 ,205.00,None,None,9 AM
316, Keya 500ml Lemon Juice Concentrate - Goodness of 50 Lemons , 235.00 ,206.00,None,None,KEYA
317, Society Masala Tea 100 g , 69.00 ,64.00,None,None,SOCIETY
318, Lipton Green Tea 250 g , 370.00 ,344.00,None,None,LIPTON
319, Society Tea Leaf Tea | Leaf Tea | Chai | Strong blend | Robust Flavour | 500 g Pouch | Pack of 2 , 560.00 ,532.00,None,None,SOCIETY
320, Coolberg Non Alcoholic Mint Beer 330 ml , 99.00 ,73.00,None,None,COOLBERG
321, Schweppes Ginger Ale 300 ml , 60.00 ,55.00,None,None,SCHWEPPES
322, Complan Royale Chocolate 200 g , 129.00 ,119.00,None,None,COMPLAN
323, MTR Badam Drink Mix 200 g , 125.00 ,116.00,None,None,MTR
324, NutroVally Green Tea | For Weight Loss & Boost Immune | 100% Natural & Aromatic Leaves | Lemon Green Tea Bags 50 Pcs , 398.00 ,249.00,None,None,NUTROVALLY
325, Continental Xtra Coffee 50 g , 175.00 ,87.00,None,None,CONTINENTAL
326, Tetley Ginger Mint and Lemon Green Tea Bags 25 pcs , 170.00 ,133.00,None,None,TETLEY
327, Complan Kesar Badam 200 g , 140.00 ,130.00,None,None,COMPLAN
328, Gatorade Lemon Sports Drink 500 ml , 50.00 ,45.00,None,None,GATORADE
329," Coca Cola Light No Sugar No Calories Imported, 320 ml ", 240.00 ,229.00, Imported ,None,COCA COLA
330, Tropicana Orange Delight Fruit Juice 180 ml , 20.00 ,18.00,None,None,TROPICANA
331, Hersheys Milk Booster Chocolate Syrup 450 g , 210.00 ,160.00,None,None,HERSHEY'S
332, Wagh Bakri | Mili Premium Tea |Strong Leaf Tea |1 Kg + Green Elaichi 25 Gm , 650.00 ,605.00,None,None,WAGH BAKRI
333, Nestea Iced Tea Premix | Lemon Flavour | Source of Vitamin C | Super Saver Pack | 1 Kg ,625.00,625.00,None,None,NESTEA
334," All In One Lemon Tea Premix With Sulphur Less Sugar, 25 Pouches ",180.00,180.00,None,None,ALL IN ONE
335, Nescafe Gold Blend Instant Coffee 190 g ," 1,050.00 ",945.00,None,None,NESCAFE
336, Horlicks Protein Plus Chocolate 400 g , 650.00 ,600.00,None,None,HORLICKS
337, Leo Coffee Madras Blend Filter Coffee Powder Medium Roast Rich and Creamy Texture - 500 g , 370.00 ,240.00,None,None,LEO COFFEE
338, Tropicana Orange Delight Fruit Juice 1 L , 120.00 ,108.00,None,None,TROPICANA
339," Nutrovally Chamomile Herbal Tea | 100% Natural Whole Leaf , Stress Relief ,Relaxing, & Good Sleep, | Green Tea bags 50 Pcs ", 498.00 ,269.00,None,None,NUTROVALLY
340, Horlicks Chocolate Health & Nutrition Drink 1 kg Refill Pack , 599.00 ,499.00,None,None,HORLICKS
341," Davidoff Rich Aroma Coffee, 90 Gm ", 650.00 ,600.00, Imported ,None,DAVIDOFF
342, Skippi Icepops 100% Natural Ice Popsicles (12 x 70 ml) , 240.00 ,189.00,None,None,SKIPPI ICE POPS
343, Alo Frut Mixed Berries + Aloevera Fruit Juice 1 L , 120.00 ,99.00,None,None,ALO FRUT
344, HORLICKS Chocolate Delight Flavour 1 KG JAR , 599.00 ,499.00,None,None,HORLICKS
345," Protinex Original, 1 Kg "," 1,499.00 ","1,435.00",None,None,PROTINEX
346, Ensure Diabetes Care Chocolate Drink Powder 200 g , 540.00 ,502.00,None,None,ENSURE
347," Colombian Brew Hazelnut Instant Coffee Powder, No Sugar Vegan, 50gm ", 199.00 ,197.00,None,None,COLOMBIAN BREW
348, Zandu Chyavanprash Avaleha 900 g , 395.00 ,295.00,None,None,ZANDU
349, B Natural Chilly Guava Juice 1 l , 140.00 ,70.00,None,None,B NATURAL
350, Bru Tripti Blend special catering Strong Instant Coffee powder pack of 3 x 200 grams each , 960.00 ,849.00,None,None,BRU
351, Prime Varitry Pack (Pack Of 15) Imported ," 20,250.00 ","12,810.00", Imported ,None,IMPORTED
352, Red Bull 350 ml , 165.00 ,150.00,None,None,RED BULL
353," Mountain Dew Malaysia, 320 Ml ", 206.25 ,174.00, Imported ,None,MOUNTAIN DEW
354, SENSO Instant Tea Premix Masala Gluten Free (10 sachets) , 140.00 ,100.00,None,None,SENSO
355, Dabur Chyawanprash Awaleha Gur (Jaggery) 900 g , 395.00 ,315.00,None,None,DABUR CHYAWANPRASH
356, Dabur Vedic Ayurvedic Herbs Premium Tea 500 g , 325.00 ,219.00,None,None,DABUR
357, Tropicana 100% Apple Fruit Juice 1 L , 145.00 ,130.00,None,None,TROPICANA
358, Cloud9 Natural Mineral Drinking Water 200 ml (pack of 30) ,274.00,274.00,None,None,CLOUD 9
359," Cocojal Natural Tender Coconut Water| No Added Flavours| Not from Concentrate| 200ml, Pack of 48 "," 2,400.00 ","1,959.00",None,None,COCOJAL
360, Evocus Black Alkaline Drink | PACK OF 6 (500 mL each) | 8+ pH | Infused with Essential Minerals , 600.00 ,510.00,None,None,EVOCUS
361," Fogoso Fire Bronze Magic Wine, 375 Ml Imported ", 400.00 ,330.00, Imported ,None,IMPORTED
362, Goodricke Roasted Darjeeling Tea - 250 gm | Whole Leaf Tea | 100% Pure & Original Darjeeling Long Leaf Tea | Flavoury Golden Orange Pekoe Darjeeling Tea Loose Leaves| Darjeeling Black Tea , 280.00 ,251.00,None,None,GOODRICKE
363, Manama Lime and Mint Mojito Syrup for Mocktails & Cocktails (750ML) ,310.00,310.00,None,None,MANAMA
364, Ensure Chocolate Drink Powder 200 g , 440.00 ,409.00,None,None,ENSURE
365, Horlicks Chocolate Delight 200 g , 119.00 ,110.00,None,None,HORLICKS
366, Girnar Masala Tea Instant Premix | 10 Sachets of 14 Gm in each Pack | Pack of 1 + Green Elaichi 25 Gm , 400.00 ,380.00,None,None,GIRNAR
367, Storia Guava Chilli Juice 180 ml , 40.00 ,30.00,None,None,STORIA
368," Coca cola Cherry, 330 Ml |Pack of 3| Imported ", 600.00 ,525.00, Imported ,None,COCA COLA
369, Cloud9 Golden Shikanji Lemon Juice 200 ml pack of 24 ,388.00,388.00,None,None,CLOUD 9
370, Girnar Desi Kahwa Detox Green Tea Bags 10 pcs , 100.00 ,93.00,None,None,GIRNAR
371, BEVZILLA Instant Coffee Powder (English Butterscotch Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee , 375.00 ,209.00,None,None,BEVZILLA
372, Dhopabor Premium Tea - 500gm |High Quality Assam CTC Chai | , 194.00 ,184.00,None,None,DHOPABOR
373," Vedic Kahwa Green Tea Bags 100 pcs - Eco-Friendly detox kahwa Green Tea 100 bag in Resealable pouch- All in one green tea kahwa Tea bags - kawa tea, kava tea, green tea bag by The Tea Trove ", 650.00 ,284.00,None,None,THE TEA TROVE
374, Tropicana Mixed Fruit Delight Fruit Juice 180 ml , 20.00 ,18.00,None,None,TROPICANA
375, Pediasure 7 Plus Chocolate Drink Powder 200 g , 350.00 ,325.00,None,None,PEDIASURE
376," Manna Instant Badam Drink Mix with Real bits of Badam, 800g | More Bits per Sip| Make milk tastier ", 578.00 ,349.00,None,None,MANNA
377, Rage Coffee 50 Gms Butterscotch Delight Flavour , 349.00 ,149.00,None,None,RAGE COFFEE
378," Tetley Immune Vitamin C Lemon, Honey Green Tea Bags Box (40 g) Imported ", 480.00 ,450.00, Imported ,None,TETLEY
379," BEVZILLA Instant Coffee Powder - 96 Sachets (Hazelnut)| Hot & Cold Coffee| Makes 96 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino| Premium ", 599.00 ,405.00,None,None,BEVZILLA
380, Wagh Bakri Instant Masala Tea Premix 140 g (14 g x 10 Sachets) , 280.00 ,265.00,None,None,WAGH BAKRI
381," Farm Hots kokum Agal / Kokum Juice (Garcinia Indica) Salted,Without Sugar,500 ml can ", 390.00 ,123.00,None,None,FARM HOTS
382, GAJANAND (Aah Gajanand Vah Gajanand) Premium CTC Tea Leaf / 250gm / Pack of 1 / Chai Patti with Strong Taste and Refreshing Aroma / 100% Assam CTC Tea Leaves ,130.00,130.00,None,None,GAJANAND (AAH GAJANAND VAH GAJANAND)
383, Rage Coffee 100 Gms Irish Hazelnut Flavour , 549.00 ,349.00,None,None,RAGE COFFEE
384," Coca Cola Bebas Gula Sugar, 330 Ml Pack of 4 ", 450.00 ,400.00, Imported ,None,COCA COLA
385, JAWAI Rajwadi Kadak Masala Chai (MASALA TEA) | Best Masala Chai | 100 Grams , 195.00 ,145.00,None,None,JAWAI
386, Brooke Bond Red Label Leaf Tea| Premium Tea| 250g* 4 Packs| 1 Kg+ Green ilayachi 25g| ,710.00,710.00,None,None,RED LABEL
387," Colombian Brew Arabica Espresso Filter Coffee Powder, Roast & Ground Strong, 100g Pack of 2 ", 250.00 ,198.00,None,None,COLOMBIANBREWCOFFEE
388, Protinex Tasty Chocolate 250 g , 445.00 ,410.00,None,None,PROTINEX
389," Manama Blue Curacao Syrup, Mixer for Mocktails and Cocktails (750ML) ",310.00,310.00,None,None,MANAMA
390, Tropicana Mixed Fruit Juice 1 L , 145.00 ,130.00,None,None,TROPICANA
391," Taj Mahal Tea with Long Leaves, 1kg ", 750.00 ,630.00,None,None,TAJ MAHAL
392," 3 Sisters Non Alcoholic German Lager Beer, 330 Ml |Pack of 2| ", 400.00 ,350.00, Imported ,None,3 SISTERS
393, Organic India Tulsi Ginger Tea Bags 25 pcs , 195.00 ,146.00,None,None,ORGANIC INDIA
394, BRU Tripti Blend instant Coffee Powder pack of 2 ( each 200g ) Instant Coffee (2 x 200 g) , 640.00 ,599.00,None,None,A. MANGALS
395, Society Leaf Tea 250g Jar ,155.00,155.00,None,None,SOCIETY
396," Cocojal Natural Tender Coconut Water| No Added Flavours| Not from Concentrate| 200ml, Pack of 24 "," 1,200.00 ",999.00,None,None,COCOJAL
397," Bevzilla 96 Sachets Assorted Flavoured Instant Coffee Powder Box - 192gm | 24 Sachets Each Flavour | French Vanilla, English Butterscotch, Turkish Hazelnut, Colombian Gold | 100% Arabica Beans | No Added Preservatives | Makes 96 Cups | Premium Coffee ", 599.00 ,405.00,None,None,BEVZILLA
398," Heineken 0.0 Percent Non Alcoholic Beer Can, 330 ml ", 300.00 ,279.00, Imported ,None,HEINEKEN
399," Bavaria Premium Original Non Alcoholic Beer, 330 Ml Imported ", 206.25 ,174.00, Imported ,None,IMPORTED
400, CHAI POINT Assam Green Tea | Loose Leaf Enriched with Anti-Oxidants | Single Origin Tea | Green Tea Leaves | Loose Green Tea | Good for Weight Loss 100G , 249.00 ,160.00,None,None,CHAIPOINT
401, Manna Health Mix Sathu Maavu 1Kg , 489.00 ,439.00,None,None,MANNA
402," Nescafe Gold Rich and Smooth Instant Coffee Powder, 95g Jar ", 699.00 ,569.00,None,None,NESCAFE
403, Mysore Concerns Roasted And Ground Brindavan Bold South Indian Filter Coffee 454 G , 290.00 ,276.00,None,None,MYSORE CONCERNS
404, SENSO Instant Tea Premix Masala No Artificial Colors 1 kg , 410.00 ,291.00,None,None,SENSO
405, Manna Health Mix Sathu Maavu 600g , 319.00 ,295.00,None,None,MANNA
406, Horlicks Protein Plus Vanilla Drink Mix 400 g , 650.00 ,600.00,None,None,HORLICKS
407, Protinex Original 250 g , 499.00 ,464.00,None,None,PROTINEX
408," Pepsi Black Singapore, 320 Ml ", 206.25 ,174.00, Imported ,None,PEPSI BLACK
409, Shunya Go Zesty Orange Sugar Free Flavoured Drink - 4 Super Herbs Pack of 12 (300ml X 12) , 720.00 ,584.00,None,None,SHUNYA
410, Johnnie Walker Refreshing Mixer Non Alcoholic Carbonated Drink 330 ml Pack of 4 , 400.00 ,240.00,None,None,JOHNNIE WALKER
411, Organic Spearmint Tea Bags for PCOS - 40 Eco-Friendly Tea Bags in Resealable pouch by The Tea Trove , 328.00 ,204.00,None,None,THE TEA TROVE
412, Patanjali Giloy Fruit Juice 500 ml , 90.00 ,81.00,None,None,PATANJALI
413, Saffola Immuniveda Chyawanprash Avaleha 1.25 kg , 560.00 ,520.00,None,None,SAFFOLA
414, AKHYA GOLD PREMIUM ASSAM LEAF TEA 1KG , 600.00 ,399.00,None,None,AKHYA
415," Colombian Brew 3 in 1 Assorted Instant Coffee Premix Café Latte, Cappuccino, Hazelnut, Vanilla Caramel, Double Choco Mocha, 10 Sachets Box Buy 3 Get 1 Free ", 996.00 ,699.00,None,None,COLOMBIANBREWCOFFEE
416, Bambino Tasty Instant Badam Drink Mix Bottle 500g , 250.00 ,245.00,None,None,BAMBINO
417," Fanta Lychee Flavoured Drink, 320 Ml |Pack of 2| Imported ", 400.00 ,360.00, Imported ,None,FANTA
418, Manna Health mix Sathu Maavu 1.2kg (600g x 2 Packs) , 638.00 ,469.00,None,None,MANNA
419," CHAI POINT Premium Assam Tea | Single Origin Tea, Fresh | Assam Tea | Black Tea Leaves | Tea Powder | Premium Chai Patti | Loose Leaf Tea 200G ", 199.00 ,140.00,None,None,CHAIPOINT
420, Bean2Brew | Premium Blend (80: 20) | Filter Coffee Powder | 800g , 520.00 ,380.00,None,None,BEAN2BREW
421," Nutrition Planet Micronized Creatine Monohydrate for Pre/Post Workout Recovery (Black Currant - 348g, 60 Servings) "," 1,200.00 ",498.00,None,None,NUTRITION PLANET
422," NATRAJ The Right Choice Premium Loose Green Tea Leaves for Weight Loss and Improve Immunity, 300 GM ", 475.00 ,325.00,None,None,NATRAJ THE RIGHT CHOICE
423," Chai Point Assam Masala Tea Natural Spices (Cinnamon, Clove, cardamon, Ginger, Black Pepper), Single Origin Tea 200g ", 300.00 ,200.00,None,None,CHAIPOINT
424, 7 Up Sugar Free |Pack of 2 | , 400.00 ,360.00, Imported ,None,7 UP
425," 3 Sisters Non Alcoholic Kiwi Beer, 330 Ml |Pack of 2| ", 400.00 ,350.00, Imported ,None,3 SISTERS
426, Evocus Black Alkaline Drink | PACK OF 24 (500 mL each) | 8+ pH | Infused with Essential Minerals ," 2,400.00 ","2,040.00",None,None,EVOCUS
427," Society Tea Leaf Tea, 1 Kg ", 570.00 ,542.00,None,None,SOCIETY
