Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Is Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
935, NEXTSTEP ORGANIC Best Quality Raw Peanut | Mungfali dana (Whole) 100g ,350.0,129.0,,,NEXTSTEP ORGANIC,100.0,g,False,221.0,63.14,1290.0
936, Special Choice Cashew Combo Crunch (Cashew Roasted n Salted & Cashew Tingy Tangy Masala) 100g x 2 ,540.0,275.0,,,SPECIAL CHOICE,100.0,g,False,265.0,49.07,2750.0
937, Aeroplane 10kg Sulphurless Sugar (5kgx2) ,700.0,499.0,,( 49.90/1 kg),AEROPLANE BRAND,10.0,kg,False,201.0,28.71,49.9
938, BLK Foods Select Seedless Tamarind (Imli without beej) 1Kg (4 Wrapped blocks in 1 pack) ,600.0,272.0,,,BLK FOODS,1.0,kg,False,328.0,54.67,272.0
939, Dr. Brand Jaggery Powder 500 g ,70.0,59.0,,,DR. BRAND,500.0,g,False,11.0,15.71,118.0
940, Ching's Secret Chowmein Hakka Noodles Masala 100 g ,60.0,49.0,,( 49.00/100 g),CHING'S SECRET,100.0,g,False,11.0,18.33,490.0
941, ANMOL ROYAL 26 Kg Premium Steam Sona Masoori Rice ,1560.0,1560.0,,( 60.00/1 kg),ANMOL,26.0,kg,False,0.0,0.0,60.0
942, Kinsfolk Extra Virgin Olive Oil - 5 Ltr PET ,4999.0,1793.0,,,KINSFOLK,5.0,ltr,False,3206.0,64.13,358.6
943, Catch Meat Masala 100 g ,90.0,45.0,,( 45.00/100 g),CATCH,100.0,g,False,45.0,50.0,450.0
944," Elephant Brand Hathi Mustard Oil - Ideal for cooking food, pickles, massages | 1L x 16 Bulk Pack ",5200.0,5200.0,,( 325.00/1 l),HATHI BRAND,1.0,l,False,0.0,0.0,5200.0
945, Suhana Paneer Makhanwala Spice Mix 50 g ,45.0,36.0,,,SUHANA,50.0,g,False,9.0,20.0,720.0
946, Pyramid Traders 1KG White Broken Walnut Kernels ,2000.0,745.0,,,PYRAMID TRADERS,1.0,kg,False,1255.0,62.75,745.0
947, Anjali Gingelly/Sesame Oil 5 Litre Can With 1 Litre Free ,2750.0,2200.0,,,ANJALI,5.0,litre,False,550.0,20.0,
948," Mr.Nuttz Dry Fruits Combo Pack-Almonds, Pistachios & Raisins 150g (Badam, Pista & Kishmish) 50g each ",305.0,195.0,,,MR.NUTTZ,150.0,g,False,110.0,36.07,1300.0
949, Pusht Organic Mix Dal - 1Kg ,256.0,164.0,,,PUSHT ORGANIC,1.0,kg,False,92.0,35.94,164.0
950, MEEWA 1 KG PREMIUM WALNUT KASHMIRI AKHROT GIRI | QUARTER KERNELS | BEST QUALITY| VACCUM PACKED ,3000.0,675.0,,,MEEWA,1.0,kg,False,2325.0,77.5,675.0
951," GO KITCHEN Premium California Walnuts Without Shell, Akhrot Giri Walnut Kernels High in Protein & Iron|Low Calorie Walnut, 200gm ",1126.0,591.0,,,GO KITCHEN,200.0,gm,False,535.0,47.51,2955.0
952, Brij gwala Bihari ji Pure Desi Ghee| | Pure Ghee for Better Digestion and Immunity-1 ltr tetra-1 ,580.0,399.0,,,BRIJ GWALA,1.0,ltr,False,181.0,31.21,399.0
953, Chef Urbano Himalayan Pink Salt 2 X 1 kg ,450.0,350.0,,,CHEF URBANO,2.0,x,False,100.0,22.22,
954, VOC Mart Premium Imported Black Dates 1 Kg | Pind Khajoor | Lowest Price | Best Quality ,599.0,399.0,,,VOC MART,1.0,kg,False,200.0,33.39,399.0
955," CROWN RICE, Daily Basmati Rice, Broken Rice, Double Polished 100% Natural Basmati Rice , 5 KG ",575.0,575.0,,,CROWN RICE,5.0,kg,False,0.0,0.0,115.0
956, BA Dryfruits and Spices Premium Dry Afghani Anjeer/Figs 250 g Jar ,525.0,225.0,,,BA DRYFRUITS AND SPICES,250.0,g,False,300.0,57.14,900.0
957, Kesari Saffron Threads 0.5 g ,209.0,104.0,,,KESARI,0.5,g,False,105.0,50.24,208000.0
958, Qualinut | Diwali Gift Box | Elegant Red | Premium Quality ,750.0,697.0,,,QUALINUT GOURMET,,none,False,53.0,7.07,
959, Nutrovally Chia Seeds For Eating | High In Fiber & Calcium Rich | Premium & Authentic Diet Superfood | Gluten Free Chia Seeds 125gm ,149.0,149.0,,,NUTROVALLY,125.0,gm,False,0.0,0.0,1192.0
960, Saffola Total Pro Heart Concious RiceBran Based Blended Oil 1 L ,200.0,185.0,,,SAFFOLA,1.0,l,False,15.0,7.5,185.0
961, Everest Kasuri Methi 25 g ,30.0,27.0,,,EVEREST,25.0,g,False,3.0,10.0,1080.0
962, RENTIO Super Desi Toor Dal 5kg | Fresh Tur/Arhar Dal ,1550.0,1239.0,,,RENTIO,5.0,kg,False,311.0,20.06,247.8
963, Rajbhog Plain Makhana 250 g ,300.0,249.0,,,RAJBHOG,250.0,g,False,51.0,17.0,996.0
964, Tata Sampann Poha| High In Fibre| Flattened Rice| Healthy Breakfast| 1 Kg Each | Pack of 2 | 2 Kg ,349.0,349.0,,,TATA SAMPANN,1.0,kg,True,0.0,0.0,349.0
965," FARMUP Toor Dal Unpolished, High Protein Sortex Clean, (Arhar Dal, 400g Pack of 1) ",449.0,239.0,,,FARMUP,400.0,g,True,210.0,46.77,597.5
966, Guinea Filtered Pure Groundnut Oil 1 L ,255.0,219.0,,,GUINEA,1.0,l,False,36.0,14.12,219.0
967, BLK Foods Daily 1Kg Munnaka / Munakka / Abjosh / Golden Raisin (with seed) 1000g (5 X 200g) ,1750.0,569.0,,,BLK FOODS,1.0,kg,False,1181.0,67.49,569.0
968, RRO Primio Refined Groundnut Oil 5 L ,1250.0,1109.0,,( 221.80/1 l),RRO,5.0,l,False,141.0,11.28,221.8
969, Samrat Refined MP Wheat Flour / Maida 1 kg ,76.0,48.0,,,SAMRAT,1.0,kg,False,28.0,36.84,48.0
970, Suhana Ambari Kanda Lasun Masala 200 g ,73.0,65.0,,( 32.50/100 g),SUHANA,200.0,g,False,8.0,10.96,325.0
971," House of Veda Organic Mustard Oil 1l , Cold Pressed Mustard Oil for Cooking , Healthy Mustard Oil, No Trans Fats ",399.0,284.0,,,HOUSE OF VEDA,1.0,l,False,115.0,28.82,284.0
972, Heaven's purity Premium quality anjeer 500 gram ,425.0,298.0,,,HEAVEN'S PURITY,500.0,gram,False,127.0,29.88,596.0
973, Double Horse Palakkadan Matta Rice | Single Boiled Rice | Traditional Matta Rice | (5kg) ,599.0,582.0,,,DOUBLE HORSE,5.0,kg,False,17.0,2.84,116.4
974, Pink Delight Pure & Natural Jaggery | Organic Gur| Purest Form Of Gur| Brown Gur| 900 Gm Pack ,400.0,249.0,,,PINK DELIGHT,900.0,gm,False,151.0,37.75,276.67
975," DailyHerbs 100% Natural Mix Dry Fruits 500gm with Almonds| Cashew| Black Raisins| Apricot | Healthy Gift Hamper for Every Occasion Fresh and Healthy Dry Fruits, Seeds & Nuts. ",799.0,329.0,,,DAILYHERBS,500.0,gm,False,470.0,58.82,658.0
976, Kashmir Exotics Organic Kashmiri Mamra Almond Kernels 400 G ,925.0,589.0,,,KASHMIR EXOTICS,400.0,g,False,336.0,36.32,1472.5
977," FARMUP Moong Dal Unpolished, High Protein Sortex Clean, (Mung Bean, 400g Pack of 1) ",399.0,199.0,,,FARMUP,400.0,g,True,200.0,50.13,497.5
978, NAVJEEVAN CINNAMON STICKS 400g (200g X 2) ,280.0,159.0,,,NAVJEEVAN,400.0,g,False,121.0,43.21,397.5
979, Gemini Vanaspati 500 ml ,108.0,63.0,,,GEMINI,500.0,ml,False,45.0,41.67,126.0
980, Catch Black Salt Sprinkler 200 g ,45.0,43.0,,,CATCH,200.0,g,False,2.0,4.44,215.0
981, Rajabhogam Ponni Boiled Rice 5Kg ,1100.0,467.0,,,RAMAJEYAM PREMIUM RICE,5.0,kg,False,633.0,57.55,93.4
982, Pansari Great Taste and Pure Aroma | Long Grain Basmati Rice - 10 KG ,2600.0,1549.0,,,PANSARI,10.0,kg,False,1051.0,40.42,154.9
983, Mr. Nuttz 100% Natural Premium California Almonds Badam 500 g ,950.0,449.0,,,MR.NUTTZ,500.0,g,False,501.0,52.74,898.0
984, Marwar Watermelon Seeds (Magaj| Melon Kernels| Tarboj Beej Magaj Machine Cleaned) 400g ,800.0,449.0,,,MARWAR,400.0,g,False,351.0,43.88,1122.5
985," Jumbo Dried Apricots Organic (Khumani, Khurmani, Khurbani, Jardalu, Prunu) High Quality (Grade - Big Size) 1 kg ",999.0,391.0,,,FRESHOCARTZ,1.0,kg,False,608.0,60.86,391.0
986, Gulab Kolhapuri Premium Jaggery 900gm ,349.0,285.0,,,GULAB,900.0,gm,False,64.0,18.34,316.67
987, Madhav's 1 Kg Plain Cashew Nuts (500 gmX2)Kaju ,1100.0,639.0,,,MADHAV'S,1.0,kg,False,461.0,41.91,639.0
988," Nut Toppers Premium Arabian Dates, 400 g ",250.0,148.0,,,NUT TOPPERS,400.0,g,False,102.0,40.8,370.0
989, Natureland Organics Toor Dal 1 Kg - Pack of 2 ,590.0,501.0,,,NATURELAND ORGANICS,1.0,kg,True,89.0,15.08,501.0
990, Sundrop Heart Ricebran Based Blended Oil 1 L ,200.0,185.0,,,SUNDROP,1.0,l,False,15.0,7.5,185.0
991, Mirchillion 500gm Guntur Red Chilli Whole with stem - Saver Pack ,375.0,355.0,,( 710.00/1 kg),MIRCHILLION,500.0,gm,False,20.0,5.33,710.0
992, AL-ZAMEENDAR - Premium Whole Cashew | 1 KG |Whole Kaju ,1058.0,688.0,,,AL-ZAMEENDAR,1.0,kg,False,370.0,34.97,688.0
993, BLK Foods Select Gond Katira Tragacanth Gum Crystals (Edible Gum) 250g ,400.0,173.0,,,BLK FOODS,250.0,g,False,227.0,56.75,692.0
994, Daily Nut Raisin Value 500gm (250gm x pack of 2) ,240.0,202.0,,,LALI BALAJI,500.0,gm,True,38.0,15.83,404.0
995, Marwar Spices 3 kg Combo Red Chilly (Lal Mirch) Powder + Coriander (Dhania)+ Turmeric (Haldi) Powder 1 kg Pack (Super Saver Spices Combo) Agmark Certified Total 3 Kgs ,1200.0,649.0,,,MARWAR,3.0,kg,False,551.0,45.92,216.33
996," Vale Of Kashmir Walnuts Without Shell Brown Kernels 1 Kg (500 x2), Akhrot Kernels Giri ",1499.0,779.0,,,VALE OF KASHMIR,1.0,kg,False,720.0,48.03,779.0
997," Havoc Nuts Premium Unsalted Pistachio Kernels Crunchy Pista Kernals Without Shell Sada Pista Dry Fruit, Shelled Nuts Super Crunchy & Delicious Healthy Snack | Vitamins & Minerals Rich (Jar Pack 500 gm) ",1799.0,854.0,,,HAVOC NUTS,500.0,gm,False,945.0,52.53,1708.0
998," Hanumakkhya Mix (DryFruits Seeds&Berries) 1kg Cashews, Raisins, Almonds, Pistachios, Cranberries ",799.0,480.0,,,HANUMAKKHYA DRY FRUITS,1.0,kg,False,319.0,39.92,480.0
999, Yoagbar 500g Green Raisins | Premium Seedless Green Raisins | Kishmish | Nutritious| Rich in Iron ,375.0,249.0,,,YOGABAR,500.0,g,False,126.0,33.6,498.0
1000, Goshudh Desi Khand 500 g Sugar ,399.0,150.0,,,GOSHUDH,500.0,g,False,249.0,62.41,300.0
1001, Pick N Cook Regular Kabuli Chana 500 g ,147.0,135.0,,,PICK N COOK,500.0,g,False,12.0,8.16,270.0
1002, Nutri Binge 500g Vitals Whole Cashews W320 ,775.0,395.0,,,NUTRI BINGE,500.0,g,False,380.0,49.03,790.0
1003, Good Life Sharmili Rajma 1 kg ,108.0,108.0,,,GOOD LIFE,1.0,kg,False,0.0,0.0,108.0
1004, 41 foods Dry fruits combo pack of Pistachios Almonds Cashews | Kaju Badam Pista ( 150GM X 3 ) 450 GM ,1599.0,516.0,,,41 FOODS,41.0,foods,True,1083.0,67.73,
1005, Suhana Sambar Masala 100 g ,79.0,39.0,,( 39.00/100 g),SUHANA,100.0,g,False,40.0,50.63,390.0
