Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Is Pack of,Discount,Discount Percentage,Price Per Unit(Kg/L)
417, TEMPERADO 100% Natural Premium 1000gms Whole Cashews | Whole Crunchy Cashew | Premium Kaju nuts | Nutritious & Delicious | Gluten Free | Source of Minerals & Vitamins | Dry Fruits ,1899.0,699.0,,,TEMPERADO,1000.0,gms,False,1200.0,63.19,
418, Rice Villa | Divine | 26 kg | Parboiled Rice | Silky Chap ,1690.0,1532.0,,( 58.92/1 kg),"RICE VILLA, DEVICE OF SHIELD, PADDY TREE",26.0,kg,False,158.0,9.35,58.92
419, Good Life Dosa Rice 1 kg ,65.0,57.0,,,GOOD LIFE,1.0,kg,False,8.0,12.31,57.0
420," Wonderland Foods -Healthy Roasted Seeds Combo Pack of 4 - Chia 200g, Pumpkin 200g, Sunflower 200g and Flax 200g ",1015.0,394.0,,,WONDERLAND FOODS,200.0,g,True,621.0,61.18,1970.0
421, Natrixeed Premium Quality Anjeer 1kg - Naturally Dried Figs| Perfect for a Healthy Lifestyle ,1499.0,538.0,,,NATRIXEED,1.0,kg,False,961.0,64.11,538.0
422, Lali Balaji DAILY NUT California Almond VALUE 500gm (250gm x pack of 2) ,620.0,377.0,,,LALI BALAJI,500.0,gm,True,243.0,39.19,754.0
423, Snacklorry 1 Kg Premium Walnut Quarter Kernels | Akhrot Giri 1000 Grams | Lowest Price | 4pkts X250g ,2999.0,676.0,,,SNACK LORRY,1.0,kg,False,2323.0,77.46,676.0
424, Good Life Superfine Thin Poha / Aval 1 kg ,75.0,71.0,,,GOOD LIFE,1.0,kg,False,4.0,5.33,71.0
425," GreenFinity Raw & Unroasted Pumpkin Seeds - 250g + 250g | Immunity Booster and Fiber Rich Superfood | Rich Source of Omega 3 | Highly Nutritious Snack | Rich in Protein, Dietary Fibre, Zinc & Magnesium - 500g ",994.0,354.0,,,GREENFINITY,250.0,g,False,640.0,64.39,1416.0
426, Catch Red Chilli Powder 100 g ,67.0,44.0,,,CATCH,100.0,g,False,23.0,34.33,440.0
427, Nutrela Mini Soya Wadi / Chunks 200 g ,60.0,54.0,,,NUTRELA,200.0,g,False,6.0,10.0,270.0
428, 24 Mantra Organic Jaggery Powder 500 g ,80.0,55.0,,,24 MANTRA ORGANIC,24.0,mantra,False,25.0,31.25,
429, Saffola Total Pro Heart Conscious Rice Bran Based Blended Oil 5 L ,1100.0,995.0,,( 199.00/1 l),SAFFOLA,5.0,l,False,105.0,9.55,199.0
430, Daawat Pulav Basmati Rice 500 g ,85.0,65.0,,,DAAWAT,500.0,g,False,20.0,23.53,130.0
431, Everest Garam Masala 100 g ,98.0,91.0,,( 91.00/100 g),EVEREST,100.0,g,False,7.0,7.14,910.0
432, Kohinoor Charminar Select Basmati Rice 1 kg ,135.0,99.0,,,KOHINOOR,1.0,kg,False,36.0,26.67,99.0
433, Daily Nut California Roasted & Salted Pista (Pistachios) 1000gm (250gm x pack of 4) ,1860.0,1034.0,,,LALI BALAJI,1000.0,gm,True,826.0,44.41,1034.0
434," Farmley Premium Natural Chia Seeds 400g, Pack of 2- Each 200g ",398.0,249.0,,,FARMLEY,400.0,g,True,149.0,37.44,622.5
435, Tata Sampann Kitchen King Masala (5x20) 100 g ,94.0,47.0,,( 47.00/100 g),TATA SAMPANN,5.0,x20,False,47.0,50.0,
436, Saffola Active Pro Weight Watchers Blended Oil 15 L ,2725.0,1679.0,,( 111.93/1 l),SAFFOLA,15.0,l,False,1046.0,38.39,111.93
437, P Mark Kachi Ghani Mustard Oil 1 L ,265.0,165.0,,,P MARK,1.0,l,False,100.0,37.74,165.0
438, Good Life Wada Kolam Rice 30 kg ,2300.0,1710.0,,( 57.00/1 kg),GOOD LIFE,30.0,kg,False,590.0,25.65,57.0
439, Dulhan Classic 5 kg XXXL Biryani basmati rice (Extra long rice/chawal) ,799.0,599.0,,( 119.80/1 kg),DULHAN,5.0,kg,False,200.0,25.03,119.8
440," Shrego Jumbo Raw Peanut, Desi Singdana, Red Peanuts, 350G (1x350G Vacuum Packed) ",160.0,159.0,,,SHREGO,350.0,g,False,1.0,0.62,454.29
441," Parityaag Commonly Searched Topics: dal, dal toor, toor dal, dal yellow, dals & pulses, dal pulses 1kg ",398.0,328.0,,,PARITYAAG,1.0,kg,False,70.0,17.59,328.0
442, Daawat Sehat Mogra 70 Basmati Rice 10 kg ,800.0,625.0,,( 62.50/1 kg),DAAWAT,70.0,basmati,False,175.0,21.88,
443, Catch Jeera Powder 100 g ,135.0,90.0,,,CATCH,100.0,g,False,45.0,33.33,900.0
444, Baby Saffron 1g Pack | Premium Kesar | Blister Pack | 100% Pure Mongra Saffron/Kesar ,340.0,299.0,,,BABY,1.0,g,False,41.0,12.06,299000.0
445, Kohinoor Charminar Select Basmati Rice 5 kg ,649.0,449.0,,,KOHINOOR,5.0,kg,False,200.0,30.82,89.8
446, Gowardhan Pure Cow Ghee 200 ml (Jar) ,187.0,165.0,,,GOWARDHAN,200.0,ml,False,22.0,11.76,825.0
447, Good Life In-Shell Walnuts 500 g ,349.0,299.0,,,GOOD LIFE,500.0,g,False,50.0,14.33,598.0
448, Goshudh Best Quality Peanut -1Kg (Pack Of 1) Moongfali (1000 g) ,599.0,290.0,,,GOSHUDH,1.0,kg,True,309.0,51.59,290.0
449," 3P Kashmiri 1kg Walnut Kernels Walnuts Without Shell Brown Quarter, Bakery Akhrot Giri (250gm X 4) ",1800.0,680.0,,,3P,1.0,kg,False,1120.0,62.22,680.0
450, Dr. Brand Mishri Dana 200 g ,24.0,21.0,,,DR. BRAND,200.0,g,False,3.0,12.5,105.0
451, Emami Healthy & Tasty Refined Sunflower Oil 1 L ,190.0,109.0,,,EMAMI,1.0,l,False,81.0,42.63,109.0
452, Good Life Black Raisins 100 g ,70.0,45.0,,,GOOD LIFE,100.0,g,False,25.0,35.71,450.0
453, Good Life Unpolished Masoor Dal 500 g ,71.0,63.0,,,GOOD LIFE,500.0,g,False,8.0,11.27,126.0
454, Good Life Whole Black Pepper 25 g ,35.0,28.0,,( 56.00/50 g),GOOD LIFE,25.0,g,False,7.0,20.0,1120.0
455, Organic Tattva Jaggery Powder 500 g ,90.0,59.0,,,ORGANIC TATTVA,500.0,g,False,31.0,34.44,118.0
456, Good Life Classic Kolam Rice 30 kg ,2000.0,1639.0,,( 546.33/10 kg),GOOD LIFE,30.0,kg,False,361.0,18.05,54.63
457," NUTRIMIXX Premium Californian Roasted & Salted Pistachios 1 Kg| Pista Dry Fruit, Super Crunchy ",2800.0,1075.0,,,NUTRIMIXX,1.0,kg,False,1725.0,61.61,1075.0
458, Ziofit Popular Whole Cashews 500g ,549.0,469.0,,,ZIOFIT,500.0,g,False,80.0,14.57,938.0
459, Dhara Filtered Groundnut Oil 15 L ,3570.0,3099.0,,( 206.60/1 l),DHARA,15.0,l,False,471.0,13.19,206.6
460, SAPPHIRE California Almonds/Badam (Independent) - Pack of 2 (250gm X 2) ,558.0,338.0,,,SAPPHIRE,,none,True,220.0,39.43,
461, India Gate Classic Basmati Rice 1 kg ,235.0,195.0,,,INDIA GATE,1.0,kg,False,40.0,17.02,195.0
462, Molsi's Sayer Dates 1Kg ,320.0,249.0,,,MOLSI'S,1.0,kg,False,71.0,22.19,249.0
463, Zoff 500gTamarind & 200g Cumin Seeds| Combo Pack of 700g ,590.0,225.0,,,ZOFF,500.0,gtamarind,True,365.0,61.86,
464, Catch Kashmiri Mirch Powder 100 g ,125.0,83.0,,,CATCH,100.0,g,False,42.0,33.6,830.0
465, Varalakshmi Sabudana / Sago 500 g ,75.0,52.0,,,VARALAKSHMI,500.0,g,False,23.0,30.67,104.0
466, Pinkcity 2L Pure Sesame Oil | Til Oil | Gingelly Oil | Wood Pressed | 1Litre Bottle ,800.0,649.0,,,PINKCITY,2.0,l,False,151.0,18.88,324.5
467, LG Compounded Hing Powder 50 g ,92.0,85.0,,,LG,50.0,g,False,7.0,7.61,1700.0
468, Catch Chatpata Chat Masala 100 g ,79.0,39.0,,( 39.00/100 g),CATCH,100.0,g,False,40.0,50.63,390.0
469, The Nature Krafts Anjeer [Dried Figs] - 500gm Big Size Anjeer Afghanistan Anjir ,899.0,289.0,,( 289.00/500 g),THE NATURE KRAFTS,500.0,gm,False,610.0,67.85,578.0
470, Parivar Premium Sihori Wheat 10 kg ,525.0,455.0,,( 45.50/1 kg),PARIVAR,10.0,kg,False,70.0,13.33,45.5
471, India Gate Dubar Basmati Rice 5 kg+ 1 kg ,790.0,769.0,,,INDIA GATE,5.0,kg,False,21.0,2.66,153.8
472, Catch Ginger Garlic Paste 200 g ,50.0,33.0,,( 16.50/100 g),CATCH,200.0,g,False,17.0,34.0,165.0
473," Havoc Nuts Premium Unsalted Pistachio Kernels Without Shell, Sada Pista Dry Fruit, Shelled Nuts Super Crunchy & Delicious Healthy Snack | Vitamins & Minerals Rich | No Gluten (250 gram) ",999.0,474.0,,,HAVOC NUTS,250.0,gram,False,525.0,52.55,1896.0
474, Everest Kitchen King Masala 100 g ,88.0,81.0,,( 81.00/100 g),EVEREST,100.0,g,False,7.0,7.95,810.0
475, Khari Foods 1kg Zahidi Dates | Khajur / Khajoor Dry Fruits | Energy Booster | High Fibre | Soft & Juicy Healthy Snacks ,599.0,270.0,,,KHARI FOODS,1.0,kg,False,329.0,54.92,270.0
476, Good Life Sharmili Rajma 500 g ,86.0,76.0,,,GOOD LIFE,500.0,g,False,10.0,11.63,152.0
477, Pansari Super Saver Grocery Combo Package - 7 in 1 ,1073.0,1073.0,,,PANSARI,7.0,in,False,0.0,0.0,
478, Kohinoor Authentic Basmati Rice 1 kg ,199.0,129.0,,,KOHINOOR,1.0,kg,False,70.0,35.18,129.0
479, Catch Garam Masala 100 g ,100.0,50.0,,( 50.00/100 g),CATCH,100.0,g,False,50.0,50.0,500.0
480, Catch Sabzi Masala 100 g ,70.0,35.0,,( 35.00/100 g),CATCH,100.0,g,False,35.0,50.0,350.0
481, Lali Balaji DAILY NUT California Almond VALUE 750gm (250gm x pack of 3) ,930.0,515.0,,,LALI BALAJI,750.0,gm,True,415.0,44.62,686.67
482, Catch Turmeric Powder 200 g ,72.0,48.0,,,CATCH,200.0,g,False,24.0,33.33,240.0
483, Good Life Unpolished White Gota Urad 1 kg ,219.0,171.0,,,GOOD LIFE,1.0,kg,False,48.0,21.92,171.0
484," Pyramid Traders 1 KG Kashmiri Mamra Almond in Shell, Sabut soft (Kagzi) ",1500.0,515.0,,,PYRAMID TRADERS,1.0,kg,False,985.0,65.67,515.0
485, STAR 555 Sona Masoori Rice Pouch - 30 Kg | Naturally Aged Rice | Rice For Daily Cooking ,2000.0,1949.0,,( 64.97/1 kg),STAR 555,30.0,kg,False,51.0,2.55,64.97
486, Raams' Fox Nuts (Phool Makhana) 1Kg | Makhana Healthy Snacks | Lotus Seeds and Fox Nuts | Diet Food | Gluten Free | Organic Indian Food | Rich In Nutrients (Makhana 250gm Pack Of 4) ,1196.0,749.0,,,RRAAMS FOOD INTERNATIONAL,1.0,kg,True,447.0,37.37,749.0
487, Kohinoor Charminar Brown Rice 1 kg ,119.0,79.0,,,KOHINOOR,1.0,kg,False,40.0,33.61,79.0
488, Good Life Unpolished Whole Moong 1 kg ,213.0,153.0,,,GOOD LIFE,1.0,kg,False,60.0,28.17,153.0
489, Daily Herbs Dried Premium Dry Anjeer 500g | Fig | Gluten Free & Sodium Free ,1199.0,349.0,,,DAILYHERBS,500.0,g,False,850.0,70.89,698.0
490," Aeroplane Everyday Biryani Basmati Rice, 25 Kg ",3325.0,1999.0,,( 79.96/1 kg),AEROPLANE,25.0,kg,False,1326.0,39.88,79.96
491, The Oil Factory 5.25L Extra Light Olive Oil | Ideal for All Indian Cooking | Imported from Spain ,4900.0,1700.0,,( 323.81/1 l),THE OIL FACTORY,5.25,l,False,3200.0,65.31,323.81
492, Pick N Cook Wada Kolam Rice 10 kg ,850.0,655.0,,( 65.50/1 kg),PICK N COOK,10.0,kg,False,195.0,22.94,65.5
493," Organic Sapphire Foods 1kg Premium ( VIP) Brown Dates, Original Brown Dates, Dried Dates |Rich in Iron | Healthy Food | Saudi Arabian Dates Organic Sapphire Foods 1 kg Arabic Dates ",599.0,245.0,,,ORGANIC SAPPHIRE FOODS,1.0,kg,False,354.0,59.1,245.0
494, Catch Amchur Powder 100 g ,95.0,63.0,,,CATCH,100.0,g,False,32.0,33.68,630.0
495, Parmatma | Kachi Ghani Pure Mustard Oil | Good for Heart | Cholesterol Free | Fortified with vitamin D | Delicious food | Ideal for cooking food 2 litre ,380.0,330.0,,,PARMATMA,2.0,litre,False,50.0,13.16,
496, Kesari Amazing Saffron 250 mg ,119.0,59.0,,( 11800.00/50 g),KESARI,250.0,mg,False,60.0,50.42,
497, Good Life Chilka Urad Dal 1 kg ,182.0,151.0,,,GOOD LIFE,1.0,kg,False,31.0,17.03,151.0
498, Super Dairy Punjab Rich Desi Danedar Ghee 1 Kg (Carton) ,999.0,435.0,,,SUPER DAIRY PUNJAB,1.0,kg,False,564.0,56.46,435.0
499, Oleev Active Blended Edible Vegetable Oil 5 L ,1395.0,1295.0,,( 259.00/1 l),OLEEV,5.0,l,False,100.0,7.17,259.0
500, Khari Foods 500g California Almonds | Badam Dry Fruits | Healthy Snacks ,699.0,339.0,,,KHARI FOODS,500.0,g,False,360.0,51.5,678.0
501, DILJEET SPICES Cumin Whole/Jeera /Cumin Seeds/Zeera/Caraway(200gms) ,309.0,240.0,,,DILJEET SPICES,200.0,gms,False,69.0,22.33,
502, Simla Premium 5 Liter Danedar Cow Ghee | Pure Cow Ghee | 5 Liter ,3750.0,2099.0,,,SUHANA SIMLA,5.0,liter,False,1651.0,44.03,419.8
503," Chastity Dry Fruits Gift Pack of Cashew, Almond, Walnuts 350 gm ",1299.0,379.0,,,CHASTITY,350.0,gm,True,920.0,70.82,1082.86
504, Kriti Refined Soybean Oil - 5L Square Jar (Pack of 1) ,709.0,699.0,,( 139.80/1 l),KRITI,5.0,l,True,10.0,1.41,139.8
505, Good Life Bay Leaf 25 g ,25.0,15.0,,,GOOD LIFE,25.0,g,False,10.0,40.0,600.0
506, Tulsi Premium Indian Kishmish 500 g ,305.0,135.0,,,TULSI,500.0,g,False,170.0,55.74,270.0
507," Pure Pik Dry Red Chilli Whole, Hand Picked, Red Chilli Whole, Dry Red Chilli Whole, Dried Red Chilli, 100 G ",249.0,185.0,,,PURE PIK,100.0,g,False,64.0,25.7,1850.0
508, Everest Tikhalal Chilli Powder 200 g ,136.0,126.0,,,EVEREST,200.0,g,False,10.0,7.35,630.0
509, 921 REHAAN CLASSIC BIRYANI SPECIAL 5KG BASMATI RICE ,850.0,649.0,,( 129.80/1 kg),921,5.0,kg,False,201.0,23.65,129.8
510, Pillsbury Chakki Fresh Atta / Flour 1 kg ,60.0,52.0,,,PILLSBURY,1.0,kg,False,8.0,13.33,52.0
511, Leonardo Pomace Olive Oil 5 L ,4099.0,3199.0,,( 639.80/1 l),LEONARDO,5.0,l,False,900.0,21.96,639.8
512, Good Life (W240) Cashews 100 g ,138.0,90.0,,,GOOD LIFE,100.0,g,False,48.0,34.78,900.0
513, Good Life Fard Dates 500 g ,225.0,165.0,,,GOOD LIFE,500.0,g,False,60.0,26.67,330.0
514, Happilo 500g Almonds|100% Natural Californian Almonds (Value Pack) ,675.0,489.0,,,HAPPILO,500.0,g,False,186.0,27.56,978.0
515, Paras Nandan Cow Ghee 1 L (Pouch) ,675.0,555.0,,,PARAS,1.0,l,False,120.0,17.78,555.0
516, Mr.Gold Refined Sunflower Oil Can 5L with Iron Dosa Tawa worth Rs.250 ,1625.0,899.0,,,MR. GOLD,5.0,l,False,726.0,44.68,179.8
517, Maggi Masala Ae Magic 120 g (Pack of 20) ,110.0,102.0,,( 85.00/100 g),MAGGI,120.0,g,True,8.0,7.27,850.0
518," Jivo Canola Cold Press Oil, 5 Ltr Healthiest Cooking Oil (Pack of 1) ",1650.0,1349.0,,,JIVO,5.0,ltr,True,301.0,18.24,269.8
519, Good Life Matta Vadi Rice 10 kg ,900.0,749.0,,( 74.90/1 kg),GOOD LIFE,10.0,kg,False,151.0,16.78,74.9
520," The Oil Factory Extra Virgin Olive Oil, First Cold Pressed,(Imported from Spain) Olive Oil - (5.25 L) ",6300.0,1910.0,,( 363.81/1 l),THE OIL FACTORY,5.25,l,False,4390.0,69.68,363.81
521, Pick N Cook Thick Poha / Aval 500 g ,60.0,30.0,,,PICK N COOK,500.0,g,False,30.0,50.0,60.0
522, Everest Chaat Masala 50 g ,44.0,40.0,,,EVEREST,50.0,g,False,4.0,9.09,800.0
523, Good Life Jeerasar Rice 10 kg ,700.0,539.0,,( 53.90/1 kg),GOOD LIFE,10.0,kg,False,161.0,23.0,53.9
524, NEXTSTEP ORGANIC Premium Green Cardamom Whole | Hari Elaichi Sabut 25g ,550.0,199.0,,,NEXTSTEP ORGANIC,25.0,g,False,351.0,63.82,7960.0
525, Good Life Ajwain 200 g ,100.0,90.0,,( 22.50/50 g),GOOD LIFE,200.0,g,False,10.0,10.0,450.0
526, 921 CHOCO LABEL (DAILY BASMATI RICE) SUPER MOGRA 10KG ,900.0,549.0,,( 54.90/1 kg),921,10.0,kg,False,351.0,39.0,54.9
527, Value Pack Plain Cashews (4 pcs) 500 g ,450.0,339.0,,,PRIVATE LABEL,4.0,pcs,False,111.0,24.67,
528, Good Life Tibar Basmati Rice 1 kg ,99.0,79.0,,,GOOD LIFE,1.0,kg,False,20.0,20.2,79.0
529, Good Life Jawar 1 kg ,63.0,55.0,,,GOOD LIFE,1.0,kg,False,8.0,12.7,55.0
530, Mangalam 15 liter Ground nut oil | 100% pure | ,3500.0,2800.0,,,MANGALAM,15.0,liter,False,700.0,20.0,186.67
531, Jivo Cold Pressed Kachi Ghani Pure Mustard Oil 5 Litre ,1250.0,799.0,,,JIVO,5.0,litre,False,451.0,36.08,
532, Aeroplane Shudh Chakki Atta| 15 Kg(5 Kg*3 nos) ,675.0,639.0,,( 42.60/1 kg),AEROPLANE BRAND,15.0,kg,False,36.0,5.33,42.6
533, Wonderland Foods Premium Walnut Kernels 200 g ,435.0,209.0,,,WONDERLAND FOODS,200.0,g,False,226.0,51.95,1045.0
534, Devaaya Weight Watchers Brown Rice 1 kg ,110.0,89.0,,,DEVAAYA,1.0,kg,False,21.0,19.09,89.0
535, RICE VILLA PURE| GOBINDO BHOG RICE JEERA KASALA 10 KG| ,1570.0,1019.0,,( 101.90/1 kg),"RICE VILLA, DEVICE OF SHIELD, PADDY TREE",10.0,kg,False,551.0,35.1,101.9
536, Good Life Mixed Dry Fruits 200 g ,150.0,135.0,,,GOOD LIFE,200.0,g,False,15.0,10.0,675.0
537, SIMAV NATURALLY GOOD COLD PRESSED Groundnut Oil | COLD PRESSED Mungfali Ka Tel | COLD PRESSED Peanut Oil- 5Liter . ,2550.0,1249.0,,,SIMAV NATURALLY GOOD,5.0,liter,False,1301.0,51.02,249.8
538," ORGANIC BASKET Mix Dry Fruits Almonds,Cashews,Raisins,Pista And Black Raisins , 250 Gram Each (Pack of 6) ",499.0,249.0,,,ORGANIC BASKET (THE BASKET OF PURITY),250.0,gram,True,250.0,50.1,996.0
539, Catch Turmeric Powder 500 g ,175.0,116.0,,,CATCH,500.0,g,False,59.0,33.71,232.0
540, Sunny Soya Fit Refined Soyabean Oil 1 L (Pouch) ,155.0,109.0,,,SUNNY,1.0,l,False,46.0,29.68,109.0
541, Parth Jaggery Powder 500 g ,90.0,59.0,,,PARTH,500.0,g,False,31.0,34.44,118.0
542," The Nature Krafts Mix Dry Fruits 500gm [ Almonds, Cashews, Walnuts, Raisins and More ] Jar Pack ",999.0,299.0,,,THE NATURE KRAFTS,500.0,gm,False,700.0,70.07,598.0
543, SURYA 500gm GREEN CARDAMOM (HARI ELAICHI) WHOLE |ELAKULU ,1500.0,999.0,,,SURYA,500.0,gm,False,501.0,33.4,1998.0
544, True Elements Chia Seeds 500 gm - Non-GMO| Rich in Omega -3 & Fibre| Healthy Snacks for Weight loss ,600.0,299.0,,,TRUE ELEMENTS,500.0,gm,False,301.0,50.17,598.0
545," Farmley Premium California Whole Dried Cranberries, Handpicked & Fresh 400 g ",520.0,283.0,,,FARMLEY,400.0,g,False,237.0,45.58,707.5
546," Horaira Nutz 1kg Walnuts Natural Sona White Fresh Walnuts , Akhrot Giri 1kg (4x250g) ",2599.0,749.0,,,HORAIRA NUTZ,1.0,kg,False,1850.0,71.18,749.0
547, Healthy Land-Beyond Nutrition Premium Broken Cashew (1kg) ,1599.0,589.0,,( 58.90/100 g),HEALTHY LAND - BEYOND NUTRITION,1.0,kg,False,1010.0,63.16,589.0
548, The Oil Factory 2L Pomace Olive Oil - 1L Pack of 2 ,1500.0,649.0,,( 324.50/1 l),THE OIL FACTORY,2.0,l,True,851.0,56.73,324.5
549, NAVJEEVAN TAMARIND | IMLI | CHINCH SEEDLESS 1kg (500g X 2) ,340.0,249.0,,( 124.50/500 g),NAVJEEVAN,1.0,kg,False,91.0,26.76,249.0
550, Kinsfolk 2 L Groundnut Oil (1 L pack of 2) ,1100.0,439.0,,( 219.50/1 l),KINSFOLK,2.0,l,True,661.0,60.09,219.5
551, Sunrich Refined Sunflower Oil 4.5 L ,835.0,519.0,,( 103.80/1 l),SUNRICH,4.5,l,False,316.0,37.84,115.33
552, Double Horse Vadi Matta Rice 5 kg ,420.0,399.0,,,DOUBLE HORSE,5.0,kg,False,21.0,5.0,79.8
553, Suhana Simla Premium 1 Liter Danedar Cow Ghee | Pure Cow Ghee (PACK OF 6) ,4650.0,2349.0,,,SUHANA SIMLA,1.0,liter,True,2301.0,49.48,2349.0
554, Everest Pav Bhaji Masala 100 g ,88.0,74.0,,( 74.00/100 g),EVEREST,100.0,g,False,14.0,15.91,740.0
555, Ching's Secret Chowmein Hakka Noodles Masala 20 g ,55.0,51.0,,,CHING'S SECRET,20.0,g,False,4.0,7.27,2550.0
556, Desi Kitchen Foxtail Millet 500 g ,75.0,55.0,,,DESI KITCHEN,500.0,g,False,20.0,26.67,110.0
557, SHAAN-E-SHAUKAT 1121 KINKI 26KG EXTRA LONG GRAIN BASMATI RICE. ,2000.0,1249.0,,( 48.04/1 kg),SHAAN-E-SHAUKAT,1121.0,kinki,False,751.0,37.55,
558, Good Life MP Sharbatti Atta 1 kg ,52.0,45.0,,,GOOD LIFE,1.0,kg,False,7.0,13.46,45.0
559," Eatyumm Red Peanuts,2 kg Ground Fresh Nuts (Moongfali Sing Dana)Desi Singdana| Jumbo 2kg Pack ",999.0,469.0,,,EATYUMM,2.0,kg,False,530.0,53.05,234.5
560, Good Life Premium Ponni Boiled Rice 10 kg ,800.0,699.0,,( 69.90/1 kg),GOOD LIFE,10.0,kg,False,101.0,12.62,69.9
561, Catch Turmeric Powder 100 g ,37.0,24.0,,,CATCH,100.0,g,False,13.0,35.14,240.0
562, Marwar Spices - 1.5 Kg (Red Chilly Mirchi Powder+ Coriander (Dhania) + Turmeric (Haldi) Powder) Saver Pack ,635.0,329.0,,( 21.93/100 g),MARWAR,1.5,kg,False,306.0,48.19,219.33
563, Bharvi Dates With Seeds - 1kg - Premium Dates|Khajoor|Khajur|Cholesterol Free| Soft Dates| ,599.0,251.0,,,BHARVI,1.0,kg,False,348.0,58.1,251.0
564, Catch Coriander Powder 100 g ,40.0,26.0,,,CATCH,100.0,g,False,14.0,35.0,260.0
565, Good Life Cloves / Laung 15 g ,35.0,28.0,,( 93.33/50 g),GOOD LIFE,15.0,g,False,7.0,20.0,1866.67
566, Good Life Premium Ponni Boiled Rice 1 kg ,85.0,73.0,,,GOOD LIFE,1.0,kg,False,12.0,14.12,73.0
567, Good Life Miniket Rice 10 kg ,700.0,625.0,,( 62.50/1 kg),GOOD LIFE,10.0,kg,False,75.0,10.71,62.5
568, Lali Balaji Atul Anjeer 500gm (250gm x pack of 2) ,660.0,453.0,,,LALI BALAJI,500.0,gm,True,207.0,31.36,906.0
569, Foodcan Figs 1 Kg Dry Fruits (Afghani Anjeer| Dried Figs| Medium Size) 1Kg ,1600.0,649.0,,,FOODCAN,1.0,kg,False,951.0,59.44,649.0
570, Everest Hingraj Powder 50 g ,143.0,132.0,,,EVEREST,50.0,g,False,11.0,7.69,2640.0
571, Fortune Mini Soya Chunks 200 g ,60.0,55.0,,,FORTUNE,200.0,g,False,5.0,8.33,275.0
572, Borges Olive Oil for Indian Cooking 2L ,2600.0,2149.0,,,BORGES,2.0,l,False,451.0,17.35,1074.5
573, Clever Stevia Sugar 500gm low calorie Diabetic friendly Sugar ( Pack of 2 ) ,320.0,318.0,,,CLEVER,500.0,gm,True,2.0,0.62,636.0
574, Varalakshmi Premium Sabudana / Sago 1 kg ,140.0,108.0,,,VARALAKSHMI,1.0,kg,False,32.0,22.86,108.0
575, Jivo Pomace Cooking Olive Oil 5 Litre Tin Healthy Cooking Oil (Pack of 1) ,4999.0,2200.0,,,JIVO,5.0,litre,True,2799.0,55.99,
576, Yogabar 500g Almonds | 100% Natural Premium California Almonds 500g | Premium High Quality Almonds| High in Fiber & Boost Immunity | Real Nuts | Whole Natural Badam ,575.0,449.0,,,YOGABAR,500.0,g,False,126.0,21.91,898.0
577, Daawat Brown Basmati Rice 1 kg ,190.0,149.0,,,DAAWAT,1.0,kg,False,41.0,21.58,149.0
578, OREE Premium Pure Natural Fresh Desi Jaggery Soft Block No Sugar Added Gud/ Jaggery Cube(100g) ,199.0,149.0,,,OREE,100.0,g,False,50.0,25.13,1490.0
579, Snacklorry 1 Kg Walnut Without Shell Quarter Kernels | Kashmiri Quarter Akhrot Giri | Walnut Kernel ,1150.0,674.0,,,SNACK LORRY,1.0,kg,False,476.0,41.39,674.0
580, RRO Primio Gold Filtered Groundnut Oil 1 L ,255.0,183.0,,,RRO,1.0,l,False,72.0,28.24,183.0
581, Jivo Cold-Pressed Canola Oil 5L + 1L ,2025.0,1549.0,,,JIVO,5.0,l,False,476.0,23.51,309.8
582, Aashirvaad Turmeric Powder 500 g ,180.0,90.0,,,AASHIRVAAD,500.0,g,False,90.0,50.0,180.0
583, 10X SHAKTI CHAKKI FRESH ATTA 10 Kg ,598.0,565.0,,,10X SHAKTI,10.0,kg,False,33.0,5.52,56.5
584, 41 Foods Dry fruits combo pack of Cashews Almonds Raisins | Kismis Kaju Badam ( 250GM x 3) 750 GM ,1999.0,596.0,,,41 FOODS,41.0,foods,True,1403.0,70.19,
585, True Elements Chia Seeds 250g - Non-GMO| Rich in Omega -3 & Fibre| Healthy Snacks for Weight loss Pu ,350.0,189.0,,,TRUE ELEMENTS,250.0,g,False,161.0,46.0,756.0
586, Gemini Refined Soyabean Oil 5 L ,1050.0,604.0,,( 120.80/1 l),GEMINI,5.0,l,False,446.0,42.48,120.8
587," Nut Toppers Arabian Dates, 800 g (400g x 2) ",500.0,236.0,,,NUT TOPPERS,800.0,g,False,264.0,52.8,295.0
588, Borges Extra Light Olive Oil 2 L ,2600.0,2199.0,,( 1099.50/1 l),BORGES,2.0,l,False,401.0,15.42,1099.5
589, BLK Foods Select 1KG Mamra Almonds Big | Original Iranian 1000g (5 X 200g) ,6000.0,2146.0,,,BLK FOODS,1.0,kg,False,3854.0,64.23,2146.0
590," Living Tree Cashews 1000 gram (250g Value Pack of 4)| 100% Natural & Premium Whole Organic Cashew Nuts| King Size Crunchy Kaju Nuts| Premium Nuts & Dry Fruits| Rich in Fibre, Vitamin E, K, B6 & Boosts Immunity| Healthy Snacks ",1596.0,729.0,,,LIVING TREE,1000.0,gram,True,867.0,54.32,729.0
591, Foodcan Chilgoza Neja Dry Fruits Lebanon Pine Nuts With Shell 50g ,800.0,349.0,,,FOODCAN,50.0,g,False,451.0,56.38,6980.0
