Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform,Discount,Discount Percentage,Price Per Unit(Kg/L)
336, Horlicks Protein Plus Chocolate 400 g ,650.0,600.0,,,HORLICKS,400.0,g,1,Success,JoiMart,50.0,7.69,1500.0
337, Leo Coffee Madras Blend Filter Coffee Powder Medium Roast Rich and Creamy Texture - 500 g ,370.0,240.0,,,LEO COFFEE,500.0,g,1,Success,JoiMart,130.0,35.14,480.0
338, Tropicana Orange Delight Fruit Juice 1 L ,120.0,108.0,,,TROPICANA,1.0,l,1,Success,JoiMart,12.0,10.0,108.0
339," Nutrovally Chamomile Herbal Tea | 100% Natural Whole Leaf , Stress Relief ,Relaxing, & Good Sleep, | Green Tea bags 50 Pcs ",498.0,269.0,,,NUTROVALLY,50.0,pcs,1,Success,JoiMart,229.0,45.98,5.38
340, Horlicks Chocolate Health & Nutrition Drink 1 kg Refill Pack ,599.0,499.0,,,HORLICKS,1.0,kg,1,Success,JoiMart,100.0,16.69,499.0
341," Davidoff Rich Aroma Coffee, 90 Gm ",650.0,600.0, Imported ,,DAVIDOFF,90.0,gm,1,Success,JoiMart,50.0,7.69,6666.67
342, Skippi Icepops 100% Natural Ice Popsicles (12 x 70 ml) ,240.0,189.0,,,SKIPPI ICE POPS,70.0,ml,1,Success,JoiMart,51.0,21.25,2700.0
343, Alo Frut Mixed Berries + Aloevera Fruit Juice 1 L ,120.0,99.0,,,ALO FRUT,1.0,l,1,Success,JoiMart,21.0,17.5,99.0
344, HORLICKS Chocolate Delight Flavour 1 KG JAR ,599.0,499.0,,,HORLICKS,1.0,kg,1,Success,JoiMart,100.0,16.69,499.0
345," Protinex Original, 1 Kg ",1499.0,1435.0,,,PROTINEX,1.0,kg,1,Success,JoiMart,64.0,4.27,1435.0
346, Ensure Diabetes Care Chocolate Drink Powder 200 g ,540.0,502.0,,,ENSURE,200.0,g,1,Success,JoiMart,38.0,7.04,2510.0
347," Colombian Brew Hazelnut Instant Coffee Powder, No Sugar Vegan, 50gm ",199.0,197.0,,,COLOMBIAN BREW,50.0,gm,1,Success,JoiMart,2.0,1.01,3940.0
348, Zandu Chyavanprash Avaleha 900 g ,395.0,295.0,,,ZANDU,900.0,g,1,Success,JoiMart,100.0,25.32,327.78
349, B Natural Chilly Guava Juice 1 l ,140.0,70.0,,,B NATURAL,1.0,l,1,Success,JoiMart,70.0,50.0,70.0
350, Bru Tripti Blend special catering Strong Instant Coffee powder pack of 3 x 200 grams each ,960.0,849.0,,,BRU,200.0,g,3,Success,JoiMart,111.0,11.56,4245.0
351, Prime Varitry Pack (Pack Of 15) Imported ,20250.0,12810.0, Imported ,,IMPORTED,,none,15,Failed,JoiMart,7440.0,36.74,
352, Red Bull 350 ml ,165.0,150.0,,,RED BULL,350.0,ml,1,Success,JoiMart,15.0,9.09,428.57
353," Mountain Dew Malaysia, 320 Ml ",206.25,174.0, Imported ,,MOUNTAIN DEW,320.0,ml,1,Success,JoiMart,32.25,15.64,543.75
354, SENSO Instant Tea Premix Masala Gluten Free (10 sachets) ,140.0,100.0,,,SENSO,10.0,sachets,1,Success,JoiMart,40.0,28.57,10.0
355, Dabur Chyawanprash Awaleha Gur (Jaggery) 900 g ,395.0,315.0,,,DABUR CHYAWANPRASH,900.0,g,1,Success,JoiMart,80.0,20.25,350.0
356, Dabur Vedic Ayurvedic Herbs Premium Tea 500 g ,325.0,219.0,,,DABUR,500.0,g,1,Success,JoiMart,106.0,32.62,438.0
357, Tropicana 100% Apple Fruit Juice 1 L ,145.0,130.0,,,TROPICANA,1.0,l,1,Success,JoiMart,15.0,10.34,130.0
358, Cloud9 Natural Mineral Drinking Water 200 ml (pack of 30) ,274.0,274.0,,,CLOUD 9,200.0,ml,30,Success,JoiMart,0.0,0.0,1370.0
359," Cocojal Natural Tender Coconut Water| No Added Flavours| Not from Concentrate| 200ml, Pack of 48 ",2400.0,1959.0,,,COCOJAL,200.0,ml,48,Success,JoiMart,441.0,18.38,9795.0
360, Evocus Black Alkaline Drink | PACK OF 6 (500 mL each) | 8+ pH | Infused with Essential Minerals ,600.0,510.0,,,EVOCUS,500.0,ml,6,Success,JoiMart,90.0,15.0,1020.0
361," Fogoso Fire Bronze Magic Wine, 375 Ml Imported ",400.0,330.0, Imported ,,IMPORTED,375.0,ml,1,Success,JoiMart,70.0,17.5,880.0
362, Goodricke Roasted Darjeeling Tea - 250 gm | Whole Leaf Tea | 100% Pure & Original Darjeeling Long Leaf Tea | Flavoury Golden Orange Pekoe Darjeeling Tea Loose Leaves| Darjeeling Black Tea ,280.0,251.0,,,GOODRICKE,250.0,gm,1,Success,JoiMart,29.0,10.36,1004.0
363, Manama Lime and Mint Mojito Syrup for Mocktails & Cocktails (750ML) ,310.0,310.0,,,MANAMA,750.0,ml,1,Success,JoiMart,0.0,0.0,413.33
364, Ensure Chocolate Drink Powder 200 g ,440.0,409.0,,,ENSURE,200.0,g,1,Success,JoiMart,31.0,7.05,2045.0
365, Horlicks Chocolate Delight 200 g ,119.0,110.0,,,HORLICKS,200.0,g,1,Success,JoiMart,9.0,7.56,550.0
366, Girnar Masala Tea Instant Premix | 10 Sachets of 14 Gm in each Pack | Pack of 1 + Green Elaichi 25 Gm ,400.0,380.0,,,GIRNAR,10.0,sachets,1,Success,JoiMart,20.0,5.0,38.0
367, Storia Guava Chilli Juice 180 ml ,40.0,30.0,,,STORIA,180.0,ml,1,Success,JoiMart,10.0,25.0,166.67
368," Coca cola Cherry, 330 Ml |Pack of 3| Imported ",600.0,525.0, Imported ,,COCA COLA,330.0,ml,3,Success,JoiMart,75.0,12.5,1590.91
369, Cloud9 Golden Shikanji Lemon Juice 200 ml pack of 24 ,388.0,388.0,,,CLOUD 9,9.0,g,24,Success,JoiMart,0.0,0.0,43111.11
370, Girnar Desi Kahwa Detox Green Tea Bags 10 pcs ,100.0,93.0,,,GIRNAR,10.0,pcs,1,Success,JoiMart,7.0,7.0,9.3
371, BEVZILLA Instant Coffee Powder (English Butterscotch Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee ,375.0,209.0,,,BEVZILLA,75.0,grams,1,Success,JoiMart,166.0,44.27,2786.67
372, Dhopabor Premium Tea - 500gm |High Quality Assam CTC Chai | ,194.0,184.0,,,DHOPABOR,500.0,gm,1,Success,JoiMart,10.0,5.15,368.0
373," Vedic Kahwa Green Tea Bags 100 pcs - Eco-Friendly detox kahwa Green Tea 100 bag in Resealable pouch- All in one green tea kahwa Tea bags - kawa tea, kava tea, green tea bag by The Tea Trove ",650.0,284.0,,,THE TEA TROVE,100.0,pcs,1,Success,JoiMart,366.0,56.31,2.84
374, Tropicana Mixed Fruit Delight Fruit Juice 180 ml ,20.0,18.0,,,TROPICANA,180.0,ml,1,Success,JoiMart,2.0,10.0,100.0
375, Pediasure 7 Plus Chocolate Drink Powder 200 g ,350.0,325.0,,,PEDIASURE,200.0,g,1,Success,JoiMart,25.0,7.14,1625.0
376," Manna Instant Badam Drink Mix with Real bits of Badam, 800g | More Bits per Sip| Make milk tastier ",578.0,349.0,,,MANNA,800.0,g,1,Success,JoiMart,229.0,39.62,436.25
377, Rage Coffee 50 Gms Butterscotch Delight Flavour ,349.0,149.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,200.0,57.31,2980.0
378," Tetley Immune Vitamin C Lemon, Honey Green Tea Bags Box (40 g) Imported ",480.0,450.0, Imported ,,TETLEY,40.0,g,1,Success,JoiMart,30.0,6.25,11250.0
379," BEVZILLA Instant Coffee Powder - 96 Sachets (Hazelnut)| Hot & Cold Coffee| Makes 96 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino| Premium ",599.0,405.0,,,BEVZILLA,96.0,sachets,1,Success,JoiMart,194.0,32.39,4.22
380, Wagh Bakri Instant Masala Tea Premix 140 g (14 g x 10 Sachets) ,280.0,265.0,,,WAGH BAKRI,140.0,g,1,Success,JoiMart,15.0,5.36,1892.86
381," Farm Hots kokum Agal / Kokum Juice (Garcinia Indica) Salted,Without Sugar,500 ml can ",390.0,123.0,,,FARM HOTS,500.0,ml,1,Success,JoiMart,267.0,68.46,246.0
382, GAJANAND (Aah Gajanand Vah Gajanand) Premium CTC Tea Leaf / 250gm / Pack of 1 / Chai Patti with Strong Taste and Refreshing Aroma / 100% Assam CTC Tea Leaves ,130.0,130.0,,,GAJANAND (AAH GAJANAND VAH GAJANAND),250.0,gm,1,Success,JoiMart,0.0,0.0,520.0
383, Rage Coffee 100 Gms Irish Hazelnut Flavour ,549.0,349.0,,,RAGE COFFEE,100.0,gms,1,Success,JoiMart,200.0,36.43,3490.0
384," Coca Cola Bebas Gula Sugar, 330 Ml Pack of 4 ",450.0,400.0, Imported ,,COCA COLA,330.0,ml,4,Success,JoiMart,50.0,11.11,1212.12
385, JAWAI Rajwadi Kadak Masala Chai (MASALA TEA) | Best Masala Chai | 100 Grams ,195.0,145.0,,,JAWAI,100.0,grams,1,Success,JoiMart,50.0,25.64,1450.0
386, Brooke Bond Red Label Leaf Tea| Premium Tea| 250g* 4 Packs| 1 Kg+ Green ilayachi 25g| ,710.0,710.0,,,RED LABEL,250.0,g,1,Success,JoiMart,0.0,0.0,2840.0
387," Colombian Brew Arabica Espresso Filter Coffee Powder, Roast & Ground Strong, 100g Pack of 2 ",250.0,198.0,,,COLOMBIANBREWCOFFEE,100.0,g,2,Success,JoiMart,52.0,20.8,1980.0
388, Protinex Tasty Chocolate 250 g ,445.0,410.0,,,PROTINEX,250.0,g,1,Success,JoiMart,35.0,7.87,1640.0
389," Manama Blue Curacao Syrup, Mixer for Mocktails and Cocktails (750ML) ",310.0,310.0,,,MANAMA,750.0,ml,1,Success,JoiMart,0.0,0.0,413.33
390, Tropicana Mixed Fruit Juice 1 L ,145.0,130.0,,,TROPICANA,1.0,l,1,Success,JoiMart,15.0,10.34,130.0
391," Taj Mahal Tea with Long Leaves, 1kg ",750.0,630.0,,,TAJ MAHAL,1.0,kg,1,Success,JoiMart,120.0,16.0,630.0
392," 3 Sisters Non Alcoholic German Lager Beer, 330 Ml |Pack of 2| ",400.0,350.0, Imported ,,3 SISTERS,330.0,ml,2,Success,JoiMart,50.0,12.5,1060.61
393, Organic India Tulsi Ginger Tea Bags 25 pcs ,195.0,146.0,,,ORGANIC INDIA,25.0,pcs,1,Success,JoiMart,49.0,25.13,5.84
394, BRU Tripti Blend instant Coffee Powder pack of 2 ( each 200g ) Instant Coffee (2 x 200 g) ,640.0,599.0,,,A. MANGALS,200.0,g,2,Success,JoiMart,41.0,6.41,2995.0
395, Society Leaf Tea 250g Jar ,155.0,155.0,,,SOCIETY,250.0,g,1,Success,JoiMart,0.0,0.0,620.0
396," Cocojal Natural Tender Coconut Water| No Added Flavours| Not from Concentrate| 200ml, Pack of 24 ",1200.0,999.0,,,COCOJAL,200.0,ml,24,Success,JoiMart,201.0,16.75,4995.0
397," Bevzilla 96 Sachets Assorted Flavoured Instant Coffee Powder Box - 192gm | 24 Sachets Each Flavour | French Vanilla, English Butterscotch, Turkish Hazelnut, Colombian Gold | 100% Arabica Beans | No Added Preservatives | Makes 96 Cups | Premium Coffee ",599.0,405.0,,,BEVZILLA,96.0,sachets,1,Success,JoiMart,194.0,32.39,4.22
398," Heineken 0.0 Percent Non Alcoholic Beer Can, 330 ml ",300.0,279.0, Imported ,,HEINEKEN,330.0,ml,1,Success,JoiMart,21.0,7.0,845.45
399," Bavaria Premium Original Non Alcoholic Beer, 330 Ml Imported ",206.25,174.0, Imported ,,IMPORTED,330.0,ml,1,Success,JoiMart,32.25,15.64,527.27
400, CHAI POINT Assam Green Tea | Loose Leaf Enriched with Anti-Oxidants | Single Origin Tea | Green Tea Leaves | Loose Green Tea | Good for Weight Loss 100G ,249.0,160.0,,,CHAIPOINT,100.0,g,1,Success,JoiMart,89.0,35.74,1600.0
401, Manna Health Mix Sathu Maavu 1Kg ,489.0,439.0,,,MANNA,1.0,kg,1,Success,JoiMart,50.0,10.22,439.0
402," Nescafe Gold Rich and Smooth Instant Coffee Powder, 95g Jar ",699.0,569.0,,,NESCAFE,95.0,g,1,Success,JoiMart,130.0,18.6,5989.47
403, Mysore Concerns Roasted And Ground Brindavan Bold South Indian Filter Coffee 454 G ,290.0,276.0,,,MYSORE CONCERNS,454.0,g,1,Success,JoiMart,14.0,4.83,607.93
404, SENSO Instant Tea Premix Masala No Artificial Colors 1 kg ,410.0,291.0,,,SENSO,1.0,kg,1,Success,JoiMart,119.0,29.02,291.0
405, Manna Health Mix Sathu Maavu 600g ,319.0,295.0,,,MANNA,600.0,g,1,Success,JoiMart,24.0,7.52,491.67
406, Horlicks Protein Plus Vanilla Drink Mix 400 g ,650.0,600.0,,,HORLICKS,400.0,g,1,Success,JoiMart,50.0,7.69,1500.0
407, Protinex Original 250 g ,499.0,464.0,,,PROTINEX,250.0,g,1,Success,JoiMart,35.0,7.01,1856.0
408," Pepsi Black Singapore, 320 Ml ",206.25,174.0, Imported ,,PEPSI BLACK,320.0,ml,1,Success,JoiMart,32.25,15.64,543.75
409, Shunya Go Zesty Orange Sugar Free Flavoured Drink - 4 Super Herbs Pack of 12 (300ml X 12) ,720.0,584.0,,,SHUNYA,300.0,ml,12,Success,JoiMart,136.0,18.89,1946.67
410, Johnnie Walker Refreshing Mixer Non Alcoholic Carbonated Drink 330 ml Pack of 4 ,400.0,240.0,,,JOHNNIE WALKER,330.0,ml,4,Success,JoiMart,160.0,40.0,727.27
411, Organic Spearmint Tea Bags for PCOS - 40 Eco-Friendly Tea Bags in Resealable pouch by The Tea Trove ,328.0,204.0,,,THE TEA TROVE,,none,1,Failed,JoiMart,124.0,37.8,
412, Patanjali Giloy Fruit Juice 500 ml ,90.0,81.0,,,PATANJALI,500.0,ml,1,Success,JoiMart,9.0,10.0,162.0
413, Saffola Immuniveda Chyawanprash Avaleha 1.25 kg ,560.0,520.0,,,SAFFOLA,1.25,kg,1,Success,JoiMart,40.0,7.14,416.0
414, AKHYA GOLD PREMIUM ASSAM LEAF TEA 1KG ,600.0,399.0,,,AKHYA,1.0,kg,1,Success,JoiMart,201.0,33.5,399.0
415," Colombian Brew 3 in 1 Assorted Instant Coffee Premix Café Latte, Cappuccino, Hazelnut, Vanilla Caramel, Double Choco Mocha, 10 Sachets Box Buy 3 Get 1 Free ",996.0,699.0,,,COLOMBIANBREWCOFFEE,3.0,g,1,Success,JoiMart,297.0,29.82,233000.0
416, Bambino Tasty Instant Badam Drink Mix Bottle 500g ,250.0,245.0,,,BAMBINO,500.0,g,1,Success,JoiMart,5.0,2.0,490.0
417," Fanta Lychee Flavoured Drink, 320 Ml |Pack of 2| Imported ",400.0,360.0, Imported ,,FANTA,320.0,ml,2,Success,JoiMart,40.0,10.0,1125.0
418, Manna Health mix Sathu Maavu 1.2kg (600g x 2 Packs) ,638.0,469.0,,,MANNA,1.2,kg,1,Success,JoiMart,169.0,26.49,390.83
419," CHAI POINT Premium Assam Tea | Single Origin Tea, Fresh | Assam Tea | Black Tea Leaves | Tea Powder | Premium Chai Patti | Loose Leaf Tea 200G ",199.0,140.0,,,CHAIPOINT,200.0,g,1,Success,JoiMart,59.0,29.65,700.0
420, Bean2Brew | Premium Blend (80: 20) | Filter Coffee Powder | 800g ,520.0,380.0,,,BEAN2BREW,800.0,g,1,Success,JoiMart,140.0,26.92,475.0
421," Nutrition Planet Micronized Creatine Monohydrate for Pre/Post Workout Recovery (Black Currant - 348g, 60 Servings) ",1200.0,498.0,,,NUTRITION PLANET,348.0,g,1,Success,JoiMart,702.0,58.5,1431.03
422," NATRAJ The Right Choice Premium Loose Green Tea Leaves for Weight Loss and Improve Immunity, 300 GM ",475.0,325.0,,,NATRAJ THE RIGHT CHOICE,300.0,gm,1,Success,JoiMart,150.0,31.58,1083.33
423," Chai Point Assam Masala Tea Natural Spices (Cinnamon, Clove, cardamon, Ginger, Black Pepper), Single Origin Tea 200g ",300.0,200.0,,,CHAIPOINT,200.0,g,1,Success,JoiMart,100.0,33.33,1000.0
424, 7 Up Sugar Free |Pack of 2 | ,400.0,360.0, Imported ,,7 UP,,none,2,Failed,JoiMart,40.0,10.0,
425," 3 Sisters Non Alcoholic Kiwi Beer, 330 Ml |Pack of 2| ",400.0,350.0, Imported ,,3 SISTERS,330.0,ml,2,Success,JoiMart,50.0,12.5,1060.61
426, Evocus Black Alkaline Drink | PACK OF 24 (500 mL each) | 8+ pH | Infused with Essential Minerals ,2400.0,2040.0,,,EVOCUS,500.0,ml,24,Success,JoiMart,360.0,15.0,4080.0
427," Society Tea Leaf Tea, 1 Kg ",570.0,542.0,,,SOCIETY,1.0,kg,1,Success,JoiMart,28.0,4.91,542.0
428," JST Goli Soda || Multi Flavor Pack of 10 - 2 of Each Flavor Raspberry Blast, Classic Lime, Fizzy Orange, Raspberry & Cola Masala Flavour Mocktail Drink in Modern Pet Bottle ",750.0,660.0,,,JST,,none,10,Failed,JoiMart,90.0,12.0,
429, Rio Raw Mango Bubbly Fruit Energy Drink | Pack of 6 | 250 ml ,270.0,235.0,,,RIO,250.0,ml,6,Success,JoiMart,35.0,12.96,940.0
430," Teddy Roosevelt Flavoured Instant Coffee Powder, Hazelnut 50g, Vanilla Caramel 50g| 100g ",598.0,147.0,,,TEDDY ROOSEVELT,50.0,g,1,Success,JoiMart,451.0,75.42,2940.0
431," Nescafe Gold Rich and Smooth Instant Coffee Powder, 190g Jar ",999.0,854.0,,,NESCAFE,190.0,g,1,Success,JoiMart,145.0,14.51,4494.74
432, Hill Bagan CTC Premium Tea 1KG ,680.0,426.0,,,"HILL BAGAN- ""TASTE OF QUALITY""",1.0,kg,1,Success,JoiMart,254.0,37.35,426.0
433, NutroVally Green Tea | For Weight Loss & Boost Immune | Premium Natural & Pure Aromatic Leaves | Lemon Green Tea Bags 75 Pcs ,597.0,249.0,,,NUTROVALLY,75.0,pcs,1,Success,JoiMart,348.0,58.29,3.32
434, Taj Mahal Tea Bag (200 Tea Bags) ,399.0,320.0,,,TAJ MAHAL,200.0,tea bag,1,Failed,JoiMart,79.0,19.8,
435, Alo Frut Orange + Aloevera Fruit Juice 1 L ,120.0,99.0,,,ALO FRUT,1.0,l,1,Success,JoiMart,21.0,17.5,99.0
436, Leo Coffee Breakfast Blend Filter Coffee Powder Medium Roast Extra Strong - 200 g ,120.0,108.0,,,LEO COFFEE,200.0,g,1,Success,JoiMart,12.0,10.0,540.0
437, Christopher Cocoa Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g ,250.0,203.0,,,CHRISTOPHER COCOA,200.0,g,1,Success,JoiMart,47.0,18.8,1015.0
438," Octavius Elaichi/Cardamom Tea | Strong, Aromatic Assam Chai Patti - 1kg Pack ",360.0,360.0,,,OCTAVIUS,1.0,kg,1,Success,JoiMart,0.0,0.0,360.0
439, Octavius | Gold Tea - 1Kg | 15% Darjeeling Long Leaf | Black Tea | Blend of Darjeeling & Assam Tea | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Garden Fresh Tea | Tea 1 Kg ,450.0,445.0,,,OCTAVIUS,1.0,kg,1,Success,JoiMart,5.0,1.11,445.0
440," Pack of 2 200 Gram 100% Arabica Instant Classic Strong Coffee Powder | Premium Coffee| Strong Coffee| Classic Coffee| Espresso, Latte & Cappucino| Pure Coffee| Hot & Cold Coffee | Non Breakable Jar ",1598.0,731.0,,,BEVZILLA,200.0,gram,2,Success,JoiMart,867.0,54.26,3655.0
441, GOODRICKE Chai CTC Leaf Tea 1 kg ,350.0,315.0,,,GOODRICKE,1.0,kg,1,Success,JoiMart,35.0,10.0,315.0
442, Foodio. fit Tender Coconut Water Powder 2L | Coconut Water Premix Pack of 10 Sachets | Nariyal Paani ( 200ML Each) ,499.0,189.0,,,FOODIO.FIT,2.0,l,10,Success,JoiMart,310.0,62.12,94.5
443," Bevzilla 50 Grams X 4 Flavoured Instant Coffee Powder Pack of Colombian Gold,Turkish Hazelnut,French Vanilla & English Butterscotch|50 Gms Each|Premium Arabica Instant Coffee ",1999.0,539.0,,,BEVZILLA,50.0,grams,1,Success,JoiMart,1460.0,73.04,10780.0
444, Cloud9 Natural Mineral Drinking Water 1 L (pack of 12) ,340.0,340.0,,,CLOUD 9,1.0,l,12,Success,JoiMart,0.0,0.0,340.0
445, CHAI POINT Instant Tea | Incredibly Authentic | Ginger Flavoured Tea | 10 Sachets | Adhrak Chai | Instant Tea Premix | Tea Ginger Mix (Pack of 1) ,199.0,140.0,,,CHAIPOINT,10.0,sachets,1,Success,JoiMart,59.0,29.65,14.0
446, Lipton Yellow Label Leaf Tea 250 g ,300.0,279.0,,,LIPTON,250.0,g,1,Success,JoiMart,21.0,7.0,1116.0
447," TEA VALLEY Classic Tea Strong, Malty, Aromatic and Rich Taste 100 Percent Assam and Dooars CTC Tea Blend Make Masala Tea, Ginger Tea or Cardamom Tea, 250 g (pack of 3) ",300.0,255.0,,,TEA VALLEY,250.0,g,3,Success,JoiMart,45.0,15.0,1020.0
448, Mogu Mogu Strawberry Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.0,420.0,,,MOGU MOGU,300.0,ml,6,Success,JoiMart,0.0,0.0,1400.0
449, Bournvita Five Star Magic 500 g ,280.0,260.0,,,BOURNVITA,500.0,g,1,Success,JoiMart,20.0,7.14,520.0
450," NATRAJ The Right Choice Premium Loose Green Tea Leaves 200g for Body Detoxification Weight Loss and Improve Immunity, ",375.0,250.0,,,NATRAJ THE RIGHT CHOICE,200.0,g,1,Success,JoiMart,125.0,33.33,1250.0
451, Rage Coffee - 50 GMS Creme Caramel - Premium Instant Coffee ,349.0,149.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,200.0,57.31,2980.0
452, Organic India Tulsi Original Tea Bags 25 pcs ,188.0,141.0,,,ORGANIC INDIA,25.0,pcs,1,Success,JoiMart,47.0,25.0,5.64
453, Girnar Masala Chai Instant Tea Premix 14 g (10 Sachets) ,150.0,139.0,,,GIRNAR,14.0,g,1,Success,JoiMart,11.0,7.33,9928.57
454, HORLICKS Protein Plus | Health & Nutrition Drink (400 g) ,750.0,620.0,,,HORLICKS,400.0,g,1,Success,JoiMart,130.0,17.33,1550.0
455, Organic India Tulsi Ginger Tea 100 g ,225.0,168.0,,,ORGANIC INDIA,100.0,g,1,Success,JoiMart,57.0,25.33,1680.0
456," Davidoff Cafe Instant Coffee Jar, Espresso 57 Intense Imported, 100 g ",650.0,574.0, Imported ,,DAVIDOFF,100.0,g,1,Success,JoiMart,76.0,11.69,5740.0
457, Cloud9 Natural Mineral Drinking Water 500 ml (pack of 24) ,340.0,340.0,,,CLOUD 9,500.0,ml,24,Success,JoiMart,0.0,0.0,680.0
458, Tetley Tea Bags 100 pcs ,210.0,195.0,,,TETLEY,100.0,pcs,1,Success,JoiMart,15.0,7.14,1.95
459, Mysore Concerns Roasted And Ground Brindavan Bold South Indian Filter Coffee 454 G Pack of 3 ,870.0,827.0,,,MYSORE CONCERNS,454.0,g,3,Success,JoiMart,43.0,4.94,1821.59
460," Dalmia Gold Premium CTC Tea | Original 100% Tea | Strong, Aromatic & Rich | 1kg (Poly Pack) ",455.0,450.0,,,DALMIA GOLD,1.0,kg,1,Success,JoiMart,5.0,1.1,450.0
461, HYDRATE Ionized Alkaline Water with Perfectly Balanced 8.5 pH & Essential Minerals Pack of 6(500 ml) ,480.0,432.0,,,HYDRATE,500.0,ml,6,Success,JoiMart,48.0,10.0,864.0
462, The Tea Trove- Pure Chamomile Tea Bags Organic - 40 Eco-Friendly Camomile Tea Bag in Resealable pouch - Caffeine Free Camomile tea for sleep and Stress relief tea by The Tea Trove - Steep Hot Or Iced ,328.0,199.0,,,THE TEA TROVE,,none,1,Failed,JoiMart,129.0,39.33,
463," Farm Hots Kokum Syrup/Kokum Sharbat,500 ml can ",450.0,142.0,,,FARM HOTS,500.0,ml,1,Success,JoiMart,308.0,68.44,284.0
464, Cloud9 Golden Orange Fruit Juice 200 ml pack of 24 ,388.0,388.0,,,CLOUD 9,9.0,g,24,Success,JoiMart,0.0,0.0,43111.11
465, Mr. Fresh Coco 100 % Tender Coconut Water Coconut Water || Pack of 12||No Added Flavors||200 ml Each ,600.0,480.0,,,MR. FRESH,200.0,ml,12,Success,JoiMart,120.0,20.0,2400.0
466, Rio Passion Swing Fruit Energy Drink | Pack of 6 | 250 ml ,270.0,235.0,,,RIO,250.0,ml,6,Success,JoiMart,35.0,12.96,940.0
467," Coca Cola Klasik Classic Imported, 320 ml ",240.0,229.0, Imported ,,COCA COLA,320.0,ml,1,Success,JoiMart,11.0,4.58,715.62
468, Tata Coffee | Instant Coffee | Super Saver Pack | 200g Pack ,335.0,335.0,,,TATA COFFEE,200.0,g,1,Success,JoiMart,0.0,0.0,1675.0
469, Open Secret Unjunked Kesar Thandai Shake Mix Powder - Pack of 1 ,349.0,296.0,,,OPEN SECRET,,none,1,Failed,JoiMart,53.0,15.19,
470, BRU Instant Coffee 100 g (Jar) ,390.0,362.0,,,BRU,100.0,g,1,Success,JoiMart,28.0,7.18,3620.0
471, Rio Pink Guava Fruit Drink | Pack of 6 | 250 ml ,270.0,240.0,,,RIO,250.0,ml,6,Success,JoiMart,30.0,11.11,960.0
472," All In One Lemon Tea Premix Sulphur Less Sugar Pack, 25 Pouches Each (Pack Of 4) ",720.0,719.0,,,ALL IN ONE,,none,4,Failed,JoiMart,1.0,0.14,
473," Cambridge Tea Party Refresh 30 Tea Bags, Lemon Ginger Mint Tulsi Green Tea (immunity booster with natural vitamins, cleanse, detox, cold relief ) ",225.0,199.0,,,CAMBRIDGE TEA PARTY,30.0,tea bags,1,Success,JoiMart,26.0,11.56,6.63
474, Octavius | Premium Assam Tea - 1Kg | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti 1 kg | Taza Tea 1 kg | Garden Fresh Tea | Tea 1 Kg ,390.0,379.0,,,OCTAVIUS,1.0,kg,1,Success,JoiMart,11.0,2.82,379.0
475, Society Leaf Tea 500gm Jar ,290.0,276.0,,,SOCIETY,500.0,gm,1,Success,JoiMart,14.0,4.83,552.0
476, NESCAFE CLASSIC INSTANT COFFEE 200G ,660.0,649.0,,,NESCAFE,200.0,g,1,Success,JoiMart,11.0,1.67,3245.0
477, Bambino Instant Badam Drink Mix 1 Kg ,350.0,340.0,,,BAMBINO,1.0,kg,1,Success,JoiMart,10.0,2.86,340.0
478, TheTeaTrove Honey Lemon Green Tea Bags 100 pcs - Eco-Friendly All Natural Honey Lemon Tea Bags 100 pcs in Resealable pouch - All in one Green Tea Lemon and Honey tea bags 100 pieces ,600.0,274.0,,,THE TEA TROVE,100.0,pcs,1,Success,JoiMart,326.0,54.33,2.74
479, Wagh Bakri | Mili Kadak Danedar Tea | 250 Gm Each | Pack of 2 | 500 Gm + Green Elaichi 25 Gm ,410.0,315.0,,,WAGH BAKRI,250.0,gm,2,Success,JoiMart,95.0,23.17,1260.0
480, BEVZILLA Instant Coffee Powder (French Vanilla Flavour) - 75 Grams | 100 % Premium Arabica Beans | Hot & Cold Coffee | Makes 40 Cups | Strong Coffee | Flavoured Coffee| Best Coffee| Premium Coffee| Dark Roast| Instant Coffee ,375.0,209.0,,,BEVZILLA,75.0,grams,1,Success,JoiMart,166.0,44.27,2786.67
481, Tetley Pure Original Green Tea Bags 25 pcs ,170.0,133.0,,,TETLEY,25.0,pcs,1,Success,JoiMart,37.0,21.76,5.32
