Unnamed: 0,Product name,MRP,Selling Price,Tag,PerUnitPrice,Brand,Quantity,Unit,Pack of,Conversion,Platform,Discount,Discount Percentage,Price Per Unit(Kg/L)
624, Girnar Adrakh Instant Tea Premix 10 g (10 pcs) ,150.0,139.0,,,GIRNAR,10.0,g,1,Success,JoiMart,11.0,7.33,13900.0
625, Kokan Gem Kokum Syrup 1 L ,180.0,90.0,,,KOKAN GEM,1.0,l,1,Success,JoiMart,90.0,50.0,90.0
626, GS Tea GREEN 100 GM ,100.0,90.0,,,GS,100.0,gm,1,Success,JoiMart,10.0,10.0,900.0
627, Lipton Pure & Light Green Tea Bags 100 pcs ,625.0,581.0,,,LIPTON,100.0,pcs,1,Success,JoiMart,44.0,7.04,5.81
628, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 2 ,200.0,160.0,,,BLACK & WHITE,330.0,ml,2,Success,JoiMart,40.0,20.0,484.85
629," Davidoff Expresso Intense Coffee, 90 Gm ",650.0,600.0, Imported ,,DAVIDOFF,90.0,gm,1,Success,JoiMart,50.0,7.69,6666.67
630," Monster Ultra Energy Drink Zero Sugar, 500 Mlpack of 2 ",770.0,650.0, Imported ,,MONSTER,500.0,ml,2,Success,JoiMart,120.0,15.58,1300.0
631," Skippi Desi Flavour of Ice Pops, Kala Khatta, Rose, Jaljeera, Imli, Chilli Guava, Aam Panna ( 2 sets of 6 Indian flavours, 12 Ice pops X 70ml each) ",240.0,180.0,,,SKIPPI ICE POPS,70.0,ml,1,Success,JoiMart,60.0,25.0,2571.43
632, Society Tea Leaf Tea 250g Pouch ,290.0,290.0,,,SOCIETY,250.0,g,1,Success,JoiMart,0.0,0.0,1160.0
633," Mtn Dew, Major Melon 355 Ml Imported Coca Cola ",850.0,750.0,,,COCA COLA,355.0,ml,1,Success,JoiMart,100.0,11.76,2112.68
634, Wagh Bakri | MiliKadak DanedarTea |Strong LeafTea | 250G Each | Pack of 4 |1K + Green Elaichi 25G ,570.0,510.0,,,WAGH BAKRI,250.0,g,4,Success,JoiMart,60.0,10.53,2040.0
635," Sleepy Owl 50gm French Vanilla Premium Instant Coffee | 100% Arabica | Makes 25 Cups | Sweet & Mellow Flavoured Coffee | Make Café Style Hot or Cold Coffee, Cappuccino, Espresso, Latte at Home ",325.0,199.0,,,SLEEPY OWL,50.0,gm,1,Success,JoiMart,126.0,38.77,3980.0
636, Hill Bagan Elaichi CTC Tea Refreshing Flavour Real & Aroma 250gm (Cardamom) ,250.0,215.0,,,"HILL BAGAN- ""TASTE OF QUALITY""",250.0,gm,1,Success,JoiMart,35.0,14.0,860.0
637, SENSO Tea Premix Ginger Preservatives Free (10 sachets) ,140.0,100.0,,,SENSO,10.0,sachets,1,Success,JoiMart,40.0,28.57,10.0
638, Dhopabor Premium Tea -500 g (2 x 250g Value Offer Packs) | High quality Assam CTC Chai| ,194.0,188.0,,,DHOPABOR,500.0,g,1,Success,JoiMart,6.0,3.09,376.0
639, Mogu Mogu Mango Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.0,420.0,,,MOGU MOGU,300.0,ml,6,Success,JoiMart,0.0,0.0,1400.0
640, Rage Coffee Combo Pack of 2 Flavoured Instant Coffee - 50 gms each of Irish Hazelnut & Dark Chocolate ,698.0,299.0,,,RAGE COFFEE,50.0,g,2,Success,JoiMart,399.0,57.16,5980.0
641," Cambridge Tea Party Slim 30 Tea Bags, Hibiscus Clove Orange Rose Turmeric Cinnamon Tulsi Green Tea ",225.0,199.0,,,CAMBRIDGE TEA PARTY,30.0,tea bags,1,Success,JoiMart,26.0,11.56,6.63
642, Lipton After Lunch Ginger Green Tea Bags 1.8 g (25 pcs) ,190.0,175.0,,,LIPTON,1.8,g,1,Success,JoiMart,15.0,7.89,97222.22
643," Nescafe Gold Blend Coffee Imported , 50 Gm ",398.5,349.0, Imported ,,NESCAFE,50.0,gm,1,Success,JoiMart,49.5,12.42,6980.0
644, Maharani Premium Tea 1KG - Assam Leaf Tea ,470.0,403.0,,,BANSAL KI MASHHUR MAHARANI,1.0,kg,1,Success,JoiMart,67.0,14.26,403.0
645, Jindal Cocoa Cocoa Powder 100 gms (Pack of 2) ,180.0,175.0,,,JINDAL COCOA,100.0,gms,2,Success,JoiMart,5.0,2.78,1750.0
646, KANGEN DAILY WATER INTAKE BOTTLE 500 ML (PACK OF 24) ,960.0,940.0,,,KANGEN,500.0,ml,24,Success,JoiMart,20.0,2.08,1880.0
647, Leeford Herbal Infusion Detox Desi Kahwa Green Tea For Weight Loss - with Antioxidants and Nutrients (25 Infusion Tea Bags) ,250.0,203.0,,,LEEFORD,,none,1,Failed,JoiMart,47.0,18.8,
648, JAIN SHIKANJI ,150.0,150.0,,,INSTANT JAIN SHIKANJI,,none,1,Failed,JoiMart,0.0,0.0,
649," The Pahadi Story Masala Chai Loose Leaf 175g, Premium Assam Masala Tea, 100% Natural Ingredients Infused With Premium Black CTC, Ginger, Clove, Cinnamon, Cardamom, Black Pepper ",349.0,314.0,,,THE PAHADI STORY,175.0,g,1,Success,JoiMart,35.0,10.03,1794.29
650, Society Leaf & Masala Tea 500gm Combo ,610.0,580.0,,,SOCIETY,500.0,gm,1,Success,JoiMart,30.0,4.92,1160.0
651, Hitkary Rose Sharbat Syrup 750 ml ,180.0,157.0,,,HITKARY PHARMACY,750.0,ml,1,Success,JoiMart,23.0,12.78,209.33
652, Shree Royal Premium leaf tea| Black Tea| pack of 1kg |Assam leaf tea ,550.0,390.0,,,SHREE ROYAL,1.0,kg,1,Success,JoiMart,160.0,29.09,390.0
653, NATTFRU Kiwi Fruit Juice | Immunity Booster | Vitamin C | No Added Color or Preservatives - Only 100% Fruit ,199.0,197.0,,,NATTFRU,,none,1,Failed,JoiMart,2.0,1.01,
654, 9am Corn Flour Pack of 2 (Each - 1kg) ,280.0,252.0,,,9 AM,1.0,kg,2,Success,JoiMart,28.0,10.0,252.0
655," Nutrovally Chamomile Herbal Tea | 100% Natural Whole Leaf ,Stress Relief ,Relaxing, & Good Sleep, | Tea Bags 25 pcs ",249.0,189.0,,,NUTROVALLY,25.0,pcs,1,Success,JoiMart,60.0,24.1,7.56
656, DALMIA GOLD 250GM POUCH PACK OF 4 ,468.0,445.0,,,DALMIA GOLD,250.0,gm,4,Success,JoiMart,23.0,4.91,1780.0
657, Continental Speciale Coffee 50 g ,200.0,100.0,,,CONTINENTAL,50.0,g,1,Success,JoiMart,100.0,50.0,2000.0
658, HORLICKS Protein Plus Chocolate Flavour 400 Gram Jar ,750.0,620.0,,,HORLICKS,400.0,gram,1,Success,JoiMart,130.0,17.33,1550.0
659," TEA VALLEY Gold, Royal and Classic Tea Combo 100 Percent Assam and Dooars CTC Tea with Aromatic Long Leaf, 250 g Each (pack of 3) ",400.0,350.0,,,TEA VALLEY,250.0,g,3,Success,JoiMart,50.0,12.5,1400.0
660," Rage Coffee Silk Blend Assorted Sachets | Pack of 30 | Rich & Bold Instant Coffee Flavour | Espresso, Cappuccino, Latte | Premium Bold & Smooth (10 Sachets Each Flavours) ",179.0,179.0,,,RAGE COFFEE,10.0,sachets,30,Success,JoiMart,0.0,0.0,17.9
661, Continental Hazelnut Flavoured Instant Coffee 50g Jar | BUY 1 + GET 1 FREE | 100% Premium Freeze Dried Coffee ,450.0,199.0,,,CONTINENTAL,50.0,g,1,Success,JoiMart,251.0,55.78,3980.0
662, Continental Speciale Instant Coffee Powder 50g*4 | BUY 1 + GET 1 FREE | 100% Pure Coffee ,1600.0,799.0,,,CONTINENTAL,50.0,g,1,Success,JoiMart,801.0,50.06,15980.0
663," Drink Masti Enjoy Masti Masti Agar Agar Powder for Jelly, [ China Grass] for kids and teens| Flavoured powder for milk-40gm ",1000.0,220.0,,,DRINK MASTI ENJOY MASTI MASTI,40.0,gm,1,Success,JoiMart,780.0,78.0,5500.0
664, Redbull Plus Energy Drink 250ml Sugar Free Imported JST ,200.0,180.0,,,JST,250.0,ml,1,Success,JoiMart,20.0,10.0,720.0
665, Country Bean Hazelnut Coffee 50g - No Added Sugar ,325.0,249.0,,,COUNTRY BEAN,50.0,g,1,Success,JoiMart,76.0,23.38,4980.0
666," Christopher Cocoa Assorted Cake Sprinkles Dark Chocolate Chips 50g, White Chocolate Chips 50g, Rainbow Chocolate sprinkles 30g (Snack, Topping Ice Cream, Cakes, Baking) ",249.0,123.0,,,CHRISTOPHER COCOA,50.0,g,1,Success,JoiMart,126.0,50.6,2460.0
667," MOJOCO Refreshing Coconut Water - Vital Minerals, | Real Tender Coconut Water - 200 ML (Pack of 6) ",360.0,299.0,,,MOJOCO,200.0,ml,6,Success,JoiMart,61.0,16.94,1495.0
668, Mr. Fresh Coco 100 % Tender Coconut Water Coconut Water || Pack of 48||No Added Flavors||200 ml Each ,2400.0,1608.0,,,MR. FRESH,200.0,ml,48,Success,JoiMart,792.0,33.0,8040.0
669," Manama Cherry Fruit Flavoured Syrup, Mixer for Mocktails and Cocktails 750ml (Pack of 1) ",340.0,340.0,,,MANAMA,750.0,ml,1,Success,JoiMart,0.0,0.0,453.33
670," C. SOMABHAI's No. 10 Premium CTC Leaf Tea - 1kg, Assam Black Losse Leaf Tea ",560.0,525.0,,,C. SOMABHAI (QUALITY TEA),1.0,kg,1,Success,JoiMart,35.0,6.25,525.0
671," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 500Gm Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1) ",190.0,185.0,,,FIRST FLAVOUR,500.0,gm,1,Success,JoiMart,5.0,2.63,370.0
672," Gusto Foods Green Lime Juice Concentrate, 600 Ml (Pack Of 3) ",267.0,199.0,,,GUSTO FOODS,600.0,ml,3,Success,JoiMart,68.0,25.47,331.67
673, Mojoco Malai Nata De Coco Tender Coconut Water 2000 Ml ,70.0,65.0,,,MOJOCO,2000.0,ml,1,Success,JoiMart,5.0,7.14,32.5
674," Ogreeny Red Wine Vinegar Organic Non Alcoholic Drink, 750 ml (Pack Of 1) ",899.0,273.0,,,OGREENY,750.0,ml,1,Success,JoiMart,626.0,69.63,364.0
675," AACTUALA Aloe Vera Coconut Water Fruit Juice With Kiwi - 200ml, Pack of 6 (6 x 0.2 L) ",399.0,289.0,,,AACTUALA,200.0,ml,6,Success,JoiMart,110.0,27.57,1445.0
676," Rage Coffee Silk Blend Classic 50 GMs | 100% Pure Coffee | Premium, Bold & Smooth ",165.0,149.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,16.0,9.7,2980.0
677," Granules n Beans Assorted Chai Cardamom, Ginger, Lemongrass Ginger, Masala Instant Tea Premix 10 Sachet x 14g ",160.0,144.0,,,GRANULES N BEANS,14.0,g,1,Success,JoiMart,16.0,10.0,10285.71
678, Weikfield Drinking Chocolate Powder 100 g ,75.0,65.0,,,WEIKFIELD,100.0,g,1,Success,JoiMart,10.0,13.33,650.0
679, G.M.S TULSI TEA | Kadak Chai | Brokens - Dana Tea | Black Tea | CTC Tea | Kadak Taste of Gujarat | Aromatic Blend For Gujarati Chai Lovers 1 kg ,380.0,380.0,,,G.M.S TULSI TEA,1.0,kg,1,Success,JoiMart,0.0,0.0,380.0
680," Urban Platter Canadian Cranberry Juice, 1 Litre ",1750.0,1700.0,,,URBAN PLATTER,,none,1,Failed,JoiMart,50.0,2.86,
681, Shunya Fizz Classic Cola | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Ashwagandha & Vitamin C | Pack of 12 (300 ml X 12) ,720.0,616.0,,,SHUNYA,300.0,ml,12,Success,JoiMart,104.0,14.44,2053.33
682," NATURUP Tender Coconut Water Powder Mix (240g),( Pack of 20) Nariyal Pani ",400.0,398.0,,,NATURUP,240.0,g,20,Success,JoiMart,2.0,0.5,1658.33
683," Colombian Brew Hazelnut Instant Coffee Powder, No Sugar Vegan, 1kg Hotel Pack ",3500.0,1399.0,,,COLOMBIAN BREW,1.0,kg,1,Success,JoiMart,2101.0,60.03,1399.0
684, Lipton Darjeeling Leaf Tea 500 g ,970.0,902.0,,,LIPTON,500.0,g,1,Success,JoiMart,68.0,7.01,1804.0
685, Protinex Creamy Vanilla 250 g ,445.0,410.0,,,PROTINEX,250.0,g,1,Success,JoiMart,35.0,7.87,1640.0
686, Open Secret Shake Mix Thadai Combo - Chocolate and Kesar Badam ,698.0,628.0,,,OPEN SECRET,,none,1,Failed,JoiMart,70.0,10.03,
687, MURALIS - 100% Pure Filter Coffee Powder | 400 gms |Pack of 2 | Traditional South Indian Coffee ,259.0,249.0,,,MURALIS,400.0,gms,2,Success,JoiMart,10.0,3.86,622.5
688, Mogu Mogu Pineapple Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.0,420.0,,,MOGU MOGU,300.0,ml,6,Success,JoiMart,0.0,0.0,1400.0
689," Dhampur Green Mocktail Syrup Combo| Pina Colada, Fresh mint, Blue Curacao Pack of 3 - 900ml , Each - 300ml ",405.0,385.0,,,DHAMPUR GREEN,900.0,ml,3,Success,JoiMart,20.0,4.94,427.78
690, Octavius Gold Tea CTC Chai - 1 Kg ,590.0,375.0,,,OCTAVIUS,1.0,kg,1,Success,JoiMart,215.0,36.44,375.0
691," organic forest Spearmint Tea for PCOD and PCOS, Helps balancing Hormones (100 grams) Unflavored Herbal Tea Pouch (100 g) ",340.0,180.0,,,ORGANIC FOREST,100.0,grams,1,Success,JoiMart,160.0,47.06,1800.0
692, Organic Life Apple Cider Vinegar With Mother Raw & Unfiltered (1000 ML) ,998.0,399.0,,,ORGANIC LIFE,1000.0,ml,1,Success,JoiMart,599.0,60.02,399.0
693," Sri Sri Tattva Wheat Grass Juice - Daily Fitness Essential, 1000ml ",320.0,288.0,,,SRI SRI TATTVA SHUDDHTA KA NAAM,1000.0,ml,1,Success,JoiMart,32.0,10.0,288.0
694, Schweppes Soda Water 300 ml ,60.0,55.0,,,SCHWEPPES,300.0,ml,1,Success,JoiMart,5.0,8.33,183.33
695," Colombian Brew Arabica Espresso Filter Coffee Powder, Roast & Ground Strong, 1kg ",999.0,899.0,,,COLOMBIANBREWCOFFEE,1.0,kg,1,Success,JoiMart,100.0,10.01,899.0
696," DORJE TEAS Darjeeling Green Tea, Organic Whole Loose Leaf, Monsoon Harvest Tea Leaves (Pack of 1, 100 Gram) ",249.0,124.0,,,DORJE TEAS,100.0,gram,1,Success,JoiMart,125.0,50.2,1240.0
697, Kokan Raj Kairi Panna Juice 1 L ,170.0,85.0,,,KOKAN RAJ,1.0,l,1,Success,JoiMart,85.0,50.0,85.0
698," Electrorush ORS Apple Flavoured ORS Ready to Drink, Oral Rehydration for Instant Energy, Pack of 6 ",176.0,176.0,,,ELECTRORUSH,,none,6,Failed,JoiMart,0.0,0.0,
699, Sharbat E Jannat Combo Pack of 2 (Rose 750ml + Rose 750ml) ,280.0,250.0,,,9 AM,750.0,ml,2,Success,JoiMart,30.0,10.71,333.33
700, Castillo De Salobrena Red Grape And White Wine100% Non Alcohol Fruit Wine 1 Liter Celebration Drink ,999.0,849.0, Imported ,,CASTILLO DE SALOBRENA,1.0,liter,1,Success,JoiMart,150.0,15.02,849.0
701," BEVZILLA Instant Coffee Powder - 48 Sachets (French Vanilla)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ",299.0,239.0,,,BEVZILLA,48.0,sachets,1,Success,JoiMart,60.0,20.07,4.98
702, NutroVally_Green Tea With Lemon Honey Flavored | Premium & Detox Refreshing Tea | Tea Bags 100 PCS ,996.0,419.0,,,NUTROVALLY,100.0,pcs,1,Success,JoiMart,577.0,57.93,4.19
703, Bevzilla's Assorted 50 GM *4 Instant Coffee Powder Jars Gift Box with free Cafe glass ,2699.0,459.0,,,BEVZILLA,50.0,gm,1,Success,JoiMart,2240.0,82.99,9180.0
704," Kokozo Mango Juice Drink With Nata De Coco, 300 Ml (Pack Of 6) ",900.0,719.0, Imported ,,KOKOZO,300.0,ml,6,Success,JoiMart,181.0,20.11,2396.67
705, Open Secret Kesar Badam Thandai Shake Mix - Pack of 2 ,698.0,558.0,,,OPEN SECRET,,none,2,Failed,JoiMart,140.0,20.06,
706," Gopaljee Thandai with badam, Pista, elaichi 500g ",275.0,259.0,,,GOPALJEE,500.0,g,1,Success,JoiMart,16.0,5.82,518.0
707," Christopher Cocoa Instant Active Dry Yeast 100g (Bake Bread, Cake, Pizza, Dough) ",249.0,123.0,,,CHRISTOPHER COCOA,100.0,g,1,Success,JoiMart,126.0,50.6,1230.0
708, Wagh Bakri Premium Leaf Tea 500 Gm + 50 Gm Black Papper ,640.0,635.0,,,WAGH BAKRI,500.0,gm,1,Success,JoiMart,5.0,0.78,1270.0
709," PII ELECTROLYTE Orange Liquid, 200ml, ORS Ready To Drink Oral Rehydration (Pack of 15) ",570.0,423.0,,,PII===ELECTROLYTE,200.0,ml,15,Success,JoiMart,147.0,25.79,2115.0
710, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 24 ,2400.0,1599.0,,,BLACK & WHITE,330.0,ml,24,Success,JoiMart,801.0,33.38,4845.45
711, Rage Coffee Combo - Instant Coffee with Free Frother | Original Blend 50 gms | Frothy Coffee At Home | Black Coffee or Cafe Style Coffee | Made Using 100% Arabica Coffee Beans ,749.0,399.0,,,RAGE COFFEE,50.0,gms,1,Success,JoiMart,350.0,46.73,7980.0
712, Shevades Products Omkar Products Kokum Syrup 500ml ,220.0,209.0,,,SHEVADES PRODUCTS,500.0,ml,1,Success,JoiMart,11.0,5.0,418.0
713," Nescafe Gold Imported, 50 Gm ",398.75,321.0, Imported ,,NESCAFE,50.0,gm,1,Success,JoiMart,77.75,19.5,6420.0
714, Insta Bytes Tulsi Adrak Chai Masala Tea Masala Full of Aroma and great taste (100 Gram) ,399.0,199.0,,,ASHDEEP'S INSTA BYTES EASY COOK,100.0,gram,1,Success,JoiMart,200.0,50.13,1990.0
715, Raw Pressery Basics Valencia Orange Juice 250 ml ,120.0,111.0,,,RAW PRESSERY,250.0,ml,1,Success,JoiMart,9.0,7.5,444.0
716," Monster Energy Can, 500ml JST ",400.0,274.0,,,JST,500.0,ml,1,Success,JoiMart,126.0,31.5,548.0
717, Bambino Instant Badam Treatt Mix Each 200g X Pack of 2 (400 Gms) ,210.0,195.0,,,BAMBINO,200.0,g,2,Success,JoiMart,15.0,7.14,975.0
718, DABUR Shilajit Double Gold 10 Capsules for Stamina and Rejuvenation ,350.0,350.0,,,DABUR,,none,1,Failed,JoiMart,0.0,0.0,
719," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 1 KG Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1Kg*5) ",2200.0,1430.0,,,FIRST FLAVOUR,1.0,kg,1,Success,JoiMart,770.0,35.0,1430.0
720, MINTRI TEA Classic CTC Chai| Jyoti Pure Indian Tea 2.5 kg Jar ,750.0,699.0,,,MINTRI TEA,2.5,kg,1,Success,JoiMart,51.0,6.8,279.6
721, MOJOCO - Tender Coconut Water (27x200ml) | Pure and Raw Coconut Water | Enriched with Vitamins ,810.0,656.0,,,MOJOCO,200.0,ml,1,Success,JoiMart,154.0,19.01,3280.0
722," Monster Energy Juice Monster Khaotic Tropical Orange, Energy + Juice, Energy Drink, (Pack of 4) JST ",1000.0,800.0,,,JST,,none,4,Failed,JoiMart,200.0,20.0,
723, Dabur Glucose-D Original 200 g ,70.0,60.0,,,DABUR,200.0,g,1,Success,JoiMart,10.0,14.29,300.0
724," D'aromas Instant Pure Coffee Powder without chicory 100g|Ideal for Office,Home,Café,Restaurant,Hotel ",400.0,298.0,,,D'AROMAS,100.0,g,1,Success,JoiMart,102.0,25.5,2980.0
725, Leeford Lemon & Honey Green Tea for Weight Loss - with Antioxidants and Nutrients (25 Tea Bags) ,250.0,203.0,,,LEEFORD,25.0,tea bags,1,Success,JoiMart,47.0,18.8,8.12
726," Alkalen Water-Based Electrolyte Drink Ph Alkaline 8.5 To 9.5, 1 L (Pack Of 12) ",720.0,699.0,,,ALKALEN,1.0,l,12,Success,JoiMart,21.0,2.92,699.0
727, VEGAN - Back To Our Artisanal Roots JUNIORS HEALTH MIX 250 GRAMS / MILLET CHILDREN FOOD ,599.0,199.0,,,VEGAN - BACK TO OUR ARTISANAL ROOTS,250.0,grams,1,Success,JoiMart,400.0,66.78,796.0
728, TEA POWDER ,14500.0,11000.0,,,GREEN LEAVES INTERNATIONAL,,none,1,Failed,JoiMart,3500.0,24.14,
729," TEA VALLEY Royal CTC Tea Premium Blend of Assam and Dooars Tea Strong, Malty, Aromatic and Rich Taste, 1 kg ",510.0,420.0,,,TEA VALLEY,1.0,kg,1,Success,JoiMart,90.0,17.65,420.0
730," Davidoff Espresso 57 Dark and Chocolatey Instant Coffe Jar, 100g (Pack of 1) ",650.0,598.0,,,DAVIDOFF,100.0,g,1,Success,JoiMart,52.0,8.0,5980.0
731, MINTRI TEA Classic CTC Chai| Jyoti Pure Indian Tea 1kg (500gms x 2 packs) ,310.0,299.0,,,MINTRI TEA,1.0,kg,1,Success,JoiMart,11.0,3.55,299.0
732, Monster Energy Assault Imported ,385.0,310.0, Imported ,,IMPORTED,,none,1,Failed,JoiMart,75.0,19.48,
733, MindBrew Premium Tea| Tea 1 Kg| Assam Tea 1kg| 1 Kg Tea Pouch ,999.0,350.0,,,MINDBREW,1.0,kg,1,Success,JoiMart,649.0,64.96,350.0
734," Colombian Brew Vanilla Instant Coffee Powder Sachets, Pack of 180 ",360.0,360.0,,,COLOMBIAN BREW,,none,180,Failed,JoiMart,0.0,0.0,
735," Colombian Brew High Caffeine Espresso Instant Coffee Powder, Strong, 50g ",199.0,197.0,,,COLOMBIAN BREW,50.0,g,1,Success,JoiMart,2.0,1.01,3940.0
736," Prime Blue Rasberry, 500 Ml Imported ",1350.0,600.0, Imported ,,IMPORTED,500.0,ml,1,Success,JoiMart,750.0,55.56,1200.0
737, Continental Malgudi Filter Coffee Decoction Liquid 10ml Sachets | Each Box - 5 Sachets| Pack of 6 | Strong South Indian Instant Filter Coffee ,300.0,299.0,,,CONTINENTAL,10.0,ml,6,Success,JoiMart,1.0,0.33,29900.0
738, Organic Hibiscus Tea Bags - 40 Eco-friendly Hibiscus Tea Bag in Resealable pouch by The Tea Trove ,347.0,204.0,,,THE TEA TROVE,,none,1,Failed,JoiMart,143.0,41.21,
739, Evocus Black Alkaline Drink | PACK OF 12 (500 mL each) | 8+ pH | Infused with Essential Minerals ,1200.0,1020.0,,,EVOCUS,500.0,ml,12,Success,JoiMart,180.0,15.0,2040.0
740, Farm Hots Kokumrut syrup 1000ML ,450.0,209.0,,,FARM HOTS,1000.0,ml,1,Success,JoiMart,241.0,53.56,209.0
741, Paras Strong Red Cutting Tea ,180.0,160.0,,,PARAS TEA,,none,1,Failed,JoiMart,20.0,11.11,
742, Rage Coffee Combo Pack of 3 - Butterscotch Delight & Vanilla Bubblegum & Mint Mocha Flavoured Instant Crystal Coffee 50 Gms Each ,1047.0,399.0,,,RAGE COFFEE,50.0,gms,3,Success,JoiMart,648.0,61.89,7980.0
743, OLD JAMAICA Ginger Beer 330ml pack of 4 imported ,1350.0,1060.0,,,IMPORTED,330.0,ml,4,Success,JoiMart,290.0,21.48,3212.12
744, Pure Chamomile Tea ,600.0,235.0,,,NAVVAYD,,none,1,Failed,JoiMart,365.0,60.83,
745," Aquatein Pro 21G Ready To Drink Protein Water With 6G Bcaa And 4G Glutamine, Orange, Strawberry, Green Apple, Mixed Berry (Pack Of 24) ",3600.0,2448.0,,,AQUATEIN,21.0,g,24,Success,JoiMart,1152.0,32.0,116571.43
746," Kokozo Nata De Coco Assorted Flavour Family Pack, 300 Ml (Pack Of 6) ",900.0,719.0, Imported ,,KOKOZO,300.0,ml,6,Success,JoiMart,181.0,20.11,2396.67
747," Bevzilla 200 Gram 100% Arabica Instant(Premium French Vanilla) | Make 100 Cups | Espresso, Latte & Cappucino| Hot & Cold Coffee | Unbreakable Jar ",999.0,365.0,,,BEVZILLA,200.0,gram,1,Success,JoiMart,634.0,63.46,1825.0
748," Nescafe Nesecafe Matinal, 200 Gm ",660.0,532.0, Imported ,,NESCAFE,200.0,gm,1,Success,JoiMart,128.0,19.39,2660.0
749, Davidoff Espresso 57 Dark & Chocolatey Instant Coffee 100 gm Glass Jar ,650.0,650.0,,,DAVIDOFF,100.0,g,1,Success,JoiMart,0.0,0.0,6500.0
750, SENSO Tea Premix Cardamom Preservatives Free 14 g (10 sachets) ,140.0,100.0,,,SENSO,14.0,g,1,Success,JoiMart,40.0,28.57,7142.86
751," Cambridge Tea Party Rejuvenate 30 Tea Bags, Ashwagandha Chamomile Ginger Lemon Mint Tulsi Green Tea ",225.0,135.0,,,CAMBRIDGE TEA PARTY,30.0,tea bags,1,Success,JoiMart,90.0,40.0,4.5
752," Colombian Brew Instant Coffee Powder, 60-40 South Indian Quick Filter, 200g ",349.0,247.0,,,COLOMBIAN BREW,200.0,g,1,Success,JoiMart,102.0,29.23,1235.0
753, Cloud 9 Golden Jeera| Jeera Soft Drink| 300 ml Pack of 24 [Price Including Courier Charges] ,556.0,556.0,,,CLOUD 9,9.0,g,24,Success,JoiMart,0.0,0.0,61777.78
754, Galaxy Drink 750 ML (Apple) Combo Pack of 2 ,800.0,760.0, Imported ,,GALAXY,750.0,ml,2,Success,JoiMart,40.0,5.0,1013.33
755," Fanta Strawberry Flavoured Drink, 6 X 320 ml ",1200.0,746.0, Imported ,,FANTA,320.0,ml,1,Success,JoiMart,454.0,37.83,2331.25
756," ""Bevzilla 100 Grams (50 Gm X 2 Bags) Classic Strong Coffee Powder | Make 50 Cups| Strong Coffee| Classic Coffee| Espresso, Latte & Cappucino| Hot & Cold Coffee "" ",398.0,229.0,,,BEVZILLA,100.0,grams,1,Success,JoiMart,169.0,42.46,2290.0
757," Rk Home Made Natural Syrup Orange Concentrated Syrups And Squash, 750 Ml ",500.0,199.0,,,RK HOME MADE NATURAL SYRUP,750.0,ml,1,Success,JoiMart,301.0,60.2,265.33
758," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 6 - 500ml each ",750.0,750.0,,,ROLLINS PUREFOODS,500.0,ml,6,Success,JoiMart,0.0,0.0,1500.0
759," Monster Ultra Mega Energy Drink, 500 Mlpack of 2 ",770.0,650.0, Imported ,,MONSTER,500.0,ml,2,Success,JoiMart,120.0,15.58,1300.0
760," Sri Sri Tattva Chocolate Ojasvita - Sharp Mind & Fit Body Box, 200g ",145.0,130.0,,,SRI SRI,200.0,g,1,Success,JoiMart,15.0,10.34,650.0
761, The Tea Trove- Japanese Matcha Green Tea Bags - 40 Eco-Friendly Matcha Tea + Sencha Green Tea Bag in Resealable pouch - Matcha Green belly fat tea for women and men by The Tea Trove - Steep Hot Or Iced ,345.0,206.0,,,THE TEA TROVE,,none,1,Failed,JoiMart,139.0,40.29,
762, Hitkary Kala khatta sharbat 750ml ,199.0,169.0,,,HITKARY PHARMACY,750.0,ml,1,Success,JoiMart,30.0,15.08,225.33
763, FIZZY JEERA ,500.0,499.0,,,FIZZY TALES,,none,1,Failed,JoiMart,1.0,0.2,
764, Teabox Detox Kahwa Green Tea Bags 25 Pieces | For Natural Body Cleanse & Cold Relief | Made with 100% Indian Herbs & Spices | 2 Free Samples Included ,262.0,240.0,,,TEABOX,25.0,tea bags,1,Success,JoiMart,22.0,8.4,9.6
765," The Pahadi Story Masala Chai Patti 450gm, 100% Natural Summer Harvest Blend Of Black Assam Tea CTC,100% Natural Ingredients (Assam Masala Tea) ",750.0,675.0,,,THE PAHADI STORY,450.0,gm,1,Success,JoiMart,75.0,10.0,1500.0
