,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Converted_Quantity,Numeric_Part
397,397,Masala - Spicy Sambar Powder,MTR,130.0,115.0,15.0,11.54,200 g ,200 g ,200.0,200.0
398,398,Organic - Puffed Rice/Kadle Puri,24 Mantra Organic,45.0,45.0,0.0,0.0,200 g - Pouch,200 g ,200.0,200.0
399,399,"Sambar Powder - 100% Natural, Spice Blend, No Preservatives",Eastern,112.0,112.0,0.0,0.0,250 g - Pouch,250 g ,250.0,250.0
400,400,Organic - Red Poha Medium,BB Royal,125.0,104.0,21.0,16.8,1 kg ,1 kg ,1000.0,1000.0
401,401,Cardamom Green/Elakki,BB Popular,250.0,149.0,101.0,40.4,50 g - Pouch,50 g ,50.0,50.0
402,402,"Organic - Red Masoor Dal/Mysore Bele, Unpolished",BB Royal,349.0,285.0,64.0,18.34,2 kg ,2 kg ,2000.0,2000.0
403,403,Organic Cashew/Godambi - Whole,BB Royal,750.0,449.0,301.0,40.13,500 g ,500 g ,500.0,500.0
404,404,Sugar - Low GI,BB Gooddiet,280.0,196.0,84.0,30.0,4x500 g - Multipack,4x500 g ,"(2000.0, 'g')",2000.0
405,405,Corn Flour/ Starch,BB Royal,50.0,39.0,11.0,22.0,500 g - Pouch,500 g ,500.0,500.0
406,406,Jaggery Powder,24 Mantra Organic,240.0,204.0,36.0,15.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
407,407,Gingelly Oil - Tilnad 100% Pure,Klf ,420.0,410.97,9.029999999999973,2.15,1000 ml - Pouch,1000 ml ,1000.0,1000.0
408,408,Masoor Dal,BB Super Saver,280.0,204.0,76.0,27.14,2 kg - PP,2 kg ,2000.0,2000.0
409,409,Ragi - Huri Hittu,Indira's,75.0,75.0,0.0,0.0,400 g - Pouch,400 g ,400.0,400.0
410,410,"Gold Atta - 100% MP Sharbati Wheat, 12-Hour Softness, High Fibre Atta",Pillsbury,702.0,550.0,152.0,21.65,2 x 5 kg - Multipack,2 x 5 kg ,"(10.0, 'kg')",10.0
411,411,Bansi Sooji,Super Saver,70.0,54.0,16.0,22.86,1 kg ,1 kg ,1000.0,1000.0
412,412,"Corn Starch Powder Cornflour - Gluten Free Product, Makes A Smooth Paste",Weikfield,90.0,90.0,0.0,0.0,500 g - Carton,500 g ,500.0,500.0
413,413,Organic Sunflower Seeds/Suryakanti Bija,BB Royal,130.0,100.0,30.0,23.08,200 g ,200 g ,200.0,200.0
414,414,Fennel/Saunf/Sompu - Small,BB Royal,90.0,83.0,7.0,7.78,100 g ,100 g ,100.0,100.0
415,415,"100% Premium Pistachios Roasted & Salted - Premium Quality Pista, Rich In Protein, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits",Tata Sampann,345.0,311.05,33.94999999999999,9.84,200 g - Pouch,200 g ,200.0,200.0
416,416,Pomace Olive Oil - For All Types Of Cooking,Oleev,3999.0,2411.89,1587.1100000000001,39.69,5 L ,5 L ,5000.0,5000.0
417,417,Organic - Quinoa,BB Royal,699.0,598.0,101.0,14.45,2 kg ,2 kg ,2000.0,2000.0
418,418,Bansi Rava - Made From Durum Wheat,Aashirvaad,66.0,62.7,3.299999999999997,5.0,1 kg ,1 kg ,1000.0,1000.0
419,419,Saffola Total 1L- Pack of 3,Saffola,600.0,507.0,93.0,15.5,3 x 1 L - Multipack,3 x 1 L ,"(3.0, 'l')",3.0
420,420,Organic Sona Masoori White Rice/Akki,BB Royal,949.0,763.0,186.0,19.6,10 kg ,10 kg ,10000.0,10000.0
421,421,Basmati Rice/Basmati Akki - Rozana,Fortune ,130.0,96.0,34.0,26.15,1 kg - Pouch,1 kg ,1000.0,1000.0
422,422,Samba Wheat Broken,Double Horse,115.0,115.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
423,423,Coriander/Dhania Powder,BB Royal,200.0,116.0,84.0,42.0,500 g ,500 g ,500.0,500.0
424,424,Cumin/Jeera - Whole,Super Saver,500.0,392.0,108.0,21.6,500 g ,500 g ,500.0,500.0
425,425,"Masoor Black, Whole",BB Royal,35.0,26.0,9.0,25.71,200 g - Pouch,200 g ,200.0,200.0
426,426,Oil - Mustard (Kachi Ghani),Dhara ,825.0,812.0,13.0,1.58,5 L - Can,5 L ,5000.0,5000.0
427,427,Hommade - Ginger Garlic Paste,Dabur,100.0,82.8,17.200000000000003,17.2,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
428,428,Organic Fried Gram/Huri Kadale,BB Royal,37.0,34.0,3.0,8.11,200 g ,200 g ,200.0,200.0
429,429,Cloves/Lavanga,BB Popular,180.0,162.0,18.0,10.0,100 g ,100 g ,100.0,100.0
430,430,Premium Diwali Gift Box,BB Royal,449.0,320.0,129.0,28.73,"300 g - (Almonds, Raisins, Cashews, Apricots, 75 g each)",300 g ,300.0,300.0
431,431,Asafoetida - Crystal,Ssp,260.0,260.0,0.0,0.0,10 g - Jar,10 g ,10.0,10.0
432,432,Pure Desi Cow Ghee,Fresho,205.0,149.0,56.0,27.32,200 ml - Jar,200 ml ,200.0,200.0
433,433,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,Saffola,755.0,729.0,26.0,3.44,5 L - Jar,5 L ,5000.0,5000.0
434,434,Urad Gota/Whole,BB Popular,200.0,166.0,34.0,17.0,1 kg - Pouch,1 kg ,1000.0,1000.0
435,435,"100% Pure Premium Raisins Seedless - Premium Quality Kishmish, Source Of Potassium, Premium Dry Fruits",Tata Sampann,103.0,90.85,12.150000000000006,11.8,200 g - Pouch,200 g ,200.0,200.0
436,436,Poha/Avalakki - Thick,Super Saver,80.0,61.75,18.25,22.81,1 kg ,1 kg ,1000.0,1000.0
437,437,Organic - Red Chilli - Whole,BB Royal,399.0,282.0,117.0,29.32,500 g ,500 g ,500.0,500.0
438,438,"Refined Sunflower Oil - Trans Fat Free, Healthy Cooking Oil",Fiona ,666.0,566.72,99.27999999999997,14.91,5 L - Jar,5 L ,5000.0,5000.0
439,439,Mix Dal,BB Royal,240.0,126.0,114.0,47.5,1 kg - Pouch,1 kg ,1000.0,1000.0
440,440,Powder - Sambar,Aachi,47.0,39.95,7.049999999999997,15.0,100 g - Pouch,100 g ,100.0,100.0
441,441,Pure Ghee,Amul,1270.0,1270.0,0.0,0.0,2 x 1 L - Multipack,2 x 1 L ,"(2.0, 'l')",2.0
442,442,Gold - Pro Healthy Lifestyle Edible Oil,Saffola,750.0,644.0,106.0,14.13,2x2 L - Multipack,2x2 L ,"(4.0, 'l')",4.0
443,443,Besan Flour,Vijay,62.0,60.76,1.240000000000002,2.0,500 g ,500 g ,500.0,500.0
444,444,Indian Raisins/Ona Drakshi,BB Royal,600.0,269.0,331.0,55.17,1 kg ,1 kg ,1000.0,1000.0
445,445,Organic - Jaggery,BB Royal,218.0,180.0,38.0,17.43,2x800 g - Multipack,2x800 g ,"(1600.0, 'g')",1600.0
446,446,Sabudana - White Small,BB Royal,150.0,133.0,17.0,11.33,1 kg - Pouch,1 kg ,1000.0,1000.0
447,447,Unpolished Moong Dal Chilka,Tata Sampann,109.0,105.73,3.269999999999996,3.0,500 g - Pouch,500 g ,500.0,500.0
448,448,Kasuri Methi,Catch,92.0,71.76,20.239999999999995,22.0,2x50 g - Multipack,2x50 g ,"(100.0, 'g')",100.0
449,449,Masala - Chat,Everest,158.0,148.52,9.47999999999999,6.0,200 g ,200 g ,200.0,200.0
450,450,Ponni Boiled - Rice,BB Royal,75.0,67.0,8.0,10.67,1 kg - (12 - 17 Months Old),1 kg ,1000.0,1000.0
451,451,"Xpert - Total Balance Oil, Blend Of Rice Bran, Soyabean & Flaxseeds, Rich In Omega 3",Fortune ,160.0,129.0,31.0,19.38,1 L - Pouch,1 L ,1000.0,1000.0
452,452,Kitchen King Masala,Everest,42.0,39.48,2.520000000000003,6.0,50 g - Carton,50 g ,50.0,50.0
453,453,Powder - Kutilal Red Chilli,Everest,68.0,68.0,0.0,0.0,100 g - Pouch,100 g ,100.0,100.0
454,454,"100% Natural & Pure Gingelly Oil - Unrefined, Cold-Pressed",Nature Way,460.0,437.0,23.0,5.0,1 L ,1 L ,1000.0,1000.0
455,455,Raw Rice/Akki - Kolam,BB Royal,400.0,359.0,41.0,10.25,5 kg - Bag,5 kg ,5000.0,5000.0
456,456,Soya - Chunks,Nutrela,210.0,156.22,53.78,25.61,1 kg - 0,1 kg ,1000.0,1000.0
457,457,Broken Rice,BB Royal,50.0,49.0,1.0,2.0,1 kg - Pouch,1 kg ,1000.0,1000.0
458,458,Dates Syrup,Lion,378.0,378.0,0.0,0.0,1 kg ,1 kg ,1000.0,1000.0
459,459,Basmati Rice/Basmati Akki - Brown (Quick Cooking),Daawat,185.0,161.25,23.75,12.84,1 kg - Jar,1 kg ,1000.0,1000.0
460,460,Ginger Garlic Paste,Catch,100.0,75.0,25.0,25.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
461,461,Natural Jaggery/Bella Powder,Forgreen,159.0,159.0,0.0,0.0,1 kg ,1 kg ,1000.0,1000.0
462,462,Sweet Care - Low GI Sugar,Parry's,60.0,40.0,20.0,33.33,500 g ,500 g ,500.0,500.0
463,463,White Puttu Podi,Double Horse,69.0,69.0,0.0,0.0,1 kg - Pouch,1 kg ,1000.0,1000.0
464,464,Oil - Heart Pouch,Sundrop,600.0,600.0,0.0,0.0,3x1 L - Multipack,3x1 L ,"(3.0, 'l')",3.0
465,465,Organic - Sooji/Rava,BB Royal,169.0,129.0,40.0,23.67,2 kg ,2 kg ,2000.0,2000.0
466,466,Refined Oil - Sunflower,Mr. Gold,125.0,109.88,15.120000000000005,12.1,1 L - Pouch,1 L ,1000.0,1000.0
467,467,Powder - Chilly (Kashmiri),Mdh,49.0,46.06,2.9399999999999977,6.0,50 g - Carton,50 g ,50.0,50.0
468,468,Olive Pomace Oil,Leonardo,2699.0,1424.74,1274.26,47.21,3 L - Tin,3 L ,3000.0,3000.0
469,469,Olive Pomace Oil,Leonardo,399.0,359.61,39.389999999999986,9.87,500 ml - Bottle,500 ml ,500.0,500.0
470,470,Moth/Patanga Huruli - Whole,BB Royal,100.0,74.0,26.0,26.0,500 g - Pouch,500 g ,500.0,500.0
471,471,Biryani Basmati Rice/Basmati Akki - Extra Long,BB Royal,910.0,731.09,178.90999999999997,19.66,5 kg - Pouch,5 kg ,5000.0,5000.0
472,472,Organic Rajma/Capparadavare Chitra,BB Royal,240.0,216.0,24.0,10.0,1 kg ,1 kg ,1000.0,1000.0
473,473,Jaggery/Bella - Cubes,BB Royal,80.0,60.0,20.0,25.0,400 g ,400 g ,400.0,400.0
474,474,Anjeer - Figs,Super Saver,400.0,246.0,154.0,38.5,200 g ,200 g ,200.0,200.0
475,475,Organic - Masoor Black Whole,BB Royal,189.0,147.0,42.0,22.22,1 kg ,1 kg ,1000.0,1000.0
476,476,Powder - Cumin,Everest,136.0,127.84,8.159999999999997,6.0,100 g - Carton,100 g ,100.0,100.0
477,477,Cold Pressed Virgin Coconut Oil,Chekko,469.0,408.03,60.97000000000003,13.0,1 L ,1 L ,1000.0,1000.0
478,478,Green Peas/Matar,BB Super Saver,240.0,154.0,86.0,35.83,1 kg ,1 kg ,1000.0,1000.0
479,479,Powder - Dry Mango,Everest,96.0,96.0,0.0,0.0,100 g - Carton,100 g ,100.0,100.0
480,480,Premium Dried Afghani Anjeer,Happilo,990.0,871.2,118.79999999999995,12.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
481,481,"Sunflower Oil - Cold Pressed, Zero Cholesterol, 100% Natural",Natureland Organics,1950.0,1657.5,292.5,15.0,5 l ,5 l ,5000.0,5000.0
482,482,Cashew/Godambi - Split,BB Popular,1500.0,855.0,645.0,43.0,1 kg ,1 kg ,1000.0,1000.0
483,483,Basmati Rice/Basmati Akki - Mogra/Broken,India Gate,415.0,361.85,53.14999999999998,12.81,5 kg - Bag,5 kg ,5000.0,5000.0
484,484,Organic Suji,Organic Tattva,60.0,48.0,12.0,20.0,500 g - Pouch,500 g ,500.0,500.0
485,485,Kachi Ghani Mustard Oil,Emami Healthy & Tasty,160.0,143.75,16.25,10.16,1 L - Bottle,1 L ,1000.0,1000.0
486,486,Cooking Soda,BB Royal,30.0,18.0,12.0,40.0,100 g ,100 g ,100.0,100.0
487,487,Surti Kolam Raw Rice/Akki,Super Saver,800.0,755.0,45.0,5.62,10 kg ,10 kg ,10000.0,10000.0
488,488,Seeds - Sabja,BB Royal,160.0,99.0,61.0,38.12,200 g ,200 g ,200.0,200.0
489,489,Hing - Yellow,Everest,240.0,240.0,0.0,0.0,100 g - Bottle,100 g ,100.0,100.0
490,490,Super Garam Masala - Adds Flavour & Aroma,Catch,55.0,46.75,8.25,15.0,100 g - Pouch,100 g ,100.0,100.0
491,491,Akki Tari,Vijay,58.0,56.84,1.1599999999999966,2.0,1 kg ,1 kg ,1000.0,1000.0
492,492,Cardamom/Elaichi - Green,Super Saver,240.0,179.0,61.0,25.42,50 g ,50 g ,50.0,50.0
493,493,Asafoetida Cake,LG,91.0,91.0,0.0,0.0,50 g - Box,50 g ,50.0,50.0
494,494,Sesame/Till - White,Super Saver,40.0,31.0,9.0,22.5,100 g ,100 g ,100.0,100.0
495,495,Chicken Kabab Powder,Teju,150.0,150.0,0.0,0.0,500 g ,500 g ,500.0,500.0
496,496,Organic - Whole Wheat Atta,BB Royal,698.0,504.0,194.0,27.79,2x5 kg - Multipack,2x5 kg ,"(10.0, 'kg')",10.0
497,497,Rajma/Capparadavare - Red,BB Royal,240.0,216.0,24.0,10.0,1 kg - Pouch,1 kg ,1000.0,1000.0
498,498,Tamarind Concentrate,Indira's,72.0,67.68,4.319999999999993,6.0,150 g - 0,150 g ,150.0,150.0
499,499,Chhole Masala,Everest,84.0,78.96,5.040000000000006,6.0,100 g - Carton,100 g ,100.0,100.0
500,500,Masala Paste - Puliogare Paste,MTR,100.0,100.0,0.0,0.0,200 g - 0,200 g ,200.0,200.0
501,501,Refined Oil - Rice Bran (Natural Oryzanol & Vitamin E),Dhara ,480.0,363.12,116.88,24.35,3x1 L - Multipack,3x1 L ,"(3.0, 'l')",3.0
502,502,Asafoetida - Special,Ssp,442.0,442.0,0.0,0.0,10 g - Jar,10 g ,10.0,10.0
503,503,S&J Pasta Masala,Smith & Jones,5.0,5.0,0.0,0.0,7g - Pouch,7g ,7.0,7.0
504,504,Unpolished Kala Chana,Tata Sampann,149.0,111.0,38.0,25.5,1 kg - Pouch,1 kg ,1000.0,1000.0
505,505,Groundnut,Safe Harvest,149.0,125.16,23.840000000000003,16.0,500 g ,500 g ,500.0,500.0
506,506,Chiroti/Barik Sooji,BB Super Saver,60.0,56.0,4.0,6.67,1 kg ,1 kg ,1000.0,1000.0
507,507,Premium International Omani Dates,Happilo,549.0,450.18,98.82,18.0,680 g ,680 g ,680.0,680.0
508,508,Olive Oil - Extra Virgin,Disano,2190.0,1230.84,959.1600000000001,43.8,2x500 ml - Multipack,2x500 ml ,"(1000.0, 'ml')",1000.0
509,509,Seeds - Chia,BB Royal,400.0,223.0,177.0,44.25,500 g ,500 g ,500.0,500.0
510,510,Rice Powder,Elite,84.0,84.0,0.0,0.0,1 kg - Pillow Pouch,1 kg ,1000.0,1000.0
511,511,Sonamasuri Brown Rice,24 Mantra Organic,1180.0,885.0,295.0,25.0,2x5 kg - Multipack,2x5 kg ,"(10.0, 'kg')",10.0
512,512,Red Chilli Powder/Menasina Pudi,Catch,300.0,225.0,75.0,25.0,500 g - Pouch,500 g ,500.0,500.0
513,513,Organic Cashew Split - 2 Pieces,BB Royal,160.0,115.0,45.0,28.12,100 g ,100 g ,100.0,100.0
514,514,"American Pistachios - Roasted & Salted, 100% Natural, Premium, No Additives",Grocery Farm,399.0,279.3,119.69999999999999,30.0,200 g ,200 g ,200.0,200.0
515,515,Basmati Rice/Basmati Akki - Biryani Special,Fortune ,1050.0,763.98,286.02,27.24,5 kg - Pouch,5 kg ,5000.0,5000.0
516,516,"Groundnut Oil - Filtered, Rich In Antioxidants & Vitamins, Chemical Free",Sunpure ,210.0,204.52,5.47999999999999,2.61,1 L ,1 L ,1000.0,1000.0
517,517,Organic - Red Raw Rice/Akki,BB Royal,110.0,91.0,19.0,17.27,1 kg ,1 kg ,1000.0,1000.0
518,518,"Organic Cow Ghee - Rich In Aroma, No Pesticide Residues & Antibiotics",Aashirvaad Svasti,725.0,652.5,72.5,10.0,500 ml - Jar,500 ml ,500.0,500.0
519,519,Misri / Sugar/Sakkare Diamond,BB Royal,40.0,27.0,13.0,32.5,200 g ,200 g ,200.0,200.0
520,520,Organic - Dosa Rice,BB Royal,449.0,337.0,112.0,24.94,5 Kg ,5 Kg ,5000.0,5000.0
521,521,Super Saver Ponni Raw Rice,Super Saver,1620.0,1458.0,162.0,10.0,26 kg - Bag,26 kg ,26000.0,26000.0
522,522,"Organic Misri - Whole, Sugar/Sakkare Candy",BB Royal,23.0,16.0,7.0,30.43,100 g ,100 g ,100.0,100.0
523,523,Brown Sugar/Sakkare,Organic Tattva,160.0,136.0,24.0,15.0,1 kg - Pouch,1 kg ,1000.0,1000.0
524,524,Saffron/Kesar,BB Royal,400.0,208.0,192.0,48.0,1 g ,1 g ,1.0,1.0
525,525,Samba Wheat Broken - Fine,Double Horse,117.0,117.0,0.0,0.0,500 g - Pouch,500 g ,500.0,500.0
526,526,Gobind Bhog Rice,BB Royal,2600.0,1977.0,623.0,23.96,20 kg ,20 kg ,20000.0,20000.0
527,527,Soya Bean,BB Royal,40.0,23.0,17.0,42.5,200 g - Pouch,200 g ,200.0,200.0
528,528,Raw Peanut,24 Mantra Organic,680.0,598.4,81.60000000000002,12.0,2x1 kg - Multipack,2x1 kg ,"(2.0, 'kg')",2.0
529,529,"Chilli Flakes - Natural,Spicy Sprinkler For Pizza, Pasta, Snacks",SNAPIN,10.0,9.5,0.5,5.0,7 g ,7 g ,7.0,7.0
530,530,Organic - Ajwain/Om Kalu,BB Royal,275.0,261.25,13.75,5.0,500 g ,500 g ,500.0,500.0
531,531,Roasted Sooji - Pesticide Free,Safe Harvest,114.0,88.92,25.08,22.0,1 kg ,1 kg ,1000.0,1000.0
532,532,Organic - Horse Gram/Hurali Kaalu,BB Royal,189.0,169.0,20.0,10.58,1 kg ,1 kg ,1000.0,1000.0
533,533,"Oregano Pizza Seasoning - Italian Herbs Blend  Adds Flavour for Snacks, Marinades",SNAPIN,10.0,9.5,0.5,5.0,10 g ,10 g ,10.0,10.0
534,534,Organic Cinnamon/Chakke Bark,Pro Nature,70.0,63.0,7.0,10.0,50 g - Pouch,50 g ,50.0,50.0
535,535,Aval/Poha Red Thick,BB Royal,150.0,94.0,56.0,37.33,1 kg ,1 kg ,1000.0,1000.0
536,536,Masala - Garam,Aachi,39.0,33.15,5.850000000000001,15.0,50 g - Pouch,50 g ,50.0,50.0
537,537,Organic - Jowar/Sorghum Millet,BB Royal,110.0,87.0,23.0,20.91,1 kg ,1 kg ,1000.0,1000.0
538,538,Premium Diwali Gift Box,BB Royal,199.0,151.0,48.0,24.12,"150 g - (Almonds, Raisins, Cashews, 50 g each)",150 g ,150.0,150.0
539,539,Masala - Tomato Rice Powder,MTR,25.0,21.0,4.0,16.0,50 g ,50 g ,50.0,50.0
540,540,Organic - Roasted Chana Dal/Kadale Bele,Pro Nature,124.0,111.6,12.400000000000006,10.0,500 g - Pouch,500 g ,500.0,500.0
541,541,Sona Masoori Boiled - Rice,BB Royal,75.0,48.0,27.0,36.0,1 kg - Pouch,1 kg ,1000.0,1000.0
542,542,Barley/Jau,BB Royal,15.0,14.0,1.0,6.67,100 g - Pouch,100 g ,100.0,100.0
543,543,Arhar/Toor Dal,Organic Tattva,295.0,250.75,44.25,15.0,1 kg - Pouch,1 kg ,1000.0,1000.0
544,544,Organic - Cardamom/Elaichi Black,BB Royal,59.0,48.0,11.0,18.64,20 g ,20 g ,20.0,20.0
545,545,Marathi Moggu,BB Royal,100.0,77.0,23.0,23.0,50 g ,50 g ,50.0,50.0
546,546,"Prasadam Makhana Fox Nuts - Big Size Phool Makhana, Rich In Protein, Indian Snacks",Farmley,149.0,119.2,29.799999999999997,20.0,100 g ,100 g ,100.0,100.0
547,547,Soya Health Refined Soyabean Oil,Fortune ,130.0,114.0,16.0,12.31,1 L - Pouch,1 L ,1000.0,1000.0
548,548,Secret Chowmein Hakka Noodles Masala,Chings,10.0,10.0,0.0,0.0,20 g ,20 g ,20.0,20.0
549,549,Black Pepper Powder,BB Royal,135.0,121.0,14.0,10.37,100 g ,100 g ,100.0,100.0
550,550,SuperLite Advanced - Sunflower Oil,Sundrop,1340.0,1340.0,0.0,0.0,5 L - Can,5 L ,5000.0,5000.0
551,551,Cumin/Jeera,24 Mantra Organic,510.0,459.0,51.0,10.0,3x100 g - Multipack,3x100 g ,"(300.0, 'g')",300.0
552,552,Premium Seedless Green Raisins,Happilo,330.0,280.5,49.5,15.0,2x250 g - Multipack,2x250 g ,"(500.0, 'g')",500.0
553,553,"Organic Sunflower Oil - Rich In Health Benefits, Cold Pressed",Phalada Pure & Sure,1800.0,1710.0,90.0,5.0,5 L ,5 L ,5000.0,5000.0
554,554,Shahjeera,BB Royal,120.0,101.0,19.0,15.83,100 g ,100 g ,100.0,100.0
555,555,Xpert Pro Immunity Oil - Blend Of Rice Bran & Sunflower Oil,Fortune ,150.0,119.0,31.0,20.67,1 L - Pouch,1 L ,1000.0,1000.0
556,556,"Big Fennel - Whole, Rich In Vitamin C & Antioxidants",Zoff,90.0,58.0,32.0,35.56,100 g ,100 g ,100.0,100.0
557,557,Turmeric - Sticks,BB Royal,40.0,39.0,1.0,2.5,100 g ,100 g ,100.0,100.0
558,558,Basmati Rice/Basmati Akki - Sehat Mini Mogra,Daawat,620.0,549.0,71.0,11.45,10 kg ,10 kg ,10000.0,10000.0
559,559,Extra Light Olive Oil,Disano,1095.0,672.14,422.86,38.62,500 ml ,500 ml ,500.0,500.0
560,560,100% Natural Premium Whole Cashews - Value Pack,Happilo,1550.0,992.0,558.0,36.0,1 kg ,1 kg ,1000.0,1000.0
561,561,Chilli - Cherry/Gundu With Stem,BB Royal,500.0,315.0,185.0,37.0,500 g ,500 g ,500.0,500.0
562,562,Groundnut Oil,Sunpure ,420.0,409.04,10.95999999999998,2.61,2 X 1 ltr - Multipack,2 X 1 ltr ,2.0,2.0
563,563,Wheat Flour (Atta/Godihittu),Super Saver,475.0,392.26,82.74000000000001,17.42,10 kg - Pouch,10 kg ,10000.0,10000.0
564,564,Organic Powder - Jaggery/Bella,Organic Tattva,90.0,72.0,18.0,20.0,500 g - Pouch,500 g ,500.0,500.0
565,565,"Walnut/Akhrot - Kernels, Quarters",Super Saver,300.0,211.0,89.0,29.67,200 g ,200 g ,200.0,200.0
566,566,Chana Sattu Refreshing Drink Powder,Manna,189.0,151.2,37.80000000000001,20.0,500 g ,500 g ,500.0,500.0
567,567,Bandhani Hing,Patanjali,50.0,50.0,0.0,0.0,25 g ,25 g ,25.0,25.0
568,568,Atta/Godihittu - Chakki Fresh,Vivatta,360.0,249.98,110.02000000000001,30.56,5 kg - Pouch,5 kg ,5000.0,5000.0
569,569,Organic - Cashew/Godambi Broken,BB Royal,170.0,103.0,67.0,39.41,100 g ,100 g ,100.0,100.0
570,570,Ragi Flour,24 Mantra Organic,195.0,175.5,19.5,10.0,3x500 g - Multipack,3x500 g ,"(1500.0, 'g')",1500.0
571,571,Lobia Dal - Black Eyes Peas,BB Royal,90.0,81.0,9.0,10.0,500 g - Pouch,500 g ,500.0,500.0
572,572,Double Roasted Rava,Elite,105.0,105.0,0.0,0.0,1 kg - Pillow Pouch,1 kg ,1000.0,1000.0
573,573,100% Pure California Almonds/Badam - Whole,Tata Sampann,275.0,234.47,40.53,14.74,200 g ,200 g ,200.0,200.0
574,574,Ponni Boiled Rice - Super Premium,BB Royal,2080.0,1732.0,348.0,16.73,26 kg - Bag,26 kg ,26000.0,26000.0
575,575,"Pure & Unrefined Cold Pressed Groundnut Oil - Naturally, Cholesterol Free, With A Real Rich Aroma & Flavour",Tata Simply Better,500.0,400.0,100.0,20.0,1 L ,1 L ,1000.0,1000.0
576,576,Sesame Oil,Patanjali,360.0,360.0,0.0,0.0,1 L - Bottle,1 L ,1000.0,1000.0
577,577,Mace/Javitri,BB Royal,250.0,194.0,56.0,22.4,50 g ,50 g ,50.0,50.0
578,578,Red Raw Rice/Akki,BB Popular,80.0,79.0,1.0,1.25,1 kg ,1 kg ,1000.0,1000.0
579,579,"Pistachios - Roasted & Salted, Premium Iranian",Happilo,790.0,655.7,134.29999999999995,17.0,2x200 g - Multipack,2x200 g ,"(400.0, 'g')",400.0
580,580,Bay Leaf/Lavangada Ele,BB Royal,10.0,9.0,1.0,10.0,20 g ,20 g ,20.0,20.0
581,581,Kalonji/Mangraila,BB Royal,40.0,24.0,16.0,40.0,50 g ,50 g ,50.0,50.0
582,582,Organic Dal - Green Moong Whole//Hesaru Kaalu,24 Mantra Organic,250.0,250.0,0.0,0.0,1 kg - Pouch,1 kg ,1000.0,1000.0
583,583,Coconut Oil - Nirmal Cold Press Virgin,Klf ,195.0,174.99,20.00999999999999,10.26,250 ml - Bottle,250 ml ,250.0,250.0
584,584,Masala - Chicken,Everest,182.0,182.0,0.0,0.0,200 g ,200 g ,200.0,200.0
585,585,Salted Puffed Rice/Kadle Puri/Murmure,BB Royal,80.0,57.0,23.0,28.75,500 g - Pouch,500 g ,500.0,500.0
586,586,"Bellar Dal/Avarekalu - Whole, Brown",BB Royal,60.0,52.0,8.0,13.33,200 g ,200 g ,200.0,200.0
587,587,Organic Chilli Powder/Menasina Pudi,BB Royal,275.0,223.0,52.0,18.91,500 g ,500 g ,500.0,500.0
588,588,Organic - Saunf/Sompu,BB Royal,165.0,160.0,5.0,3.03,200 g ,200 g ,200.0,200.0
589,589,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",Tata Sampann,285.0,234.61,50.389999999999986,17.68,200 g ,200 g ,200.0,200.0
590,590,Raisins/Kishmish - Indian,Super Saver,225.0,145.0,80.0,35.56,500 g ,500 g ,500.0,500.0
591,591,"Chat Masala Powder - Sprinkler, Used As Seasoning",Catch,45.0,42.3,2.700000000000003,6.0,50 g - Can,50 g ,50.0,50.0
592,592,Coconut Powder - Desiccated,BB Popular,80.0,61.0,19.0,23.75,200 g ,200 g ,200.0,200.0
593,593,Coconad - Coconut Milk Powder,Klf ,98.0,87.11,10.89,11.11,100 g ,100 g ,100.0,100.0
594,594,Mustard Small,24 Mantra Organic,114.0,108.3,5.700000000000003,5.0,3x100 g - Multipack,3x100 g ,"(300.0, 'g')",300.0
595,595,Powder - Chilli,Sakthi,135.0,91.0,44.0,32.59,200 g - Pouch,200 g ,200.0,200.0
596,596,Tamarind/Hunisehannu,Eastern,63.0,63.0,0.0,0.0,200 g ,200 g ,200.0,200.0
597,597,"Cumin Seeds - Highly Nutritious, Increase Appetite, Boosts Overall Health",Sri Sri Tattva,120.0,120.0,0.0,0.0,100 g ,100 g ,100.0,100.0
598,598,Organic Seeds - Black Mustard/Sasive,Organic Tattva,40.0,34.0,6.0,15.0,100 g - Pouch,100 g ,100.0,100.0
599,599,Sampann Unpolished Rajma/Capparadavare,Tata Sampann,124.0,120.28,3.719999999999999,3.0,500 g ,500 g ,500.0,500.0
600,600,Tur Dal,Safe Harvest,225.0,202.5,22.5,10.0,1 kg ,1 kg ,1000.0,1000.0
601,601,Organic Khapli Wheat/Emmer Flour - 100% Natural,Jiwa,245.0,175.0,70.0,28.57,1 kg ,1 kg ,1000.0,1000.0
