,Product name,MRP,Discount,Tag,PerUnitPrice,Brand Generated
490, Dhopabor Premium Tea -1 KG (2 x 500g Value Offer Packs)| High quality Assam CTC Chai| , 388.00 ,349.00,None,None,None
491," Sri Sri Tattva Chocolate Ojasvita - Sharp Mind & Fit Body Foil Pack, 1kg ", 560.00 ,504.00,None,None,Sri Sri Tattva
492, BUY 100% HAND-PICKED ASSAM LEAF TEA | DESI CHAI PATTI BY PYASA TEA | TEA 1KG ," 1,000.00 ",539.00,None,None,None
493, Rio Boom Energy Drink Can | (Pack of 6 X 250 ML) , 330.00 ,322.00,None,None,None
494, Coffee Day Arabica Coffee Powder - 200 gm X 2 Packs , 400.00 ,380.00,None,None,None
495, Girnar Royal Cup Tea 100 g , 50.00 ,46.00,None,None,Girnar
496," Shunya Fizz Lime & Lemon & Classic Cola Combo | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea, Ashwagandha & Vitamin C | Pack of 12(300 ml X 12) ", 720.00 ,615.00,None,None,None
497, Zandu Kesari Jivan Saffron Pearl Revitalizer Chyawanprash 900 g , 740.00 ,665.00,None,None,None
498," Cambridge Tea Party Kashmiri Kahwa 30 Tea Bags, Saffron Almond Cardamom Clove Pepper Cinnamon Rose Tulsi Green Tea ", 225.00 ,199.00,None,None,None
499, Himgiri Gulab Sharbat 750 ml , 150.00 ,127.00,None,None,None
500, Manama Black Currant Crush and Strawberry Crush | 750ML Each | Topping for Cakes and Shakes | (Pack of 2) ,380.00,380.00,None,None,None
501, Octavius | Pure Green Tea Bags - 100 Pieces | All Natural | Antioxidant-rich | Improves Metabolism | Reduces Waist | Detox Green Tea Bags (2gm x 100 Bags) , 260.00 ,255.00,None,None,None
502," Christopher Cocoa, Drinking Chocolate Cocoa Powder, Dark No Sugar, 200g ", 299.00 ,197.00,None,None,None
503, Bevzilla Coffee Shaker with 25 Assorted Flavoured Sachets Instant Coffee Powder | Shaker - 500ml | Sachet - 2gm Each | 4 Flavours , 399.00 ,250.00,None,None,None
504, Cloud 9 Fruttu Litchi Fruit Juice 160 ml pack of 24 ,340.00,340.00,None,None,None
505, Teabox Chamomile Green Tea Bags 25 Pieces | For Stress Relief & Good Sleep | Made with 100% Whole Leaf & Natural Chamomile Flowers | 2 Free Samples Included , 263.00 ,249.00,None,None,None
506, Shunya Fizz Lime & Lemon | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Green Tea & Vitamin C | Pack of 24 (300 ml X 24) ," 1,440.00 ","1,152.00",None,None,None
507, Nutvit Nutrition Green Coffee Beans Powder for Weight Management 50gm Pack of 1 , 249.00 ,170.00,None,None,None
508," Shunya Go Sugar Free Mixed Fruit Mania Flavoured Drink - Immunity-Boosting, 0 Calories & 0 Preservatives Everyday Hydration Vitamins, Minerals & Electrolytes, 4 Super Herbs Pack of 12 (300ml each) ", 720.00 ,684.00,None,None,Boost
509, Society OMT Elaichi Instant Tea Premix 500g Jar ,230.00,230.00,None,None,None
510, Manna Go Grains Chocolate. Multigrain Health Drink Mix 400g , 299.00 ,225.00,None,None,Manna
511, Tata Gold Mixture Tea 250 g , 120.00 ,111.00,None,None,Tata
512, Organic India TULSI HONEY CHAMOMILE 25 TEABAGS- Pack of 2 , 390.00 ,351.00,None,None,Organic India
513, Groviva Wholesome Child Nutrition for Growth & Development - 400g Jar (Vanilla) , 725.00 ,652.00,None,None,Groviva
514, Care Ashwagandha Spiced Herbal 100 Green Tea Bags| Immunity Boost Desi Kahwa Weight Loss | Made Natural 100 Whole Leaf Herbs Certificated### Cinnamon### Tulsi### Ginger , 960.00 ,644.00,None,None,Boost
515, Mapro Lounge Mojito Mint & Lemon Flavoured Fruit Sharbat 1Ltr , 630.00 ,598.00,None,None,Mapro
516, Healthy Panda - Organic Sprouted Ragi Dry fruit Malt (400G) - Sugar Free-Health Mix / health drink for kids / health drink for Adults / women health drink / Millets Food / Dryfruit powder , 399.00 ,239.00,None,None,None
517," BEVZILLA Instant Coffee Powder - 48 Sachets (Colombian Gold)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ", 299.00 ,239.00,None,None,None
518, Leo Coffee Degree Blend Filter Coffee Powder Medium Roast Strong - 200 g , 124.00 ,111.00,None,None,Leo
519, NESTREEZ AVIPRO DHA Protein powder KesarElaichiflavour( pack of 1 pcs .) 200 gm each , 499.00 ,210.00,None,None,None
520, Bevzilla 48 Sachets Dark Wish Dark Roast Strong Coffee Powder Box - 96gm | The Strongest Coffee | Instant Coffee | 100% Arabica Beans | No Added Preservatives | Makes 48 Cups , 499.00 ,279.00,None,None,None
521, Bournvita 14.4 g ,5.00,5.00,None,None,None
522, Rage Coffee 75 Gms Dark Roast , 185.00 ,149.00,None,None,None
523, VAHDAM - Organic Spiced Turmeric Tea | USDA Organic Certified 15 Turmeric Tea Bags | Blend of Turmeric Powder & Fresh Spices | Herbal Tea for Weight Loss |Green tea for weight loss , 199.00 ,179.00,None,None,None
524, Momsy Premium Assam Tea| Single Origin Tea| Strong and Robust Blend| Premium Chai Patti (450gm) , 499.00 ,272.00,None,None,None
525," Sleepy Owl Premium Instant Coffee Sachets | 96 gm - Pack of 48 Assorted Coffee Powder Sachets | 2g Each - Original, French Vanilla, Hazelnut, and Filter Kaapi - Flavoured Coffee | Coffee Pouch - Makes 48 Cups ", 480.00 ,429.00,None,None,Sleepy Owl
526, JINDAL COCOA CLASSIC CHOCOLATE SYRUP 650 GMS , 220.00 ,165.00,None,None,None
527, Society Tea 100 g , 55.00 ,51.00,None,None,None
528, Rage Coffee Combo Pack of 2 - Irish Hazelnut & Creme Caramel Flavoured Coffee 50 Gms Each , 698.00 ,299.00,None,None,None
529, NutroVally Green Tea | Premium Natural & Pure Aromatic Leaves | Rich In Antioxidant Lemon Green Tea Bags -25 Pcs , 199.00 ,175.00,None,None,None
530," Sri Sri Tattva Karela Jamun Juice,500 Ml Each (Pack Of 2) ", 255.00 ,229.00,None,None,Sri Sri Tattva
531, Mogu Mogu Orange Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,None
532, GS Tea DUST 250 GM (Pack of 4) , 420.00 ,380.00,None,None,None
533, Dr Pepper Zero Sugar Coca Cola |Pack of 3| Imported , 600.00 ,525.00,None,None,Coca Cola
534," Colombian Brew Pure Instant Coffee Powder, Smooth & Strong, 100g Buy 2 Get 1 Free ", 897.00 ,497.00,None,None,None
535, Pepsi Lemon , 206.25 ,174.00,None,None,Pepsi
536, Tata Gold Mixture Tea 1 kg , 475.00 ,427.00,None,None,Tata
537, NESTREEZ Glucose-C Instant Energy Health Drink With Vitamin C & Tangy Orange Flavour (200gm) , 499.00 ,175.00,None,None,Tang
538, Continental Speciale Coffee Jar - 200 gm | 100% Pure Coffee | Classic Instant Coffee , 540.00 ,399.00,None,None,Continental
539," RiseUp Aroma Fresh Filter Coffee Powder, Aroma Ribbon Filter Coffee Powder, 500 g (Combo of 2) ", 400.00 ,299.00,None,None,None
540, Christopher Cocoa Hazelnut Mocha Hot Drinking Chocolate Powder with Dark Chocolate Buttons 200g , 350.00 ,147.00,None,None,None
541, Bean2Brew | Premium Blend | Filter Coffee Powder | 80:20 | 200g , 130.00 ,125.00,None,None,None
542, Alo Frut Guava + Aloevera Fruit Juice 1 L , 120.00 ,99.00,None,None,Alo Frut
543, Taj Mahal Tea Bags 25 pcs , 80.00 ,74.00,None,None,Taj Mahal
544, Davidoff Crema Intense Smooth and Rounded Instant Coffee 100 g , 650.00 ,590.00,None,None,Davidoff
545," Lavazza IL Mattino Vivace Coffee Powder, 200 g ", 210.00 ,199.00,None,None,None
546, GS Tea DUST 1 KG , 420.00 ,380.00,None,None,None
547, Lipton Honey Lemon Green Tea 100 g , 155.00 ,144.00,None,None,Lipton
548," BEVZILLA Instant Coffee Powder - 48 Sachets (Butterscotch)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ", 299.00 ,239.00,None,None,None
549, Nawab's Secret 100% Natural Premium Kewra Water and Rose Water (Pack of 2 * 200ml) - Essence for Biryani and Mughlai Dishes , 240.00 ,206.00,None,None,None
550, Kokan Gem Kokum Blast 180 ml , 25.00 ,12.00,None,None,None
551, Open Secret Chocolate Thandai Mix Powder - 225g - Pack of 1 , 349.00 ,279.00,None,None,Open Secret
552, Tata Teaveda Tea 250 g , 145.00 ,134.00,None,None,Tata
553, CHAI POINT Instant Masala Tea | Incredibly Authentic | Masala Flavored Tea | 10 Sachets | Masala Chai | Instant Premix Tea (Pack of 1) , 199.00 ,140.00,None,None,None
554," Monster Ultra Energy Drink Zero Sugar, 500 Mlpack of 2 ", 770.00 ,650.00,None,None,Monster
555, Jeju SamDaSoo Natural Mineral Water ,"2,800.00","2,800.00",None,None,None
556, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 4 , 400.00 ,320.00,None,None,None
557," Sleepy Owl 50gm Original Premium Instant Coffee | 100% Arabica | Makes 25 Cups | Strong & Delicious Coffee | Rich & Smooth Aroma | Make Café Style Hot or Cold Coffee, Cappuccino, Espresso, Latte at Home ", 325.00 ,199.00,None,None,Sleepy Owl
558, Marvel Yellow Tea 250 g , 135.00 ,67.00,None,None,None
559, Winola Chocolate Dressing Spread for Perfect Topping (1.3 kg) , 300.00 ,251.00,None,None,None
560, Continental Xtra Coffee 50G Pouch | Buy 4 and Get 4 Free | 400g ," 1,400.00 ",699.00,None,None,Continental
561," PepsiCo ChefsNeed Pepsi Black 320ml, |Pack of 3 |Cans (Imported Product) ", 600.00 ,525.00,None,None,Pepsi
562, NATTFRU Kiwi Fruit Juice | Immunity Booster | Vitamin C | No Added Color or Preservatives - Only 100% Fruit , 199.00 ,197.00,None,None,Boost
563," Schweppes 320ml (Tonic Water, Pack of 4) (Imported) ", 500.00 ,427.00,None,None,Schweppes
564," Schweppes Ginger Ale, 320 Ml |Pack of 3| Imported from Malaysia ", 600.00 ,450.00,None,None,Schweppes
565, Jindal Cocoa Cocoa Powder 100 gms (Pack of 2) , 180.00 ,175.00,None,None,None
566," The Indian Chai - Bloom Diwali Gift Box | Contains Rose Petals (15g), Teen Paan Rose Tea (50g) and Kama S Tea (75g) | Assorted Herbal, Black & Chai Tea in Glass Jar | Loose Leaf Tea | Diwali Gift Pack ", 599.00 ,399.00,None,None,None
567, Hitkary Rose Sharbat Syrup 750 ml , 180.00 ,157.00,None,None,None
568, Sunbean Beaten Caffe Powder 120 g (Pack of 10) , 150.00 ,99.00,None,None,Sunbean
569, J DEVI TEA Organic Blended Strong Taste & Refreshing Tea|Unique Blend Crafted For Chai Lovers Across India | Red-250 gm , 399.00 ,129.00,None,None,None
570, Hill Bagan Elaichi CTC Tea Refreshing Flavour Real & Aroma 250gm (Cardamom) , 250.00 ,215.00,None,None,Real
571," Colombian Brew Instant Coffee Powder Pure, Strong, 1kg Hotel Pack "," 2,200.00 ","1,299.00",None,None,None
572, Mogu Mogu Pineapple Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,None
573, SENSO Tea Premix Ginger Preservatives Free (10 sachets) , 140.00 ,100.00,None,None,None
574, Shree Guruji Kesaria Thandai Dry Fruit Syrup Sharbat (1 Litre) Pack of 1 ,550.00,550.00,None,None,None
575, Jivvij Samaara Jivraj CTC Premium Loose Leaf Tea Refreshing Kadak Strong Aroma Desi Chai with Goodness of Time-Tested Indian Ingredients ,649.00,649.00,None,None,None
576, G.M.’S TULSI TEA Gold Gift Pack | Tulsi Gold Brokens Tea 1 kg & Premium Gold Finish Stainless Steel Kullhad Set of 6 in Jewellery Box | Gold Kadak Chai | CTC Tea ," 1,999.00 ","1,599.00",None,None,None
577, Mogu Mogu Mango Juice 25% with Nata De Coco 300 ml - Pack of 6 ,420.00,420.00,None,None,None
578, Goodricke Thurbo Darjeeling Tea - 250 Gm | Single Estate Whole Leaf Black Tea , 350.00 ,315.00,None,None,None
579, Lipton After Lunch Ginger Green Tea Bags 1.8 g (25 pcs) , 190.00 ,175.00,None,None,Lipton
580," Skippi Desi Flavour of Ice Pops, Kala Khatta, Rose, Jaljeera, Imli, Chilli Guava, Aam Panna ( 2 sets of 6 Indian flavours, 12 Ice pops X 70ml each) ", 240.00 ,180.00,None,None,None
581, Maharani Premium Tea 1KG - Assam Leaf Tea , 470.00 ,403.00,None,None,None
582, Octavius | KADAK Assam Tea - 1Kg (Pack of 2) | Extra Strong Assam Tea | Black Tea | Kadak Chai Patti | Loose Tea | Strong Chai | Tea Powder | Chai Patti | Taza Tea | Garden Fresh Tea | Tea 2 Kg , 600.00 ,469.00,None,None,None
583, Society Hot Lemon Premix Tea | Instant Lemon Tea | 500g Pouch , 195.00 ,176.00,None,None,None
584, JAIN SHIKANJI ,150.00,150.00,None,None,None
585," Davidoff Expresso Intense Coffee, 90 Gm ", 650.00 ,600.00,None,None,Davidoff
586, Mr. Fresh Coco 100 % Tender Coconut Water Coconut Water || Pack of 48||No Added Flavors||200 ml Each ," 2,400.00 ","1,608.00",None,None,None
587, Dhopabor Premium Tea -500 g (2 x 250g Value Offer Packs) | High quality Assam CTC Chai| , 194.00 ,188.00,None,None,None
588, Schweppes Soda Water 300 ml , 60.00 ,55.00,None,None,Schweppes
589, DALMIA GOLD 250GM POUCH PACK OF 4 , 468.00 ,445.00,None,None,None
590, Country Bean Hazelnut Coffee 50g - No Added Sugar , 325.00 ,249.00,None,None,Country Bean
591, Kahvi 100% Authentic Coffee Powder | Instant Coffee Powder | Arabica & Robasta Beans | Strong Taste & Rich Aroma I Hot & Cold Coffee I 50G Pouch x 2 , 320.00 ,200.00,None,None,None
592, Society Tea Leaf Tea 250g Pouch ,290.00,290.00,None,None,None
593, Shree Royal Premium leaf tea| Black Tea| pack of 1kg |Assam leaf tea , 550.00 ,390.00,None,None,None
594, Mountain Dew Voltage (355ml) Imported Coca Cola , 850.00 ,750.00,None,None,Coca Cola
595," NATURUP Tender Coconut Water Powder Mix (240g),( Pack of 20) Nariyal Pani ", 400.00 ,398.00,None,None,None
596, Real Fruit Power Pineapple Juice 1 L , 130.00 ,120.00,None,None,Real
597," Tea Valley Utsah Dumdar Chai 900Gm | KADAK, MALTY, Aromatic & Strong | Unique Blend of Assam and Dooars CTC | ",230.00,230.00,None,None,None
598, Starbucks Vanilla Frappuccino 250 ml JST , 350.00 ,300.00,None,None,None
599, Continental THIS Cappuccino 3 in 1 Premix Coffee| 132g Box ( 22g* 6 Sachets) | Pack of 3 , 375.00 ,369.00,None,None,Continental
600," Gusto Foods Green Lime Juice Concentrate, 600 Ml (Pack Of 3) ", 267.00 ,199.00,None,None,None
601," Electrorush ORS Apple Flavoured ORS Ready to Drink, Oral Rehydration for Instant Energy, Pack of 6 ",176.00,176.00,None,None,None
602," Drink Masti Enjoy Masti Masti Agar Agar Powder for Jelly, [ China Grass] for kids and teens| Flavoured powder for milk-40gm "," 1,000.00 ",220.00,None,None,None
603," AACTUALA Aloe Vera Coconut Water Fruit Juice With Kiwi - 200ml, Pack of 6 (6 x 0.2 L) ", 399.00 ,289.00,None,None,None
604," Kokozo Mango Juice Drink With Nata De Coco, 300 Ml (Pack Of 6) ", 900.00 ,719.00,None,None,None
605," The Pahadi Story Masala Chai Loose Leaf 175g, Premium Assam Masala Tea, 100% Natural Ingredients Infused With Premium Black CTC, Ginger, Clove, Cinnamon, Cardamom, Black Pepper ", 349.00 ,314.00,None,None,None
606, Octavius Gold Tea CTC Chai - 1 Kg , 590.00 ,375.00,None,None,None
607," MOJOCO Refreshing Coconut Water - Vital Minerals, | Real Tender Coconut Water - 200 ML (Pack of 6) ", 360.00 ,299.00,None,None,Real
608, 9am Corn Flour Pack of 2 (Each - 1kg) , 280.00 ,252.00,None,None,None
609, Black & White Ginger Ale Non alcoholic Infused with Natural Flavoured Drink Can Carbonated Beverage 330 ml Pack of 2 , 200.00 ,160.00,None,None,None
610, Davidoff Espresso 57 Dark and Chocolatey Instant Coffee 200 g (100 g X 2 Bottles) ," 1,300.00 ","1,129.00",None,None,Davidoff
611," Christopher Cocoa Assorted Cake Sprinkles Dark Chocolate Chips 50g, White Chocolate Chips 50g, Rainbow Chocolate sprinkles 30g (Snack, Topping Ice Cream, Cakes, Baking) ", 249.00 ,123.00,None,None,None
612, GS Tea GREEN 100 GM , 100.00 ,90.00,None,None,None
613, Wagh Bakri | MiliKadak DanedarTea |Strong LeafTea | 250G Each | Pack of 4 |1K + Green Elaichi 25G , 570.00 ,510.00,None,None,Wagh Bakri
614, Lipton Pure & Light Green Tea Bags 100 pcs , 625.00 ,581.00,None,None,Lipton
615, Castillo De Salobrena Red Grape And White Wine100% Non Alcohol Fruit Wine 1 Liter Celebration Drink , 999.00 ,849.00,None,None,None
616," Urban Platter Canadian Cranberry Juice, 1 Litre "," 1,750.00 ","1,700.00",None,None,Urban Platter
617," Nutrovally Chamomile Herbal Tea | 100% Natural Whole Leaf ,Stress Relief ,Relaxing, & Good Sleep, | Tea Bags 25 pcs ", 249.00 ,189.00,None,None,None
618, Nescafe Gold Blend Rich & Smooth Instant Coffee 100 gm , 520.00 ,499.00,None,None,Nescafe
619, Society Leaf & Masala Tea 500gm Combo , 610.00 ,580.00,None,None,None
620, green coffee beans for weight loss 1kg Instant Coffee (1 kg) ," 1,990.00 ",799.00,None,None,None
621, Girnar Adrakh Instant Tea Premix 10 g (10 pcs) , 150.00 ,139.00,None,None,Girnar
622," Kokozo Nata De Coco Assorted Flavour Family Pack, 300 Ml (Pack Of 6) ", 900.00 ,719.00,None,None,None
623," Christopher Cocoa Instant Active Dry Yeast 100g (Bake Bread, Cake, Pizza, Dough) ", 249.00 ,123.00,None,None,None
624, Leeford Herbal Infusion Detox Desi Kahwa Green Tea For Weight Loss - with Antioxidants and Nutrients (25 Infusion Tea Bags) , 250.00 ,203.00,None,None,None
625, Rage Coffee Combo Pack of 2 Flavoured Instant Coffee - 50 gms each of Irish Hazelnut & Dark Chocolate , 698.00 ,299.00,None,None,None
626, Weikfield Drinking Chocolate Powder 100 g , 75.00 ,65.00,None,None,Weikfield
627," Ogreeny Red Wine Vinegar Organic Non Alcoholic Drink, 750 ml (Pack Of 1) ", 899.00 ,273.00,None,None,None
628, Lipton Darjeeling Leaf Tea 500 g , 970.00 ,902.00,None,None,Lipton
629," Dhampur Green Mocktail Syrup Combo| Pina Colada, Fresh mint, Blue Curacao Pack of 3 - 900ml , Each - 300ml ", 405.00 ,385.00,None,None,None
630," Sri Sri Tattva Wheat Grass Juice - Daily Fitness Essential, 1000ml ", 320.00 ,288.00,None,None,Sri Sri Tattva
631," Nescafe Gold Blend Coffee Imported , 50 Gm ", 398.50 ,349.00,None,None,Nescafe
632, Tata Coffee Grand| Strong Coffee| Super Saver Pack| 200 Gm Each | Pack of 2| 400 Gm ,499.00,499.00,None,None,Tata Coffee
633," TEA VALLEY Gold, Royal and Classic Tea Combo 100 Percent Assam and Dooars CTC Tea with Aromatic Long Leaf, 250 g Each (pack of 3) ", 400.00 ,350.00,None,None,None
634," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 500Gm Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1) ", 190.00 ,185.00,None,None,None
635," Cambridge Tea Party Slim 30 Tea Bags, Hibiscus Clove Orange Rose Turmeric Cinnamon Tulsi Green Tea ", 225.00 ,135.00,None,None,None
636," Mtn Dew, Major Melon 355 Ml Imported Coca Cola ", 850.00 ,750.00,None,None,Coca Cola
637, Continental Speciale Instant Coffee Powder 50g*4 | BUY 1 + GET 1 FREE | 100% Pure Coffee ," 1,600.00 ",799.00,None,None,Continental
638," Rage Coffee Silk Blend Assorted Sachets | Pack of 30 | Rich & Bold Instant Coffee Flavour | Espresso, Cappuccino, Latte | Premium Bold & Smooth (10 Sachets Each Flavours) ",179.00,179.00,None,None,None
639," First Flavour Tea Premium Assam Black Loose CTC/Dust Tea, 1 KG Pouch - Strong, Aromatic & Rich | Black Assam CTC Dust Tea | Premium Kadak Chai Patti (Pack of 1Kg*5) "," 2,200.00 ","1,430.00",None,None,None
640, Organic Life Apple Cider Vinegar With Mother Raw & Unfiltered (1000 ML) , 998.00 ,399.00,None,None,None
641, Mojoco Malai Nata De Coco Tender Coconut Water 2000 Ml , 70.00 ,65.00,None,None,None
642, Sharbat E Jannat Combo Pack of 2 (Rose 750ml + Rose 750ml) , 280.00 ,250.00,None,None,None
643," Granules n Beans Assorted Chai Cardamom, Ginger, Lemongrass Ginger, Masala Instant Tea Premix 10 Sachet x 14g ", 160.00 ,144.00,None,None,None
644, Open Secret Shake Mix Thadai Combo - Chocolate and Kesar Badam , 698.00 ,628.00,None,None,Open Secret
645, Open Secret Kesar Badam Thandai Shake Mix - Pack of 2 , 698.00 ,558.00,None,None,Open Secret
646," Rage Coffee Silk Blend Classic 50 GMs | 100% Pure Coffee | Premium, Bold & Smooth ", 165.00 ,149.00,None,None,None
647, Kokan Raj Kairi Panna Juice 1 L , 170.00 ,85.00,None,None,None
648," PII ELECTROLYTE Orange Liquid, 200ml, ORS Ready To Drink Oral Rehydration (Pack of 15) ", 570.00 ,423.00,None,None,None
649, MOJOCO - Tender Coconut Water (27x200ml) | Pure and Raw Coconut Water | Enriched with Vitamins , 810.00 ,656.00,None,None,None
650, Redbull Plus Energy Drink 250ml Sugar Free Imported JST , 200.00 ,180.00,None,None,None
651, NutroVally_Green Tea With Lemon Honey Flavored | Premium & Detox Refreshing Tea | Tea Bags 100 PCS , 996.00 ,419.00,None,None,None
652," Manama Cherry Fruit Flavoured Syrup, Mixer for Mocktails and Cocktails 750ml (Pack of 1) ",340.00,340.00,None,None,None
653," BEVZILLA Instant Coffee Powder - 48 Sachets (French Vanilla)| Hot & Cold Coffee| Makes 48 Cups| 100 % Arabica Coffee| Strong Coffee| Easy To Carry| Best Coffee| Espresso, Latte, Cappuccino ", 299.00 ,239.00,None,None,None
654, HORLICKS Protein Plus Chocolate Flavour 400 Gram Jar , 750.00 ,620.00,None,None,None
655," Gopaljee Thandai with badam, Pista, elaichi 500g ", 275.00 ,259.00,None,None,None
656, Protinex Creamy Vanilla 250 g , 445.00 ,410.00,None,None,Protinex
657," DORJE TEAS Darjeeling Green Tea, Organic Whole Loose Leaf, Monsoon Harvest Tea Leaves (Pack of 1, 100 Gram) ", 249.00 ,124.00,None,None,None
658, Shunya Fizz Classic Cola | Sugar Free Soft Drink | 0 Calories & No Aspartame | Supercharged with Ashwagandha & Vitamin C | Pack of 12 (300 ml X 12) , 720.00 ,616.00,None,None,None
659," Alkalen Water-Based Electrolyte Drink Ph Alkaline 8.5 To 9.5, 1 L (Pack Of 12) ", 720.00 ,699.00,None,None,Alkalen
660," Sleepy Owl 50gm French Vanilla Premium Instant Coffee | 100% Arabica | Makes 25 Cups | Sweet & Mellow Flavoured Coffee | Make Café Style Hot or Cold Coffee, Cappuccino, Espresso, Latte at Home ", 325.00 ,199.00,None,None,Sleepy Owl
661," Colombian Brew Hazelnut Instant Coffee Powder, No Sugar Vegan, 1kg Hotel Pack "," 3,500.00 ","1,399.00",None,None,None
662, DABUR Shilajit Double Gold 10 Capsules for Stamina and Rejuvenation ,350.00,350.00,None,None,None
663, Bambino Instant Badam Treatt Mix Each 200g X Pack of 2 (400 Gms) , 210.00 ,195.00,None,None,None
664, KANGEN DAILY WATER INTAKE BOTTLE 500 ML (PACK OF 24) , 960.00 ,940.00,None,None,None
665, Raw Pressery Basics Valencia Orange Juice 250 ml , 120.00 ,111.00,None,None,Raw Pressery
666, Continental Speciale Coffee 50 g , 200.00 ,100.00,None,None,Continental
667, Continental Hazelnut Flavoured Instant Coffee 50g Jar | BUY 1 + GET 1 FREE | 100% Premium Freeze Dried Coffee , 450.00 ,199.00,None,None,Continental
668, Hill Bagan Elaichi CTC Tea Refreshing Flavour Real & Aroma 1kg (Cardamom) , 680.00 ,460.00,None,None,Real
669, The Tea Trove- Japanese Matcha Green Tea Bags - 40 Eco-Friendly Matcha Tea + Sencha Green Tea Bag in Resealable pouch - Matcha Green belly fat tea for women and men by The Tea Trove - Steep Hot Or Iced , 345.00 ,206.00,None,None,None
670, Hitkary Kala khatta sharbat 750ml , 199.00 ,169.00,None,None,None
671," Colombian Brew Arabica Espresso Filter Coffee Powder, Roast & Ground Strong, 1kg ", 999.00 ,899.00,None,None,None
672, Dabur Glucose-D Original 200 g , 70.00 ,60.00,None,None,Dabur
673, VEGAN - Back To Our Artisanal Roots JUNIORS HEALTH MIX 250 GRAMS / MILLET CHILDREN FOOD , 599.00 ,199.00,None,None,None
674, Wagh Bakri Premium Leaf Tea 500 Gm + 50 Gm Black Papper , 640.00 ,635.00,None,None,Wagh Bakri
675, MindBrew Premium Tea| Tea 1 Kg| Assam Tea 1kg| 1 Kg Tea Pouch , 999.00 ,350.00,None,None,None
676, Shevades Products Omkar Products Kokum Syrup 500ml , 220.00 ,209.00,None,None,None
677, Insta Bytes Tulsi Adrak Chai Masala Tea Masala Full of Aroma and great taste (100 Gram) , 399.00 ,199.00,None,None,None
678," Monster Energy Juice Monster Khaotic Tropical Orange, Energy + Juice, Energy Drink, (Pack of 4) JST "," 1,000.00 ",800.00,None,None,Monster
679," PureFoods Vietnamese Tender Coconut Water, 100% Pure Natural | Nariyal Paani Pack of 6 - 500ml each ",750.00,750.00,None,None,None
680," Colombian Brew Vanilla Instant Coffee Powder Sachets, Pack of 180 ", 360.00 ,357.00,None,None,None
681," Bevzilla 200 Gram 100% Arabica Instant(Premium French Vanilla) | Make 100 Cups | Espresso, Latte & Cappucino| Hot & Cold Coffee | Unbreakable Jar ", 999.00 ,365.00,None,None,None
682," TEA VALLEY Royal CTC Tea Premium Blend of Assam and Dooars Tea Strong, Malty, Aromatic and Rich Taste, 1 kg ", 510.00 ,420.00,None,None,None
683," All In One Lemon Green Tea Sugar Less, 25 Gm ", 190.00 ,189.00,None,None,None
684," Monster Ultra Mega Energy Drink, 500 Mlpack of 2 ", 770.00 ,650.00,None,None,Monster
685, Monster Energy Assault Imported , 385.00 ,310.00,None,None,Monster
686, Rage Coffee Combo - Instant Coffee with Free Frother | Original Blend 50 gms | Frothy Coffee At Home | Black Coffee or Cafe Style Coffee | Made Using 100% Arabica Coffee Beans , 749.00 ,399.00,None,None,None
687," ""Bevzilla 100 Grams (50 Gm X 2 Bags) Classic Strong Coffee Powder | Make 50 Cups| Strong Coffee| Classic Coffee| Espresso, Latte & Cappucino| Hot & Cold Coffee "" ", 398.00 ,229.00,None,None,None
688, Cloud 9 Golden Jeera| Jeera Soft Drink| 300 ml Pack of 24 [Price Including Courier Charges] ,556.00,556.00,None,None,None
689," Rk Home Made Natural Syrup Orange Concentrated Syrups And Squash, 750 Ml ", 500.00 ,199.00,None,None,None
690," Prime Blue Rasberry, 500 Ml Imported "," 1,350.00 ",600.00,None,None,None
691, Cadbury Bournvita Strength Everyday Drink 1.5 kg , 795.00 ,545.00,None,None,Cadbury
692, Teabox Detox Kahwa Green Tea Bags 25 Pieces | For Natural Body Cleanse & Cold Relief | Made with 100% Indian Herbs & Spices | 2 Free Samples Included , 262.00 ,240.00,None,None,None
693, Evocus Black Alkaline Drink | PACK OF 12 (500 mL each) | 8+ pH | Infused with Essential Minerals ," 1,200.00 ","1,020.00",None,None,None
694, Galaxy Drink 750 ML (Apple) Combo Pack of 2 , 800.00 ,760.00,None,None,None
695, Leeford Lemon & Honey Green Tea for Weight Loss - with Antioxidants and Nutrients (25 Tea Bags) , 250.00 ,203.00,None,None,None
696," Fanta Strawberry Flavoured Drink, 6 X 320 ml "," 1,200.00 ",746.00,None,None,Fanta
