Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc
Munchilicious Granola - Dried Fruits : 500 gms,650.0,325.0,500 gm,Munchilicious,0.65,325.0,50.0
True Elements Fruit & Nut Muesli : 1 kg,695.0,476.0,1 Kg,TRUE,476.0,219.0,31.51
Cadbury Dairy Milk Home Treats Chocolate : 119 gms,149.0,92.0,119 gm,Cadbury,0.77,57.0,38.26
Ferrero Rocher - 16 Pieces : 200 gms,549.0,494.0,200 gm,Ferrero,2.47,55.0,10.02
Nestle Kitkat Chocolate : 119 gms,120.0,90.0,119 gm,Nestle,0.76,30.0,25.0
Cadbury Dairy Milk Chocolate : 134 gms,130.0,95.0,134 gm,Cadbury,0.71,35.0,26.92
Cadbury Dairy Milk Silk Home Treats Chocolate : 153 gms,200.0,135.0,153 gm,Cadbury,0.88,65.0,32.5
Cadbury Dairy Milk Chocolate Bar: 50 gms,50.0,40.0,50 gm,Cadbury,0.8,10.0,20.0
Cadbury Dairy Milk Silk Fruit and Nut Chocolate Bar : 137 gms,185.0,148.0,137 gm,Cadbury,1.08,37.0,20.0
Nestle Munch Share Bag : 160.2 gms,100.0,66.0,160.2 gm,Nestle,0.41,34.0,34.0
Ferrero Rocher - 24 Pieces : 300 gms,929.0,836.0,300 gm,Ferrero,2.79,93.0,10.01
Cadbury Dairy Milk Silk Oreo Chocolate Bar: 130 gms,185.0,150.0,130 gm,Cadbury,1.15,35.0,18.92
Cadbury 5 Star Home Treats Bar : 191.9  gms,149.0,95.0,191.9 gm,Cadbury,0.5,54.0,36.24
Cadbury Dairy Milk Silk Roast Almond Bar : 143 gms,185.0,160.0,143 gm,Cadbury,1.12,25.0,13.51
Cadbury Fuse Chocolate Home Treats : 108.5 gms,120.0,75.0,108.5 gm,Cadbury,0.69,45.0,37.5
Cadbury Dairy Milk Silk Chocolate Bar : 150 gms,175.0,150.0,150 gm,Cadbury,1.0,25.0,14.29
Ferrero Rocher - 4 Pieces : 50 gms,159.0,143.0,50 gm,Ferrero,2.86,16.0,10.06
Cadbury Dairy Milk Silk Bubbly Bar : 120 gms,185.0,165.0,120 gm,Cadbury,1.38,20.0,10.81
Bounty Miniatures Chocolate : 130 gms,169.0,125.0,130 gm,Bounty,0.96,44.0,26.04
Cadbury Dairy Milk Silk Mousse Bar : 116 gms,185.0,155.0,116 gm,Cadbury,1.34,30.0,16.22
Cadbury Gems Surprise Ball : 15.8 gms,50.0,40.0,15.8 gm,Cadbury,2.53,10.0,20.0
Cadbury Perk Home Treats Chocolate : 126 gms,99.0,74.0,126 gm,Cadbury,0.59,25.0,25.25
Cadbury Dairy Milk Fruit & Nut Chocolate Bar : 80 gms,90.0,75.0,80 gm,Cadbury,0.94,15.0,16.67
Nestle Kitkat Bar 4 Finger : 36.5 gms,30.0,27.0,36.5 gm,Nestle,0.74,3.0,10.0
Snickers Veg Chocolate : 45 gms,50.0,42.0,45 gm,Snickers,0.93,8.0,16.0
Cadbury Gems MinisHome Treats Pack : 126.4  gms,100.0,75.0,126.4 gm,Cadbury,0.59,25.0,25.0
Cadbury Fuse Chocolate Bar : 45 gms,40.0,30.0,45 gm,Cadbury,0.67,10.0,25.0
Cadbury Dairy Milk Crackle Bar : 36 gms,45.0,39.0,36 gm,Cadbury,1.08,6.0,13.33
Kinder Joy Blue : 20 gms,45.0,41.0,20 gm,Kinder,2.05,4.0,8.89
Snickers Family Treat : 132 gms,175.0,135.0,132 gm,Snickers,1.02,40.0,22.86
Kinder Joy Pink : 20 gms,45.0,39.0,20 gm,Kinder,1.95,6.0,13.33
Amul Almondo Chocolate Coated Almonds : 200 gms,210.0,185.0,200 gm,Amul,0.93,25.0,11.9
Cadbury Dairy Milk Crispello Chocolate : 33 gms,35.0,30.0,33 gm,Cadbury,0.91,5.0,14.29
Nestle Kitkat : 18 gms,20.0,18.0,18 gm,Nestle,1.0,2.0,10.0
Amul Milk Chocolate : 150 gms,110.0,93.0,150 gm,Amul,0.62,17.0,15.45
Ferrero Rocher Chocolate Box: 100 gms,299.0,269.0,100 gm,Ferrero,2.69,30.0,10.03
Cadbury 5 Star Bar : 40 gms,20.0,18.0,40 gm,Cadbury,0.45,2.0,10.0
Cadbury 5 Star 3D Chocolate : 42 gms,35.0,30.0,42 gm,Cadbury,0.71,5.0,14.29
Ferrero Rocher Moments Chocolate Box: 185.6 gms,499.0,389.0,185.6 gm,Ferrero,2.1,110.0,22.04
Nestle Kitkat Chocolate : 27.5 gms,25.0,22.0,27.5 gm,Nestle,0.8,3.0,12.0
Hershey's Kisses Milk Chocolate Pouch : 108 gms,140.0,110.0,108 gm,Hershey's,1.02,30.0,21.43
Hershey's Kisses Almond Chocolate Pouch : 100.8 gms,140.0,110.0,100.8 gm,Hershey's,1.09,30.0,21.43
Snickers Butterscotch Chocolate Bar : 40 gms,60.0,45.0,40 gm,Snickers,1.13,15.0,25.0
Cadbury Gems Pouch : 25.28 gms,20.0,17.0,25.28 gm,Cadbury,0.67,3.0,15.0
Lindt Milk Ball Lindor : 200 gms,800.0,549.0,200 gm,Lindt,2.75,251.0,31.37
Luvit Chocwich White Home Delight Pouch : 160 gms,140.0,70.0,160 gm,Luvit,0.44,70.0,50.0
Cadbury Dairy Milk Bites - Chocolate Hazelnut : 40 gms,75.0,55.0,40 gm,Cadbury,1.38,20.0,26.67
Amul India Twilight Tryst Milk Chocolate : 125 gms,160.0,99.0,125 gm,Amul,0.79,61.0,38.12
Nestle Milky Bar : 22.5 gms,20.0,18.0,22.5 gm,Nestle,0.8,2.0,10.0
Cadbury Perk Choco-Coated Wafer Bar : 22 gms,10.0,9.0,22 gm,Cadbury,0.41,1.0,10.0
Bounty Chocolate : 57 gms,70.0,60.0,57 gm,Bounty,1.05,10.0,14.29
Cadbury Dairy Milk Bites - Chocolate Almond : 40 gms,75.0,59.0,40 gm,Cadbury,1.48,16.0,21.33
Luvit Loca Choco Caramel Home Delights Pack : 20x10 gms,165.0,82.0,20x10 gm,Luvit,1.48,83.0,50.3
Nestle Milky Bar Chocolate : 38 gms,20.0,18.0,38 gm,Nestle,0.47,2.0,10.0
Hershey's Kisses Cookies & Crème Chocolate Pouch : 100.8 gms,140.0,110.0,100.8 gm,Hershey's,1.09,30.0,21.43
Hershey's Blueberry & Acai Flavored Chocolate : 100 gms,150.0,120.0,100 gm,Hershey's,1.2,30.0,20.0
Luvit Luscious Roasted Almond Chocolate : 45 gms,75.0,37.0,45 gm,Luvit,0.82,38.0,50.67
Dukes Choco Safari : 250 gms,150.0,99.0,250 gm,Dukes,0.4,51.0,34.0
Galaxy Milk Chocolate With Fruit & Nut : 100 gms,150.0,99.0,100 gm,Galaxy,0.99,51.0,34.0
Luvit Smackers Lollipop Fruit Flavoured : 6x10 gms,75.0,37.0,60 gm,Luvit,0.62,38.0,50.67
Luvit Luscious Fruit & Nuts Chocolate : 45 gms,75.0,37.0,45 gm,Luvit,0.82,38.0,50.67
Didier & Frank Crunchy Hazelnut Milk Chocolate : 100 gms,279.0,139.0,100 gm,Didier,1.39,140.0,50.18
Luvit Milk Chocolate Home Pack : 18x7 gms,165.0,82.0,18x7 gm,Luvit,1.39,83.0,50.3
Kinder Creamy Milky & Crunchy : 19 gms,25.0,23.0,19 gm,Kinder,1.21,2.0,8.0
Fabelle Choco Deck Milk Chocolate - Assorted : 140 gms,200.0,100.0,140 gm,Fabelle,0.71,100.0,50.0
Kinder Joy Natoons With Surprise : 20 gms,45.0,40.0,20 gm,Kinder,2.0,5.0,11.11
Hershey's Whole Almonds Chocolate Bar : 40 gms,65.0,55.0,40 gm,Hershey's,1.38,10.0,15.38
Fabelle Choco Deck Fruit & Nut Cho: 128 gms,180.0,112.0,128 gm,Fabelle,1.38,68.0,37.78
Fabelle Choco Deck French Dessert Layered Bar : 122.5 gms,165.0,109.0,122.5 gm,Fabelle,0.89,56.0,33.94
Lindt Swiss Premium Chocolate : 350 gms,1600.0,1119.0,350 gm,Lindt,3.2,481.0,30.06
Lindt Lindor Assorted Chocolate Box : 100 gms,500.0,349.0,100 gm,Lindt,3.49,151.0,30.2
Nestle Classic Home Treat Chocolate : 120 gms,100.0,79.0,120 gm,Nestle,0.66,21.0,21.0
Kinder Joy Boys Multi Pack : 3x20 gms,130.0,89.0,3X20 gm,Kinder,0.66,41.0,31.54
Lindt Swiss Milk Chocolate : 100 gms,350.0,245.0,100 gm,Lindt,2.45,105.0,30.0
Lindt Swiss Milk Chocolate with Roasted Hazelnuts : 100 gms,350.0,245.0,100 gm,Lindt,2.45,105.0,30.0
The Belgian  Chocolate Bar No Sugar Added Dark With  Almonds : 100 gms,450.0,315.0,100 gm,The,3.15,135.0,30.0
Lindt Lindor Milk Chocolate Box : 100 gms,500.0,349.0,100 gm,Lindt,3.49,151.0,30.2
Amul Rejoice Gift Pack Chocolate : 223 gms,180.0,165.0,223 gm,Amul,0.74,15.0,8.33
The Belgian Chocolate Bar No Sugar Added Dark With Superfruit : 100 gms,450.0,315.0,100 gm,The,3.15,135.0,30.0
The Belgian Chocolate Bar No Sugar Added Milk : 100 gms,450.0,315.0,100 gm,The,3.15,135.0,30.0
The Belgian Chocolate Bar Milk Salt Caramel : 100 gms,295.0,205.0,100 gm,The,2.05,90.0,30.51
Butlers Mint Chocolate Truffle Bar : 75 gms,195.0,165.0,75 gm,Butlers,2.2,30.0,15.38
Lindt Swiss Milk Chocolate with Roasted Almonds : 100 gms,350.0,245.0,100 gm,Lindt,2.45,105.0,30.0
Kinder Creamy Milky & Crunchy : 8 x 19 gms,200.0,160.0,8U x 19 gm,Kinder,2.45,40.0,20.0
Ferrero Collection - 15 Pieces : 172 gms,799.0,679.0,172 gm,Ferrero,3.95,120.0,15.02
Parle Grand Londonderry Caramelised Milk Candy : 198 gms,50.0,39.0,198 gm,Parle,0.2,11.0,22.0
Phondaghat Amla Candy : 250 gms,170.0,85.0,250 gm,Phondaghat,0.34,85.0,50.0
Gula Gula Orange Candy : 100 gms,28.0,14.0,100 gm,Gula,0.14,14.0,50.0
Jelly Mazza Fruity Strawberry Chews : 37 gms,18.0,9.0,37 gm,Jelly,0.24,9.0,50.0
Natural's Gulkand Shahi Paan : 100 gms,80.0,40.0,100 gm,Natural's,0.4,40.0,50.0
Jelly Mazza Fruity Pops Orange : 150 gms,70.0,35.0,150 gm,Jelly,0.23,35.0,50.0
Jelly Mazza Guava Fruity Chews : 37 gms,18.0,9.0,37 gm,Jelly,0.24,9.0,50.0
Fruittella Strawberry : 36 gms,35.0,30.0,36 gm,Fruittella,0.83,5.0,14.29
Alpenliebe Gold Cream Strawberry Toffee : 144 gms,50.0,42.0,144 gm,Alpenliebe,0.29,8.0,16.0
Gula Gula Lemon Candy : 100 gms,28.0,14.0,100 gm,Gula,0.14,14.0,50.0
Jelly Mazza Fruity Pops Grape : 150 gms,70.0,35.0,150 gm,Jelly,0.23,35.0,50.0
Kopiko Cappuccino Coffee Candies : 140 gms,50.0,40.0,140 gm,Kopiko,0.29,10.0,20.0
Gula Gula Kaccha Mango Flavour : 100 gms,28.0,14.0,100 gm,Gula,0.14,14.0,50.0
Happydent Wave Sugar-Free Chewing Gum : 28.9 gms,50.0,38.0,28.9 gm,Happydent,1.31,12.0,24.0
Parle Mazelo : 198 gms,60.0,30.0,198 gm,Parle,0.15,30.0,50.0
Frumato Pulpy Fruit Chew Strawberry : 160 gms,55.0,22.0,160 gm,Frumato,0.14,33.0,60.0
Orbit Spearmint Sugar Free Chewing Gum : 22 gms,50.0,45.0,22 gm,Orbit,2.05,5.0,10.0
Wrigley's Orbit Mixed Fruit Sugar Free Chewing Gum : 22 gms,50.0,45.0,22 gm,Wrigley's,2.05,5.0,10.0
Wrigley's Double Pepper Mints : 30.4 gms,50.0,40.0,30.4 gm,Wrigley's,1.32,10.0,20.0
Chupa Chups Sour Bites Mix Fruit Soft Candy : 61.6 gms,30.0,25.0,61.6 gm,Chupa,0.41,5.0,16.67
Fruit Tella Orange : 36 gms,35.0,32.0,36 gm,Fruit,0.89,3.0,8.57
Skittles Original Candies : 90 gms,100.0,80.0,90 gm,Skittles,0.89,20.0,20.0
Parle Bigger Kacha Mango Bite Candy : 198 gms,50.0,40.0,198 gm,Parle,0.89,10.0,20.0
Happydent White Xylitol Bottle : 24.2 gms,50.0,40.0,24.2 gm,Happydent,1.65,10.0,20.0
Chupa Chups Sour Bites Mix Fruit Soft Candy : 57.6 gms,30.0,25.0,57.6 gm,Chupa,0.43,5.0,16.67
Hubba Bubba Fancy Fruit Mega Long Bubble Gum : 56 gms,220.0,187.0,56 gm,Hubba,3.34,33.0,15.0
Skittles Wild Berry Candies : 90 gms,100.0,90.0,90 gm,Skittles,1.0,10.0,10.0
Wrigley's Double Lemon Mints : 30.4 gms,50.0,39.0,30.4 gm,Wrigley's,1.28,11.0,22.0
Fox's Berries Oval Candy : 125 gms,189.0,161.0,125 gm,Fox's,1.29,28.0,14.81
Fox's Fruits Oval Candy : 125 gms,189.0,161.0,125 gm,Fox's,1.29,28.0,14.81
Gula Gula 4 Flavours Lollipop : 120 gms,50.0,29.0,120 gm,Gula,0.24,21.0,42.0
Fox's Fruity Mint Oval Candy : 125 gms,189.0,161.0,125 gm,Fox's,1.29,28.0,14.81
Fisherman's Friend Spearmint Flavour Lozenges : 25 gms,99.0,79.0,25 gm,Fisherman's,3.16,20.0,20.2
Simpkins Mixed Mint Drops : 200 gms,285.0,189.0,200 gm,Simpkins,0.94,96.0,33.68
Gula Gula 4 Flavours Lollipop : 40 gms,22.0,14.0,40 gm,Gula,0.35,8.0,36.36
Fox's Spring Tea Oval Candy : 125 gms,189.0,161.0,125 gm,Fox's,1.29,28.0,14.81
Tic Tac Saunf Flavour : 7.2 gms,15.0,13.0,7.2 gm,Tic,1.81,2.0,13.33
Morde Dark Compound (CO D15) : 400 gms,115.0,99.0,400 gm,Morde,0.25,16.0,13.91
Morde Dark Chocolate (CH D45) : 400 gms,235.0,195.0,400 gm,Morde,0.49,40.0,17.02
Morde Milk Compound (CO M21 ) : 400 gms,155.0,140.0,400 gm,Morde,0.35,15.0,9.68
Morde White Compound (CO W33) : 400 gms,180.0,166.0,400 gm,Morde,0.41,14.0,7.78
Amul Dark Chocolate : 150 gms,110.0,95.0,150 gm,Amul,0.63,15.0,13.64
Amul India Twilight Tryst Dark Chocolate : 125 gms,160.0,70.0,125 gm,Amul,0.56,90.0,56.25
Amul Fruit 'N' Nut Dark Chocolate : 150 gms,110.0,94.0,150 gm,Amul,0.63,16.0,14.55
Cadbury Bournville Rich Cocoa  50% Dark Chocolate Bar : 80 gms,110.0,90.0,80 gm,Cadbury,1.13,20.0,18.18
Cadbury Bournville Cranberry Dark Chocolate Bar : 80 gms,110.0,82.0,80 gm,Cadbury,1.02,28.0,25.45
Didier & Frank Wicked Dark 85% Dark Chocolate : 100 gms,299.0,149.0,100 gm,Didier,1.49,150.0,50.17
Didier & Frank Crunchy Hazelnut Dark Chocolate : 100 gms,299.0,149.0,100 gm,Didier,1.49,150.0,50.17
Didier & Frank Roasted Almond Dark Chocolate : 100 gms,299.0,149.0,100 gm,Didier,1.49,150.0,50.17
Didier & Frank Spanish Orange Dark Chocolate : 100 gms,299.0,125.0,100 gm,Didier,1.25,174.0,58.19
Didier & Frank Intense Dark 75% Dark Chocolate : 100 gms,299.0,149.0,100 gm,Didier,1.49,150.0,50.17
The Whole Truth 71% Dark Chocolate : 80 gms,199.0,169.0,80 gm,The,2.11,30.0,15.08
Hershey's Exotic Dark Almond Blackberry Flavor Chocolate : 90 gms,160.0,130.0,90 gm,Hershey's,1.44,30.0,18.75
The Whole Truth Hazelnut Dark Chocolate : 80 gms,249.0,199.0,80 gm,The,2.49,50.0,20.08
Lindt Excellence 90% Cocoa Dark Chocolate : 100 gms,450.0,315.0,100 gm,Lindt,3.15,135.0,30.0
Hershey's Dark Pomegranate Flavored Chocolate : 100 gms,150.0,120.0,100 gm,Hershey's,1.2,30.0,20.0
Lindt Excellence 70% Cocoa Dark Chocolate : 100 gms,400.0,280.0,100 gm,Lindt,2.8,120.0,30.0
Lindt Excellence 85% Cocoa Dark Chocolate : 100 gms,400.0,280.0,100 gm,Lindt,2.8,120.0,30.0
The Whole Truth 55% Dark Chocolate : 80 gms,199.0,150.0,80 gm,The,1.88,49.0,24.62
Lindt Excellence Intense Orange Dark Chocolate : 100 gms,400.0,280.0,100 gm,Lindt,2.8,120.0,30.0
Pascati Artisan Dark Chocolate - Raspberry & Hibiscus : 75 gms,280.0,224.0,75 gm,Pascati,2.99,56.0,20.0
Pascati Artisan Dark Chocolate - Passion Fruit & Almond : 75 gms,280.0,185.0,75 gm,Pascati,2.47,95.0,33.93
Kissan Tomato Ketchup : 1.1 kgs,150.0,94.0,1.1 kg,Kissan,85.45,56.0,37.33
Home Chef Tomato Ketchup : 1 kg,125.0,62.0,1 kg,Home,62.0,63.0,50.4
Del Monte Tomato Ketchup : 900 gms,130.0,72.0,900 gm,Del,0.08,58.0,44.62
Maggi Rich Tomato Ketchup : 970 gms,160.0,135.0,970 gm,Maggi,0.14,25.0,15.62
Surabhi D-Lite Tomato Ketchup No Onion No Garlic : 900 gms,135.0,67.0,900 gm,Surabhi,0.07,68.0,50.37
Veeba Tomato Ketchup : 900 gms,99.0,79.0,900 gm,Veeba,0.09,20.0,20.2
Maggi Tomato Ketchup Pichkoo : 75 gms,15.0,14.0,75 gm,Maggi,0.19,1.0,6.67
Veeba Truly Tomato Ketchup Bottle : 1 kg,155.0,99.0,1 kg,Veeba,99.0,56.0,36.13
Home Chef Tomato Ketchup No Onion No Garlic : 900 gms,120.0,60.0,900 gm,Home,99.0,60.0,50.0
Maggi Hot & Sweet Tomato Chilli Sauce : 1 kg,180.0,155.0,1 kg,Maggi,155.0,25.0,13.89
Kissan Tomato Sauce - No Onion No Garlic : 850 gms,130.0,110.0,850 gm,Kissan,0.13,20.0,15.38
Ching's Dark Soy Sauce : 200 gms,60.0,49.0,200 gm,Ching's,0.24,11.0,18.33
Wingreens Pizza & Pasta Sauce : 450 gms,149.0,74.0,450 gm,Wingreens,0.16,75.0,50.34
Ching's Red Chilli Sauce : 200 gms,60.0,45.0,200 gm,Ching's,0.23,15.0,25.0
Maggi Rich Tomato No Onion No Garlic Sauce : 970 gms,175.0,160.0,970 gm,Maggi,0.16,15.0,8.57
Funfoods Pasta & Pizza Sauce : 315 gms,99.0,89.0,315 gm,Funfoods,0.28,10.0,10.1
Wingreens Cheesy Sauce : 450 gms,199.0,99.0,450 gm,Wingreens,0.22,100.0,50.25
Ching's Green Chilli Sauce : 190 gms,60.0,45.0,190 gm,Ching's,0.24,15.0,25.0
Veeba Pasta & Pizza Sauce : 280 gms,89.0,70.0,280 gm,Veeba,0.25,19.0,21.35
Knorr Schezwan Sauce Pouch : 200 gms,70.0,53.0,200 gm,Knorr,0.27,17.0,24.29
Knorr Pizza & Pasta Sauce Pouch : 200 gms,65.0,50.0,200 gm,Knorr,0.25,15.0,23.08
Wingreens Schezwan Chilli Garlic Sauce : 450 gms,149.0,94.0,450 gm,Wingreens,0.21,55.0,36.91
Veeba Schezwan Stir-Fry Sauce : 250 gms,90.0,67.0,250 gm,Veeba,0.27,23.0,25.56
Tabasco Red Pepper Sauce : 60 ml,269.0,209.0,60 ml,Tabasco,3.48,60.0,22.3
Wingreens Mexican Salsa : 450 gms,149.0,74.0,450 gm,Wingreens,0.16,75.0,50.34
Wingreens Tandoori Sauce Tube : 180 gms,99.0,75.0,180 gm,Wingreens,0.42,24.0,24.24
Wingreens Honey Mustard Tube : 180 gms,119.0,75.0,180 gm,Wingreens,0.42,44.0,36.97
Sriracha Hot Chili Sauce : 481 gms,730.0,619.0,481 gm,Sriracha,1.29,111.0,15.21
Barilla Olive With 100% Italian Tomatoes : 400 gms,499.0,399.0,400 gm,Barilla,1.0,100.0,20.04
American Garden BBQ Sauce Original : 510 gms,445.0,355.0,510 gm,American,0.7,90.0,20.22
Amul Cheese Sauce Pizza : 200 gms,100.0,93.0,200 gm,Amul,0.47,7.0,7.0
American Garden Pizza Sauce Jar : 397 gms,349.0,310.0,397 gm,American,0.78,39.0,11.17
Tabasco Mild Green Pepper Sauce : 60 ml,349.0,299.0,60 ml,Tabasco,4.98,50.0,14.33
Prasuma Original Momo Sauce : 200 gms,109.0,80.0,200 GM,Prasuma,0.4,29.0,26.61
Ragu Traditional Pasta Sauce : 680 gms,475.0,380.0,680 gm,Ragu,0.56,95.0,20.0
Amul Cheese Sauce Mexican Salsa : 200 gms,100.0,93.0,200 gm,Amul,0.47,7.0,7.0
Ragu Pizza Sauce : 360 gms,275.0,220.0,360 gm,Ragu,0.61,55.0,20.0
Prasuma Spicy Momo Sauce : 200 gms,119.0,90.0,200 GM,Prasuma,0.45,29.0,24.37
Ragu Traditional Pasta Sauce : 396 gms,295.0,236.0,396 gm,Ragu,0.6,59.0,20.0
Nando's Peri Peri Hot Sauce : 250 gms,390.0,312.0,250 gm,Nando's,1.25,78.0,20.0
Ragu Garden Combination Chunky Sauce : 680 gms,475.0,380.0,680 gm,Ragu,0.56,95.0,20.0
Nando's Peri Peri XX Hot Sauce : 250 gms,390.0,320.0,250 gm,Nando's,1.28,70.0,17.95
Nando's Peri Peri Medium Sauce : 250 gms,390.0,312.0,250 gm,Nando's,1.25,78.0,20.0
Nando's Peri Peri Lemon & Herb Sauce : 250 gms,390.0,312.0,250 gm,Nando's,1.25,78.0,20.0
Nando's Peri Peri Garlic Sauce : 250 gms,390.0,310.0,250 gm,Nando's,1.24,80.0,20.51
Sriracha Hot Chili Sauce : 255 gms,435.0,379.0,255 gm,Sriracha,1.49,56.0,12.87
Kikkoman Soy Sauce : 500 ml,270.0,210.0,500 ml,Kikkoman,0.42,60.0,22.22
Ching's Schezwan Chutney : 590 gms,180.0,129.0,590 gm,Ching's,0.22,51.0,28.33
Ruchira Special Khatti Mithhi Imli Chutney : 200 gms,35.0,30.0,200 gm,Ruchira,0.15,5.0,14.29
Mothers Recipe Desi Schezwan Chutney : 250 gms,90.0,45.0,250 gm,Mothers,0.18,45.0,50.0
Ruchira Special Chaupati Pani Puri Chutney : 200 gms,42.0,37.0,200 gm,Ruchira,0.18,5.0,11.9
Pravin Red Chilli Thecha Kolhapuri Style : 100 gms,30.0,27.0,100 gm,Pravin,0.27,3.0,10.0
Ching's Dragon Fire Chutney : 250 gms,90.0,70.0,250 gm,Ching's,0.28,20.0,22.22
Ching's Schezwan Chutney : 145 gms,45.0,35.0,145 gm,Ching's,0.24,10.0,22.22
Borges Apple Cider Vinegar With The Mother : 355 ml,400.0,279.0,355 ml,Borges,0.79,121.0,30.25
Ching's Chilli Vinegar : 170 ml,50.0,46.0,170 ml,Ching's,0.27,4.0,8.0
Kalvert White Vinegar : 750 ml,50.0,38.0,750 ml,Kalvert,0.05,12.0,24.0
American Garden Apple Cider Vinegar : 473 ml,349.0,289.0,473 ml,American,0.61,60.0,17.19
Kalvert Red Vinegar : 750 ml,50.0,42.0,750 ml,Kalvert,0.06,8.0,16.0
Bragg Organic Apple Cider Vinegar With Mother : 473 ml,780.0,589.0,473 ml,Bragg,1.25,191.0,24.49
Borges Balsamic Vinegar : 250 ml,295.0,239.0,250 gm,Borges,0.96,56.0,18.98
Kissan Mixed Fruit Jam : 700 gms,250.0,155.0,700 gm,Kissan,0.22,95.0,38.0
Mala's Jambo Mix Fruit Jam Jar : 1 kg,185.0,92.0,1 Kg,Mala's,92.0,93.0,50.27
Meal Time Mixed Fruit Jam : 1 kg,189.0,92.0,1 kg,Meal,92.0,97.0,51.32
Mackays Scottish Strawberry Preserve : 340 gms,475.0,332.0,340 gm,Mackays,0.98,143.0,30.11
Dana Mixed Fruit Jam : 340 gms,325.0,260.0,340 gm,Dana,0.76,65.0,20.0
Mackays Scottish Three Berry Preserve : 340 gms,475.0,332.0,340 gm,Mackays,0.98,143.0,30.11
Nutella Ferrero Spread With Cocoa : 350 gms,399.0,329.0,350 gm,Nutella,0.94,70.0,17.54
Hershey's Choco Spreads Cocoa With Almond : 350 gms,320.0,220.0,350 gm,Hershey's,0.63,100.0,31.25
Veeba Peanut Crunchy Butter : 925 gms,299.0,189.0,925 gm,Veeba,0.2,110.0,36.79
Funfoods Peanut Butter Crunchy : 340 gms,139.0,126.0,340 gm,Funfoods,0.37,13.0,9.35
Hershey's Choco Spreads Cocoa : 300 gms,320.0,239.0,300 gm,Hershey's,0.8,81.0,25.31
Funfoods Peanut Butter Creamy : 340 gms,139.0,134.0,340 gm,Funfoods,0.39,5.0,3.6
Veeba Peanut Creamy Butter : 925 gms,299.0,189.0,925 gm,Veeba,0.2,110.0,36.79
Hershey's Spreads Cocoa With Cookies : 350 gms,345.0,244.0,350 gm,Hershey's,0.7,101.0,29.28
Veeba Cheese & Chili Sandwich Spread : 250 gms,99.0,89.0,250 gm,Veeba,0.36,10.0,10.1
Pintola Peanut Butter Crunchy Unsweetened : 1 kg,449.0,404.0,1 kg,Pintola,404.0,45.0,10.02
Pintola Peanut Butter Creamy Unsweetened : 1 kg,449.0,404.0,1 kg,Pintola,404.0,45.0,10.02
Pillsbury Milk Choco Spread Jar : 290 gms,350.0,175.0,290 gm,Pillsbury,0.6,175.0,50.0
Funfoods Sandwich Spread - Cheese & Chilli : 250 gms,89.0,74.0,250 gm,Funfoods,0.3,15.0,16.85
The Whole Truth Dark Chocolate Peanut Butter Creamy : 325 gms,235.0,199.0,325 gm,The,0.61,36.0,15.32
The Whole Truth Dark Chocolate Peanut Butter Crunchy : 325 gms,235.0,180.0,325 gm,The,0.55,55.0,23.4
Kissan Hazelnut Choco Peanut Spread : 350 gms,239.0,195.0,350 gm,Kissan,0.56,44.0,18.41
Pintola Peanut Butter - Crunchy Organic Jaggery : 1 kg,699.0,629.0,1 kg,Pintola,629.0,70.0,10.01
Pintola Peanut Butter - Creamy Organic Jaggery : 1 kg,699.0,629.0,1 kg,Pintola,629.0,70.0,10.01
Lotus Biscoff Original Spread : 400 gms,649.0,529.0,400 gm,Lotus,1.32,120.0,18.49
Veeba Cheesy Melt Cheddar : 200 gms,89.0,59.0,200 gm,Veeba,0.29,30.0,33.71
Kissan Crunchy Peanut Butter : 350 gms,175.0,145.0,350 gm,Kissan,0.41,30.0,17.14
Dabur Honey : 1.3 kgs,610.0,369.0,1.3 kg,Dabur,283.85,241.0,39.51
Dabur Honey Squeezy Pack : 400 gms,399.0,249.0,400 gm,Dabur,0.62,150.0,37.59
Patanjali Honey : 1 kg,410.0,330.0,1 kg,Patanjali,330.0,80.0,19.51
Dabur Honey : 500 gms,240.0,190.0,500 gm,Dabur,0.38,50.0,20.83
Apis Himalaya Honey : 950 gms,499.0,249.0,950 gm,Apis,0.26,250.0,50.1
Saffola Honey Glass Jar : 1 kg,495.0,247.0,1 kg,Saffola,247.0,248.0,50.1
Phondaghat Honey : 1.5 kgs,730.0,469.0,1.5 kg,Phondaghat,312.67,261.0,35.75
Baidyanath Honey : 1 kg,475.0,237.0,1 kg,Baidyanath,237.0,238.0,50.11
24 Mantra Organic Wild Honey : 250 gms,150.0,125.0,250 gm,24,0.5,25.0,16.67
Saffola Honey : 1 kg,495.0,247.0,1 kg,Saffola,247.0,248.0,50.1
Organic India Multi Floral Honey : 250 gms,225.0,190.0,250 gm,Organic,0.76,35.0,15.56
Funfoods Veg Mayonnaise Original : 1.1 kgs,269.0,189.0,1.1 kg,Funfoods,171.82,80.0,29.74
Veeba Eggless Mayonnaise : 1.2 kgs,265.0,149.0,1.2 kg,Veeba,124.17,116.0,43.77
Hellmann's Real Mayonnaise : 800 gms,195.0,150.0,800 gm,Hellmann's,0.19,45.0,23.08
Wingreens Premium Veg Mayo : 800 gms,225.0,112.0,800 gm,Wingreens,0.14,113.0,50.22
