Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc,Platform,Converted Quantity,Unit,Price Per Unit(Kg)
Rajam Snacks Yellow Banana Chips : 300 gms,159.0,119.0,300 gm,Rajam,0.4,40.0,25.16,DMART,300.0,gm,396.6666666666667
Kurkure Puffcorn Yummy Cheese : 55 gms,20.0,17.0,55 gm,Kurkure,0.31,3.0,15.0,DMART,55.0,gm,309.09090909090907
Chheda's Salt-N-Pepper Banana Chips : 170 gms,75.0,45.0,170 gm,Chheda's,0.26,30.0,40.0,DMART,170.0,gm,264.70588235294116
Bingo Chilli Sprinkled Potato Chips : 90 gms,50.0,25.0,90 gm,Bingo,0.28,25.0,50.0,DMART,90.0,gm,277.77777777777777
Lay's Classic Salted Potato Chips : 90 gms,50.0,40.0,90 gm,Lay's,0.44,10.0,20.0,DMART,90.0,gm,444.44444444444446
Pringles Potato Chips - Original : 107 gms,115.0,99.0,107 gm,Pringles,0.93,16.0,13.91,DMART,107.0,gm,925.2336448598131
Motas Potato Chips : 200 gms,95.0,88.0,200 gm,Motas,0.44,7.0,7.37,DMART,200.0,gm,440.0
Lay's Spanish Tomato Tango Potato Chips : 90 gms,50.0,40.0,90 gm,Lay's,0.44,10.0,20.0,DMART,90.0,gm,444.44444444444446
Bingo Mad Angles Achaari Masti : 130 gms,50.0,25.0,130 gm,Bingo,0.19,25.0,50.0,DMART,130.0,gm,192.3076923076923
Balaji Cream & Onion Wafers : 135 gms,40.0,36.0,135 gm,Balaji,0.27,4.0,10.0,DMART,135.0,gm,266.66666666666663
Balaji Wafers Masala Masti : 150 gms,40.0,36.0,150 gm,Balaji,0.24,4.0,10.0,DMART,150.0,gm,240.0
Balaji Wafers Simply Salted : 150 gms,40.0,36.0,150 gm,Balaji,0.24,4.0,10.0,DMART,150.0,gm,240.0
Chheda's Tomato Banana Chips : 170 gms,75.0,45.0,170 gm,Chheda's,0.26,30.0,40.0,DMART,170.0,gm,264.70588235294116
Britannia Potazos Masti Masala : 71.5 gms,25.0,16.0,71.5 gm,Britannia,0.22,9.0,36.0,DMART,71.5,gm,223.7762237762238
Pringles Potato Chips - Peri Peri : 102 gms,115.0,99.0,102 gm,Pringles,0.97,16.0,13.91,DMART,102.0,gm,970.5882352941177
Lay's Hot 'N' Sweet Chilli Potato Chips : 73 gms,30.0,27.0,73 gm,Lay's,0.37,3.0,10.0,DMART,73.0,gm,369.86301369863014
Beyond Snack Kerala Banana Chips - Original Style : 85 gms,60.0,42.0,85 gm,Beyond,0.49,18.0,30.0,DMART,85.0,gm,494.1176470588235
Doritos Nacho Cheese Flavour Chips : 82.5 gms,50.0,32.0,82.5 gm,Doritos,0.39,18.0,36.0,DMART,82.5,gm,387.8787878787879
Pringles Potato Chips - Pizza Flavour : 102 gms,115.0,99.0,102 gm,Pringles,0.97,16.0,13.91,DMART,102.0,gm,970.5882352941177
Bingo Mad Angles Very Peri Peri : 130 gms,50.0,25.0,130 gm,Bingo,0.19,25.0,50.0,DMART,130.0,gm,192.3076923076923
Garden Potato Chips - Premium Salted : 170 gms,85.0,55.0,170 gm,Garden,0.32,30.0,35.29,DMART,170.0,gm,323.52941176470586
Lays Potato Chips - Sizzlin Hot : 48 gms,20.0,18.0,48 gm,Lays,0.38,2.0,10.0,DMART,48.0,gm,375.0
Pringles Potato Chips - Desi Masala Tadka : 102 gms,115.0,99.0,102 gm,Pringles,0.97,16.0,13.91,DMART,102.0,gm,970.5882352941177
Balaji Tomato Flavour Potato Wafers : 135 gms,40.0,36.0,135 gm,Balaji,0.27,4.0,10.0,DMART,135.0,gm,266.66666666666663
Tastilo Cheesy Crispy Nacho Chips : 150 gms,90.0,45.0,150 gm,Tastilo,0.3,45.0,50.0,DMART,150.0,gm,300.0
Lay's Wafer Style Potato Chips - Sundried Chilli : 48 gms,20.0,17.0,48 gm,Lay's Wafer,0.35,3.0,15.0,DMART,48.0,gm,354.1666666666667
Rajam Yellow Banana Yellow Chips : 150 gms,83.0,60.0,150 gm,Rajam,0.5,23.0,27.71,DMART,150.0,gm,400.0
Lay's Gourmet Vintage Cheese & Paprika Potato Chips : 80 gms,50.0,33.0,80 gm,Lay's,0.41,17.0,34.0,DMART,80.0,gm,412.5
Cornitos Nacho Crisps - Cheese & Herbs : 150 gms,90.0,60.0,150 gm,Cornitos,0.4,30.0,33.33,DMART,150.0,gm,400.0
Nisarga Yellow Banana Chips : 150 gms,100.0,50.0,150 gm,Nisarga,0.33,50.0,50.0,DMART,150.0,gm,333.33333333333337
Balaji Simply Salted Stack Up : 60 gms,60.0,40.0,60 gm,Balaji,0.67,20.0,33.33,DMART,60.0,gm,666.6666666666667
Beyond Snack Kerala Banana Chips - Peri Peri : 85 gms,60.0,42.0,85 gm,Beyond,0.49,18.0,30.0,DMART,85.0,gm,494.1176470588235
Tastilo Spicy Jalapeno Nacho Chips : 150 gms,90.0,45.0,150 gm,Tastilo,0.3,45.0,50.0,DMART,150.0,gm,300.0
Cornitos Nacho Crisps- Sizzlin Jalapeno : 150 gms,90.0,60.0,150 gm,Cornitos,0.4,30.0,33.33,DMART,150.0,gm,400.0
Lay's Wafer Style Potato Chips - Salt With Pepper : 48 gms,20.0,15.0,48 gm,Lay's Wafer,0.31,5.0,25.0,DMART,48.0,gm,312.5
Tastilo Nacho Chips - Cheesy Crispy : 60 gms,40.0,20.0,60 gm,Tastilo,0.33,20.0,50.0,DMART,60.0,gm,333.33333333333337
Tastilo Nacho Chips - Peri Peri : 60 gms,40.0,20.0,60 gm,Tastilo,0.33,20.0,50.0,DMART,60.0,gm,333.33333333333337
Makino Nacho Cheese Chips : 150 gms,90.0,55.0,150 gm,Makino,0.37,35.0,38.89,DMART,150.0,gm,366.6666666666667
Beyond Snack Kerala Banana Chips - Salt And Pepper : 85 gms,60.0,42.0,85 gm,Beyond,0.49,18.0,30.0,DMART,85.0,gm,494.1176470588235
Beyond Snack Kerala Banana Chips - Desi Masala : 85 gms,60.0,42.0,85 gm,Beyond,0.49,18.0,30.0,DMART,85.0,gm,494.1176470588235
Wingreens Naan Chips Butter Garlic : 60 gms,40.0,20.0,60 gm,Wingreens,0.33,20.0,50.0,DMART,60.0,gm,333.33333333333337
Pringles Potato Chips - Fusion Chutney : 102 gms,115.0,99.0,150 gm,Pringles,0.66,16.0,13.91,DMART,150.0,gm,660.0
Beyond Snack Kerala Banana Chips - Hot & Sweet Chilli : 85 gms,60.0,42.0,85 gm,Beyond,0.49,18.0,30.0,DMART,85.0,gm,494.1176470588235
Tastilo Nacho Chips - Spicy Jalapeno : 60 gms,40.0,20.0,60 gm,Tastilo,0.33,20.0,50.0,DMART,60.0,gm,333.33333333333337
Makino Nacho Jalapeno Chips : 150 gms,90.0,50.0,150 gm,Makino,0.33,40.0,44.44,DMART,150.0,gm,333.33333333333337
Tastilo Nacho Chips - Mexican Salsa : 60 gms,40.0,20.0,60 gm,Tastilo,0.33,20.0,50.0,DMART,60.0,gm,333.33333333333337
Wingreens Naan Chips Chatpata Pudina : 60 gms,40.0,20.0,60 gm,Wingreens,0.33,20.0,50.0,DMART,60.0,gm,333.33333333333337
Wayback Moong Baked Chips - Cheese N Herbs : 65 gms,80.0,40.0,65 gm,Wayback,0.62,40.0,50.0,DMART,65.0,gm,615.3846153846154
Makino Nacho Sweet Chilly Chips :  150 gms,90.0,55.0,150 gm,Makino,0.37,35.0,38.89,DMART,150.0,gm,366.6666666666667
Shiv Shakti Sabudana Kurdai : 100 gms,62.0,30.0,100 gm,Shiv,0.3,32.0,51.61,DMART,100.0,gm,300.0
Makino Corn Twist Tomato : 60 gms,35.0,22.0,60 gm,Makino,0.37,13.0,37.14,DMART,60.0,gm,366.6666666666667
Cornitos Nacho Crisps - Tomato Mexicana : 150 gms,90.0,60.0,150 gm,Cornitos,0.4,30.0,33.33,DMART,150.0,gm,400.0
Cheetos Twisted Flamin Hot Corn Puffs : 30 gms,160.0,136.0,30 gm,Cheetos,4.53,24.0,15.0,DMART,30.0,gm,4533.333333333334
Wayback Barley Baked Chips - Cream N Onion : 65 gms,80.0,40.0,65 gm,Wayback,0.62,40.0,50.0,DMART,65.0,gm,615.3846153846154
Wayback Jowar Baked Chips - Lemon Ginger : 65 gms,80.0,40.0,65 gm,Wayback,0.62,40.0,50.0,DMART,65.0,gm,615.3846153846154
Makino Nacho Cheese Chips Can Pack : 107 gms,120.0,75.0,107 gm,Makino,0.7,45.0,37.5,DMART,107.0,gm,700.9345794392524
Wayback Bajra Baked Chips - Continental Spicy : 65 gms,80.0,40.0,65 gm,Wayback,0.62,40.0,50.0,DMART,65.0,gm,615.3846153846154
McCain French Fries Pepper Crunch : 420 gms,150.0,129.0,420 gm,McCain,0.31,21.0,14.0,DMART,420.0,gm,307.14285714285717
Tagz Popped Potato Chips Beer `N Barbeque : 56 Gms,110.0,55.0,56 gm,Tagz,0.98,55.0,50.0,DMART,56.0,gm,982.1428571428571
Tagz Popped Potato Chips Cream & Onion Divin : 56 Gms,110.0,55.0,56 gm,Tagz,0.98,55.0,50.0,DMART,56.0,gm,982.1428571428571
Tagz Popped Potato Chips Masala Trekkin : 56 Gms,110.0,55.0,56 gm,Tagz,0.98,55.0,50.0,DMART,56.0,gm,982.1428571428571
Chitale Bandhu Bakarwadi : 250 gms,110.0,95.0,250 gm,Chitale,0.38,15.0,13.64,DMART,250.0,gm,380.0
Chheda's Diet Poha Chivda : 350 gms,150.0,75.0,350 gm,Chheda's,0.21,75.0,50.0,DMART,350.0,gm,214.2857142857143
Kurkure Masala Munch Namkeen : 100 gms,30.0,24.0,100 gm,Kurkure,0.24,6.0,20.0,DMART,100.0,gm,240.0
Chheda's Kachori : 170 gms,60.0,39.0,170 gm,Chheda's,0.23,21.0,35.0,DMART,170.0,gm,229.41176470588235
Prabhuji Khatta Meetha : 800 gms,220.0,89.0,800 gm,Prabhuji,0.11,131.0,59.55,DMART,800.0,gm,111.25
Prabhuji All In One Mix : 1 kg,280.0,129.0,1 kg,Prabhuji,129.0,151.0,53.93,DMART,1.0,kg,129.0
Vijayalaxmi Multigrain Bhajni Chakli : 500 gms,200.0,100.0,500 Gm,Vijayalaxmi,0.2,100.0,50.0,DMART,500.0,Gm,200.0
Babus Laxmi Narayan Best Farsan : 500 gms,140.0,65.0,500 gm,Babus,0.13,75.0,53.57,DMART,500.0,gm,130.0
Farmley Peri Peri Makhana Jar : 83 gms,149.0,109.0,83 gm,Farmley,1.31,40.0,26.85,DMART,83.0,gm,1313.2530120481927
Farmley Cream & Onion Makhana Jar : 83 gms,199.0,125.0,83 gm,Farmley,1.51,74.0,37.19,DMART,83.0,gm,1506.0240963855422
Charliee Butter Chakli : 100 gms,76.0,37.0,100 gm,Charliee,0.37,39.0,51.32,DMART,100.0,gm,370.0
Bikaji Falahari Mix : 170 gms,80.0,40.0,170 gm,Bikaji,0.24,40.0,50.0,DMART,170.0,gm,235.2941176470588
Agrawals 420 Namkeen All In One : 900 gms,250.0,125.0,900 gm,Agrawals,0.14,125.0,50.0,DMART,900.0,gm,138.88888888888889
Haldiram's Fine Bhel Sev : 150 gms,60.0,30.0,150 gm,Haldiram's,0.2,30.0,50.0,DMART,150.0,gm,200.0
Panjwani Roasted Brown Chana : 200 gms,70.0,35.0,200 gm,Panjwani,0.17,35.0,50.0,DMART,200.0,gm,175.0
Rajam Snacks Murukku : 150 gms,86.0,43.0,150 gm,Rajam,0.29,43.0,50.0,DMART,150.0,gm,286.6666666666667
Taali Roasted Peanuts - Salted : 150 gms,80.0,40.0,150 gm,Taali,0.27,40.0,50.0,DMART,150.0,gm,266.6666666666667
Garden Nylon Sev : 140 gms,55.0,35.0,140 gm,Garden,0.25,20.0,36.36,DMART,140.0,gm,249.99999999999997
Sikandar Premium Roasted Peanuts Salted Khari Shing : 200 gms,70.0,59.0,200 gm,Sikandar,0.29,11.0,15.71,DMART,200.0,gm,295.0
Rajam Snacks Chakli : 150 gms,86.0,43.0,150 gm,Rajam,0.36,43.0,50.0,DMART,150.0,gm,286.6666666666667
Natural's Bite  Methi Masala Khakhra : 180 gms,75.0,37.0,180 gm,Natural's,0.21,38.0,50.67,DMART,180.0,gm,205.55555555555557
Athavale's Jowar Poha Chivada : 200 gms,80.0,65.0,200 gm,Athavale's,0.33,15.0,18.75,DMART,200.0,gm,325.0
Rajam Snacks Masala Murukku : 150 gms,86.0,43.0,150 gm,Rajam,0.29,43.0,50.0,DMART,150.0,gm,286.6666666666667
Taali Roasted Peanuts - Nimboo Pudina : 140 gms,80.0,40.0,140 gm,Taali,0.29,40.0,50.0,DMART,140.0,gm,285.71428571428567
Panjwani's White Sing : 200 gms,90.0,69.0,200 gm,Panjwani's,0.34,21.0,23.33,DMART,200.0,gm,345.0
Panjwani's Skinwala Sing : 200 gms,88.0,55.0,200 gm,Panjwani's,0.28,33.0,37.5,DMART,200.0,gm,275.0
Charliee Yellow Chana : 180 gms,80.0,40.0,180 gm,Charliee,0.22,40.0,50.0,DMART,180.0,gm,222.22222222222223
Athavale's Methi Mathri : 200 gms,80.0,65.0,200 gm,Athavale's,0.33,15.0,18.75,DMART,200.0,gm,325.0
Garden Yellow Banana Chips : 140 gms,99.0,64.0,140 gm,Garden,0.46,35.0,35.35,DMART,140.0,gm,457.1428571428571
Panjwani Roasted Black Chana : 200 gms,85.0,65.0,200 gm,Panjwani,0.33,20.0,23.53,DMART,200.0,gm,325.0
Athavale's Bhajani Chakali Sticks : 200 gms,80.0,65.0,200 gm,Athavale's,0.33,15.0,18.75,DMART,200.0,gm,325.0
Makhanawala's Roasted Makhana (Foxnuts) Pudina Punch : 70 gms,130.0,99.0,70 gm,Makhanawala's,1.41,31.0,23.85,DMART,70.0,gm,1414.2857142857142
Charliee Sev Puri : 185 gms,100.0,50.0,185 gm,Charliee,0.27,50.0,50.0,DMART,185.0,gm,270.27027027027026
Makhanawala's Roasted Makhana (Foxnuts) Himalayan Pink Salt : 70 gms,130.0,99.0,70 gm,Makhanawala's,1.41,31.0,23.85,DMART,70.0,gm,1414.2857142857142
Taali Roasted Peanuts - Masala : 140 gms,80.0,40.0,140 gm,Taali,0.29,40.0,50.0,DMART,140.0,gm,285.71428571428567
Athavale's Farali Bhel  : 200 gms,80.0,65.0,200 gm,Athavale's,0.33,15.0,18.75,DMART,200.0,gm,325.0
Garden Mini Bhakarwadi : 145 gms,55.0,35.0,145 gm,Garden,0.24,20.0,36.36,DMART,145.0,gm,241.37931034482762
Makhanawala's Roasted Makhana (Foxnuts) Spicy Indiana : 70 gms,130.0,99.0,70 gm,Makhanawala's,1.41,31.0,23.85,DMART,70.0,gm,1414.2857142857142
Jabsons Methi Khakhra : 180 gms,80.0,64.0,180 gm,Jabsons,0.36,16.0,20.0,DMART,180.0,gm,355.55555555555554
Makhanawala's Roasted Makhana (Foxnuts) Peri-Peri : 70 gms,130.0,99.0,70 gm,Makhanawala's,1.41,31.0,23.85,DMART,70.0,gm,1414.2857142857142
Natural's Bite Jeera Masala Khakhra : 180 gms,75.0,37.0,180 gm,Natural's,0.21,38.0,50.67,DMART,180.0,gm,205.55555555555557
Makhanawala's Roasted Makhana (Foxnuts) Cream & Onion : 70 gms,130.0,111.0,70 gm,Makhanawala's,1.59,19.0,14.62,DMART,70.0,gm,1585.7142857142856
Charliee Tea Time Puri : 185 gms,100.0,50.0,185 gm,Charliee,0.27,50.0,50.0,DMART,185.0,gm,270.27027027027026
Babus Laxmi Narayan Best Chiwda  : 250 gms,100.0,85.0,250 gm,Babus,0.34,15.0,15.0,DMART,250.0,gm,340.0
Athavale's Cheese & Pepper Bites : 200 gms,80.0,65.0,200 gm,Athavale's,0.33,15.0,18.75,DMART,200.0,gm,325.0
Taali Roasted Peanuts - Hing Jeera : 140 gms,80.0,40.0,140 gm,Taali,0.29,40.0,50.0,DMART,140.0,gm,285.71428571428567
Makhanawala's Roasted Makhana (Foxnuts) Spicy Black Salt : 70 gms,130.0,99.0,70 gm,Makhanawala's,1.41,31.0,23.85,DMART,70.0,gm,1414.2857142857142
Babus Laxmi Narayan Best Chiwda : 500 gms,200.0,170.0,500 gm,Babus,0.34,30.0,15.0,DMART,500.0,gm,340.0
Natural's Bite Ragi Khakhra : 180 gms,75.0,37.0,180 gm,Natural's,0.21,38.0,50.67,DMART,180.0,gm,205.55555555555557
Jabsons Bajra Methi Khakhra : 180 gms,80.0,64.0,180 gm,Jabsons,0.36,16.0,20.0,DMART,180.0,gm,355.55555555555554
Too Yumm Karare Baked Masala Munchy : 70 gms,20.0,15.0,70 gm,Too,0.21,5.0,25.0,DMART,70.0,gm,214.28571428571428
Natural's Bite Multigrain Khakhra : 180 gms,75.0,37.0,180 gm,Natural's,0.21,38.0,50.67,DMART,180.0,gm,205.55555555555557
Jabsons Jeera Khakhra : 180 gms,80.0,64.0,180 gm,Jabsons,0.36,16.0,20.0,DMART,180.0,gm,355.55555555555554
Jabsons Chilly Garlic Khakhra : 180 gms,80.0,64.0,180 gm,Jabsons,0.36,16.0,20.0,DMART,180.0,gm,355.55555555555554
Natural's Bite Mahableshwar Chana : 200 gms,85.0,42.0,200 gm,Natural's,0.21,43.0,50.59,DMART,200.0,gm,210.0
Jaine Jeera Khakhra : 200 gms,90.0,45.0,200 gm,Jaine,0.23,45.0,50.0,DMART,200.0,gm,225.0
Jabsons Punjabi Masala Khakhra : 180 gms,80.0,64.0,180 gm,Jabsons,0.36,16.0,20.0,DMART,180.0,gm,355.55555555555554
Jaine Masala Khakhra : 200 gms,90.0,45.0,200 gm,Jaine,0.23,45.0,50.0,DMART,200.0,gm,225.0
Natural's Bite Roasted Bhakri Methi Bajra : 150 gms,65.0,48.0,150 gm,Natural's,0.32,17.0,26.15,DMART,150.0,gm,320.0
Tip Top Diet Chivada : 180 gms,70.0,35.0,180 gm,Tip,0.19,35.0,50.0,DMART,180.0,gm,194.44444444444446
Tip Top Bhakarwadi : 170 gms,70.0,35.0,170 gm,Tip,0.21,35.0,50.0,DMART,170.0,gm,205.88235294117646
Tong Garden Roasted Pumpkin Kernels : 200 gms,325.0,265.0,200 gm,Tong,1.32,60.0,18.46,DMART,200.0,gm,1325.0
Tip Top Masala Muruku : 180 gms,70.0,35.0,180 gm,Tip,0.19,35.0,50.0,DMART,180.0,gm,194.44444444444446
Tong Garden Salted Cocktail Nuts : 400 gms,840.0,690.0,400 gm,Tong,1.73,150.0,17.86,DMART,400.0,gm,1725.0
Tip Top Makhania Gathia : 180 gms,70.0,35.0,180 gm,Tip,0.19,35.0,50.0,DMART,180.0,gm,194.44444444444446
Tong Garden Salted Peanuts : 160 gms,150.0,120.0,160 gm,Tong,0.75,30.0,20.0,DMART,160.0,gm,750.0
Tong Garden Paprika Pumpkin Seeds : 30 gms,50.0,40.0,30 gm,Tong,1.33,10.0,20.0,DMART,30.0,gm,1333.3333333333335
Tong Garden Salted Pumpkin Seeds : 30 gms,50.0,42.0,30 gm,Tong,1.4,8.0,16.0,DMART,30.0,gm,1400.0
Tong Garden Roasted Sunflower Kernels : 200 gms,175.0,129.0,200 gm,Tong,0.65,46.0,26.29,DMART,200.0,gm,645.0
Tong Garden Honey Sunflower : 30 gms,30.0,22.0,30 gm,Tong,0.73,8.0,26.67,DMART,30.0,gm,733.3333333333334
Tong Garden BBQ Sunflower Spicy : 30 gms,30.0,22.0,30 gm,Tong,0.73,8.0,26.67,DMART,30.0,gm,733.3333333333334
Tong Garden BBQ Flavour Coated Broad Bean : 500 gms,340.0,270.0,500 gm,Tong,0.54,70.0,20.59,DMART,500.0,gm,540.0
Bedekar Golden Chivda : 200 gms,80.0,58.0,200 gm,Bedekar,0.29,22.0,27.5,DMART,200.0,gm,290.0
Bedekar Special Chivda : 340 gms,125.0,110.0,340 gm,Bedekar,0.32,15.0,12.0,DMART,340.0,gm,323.52941176470586
Bedekar Golden Chivda : 340 gms,125.0,110.0,340 gm,Bedekar,0.32,15.0,12.0,DMART,340.0,gm,323.52941176470586
Bhagirathi Nylon Poha Chiwada : 180 gms,70.0,45.0,180 gm,Bhagirathi,0.32,25.0,35.71,DMART,180.0,gm,250.0
Bhagirathi Sweet Shankarpali : 180 gms,70.0,49.0,180 gm,Bhagirathi,0.32,21.0,30.0,DMART,180.0,gm,272.22222222222223
Bedekar Bhajani Chakali : 500 gms,260.0,234.0,500 gm,Bedekar,0.47,26.0,10.0,DMART,500.0,gm,468.0
Lijjat Udad Papad : 200 gms,77.0,69.0,200 gm,Lijjat,0.34,8.0,10.39,DMART,200.0,gm,345.0
Lijjat Punjabi Masala Papad : 200 gms,89.0,78.0,200 gm,Lijjat,0.39,11.0,12.36,DMART,200.0,gm,390.0
Lijjat Garlic Papad : 200 gms,77.0,64.0,200 gm,Lijjat,0.32,13.0,16.88,DMART,200.0,gm,320.0
Appu Appalam Papad : 150 gms,70.0,35.0,150 gm,Appu,0.23,35.0,50.0,DMART,150.0,gm,233.33333333333334
Lijjat Moong Papad : 200 gms,77.0,67.0,200 gm,Lijjat,0.34,10.0,12.99,DMART,200.0,gm,335.0
Lijjat Udad Mini Papad : 200 gms,77.0,69.0,200 gm,Lijjat,0.34,8.0,10.39,DMART,200.0,gm,345.0
Sitashree Laxminarayan Mix Farsan : 500 gms,150.0,87.0,500 gm,Sitashree,0.17,63.0,42.0,DMART,500.0,gm,174.0
Chheda's Bhel Mix : 500 gms,150.0,75.0,500 gm,Chheda's,0.15,75.0,50.0,DMART,500.0,gm,150.0
Yellow Chana : 500 gms,95.0,67.0,500 gm,Yellow,0.13,28.0,29.47,DMART,500.0,gm,134.0
Haldiram's Mini Bhakarwadi : 200 gms,65.0,55.0,200 gm,Haldiram's,0.28,10.0,15.38,DMART,200.0,gm,275.0
Paper Boat Chikki - 6x16 gm : 96 gms,42.0,35.0,96 gm,Paper,0.36,7.0,16.67,DMART,96.0,gm,364.5833333333333
Royal Peanut Chikki : 96 gms,38.0,21.0,96 gm,Royal,0.22,17.0,44.74,DMART,96.0,gm,218.75
Haldiram's Tasty Nuts : 350 gms,95.0,85.0,350 gm,Haldiram's,0.24,10.0,10.53,DMART,350.0,gm,242.85714285714286
Sitashree Laxminarayan Best Chiwda : 250 gms,108.0,96.0,250 gm,Sitashree,0.35,12.0,11.11,DMART,250.0,gm,384.0
Nutraj Phool Makhana (Fox Nuts) : 200 gms,349.0,225.0,200 gm,Nutraj,1.13,124.0,35.53,DMART,200.0,gm,1125.0
Act II Classic Salted Popcorn : 30 gms,10.0,9.0,30 gm,Act,0.3,1.0,10.0,DMART,30.0,gm,300.0
Rajam Snacks Tukda Murukku : 400 gms,167.0,83.0,400 gm,Rajam,0.21,84.0,50.3,DMART,400.0,gm,207.5
Piknik Classic Tomato Chilli Sticks : 60 gms,60.0,30.0,60 gm,Piknik,0.5,30.0,50.0,DMART,60.0,gm,500.0
Makhanawala's Himalayan Pink Salt Makhana : 28 gms,55.0,27.0,28 gm,Makhanawala's,0.96,28.0,50.91,DMART,28.0,gm,964.2857142857142
Act II Microwave Popcorn - Butter : 99 gms,75.0,68.0,99 gm,Act,0.69,7.0,9.33,DMART,99.0,gm,686.8686868686868
Haldiram's Peanut Chikki Bar : 6x20 gms,30.0,25.0,120 gm,Haldiram's,0.21,5.0,16.67,DMART,120.0,gm,208.33333333333334
Act II Golden Sizzle Popcorn : 30 gms,10.0,9.0,30 gm,Act,0.3,1.0,10.0,DMART,30.0,gm,300.0
Sun Yellow Chana : 200 gms,40.0,30.0,200 gm,Sun,0.15,10.0,25.0,DMART,200.0,gm,150.0
Panjwani Without Skin White Sing : 500 gms,205.0,159.0,500 gm,Panjwani,0.32,46.0,22.44,DMART,500.0,gm,318.0
Charliee Plain Salted Peanuts : 180 gms,110.0,55.0,180 gm,Charliee,0.31,55.0,50.0,DMART,180.0,gm,305.55555555555554
Act II Movie Theatre Butter Flavour Popcorn : 450 gms,135.0,115.0,450 gm,Act,0.26,20.0,14.81,DMART,450.0,gm,255.55555555555554
Jabsons Roasted Peanuts Classic Salted : 160 gms,70.0,55.0,160 gm,Jabsons,0.34,15.0,21.43,DMART,160.0,gm,343.75
Makhanawala's Peri-Peri Makhana : 28 gms,55.0,27.0,28 gm,Makhanawala's,0.96,28.0,50.91,DMART,28.0,gm,964.2857142857142
Makhanawala's Cream & Onion Makhana : 28 gms,55.0,27.0,28 gm,Makhanawala's,0.96,28.0,50.91,DMART,28.0,gm,964.2857142857142
Natural's Bite Pani Puri Papad : 200 gms,55.0,42.0,200 gm,Natural's,0.21,13.0,23.64,DMART,200.0,gm,210.0
Shiv Shakti's Makhana : 100 gms,175.0,125.0,100 gm,Shiv,1.25,50.0,28.57,DMART,100.0,gm,1250.0
Natural's Bite Roasted Yellow Chana : 200 gms,65.0,32.0,200 gm,Natural's,0.16,33.0,50.77,DMART,200.0,gm,160.0
Sitashree Laxminarayan Patal Poha Chiwda : 250 gms,75.0,64.0,250 gm,Sitashree,0.26,11.0,14.67,DMART,250.0,gm,256.0
Rajam Snacks Tukda Masala Murukku : 400 gms,167.0,83.0,400 gm,Rajam,0.21,84.0,50.3,DMART,400.0,gm,207.5
Act II Butter Delite Popcorn : 70 gms,35.0,32.0,70 gm,Act,0.46,3.0,8.57,DMART,70.0,gm,457.1428571428571
Charliee Rajgira Laddu : 75 gms,48.0,24.0,75 gm,Charliee,0.32,24.0,50.0,DMART,75.0,gm,320.0
Makhanawala's Spicy Treat Makhana : 28 gms,55.0,27.0,28 gm,Makhanawala's,0.96,28.0,50.91,DMART,28.0,gm,964.2857142857142
Act II Butter Pepper Popcorn : 70 gms,35.0,31.0,70 gm,Act,0.44,4.0,11.43,DMART,70.0,gm,442.85714285714283
Natural's Bite Sabudana Upwas Papad : 100 gms,60.0,30.0,100 gm,Natural's,0.3,30.0,50.0,DMART,100.0,gm,300.0
Jabsons Roasted Peanuts Nimboo Pudina : 140 gms,70.0,56.0,140 gm,Jabsons,0.4,14.0,20.0,DMART,140.0,gm,399.99999999999994
Rajam Snacks Fry Masala Groundnut : 150 gms,53.0,49.0,150 gm,Rajam,0.41,4.0,7.55,DMART,150.0,gm,326.6666666666667
Sitashree Laxminarayan Shabuflakes Chiwda: 250 gms,78.0,68.0,250 gm,Sitashree,0.27,10.0,12.82,DMART,250.0,gm,272.0
Sun Rajgira Chikki : 200 gms,50.0,40.0,200 gm,Sun,0.2,10.0,20.0,DMART,200.0,gm,200.0
Shiv Shakti's Sabudana Mini Papad : 200 gms,88.0,65.0,200 gm,Shiv,0.33,23.0,26.14,DMART,200.0,gm,325.0
Makhanawala's Roasted Salt-N-Pepper Foxnuts : 70 gms,130.0,111.0,70 gm,Makhanawala's,1.59,19.0,14.62,DMART,70.0,gm,1585.7142857142856
Mother's Recipe Sabudana Papad With Sendha Namak : 70 gms,34.0,22.0,70 gm,Mother's,0.31,12.0,35.29,DMART,70.0,gm,314.2857142857143
Rajam Snacks Mangalore Mixture : 400 gms,150.0,75.0,400 gm,Rajam,0.19,75.0,50.0,DMART,400.0,gm,187.5
Sitashree Laxminarayan Lite Chiwda : 250 gms,72.0,65.0,250 gm,Sitashree,0.26,7.0,9.72,DMART,250.0,gm,260.0
Jabsons Roasted Peanuts Spicy Masala : 140 gms,70.0,56.0,140 gm,Jabsons,0.4,14.0,20.0,DMART,140.0,gm,399.99999999999994
Charliee Rajgira Chikki : 150 gms,96.0,48.0,150 gm,Charliee,0.32,48.0,50.0,DMART,150.0,gm,320.0
Jabsons Roasted Peanuts Hing Jeera : 140 gms,70.0,56.0,140 gm,Jabsons,0.4,14.0,20.0,DMART,140.0,gm,399.99999999999994
Act II Tomato Chilli Popcorn : 59 gms,33.0,30.0,59 gm,Act,0.51,3.0,9.09,DMART,59.0,gm,508.4745762711865
