,Sr.No.,Grocery_Name,Brand_Name,Rating,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity_upd,Price_per_unit(gm/ml/pc)
644,644.0,Green Olives - Sliced,BORGES,4.1,250.0,222.5,27.5,11.0,450 g,0.49444444444444446
645,645.0,Chicken - Jumbo Hot Dog,Meatzza,4.3,365.0,328.5,36.5,10.0,500 g,0.657
646,646.0,"Choco Fills - Double Chocolaty, Multigrain, Anytime Snack",BB Royal,4.1,410.0,229.0,181.0,44.15,500 g,0.458
647,647.0,Masala Oats Noodles - Source Of Fibre & Iron,MAGGI,4.1,118.0,118.0,0.0,0.0,294 g ,0.4013605442176871
648,648.0,Corn Flakes With Real Honey,Kelloggs,4.3,345.0,345.0,0.0,0.0,630 g,0.5476190476190477
649,649.0,"Gourmet Kettle Chips - Vintage Cheese & Paprika Flavour, Premium Slow-Cooked Potato Chips",Lays,4.0,100.0,72.0,28.0,28.0,160 g,0.45
650,650.0,Mix - Chicken Biryani,Mother's Recipe,4.3,165.0,135.0,30.0,18.18,300 g,0.45
651,651.0,Sesame Chikki With Jaggery,IndiSecrets,3.7,75.0,49.0,26.0,34.67,100 g ,0.49
652,652.0,Hide & Seek Black Bourbon Creme Sandwich - Choco,Parle Platina,4.3,150.0,75.0,75.0,50.0,300 g,0.25
653,653.0,Chutney Podi - Groundnut,Farmveda,4.0,60.0,60.0,0.0,0.0,100 g,0.6
654,654.0,Pickle - Cut Mango (With Garlic),Priya,3.8,110.0,110.0,0.0,0.0,300 g ,0.36666666666666664
655,655.0,Elaichi Shrikhand,Amul,4.1,208.0,208.0,0.0,0.0,800 g,0.26
656,656.0,Oats - Rolled,By Nature,4.3,380.0,380.0,0.0,0.0,1000 g,0.38
657,657.0,Mad Angles Very Peri Peri - Spicy & Crunchy Corn Based Triangle Chips Pack For Snacks,Bingo,4.1,20.0,18.0,2.0,10.0,66 g,0.2727272727272727
658,658.0,Namkeen - Mini Samosa,Haldiram's,3.9,130.0,130.0,0.0,0.0,400 g,0.325
659,659.0,Cookies- Shortbread Scotch finger,UNIBIC,4.1,360.0,324.0,36.0,10.0,600 g,0.54
660,660.0,"Super Muesli - No Added Sugar, Rich In Protein & Fibre, No Preservatives",Yoga Bar,4.4,325.0,270.69,54.31,16.71,400 g,0.676725
661,661.0,"Blueberry Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4.1,597.0,555.21,41.789999999999964,7.0,450 g,1.2338
662,662.0,"Tandoori Naan - Ready To Cook, No Added Preservatives, Easy To Prepare Delicious Frozen",Aashirvaad,4.4,150.0,135.0,15.0,10.0,400 g ,0.3375
663,663.0,"Multi Millet Muesli - With Fruits, Nuts & Berries",GoodDiet,4.2,349.0,269.0,80.0,22.92,350 g,0.7685714285714286
664,664.0,Instant Soup - Sweet Corn Veg,Chings,4.0,100.0,100.0,0.0,0.0,150 g,0.6666666666666666
665,665.0,Pickle - Mango Avakaya Without Garlic,Priya,4.2,110.0,110.0,0.0,0.0,300 g ,0.36666666666666664
666,666.0,"Classic Gulkand - Promotes Healthy Skin, Natural Cooling Property, Made From Damask Roses",Food Circle,4.4,360.0,360.0,0.0,0.0,300 g ,1.2
667,667.0,Papad - Tomato Rice,Atish,4.0,33.0,33.0,0.0,0.0,100 g ,0.33
668,668.0,"Cheese Makhanas - Roasted, Vegan & Gluten Free",Tasties,3.8,50.0,40.0,10.0,20.0,25 g,1.6
669,669.0,Macaroni - Elbow,MTR,4.1,115.0,115.0,0.0,0.0,850 g ,0.13529411764705881
670,670.0,Sugar Free Chewing Gum - Sweetmint,Orbit,4.1,15.0,15.0,0.0,0.0,8.8 g ,1.7045454545454544
671,671.0,Bombay Mixture,Balaji foods,3.6,55.0,55.0,0.0,0.0,200 g,0.275
673,673.0,Instant Soup Noodles - Special Chicken Flavour,Indomie,4.2,64.0,60.8,3.200000000000003,5.0,150 g,0.4053333333333333
674,674.0,Gorgon Nut Roasted Makhana - Salted,Pravin Mixbox,4.1,60.0,60.0,0.0,0.0,35 g,1.7142857142857142
675,675.0,Chips - West Indies Hot N Sweet Chili,Lays,4.3,5.0,5.0,0.0,0.0,12 g,0.4166666666666667
676,676.0,100% Natural Nut Powder - No Added Sugar Or Preservatives,Slurrp Farm,4.1,499.0,499.0,0.0,0.0,100 g,4.99
677,677.0,Pickle - Gongura With Garlic,Priya,4.2,110.0,110.0,0.0,0.0,300 g ,0.36666666666666664
678,678.0,Pickle - Mango,Swastiks,3.9,80.0,80.0,0.0,0.0,500 g,0.16
679,679.0,Salted Popcorn,ACT II,4.2,50.0,40.0,10.0,20.0,100 g,0.4
680,680.0,"6 Grain Khichdi Mix - Instant Ready To Cook, Rich In Fibre & Protein",Tata Sampann,4.1,75.0,63.75,11.25,15.0,200 g,0.31875
681,681.0,"Masala Peanuts - Namkeen, No Transfats Or Cholesterol, Evening Teatime Snack",Townbus,4.2,55.0,55.0,0.0,0.0,135 g ,0.4074074074074074
682,682.0,Malai Peda,Amul,4.1,90.0,90.0,0.0,0.0,200g,0.45
683,683.0,Wafers Potato Chips - Cream N Onion,Parle,3.8,160.0,80.0,80.0,50.0,240 g,0.3333333333333333
684,684.0,Luxury Delights Gift Box - Assorted Chocolate Truffles,Lindberg,4.0,165.0,99.0,66.0,40.0,46 g ,2.152173913043478
685,685.0,Namkeen - Butter Murukku,Tasties Origins,,105.0,65.0,40.0,38.1,150 g,0.43333333333333335
686,686.0,Vermicelli Payasam Sweet Mix,MTR,4.2,48.0,48.0,0.0,0.0,100 g ,0.48
687,687.0,"Oodles Ring Noodles - Yummy Masala, No Maida, Ready In 5 Mins",Saffola,4.1,200.0,160.0,40.0,20.0,424 g,0.37735849056603776
688,688.0,Soya Sauce,Tasties,4.2,180.0,139.5,40.5,22.5,630 g,0.22142857142857142
689,689.0,Pastalicious Elbow - 100% Durum Wheat Semolina,Disano,4.1,260.0,119.0,141.0,54.23,800 g,0.14875
690,690.0,Schezwan Sauce,Knorr,4.1,70.0,70.0,0.0,0.0,200 g,0.35
691,691.0,Hara Bhara Veg Kebab,Safal,3.9,80.0,68.0,12.0,15.0,200 g,0.34
692,692.0,"Natural Peanut Butter - Creamy, Unsweetened",Pintola,4.1,449.0,408.0,41.0,9.13,1 kg,0.408
693,693.0,Ready To Eat - Pongal,MTR,3.8,115.0,115.0,0.0,0.0,300 g ,0.38333333333333336
694,694.0,"Peanut Chikki Ball - Made With jaggery, Healthy Snack, Protein Rich",SDA,3.9,90.0,90.0,0.0,0.0,200 g ,0.45
695,695.0,Pickle - Mix Vegetable,MTR,4.0,149.0,149.0,0.0,0.0,500 g ,0.298
696,696.0,Chocolush - Extra Crunchy Biscuit With Gooey Choco-Filling,Britannia,4.1,510.0,301.36,208.64,40.91,900 g,0.33484444444444444
697,697.0,Rishtey Meethe Pal Gift Pack,Bikaji,4.8,335.0,284.75,50.25,15.0,1.27 kg,0.22421259842519686
698,698.0,Sauce - Oyster,Lee Kum Kee,4.4,275.0,275.0,0.0,0.0,510 g ,0.5392156862745098
699,699.0,Ultra Dark Chocolate Bar - 70% Cocoa,Lindberg,4.0,175.0,149.0,26.0,14.86,100 g,1.49
700,700.0,Treat - Funky Choco Biscuits,Britannia,4.1,120.0,114.0,6.0,5.0,720 g,0.15833333333333333
701,701.0,Orange Marmalade Jam,Kissan,4.3,190.0,190.0,0.0,0.0,500 g,0.38
702,702.0,Original Dosa Ready Mix,MTR,3.9,135.0,120.0,15.0,11.11,500 g ,0.24
703,703.0,Pickle - Mango Thokku Without Garlic,Priya,4.2,110.0,110.0,0.0,0.0,300 g ,0.36666666666666664
704,704.0,Pickle - Lime With Garlic,Priya,4.1,330.0,330.0,0.0,0.0,1 Kg ,0.33
705,705.0,Soup - Italian Mushroom,Knorr,4.2,210.0,193.2,16.80000000000001,8.0,123 g,1.570731707317073
706,706.0,Original Sauerkraut,Bombucha,4.4,340.0,340.0,0.0,0.0,450 g,0.7555555555555555
707,707.0,Corn Papad,SDA PAPPADS,3.9,45.0,45.0,0.0,0.0,100 g,0.45
708,708.0,"D'lite Dark Chocolate Bar - Hazelnut & Roasted Almonds, 50% Cocoa",Sugar Free,3.7,378.0,296.35,81.64999999999998,21.6,160 g,1.8521875
709,709.0,Ready to Cook & Serve - Cheese Onion Paratha,Amul Happy Treats,4.1,240.0,240.0,0.0,0.0,500 g,0.48
710,710.0,"Rolled Oats - Rich In Protein, Nutritious, Easy To Cook",Quaker,4.3,368.0,368.0,0.0,0.0,2 Kg,0.184
711,711.0,Momos - Vegetable,Prasuma,3.8,590.0,525.9,64.10000000000002,10.86,48 pcs,10.956249999999999
712,712.0,Breakfast Mix - Upma,MTR,4.1,110.0,96.0,14.0,12.73,320 g,0.3
713,713.0,Custard Powder - Vanilla Flavour,Brown & Polson,4.3,136.0,136.0,0.0,0.0,500 g,0.272
714,714.0,Mad Angles Chips Pizza - Aah,Bingo,4.0,100.0,76.0,24.0,24.0,260 g,0.2923076923076923
715,715.0,Organic Himalayan Kashmir Honey,BB Royal,4.0,858.0,448.0,410.0,47.79,1000 g,0.448
716,716.0,Bhelpuri Chutney,Mother's Recipe,4.2,57.0,51.3,5.700000000000003,10.0,200 g,0.2565
717,717.0,Gold - Caramel Toffee,ALPENLIEBE,4.3,1260.0,1260.0,0.0,0.0,4212 g,0.29914529914529914
718,718.0,"Eclairs Plus Birthday Pack - Rich Choco Center, Caramel Chewy Toffee",ALPENLIEBE,4.2,300.0,300.0,0.0,0.0,850 g,0.35294117647058826
719,719.0,Super Snack - Butter Tomato,MR. MAKHANA,4.0,49.0,46.55,2.450000000000003,5.0,27.5 g,1.6927272727272726
720,720.0,Masala Fries - Hot & Spicy,McCain,4.1,150.0,150.0,0.0,0.0,420 g,0.35714285714285715
721,721.0,Pickle - Lime,Mother's Recipe,4.1,52.0,47.32,4.68,9.0,200 g ,0.2366
722,722.0,Caramel Chocolate Coated Wafer,Nestle,4.2,70.0,70.0,0.0,0.0,50 g,1.4
723,723.0,"Mint - Sugarfree, Peppermint Flavour, 15 Pcs (Pack Of 5)",Center Fresh,4.3,50.0,50.0,0.0,0.0,22.5 g,2.2222222222222223
724,724.0,Chocolate Chips,Ask Foods,4.0,80.0,80.0,0.0,0.0,100 g,0.8
725,725.0,Ready To Eat - Dal Makhani,MTR,3.9,125.0,125.0,0.0,0.0,300 g ,0.4166666666666667
726,726.0,Soan Treat - Orange,Haldiram's,4.1,70.0,70.0,0.0,0.0,250 g ,0.28
727,727.0,Dhania Pudina Chutney,Mother's Recipe,3.9,57.0,51.3,5.700000000000003,10.0,200 g ,0.2565
728,728.0,Amaranth Muesli,Nourish Organics,3.8,485.0,485.0,0.0,0.0,280 g,1.7321428571428572
729,729.0,2-Minute Spicy Garlic Noodles,MAGGI,3.9,80.0,70.0,10.0,12.5,248 g,0.28225806451612906
730,730.0,"Funfoods Veg Mayonnaise - Original, Rich, Creamy",DR.OETKER,4.2,25.0,25.0,0.0,0.0,60 g ,0.4166666666666667
731,731.0,Chilli Chilli Chilli Super Hot Instant Cup Noodles,Nissin,4.0,150.0,133.86,16.139999999999986,10.76,70 g ,1.9122857142857146
732,732.0,Jelly - Mixed Fruit Flavour,Cocon,4.3,90.0,90.0,0.0,0.0,20 pcs,4.5
733,733.0,Durum Wheat Pasta - Mini Fusilli,BORGES,4.3,160.0,82.8,77.2,48.25,350 g ,0.23657142857142857
734,734.0,"0% Added Sugar Millet Muesli, High Protein, Rich in Fibre",Tata Soulfull,4.0,399.0,379.05,19.94999999999999,5.0,500 g ,0.7581
735,735.0,Masala Oats+ Tasty Snack With Millets - Desi Veggie,Tata Soulfull,3.9,239.0,215.1,23.900000000000006,10.0,500 g ,0.43019999999999997
736,736.0,Khari - Maska,Tasties,3.6,258.0,180.5,77.5,30.04,400 g,0.45125
737,737.0,Oreo Chocolate Bar,Cadbury 5 Star,4.3,40.0,40.0,0.0,0.0,42 g,0.9523809523809523
738,738.0,"Potato Chips - Pizza Flavour, Crunchy & Crispy",Pringles,4.1,230.0,207.0,23.0,10.0,214 g,0.9672897196261683
739,739.0,Breakfast Sausages,Keventer,4.3,300.0,255.0,45.0,15.0,500 g,0.51
740,740.0,Fulvada Gathia Namkeen,Balaji foods,3.6,60.0,60.0,0.0,0.0,200 g,0.3
741,741.0,"50-50 Potazos - Mint Magic Minty Flavoured Crisp, Teatime Snack",Britannia,4.1,50.0,42.5,7.5,15.0,143.0 g,0.2972027972027972
742,742.0,"Chicken - Momos, Spicy",Prasuma,4.3,650.0,578.5,71.5,11.0,48 pcs,12.052083333333334
743,743.0,"Crunchy Granola - Honey, Almonds, Strawberries & Pumpkin Seeds",Kelloggs,4.4,380.0,380.0,0.0,0.0,450 g ,0.8444444444444444
744,744.0,Coco Malai Biscuit,Bisk Farm,4.2,30.0,30.0,0.0,0.0,200 g ,0.15
745,745.0,Qubz Wafer Cubes - Belgian Chocolate Sandwich Biscuit,UNIBIC,4.3,300.0,150.0,150.0,50.0,300 g,0.5
746,746.0,Honey - Coorg Natural,Goldrops,4.0,395.0,395.0,0.0,0.0,1 kg ,0.395
747,747.0,"Crunchy Bites - Source Of Fibre, Calcium, High In Protein, 10 Essential Vitamins & Minerals, Breakfast Cereals",Kelloggs,4.1,10.0,10.0,0.0,0.0,23 g,0.43478260869565216
748,748.0,Rich Chocolate Coated Wafer,Nestle,4.1,170.0,170.0,0.0,0.0,150 g,1.1333333333333333
749,749.0,Instant Soup - Manchow,Chings,4.1,100.0,100.0,0.0,0.0,150 g,0.6666666666666666
750,750.0,Classic Chicken Delite Soup,Knorr,4.2,280.0,257.6,22.399999999999977,8.0,176 g,1.4636363636363638
751,751.0,Potato Chips - Salt,A-1 Chips,3.5,50.0,50.0,0.0,0.0,80 g,0.625
752,752.0,"Homemade Appalams/Papad - Gold Finger, Fry & Eat",SDA PAPPADS,3.9,48.0,48.0,0.0,0.0,200 g ,0.24
753,753.0,"Pancake Mix - Classic Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,4.1,49.0,24.5,24.5,50.0,80 g,0.30625
754,754.0,Multigrain Balls - Chilli Chataka,GoodDiet,3.8,95.0,54.67,40.33,42.45,150 g,0.36446666666666666
755,755.0,Bakarwadi,Tasties Origins,3.6,125.0,99.0,26.0,20.8,250 g ,0.396
756,756.0,Namkeen - Cornflakes Mixture,Tasties Origins,3.9,315.0,150.0,165.0,52.38,450 g,0.3333333333333333
757,757.0,Dark Fantasy Desserts Choco Nut Dipped Filled Cookie,Sunfeast,4.3,120.0,104.88,15.120000000000005,12.6,200 g,0.5244
758,758.0,"Peanut Butter - Creamy, Rich In Protein, Spreads",Sundrop,4.2,240.0,237.0,3.0,1.25,924 g,0.2564935064935065
759,759.0,"Rice Paper - Round, 16 cm",REAL THAI,4.3,185.0,185.0,0.0,0.0,100 g ,1.85
760,760.0,Multigrain Cookies - Sugar Free,Tasties,4.0,49.0,45.0,4.0,8.16,75 g,0.6
761,761.0,Rol.A.Cola Candy,Parle,4.3,30.0,22.5,7.5,25.0,100 g,0.225
762,762.0,"Juicyfills - Orange & Mango Flavour, Assorted Candy",ALPENLIEBE,4.2,210.0,210.0,0.0,0.0,684 g,0.30701754385964913
763,763.0,Sixer Biscuits - Salted,Parle,4.1,70.0,70.0,0.0,0.0,200 g ,0.35
764,764.0,Slurrp Farm Instant Millet Noodles- Mild Masala,Slurrp Farm,2.8,140.0,140.0,0.0,0.0,228 gm ,0.6140350877192983
765,765.0,Funfoods Veg Mayonnaise De'lite,Dr. Oetker,4.1,358.0,258.0,100.0,27.93,1500 g,0.172
766,766.0,"O'Rice Cracker - Light & Tasty, Baked Not Fried",Orion,4.5,330.0,297.0,33.0,10.0,151.2 g ,1.9642857142857144
767,767.0,Banana Chips - Classic Salt,A-1 Chips,4.1,110.0,104.5,5.5,5.0,180 g,0.5805555555555556
768,768.0,Apple Cider Vinegar With Mother,Disano,4.2,495.0,176.43,318.57,64.36,500 ml ,0.35286
769,769.0,Popcorn - Caramel Bliss,ACT II,4.0,195.0,168.0,27.0,13.85,210 g,0.8
770,770.0,Yummiez Chicken Kabab - Lucknow Seekh,Godrej Yummiez,3.9,300.0,275.0,25.0,8.33,400 g ,0.6875
771,771.0,Southwest Chipotle Dressing,VEEBA,4.2,175.0,175.0,0.0,0.0,300 g ,0.5833333333333334
772,772.0,Milkybar Moosha - Caramel & Nougat Bar,Nestle,4.3,20.0,16.0,4.0,20.0,38 g,0.42105263157894735
773,773.0,"Strawberry Cereal - No Sugar, Instant Healthy Cereal With Ragi, Rice & Milk",Slurrp Farm,4.3,349.0,349.0,0.0,0.0,200 g,1.745
774,774.0,Crunchy Granola - Chocolate & Almonds,Kelloggs,4.2,380.0,350.0,30.0,7.89,450 g ,0.7777777777777778
775,775.0,Hobnobs Oat Cookies With Chocochips,McVitie's,4.0,225.0,185.51,39.49000000000001,17.55,461.54999999999995 g,0.4019282851262052
776,776.0,Multi Grain Idli Dosa Batter,Rishta,4.0,150.0,132.0,18.0,12.0,800 g ,0.165
777,777.0,Premium Cashews Toasted & Salted,Happilo,3.8,790.0,549.06,240.94000000000005,30.5,400 g,1.37265
778,778.0,Kitkat Chunky Milk Chocolate Bar,Nestle,4.0,140.0,130.0,10.0,7.14,80 g,1.625
779,779.0,"Kachcha Aam Candy - With Tangy Twist, Hard-Boiled",Pulse,4.3,120.0,95.04,24.959999999999994,20.8,380 g,0.2501052631578948
780,780.0,Dairy Milk Silk Mousse - Chocolate Bar,Cadbury Dairy Milk Silk,4.3,525.0,499.06,25.939999999999998,4.94,348 g,1.434080459770115
781,781.0,Chocomini,Amul,4.3,140.0,140.0,0.0,0.0,250 g,0.56
782,782.0,"Tangy Tomato Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,3.8,200.0,190.0,10.0,5.0,160 g,1.1875
783,783.0,Original Recipe - Pizza & Pasta Sauce,Wingreens Farms,4.3,298.0,262.24,35.75999999999999,12.0,900 g,0.2913777777777778
784,784.0,"Egg Hakka Noodles - Zero Fat, Free From Additives",Ramyeon,4.1,195.0,165.75,29.25,15.0,1 kg,0.16575
785,785.0,Chocolate - Lindor Dark,Lindt,3.2,1050.0,1050.0,0.0,0.0,200 g,5.25
786,786.0,Milk Bikis Classic Biscuits - Zero Trans Fat,Britannia,4.2,50.0,50.0,0.0,0.0,288 g,0.1736111111111111
787,787.0,Yippee Tricolor Pasta - Masala,Sunfeast,4.1,84.0,71.4,12.599999999999994,15.0,210 g,0.34
788,788.0,Misal Farsan/All In One Mixture - Crispy,Tasties Origins,3.8,218.0,131.0,87.0,39.91,300 g,0.43666666666666665
789,789.0,Jelly Crystals - Strawberry Flavour,Weikfield,4.2,55.0,52.0,3.0,5.45,90 g ,0.5777777777777777
790,790.0,Quinoa Brown Rice Chips - Sour Cream & Onion,GoodDiet,3.6,105.0,89.25,15.75,15.0,90 g,0.9916666666666667
791,791.0,"Peanut Butter Crunchy - 25% Protein, India’s Finest Quality Peanuts",Kissan,4.1,415.0,381.8,33.19999999999999,8.0,920 g,0.41500000000000004
792,792.0,Pasta Treat - Tomato Cheese,Sunfeast,4.0,56.0,47.6,8.399999999999999,15.0,130 g,0.36615384615384616
793,793.0,Pickle - Amla Without Garlic,Priya,3.9,110.0,110.0,0.0,0.0,300 g ,0.36666666666666664
794,794.0,Sugar Free Petit Beurre - The Taste Of France,Bisk Farm,4.0,40.0,40.0,0.0,0.0,250 g ,0.16
795,795.0,"Ragi Vermicelli - Source Of Calcium, Protein & Iron",Aashirvaad,3.0,64.0,64.0,0.0,0.0,450 g ,0.14222222222222222
796,796.0,Yummiez American Sweet Corn,Godrej Yummiez,3.9,90.0,80.0,10.0,11.11,400 g ,0.2
797,797.0,D'lite Dark Chocolate Bar - Rich Cocoa,Sugar Free,4.2,378.0,287.28,90.72000000000003,24.0,160 g,1.7954999999999999
798,798.0,"Ragi Bites Strawberry Fills - No Maida, Calcium & Dal Protein",Tata Soulfull,4.3,219.0,208.05,10.949999999999989,5.0,250 g ,0.8322
799,799.0,Kesar Shrikhand,Amul,4.0,130.0,130.0,0.0,0.0,500 g ,0.26
800,800.0,"Chewy Candy Stick - Mint Flavour, 14 Pcs (Pack Of 3)",Mentos,4.2,60.0,60.0,0.0,0.0,109.19999999999999 g,0.5494505494505495
801,801.0,"Dry Fruit Combo - Walnuts, Cashews, Almonds, Raisins, Pistachios, Boosts Energy",Zoff,3.0,3855.0,1191.58,2663.42,69.09,1.250 kg,0.9532639999999999
802,802.0,Crackers - Roasted Onion,GoodDiet,4.0,225.0,175.0,50.0,22.22,150 g ,1.1666666666666667
803,803.0,"Potato Chips - Original Style, Cream & Onion",Bingo,4.0,120.0,110.4,9.599999999999994,8.0,312 g,0.35384615384615387
804,804.0,Potato Chips,Sanjay,3.5,50.0,50.0,0.0,0.0,90 g,0.5555555555555556
805,805.0,For Boys - With Surprise,Kinder Joy,4.2,360.0,349.2,10.800000000000011,3.0,160 g,2.1825
806,806.0,Lightly Salted Roasted Cashews,Cornitos,4.0,50.0,47.5,2.5,5.0,25 g ,1.9
807,807.0,"Millet Muesli - Crunchy, 80% Whole Grains, Almonds & Raisins",Tata Soulfull,4.2,469.0,304.85,164.14999999999998,35.0,700 g,0.43550000000000005
808,808.0,Khakhra - Methi,JABSONS,4.2,80.0,80.0,0.0,0.0,180 g ,0.4444444444444444
809,809.0,Cashew Biscuits,Karachi Bakery,4.0,180.0,171.0,9.0,5.0,400 g,0.4275
810,810.0,Light Meat Tuna Flakes In Sunflower Oil,Tasty Nibbles,4.6,160.0,160.0,0.0,0.0,185 g ,0.8648648648648649
811,811.0,"Papad - Sabudana With Rock Salt, Crispy & Flavourful",Mother's Recipe,3.8,32.0,32.0,0.0,0.0,70 g ,0.45714285714285713
812,812.0,Gold Candy,Cadbury Choclairs,4.1,200.0,180.0,20.0,10.0,520 g ,0.34615384615384615
813,813.0,Hazelnut Chocolate Bar,Cadbury Dairy Milk Silk,4.2,370.0,355.35,14.649999999999977,3.96,286 g,1.2424825174825176
814,814.0,Instant Popcorn - Barbeque,4700BC,4.0,30.0,28.5,1.5,5.0,60 g,0.475
815,815.0,Pineapple Jam,Kissan,4.1,190.0,190.0,0.0,0.0,500 g,0.38
816,816.0,"Chocos - Chhota Laddoo, With Whole Grain, Source Of Fibre, High In Calcium & Protein, Breakfast Cereals",Kelloggs,4.2,210.0,210.0,0.0,0.0,340 g,0.6176470588235294
817,817.0,Organic Unfiltered Apple Cider Vinegar with Mother,BORGES,4.3,400.0,377.0,23.0,5.75,355 ml,1.0619718309859154
818,818.0,"Potato Chips - Desi Masala Tadka Flavour, Crunchy & Crispy",Pringles,4.1,230.0,207.0,23.0,10.0,214 g,0.9672897196261683
819,819.0,Instant Soup - Tomato,Chings,4.1,100.0,100.0,0.0,0.0,150 g,0.6666666666666666
820,820.0,"Fox Nuts Black Salt - Delicious Teatime Snack, Popped Lotus Seeds, Roasted In Olive Oil",MR. MAKHANA,3.8,130.0,123.5,6.5,5.0,75 g,1.6466666666666667
821,821.0,"Cashew Cookies - Chocolate & Kaju. Healthy biscuits- no added maida, 18 cookies",Open Secret,4.0,315.0,277.2,37.80000000000001,12.0,225 g,1.232
822,822.0,Citric Acid,Blue Bird,4.1,36.0,36.0,0.0,0.0,50 g ,0.72
823,823.0,Bread Crumbs,HappyChef,4.0,119.0,95.0,24.0,20.17,400 g,0.2375
824,824.0,Kellogg`s Pro Muesli - With 100% Plant Protein  High Prote 500 g Pouch,Kelloggs,4.8,380.0,340.0,40.0,10.53,500 g ,0.68
825,825.0,Aloo Paratha,Tasty Fresh,3.8,125.0,125.0,0.0,0.0,400 g,0.3125
826,826.0,"Snappers Potato Crackers - Cream & Onion, Light, Crispy Snack",UNIBIC,4.1,150.0,135.0,15.0,10.0,450 g,0.3
827,827.0,Thatta Murukku - Masala,A-1 Chips,3.8,120.0,114.0,6.0,5.0,250 g,0.456
828,828.0,Secret Schezwan Stir FryÂ Sauce,Chings,4.1,90.0,87.97,2.030000000000001,2.26,250 g ,0.35187999999999997
829,829.0,Red Chilli Papad,SDA PAPPADS,4.3,45.0,45.0,0.0,0.0,100 g,0.45
830,830.0,Funfoods Peanut Butter Crunchy,Dr. Oetker,4.2,278.0,238.0,40.0,14.39,800 g,0.2975
831,831.0,Pickle - Red Stuffed Chilli,Mother's Recipe,4.0,75.0,68.25,6.75,9.0,200 g ,0.34125
832,832.0,Instant Avalakki Bisi Bele Bhath,Sanketi Adukale,4.2,115.0,115.0,0.0,0.0,250 g,0.46
833,833.0,Chocolate Chip Cookies,Milano,4.3,240.0,120.0,120.0,50.0,240 g,0.5
834,834.0,Dark Fantasy Desserts Choco Chunks Filled Cookie,Sunfeast,4.1,120.0,96.9,23.099999999999994,19.25,150 g,0.646
835,835.0,Ready To Eat - Rajma Masala,MTR,3.9,125.0,125.0,0.0,0.0,300 g,0.4166666666666667
836,836.0,Golden Wheat Crisps - Jeera Khakhra,Daadi's,4.1,80.0,80.0,0.0,0.0,180 g ,0.4444444444444444
837,837.0,"Mini Makhana - Salt & Pepper, High In Protein & Calcium, Gluten Free Snack",Protyze,5.0,80.0,80.0,0.0,0.0,60 g ,1.3333333333333333
838,838.0,Instant Rava Pongal Mix,Sanketi Adukale,4.0,120.0,120.0,0.0,0.0,250 g,0.48
839,839.0,Bhakri Baked Mathri - Methi,Tasties,4.0,120.0,50.0,70.0,58.33,180 g,0.2777777777777778
840,840.0,Platina- Nutricrunch Lite Cracker,Parle,4.1,30.0,30.0,0.0,0.0,200 g ,0.15
841,841.0,Almondo - Roasted Almonds Coated With Milk Chocolate,Amul,4.4,210.0,210.0,0.0,0.0,200 g,1.05
842,842.0,Frozen Aloo-Tikki,Safal,4.0,90.0,76.5,13.5,15.0,400 g,0.19125
843,843.0,Pickle - Mango Tender,MTR,3.9,145.0,145.0,0.0,0.0,300 g ,0.48333333333333334
844,844.0,"Crunchy Chicken Nuggets - Non-Veg Frozen Snack, Ready To Cook",ITC Master Chef,4.1,315.0,267.75,47.25,15.0,450 g,0.595
845,845.0,Waffy Strawberry Flavoured Rolls - Creamy,Dukes,4.2,300.0,150.0,150.0,50.0,300 g ,0.5
846,846.0,Halwa - Karachi,Lal,4.1,99.0,99.0,0.0,0.0,200 g,0.495
847,847.0,For Girls - With Surprise,Kinder Joy,4.1,360.0,349.2,10.800000000000011,3.0,160 g,2.1825
848,848.0,Instant Popcorn - Butter Delite,ACT II,4.2,99.0,99.0,0.0,0.0,231 g,0.42857142857142855
849,849.0,Instant Popcorn - Butter,4700BC,3.9,30.0,27.0,3.0,10.0,90 g,0.3
850,850.0,Sweet Chili Sauce,REAL THAI,4.2,350.0,350.0,0.0,0.0,720 ml ,0.4861111111111111
851,851.0,Nacho Crisps - Sea Salt,Cornitos,4.2,180.0,165.6,14.400000000000006,8.0,300 g,0.5519999999999999
852,852.0,"Chocos - Duet, With Whole Grain, Source Of Fibre, High In Calcium & Protein, Breakfast Cereals",Kelloggs,4.0,10.0,10.0,0.0,0.0,22 g ,0.45454545454545453
853,853.0,"Lindor White Chocolate - Smooth, Creamy, Rich Flavour",Lindt,4.2,950.0,807.5,142.5,15.0,200 g,4.0375
854,854.0,Papad - Triangle,Balaji foods,3.9,35.0,35.0,0.0,0.0,200 g,0.175
855,855.0,Mango Pickle/Aam Ka Achaar - Home Made,DIVINE BITE,3.9,260.0,260.0,0.0,0.0,300 g,0.8666666666666667
856,856.0,"Snack Bar - Fruit & Nut, Choco",UNIBIC,4.1,240.0,180.0,60.0,25.0,180 g,1.0
857,857.0,Premium California Pistachio - Roasted & Salted,ProV,2.5,549.0,307.0,242.0,44.08,250 g,1.228
