,Grocery_Name,Brand_Name,Rating,Discount_Price,MRP_Price,Quantity
910,Oil - Sesame,Idhayam,4.3,₹503,₹503,1 L - Can
911,Rice Flour,24 Mantra Organic,4,₹114.4,₹130,2x500 g - Multipack
912,Masala - Kulambu Chilly,Aachi,4.2,₹93.5,₹110,200 g - Pouch
913,Kabuli Chana,24 Mantra Organic,3.8,₹362.1,₹450,3x500 g - Multipack
914,Virgin Groundnut Oil,Patanjali,4,₹1125,₹1125,5 L - Jar
915,"Green Long Raisin - Enriched With Vitamin A, Improves Eye Sight, Digestion",Farmley,4.2,₹191.2,₹239,500 g
916,Paste - Garlic,Mother's Recipe,4.3,₹20.9,₹22,100 g - Pouch
917,Masala - Fish Fry,Aachi,4.2,₹28.9,₹34,50 g - Pouch
918,Powder - Deggi Mirch,Mdh,4.2,₹125,₹125,100 g - Carton
919,100% Natural Nut Powder - No Added Sugar Or Preservatives,Slurrp Farm,4.1,₹499,₹499,100 g
920,Dates/Kharjura - Medjool,BB Royal,0,₹737,₹1000,500 g
921,"Halim Seeds - Healthy Seeds , For Weight Loss",True Elements,4.1,₹245.18,₹299,500 g
922,Maida,Fortune,4,₹35.1,₹39,500 g - Pouch
923,Super Saver Ponni Boiled Rice,Super Saver,3.5,₹1452,₹1820,26 kg - Yes
924,Powder - Hingraj,Everest,4.2,₹275,₹275,100 g
925,Organic - Coriander Whole,Pro Nature,4.1,₹107.1,₹119,200 g - Pouch
926,Organic - Wheat Broken/Dhaliya,BB Royal,3.9,₹66,₹89,1 kg
927,Wheat Daliya - Pesticide Free,Safe Harvest,4,₹49.4,₹52,500 g
928,"Smart Edible Oil - Enriched With Vitamin A, D , E & K",Oleev,4.4,₹140.99,₹180,1 L
929,"Pure & Unrefined Cold Pressed Virgin Coconut Oil - Naturally, Cholesterol Free",Tata Simply Better,0,₹559.2,₹699,1 L
930,Premium Aromatic Govind Bhog Rice,BONGO BHOG,4.2,₹800,₹800,5 kg
931,Sugar/Sakkare - Brown,Pro Nature,3.9,₹130.9,₹154,1 kg
932,Sampoorna Chakki Atta/Godihittu,Nature Fresh,4,₹440.73,₹475,10 Kg - Bag
933,Premium Diwali Gift Box,BB Royal,0,₹190,₹299,"200 g - (Almonds, Raisins, Cashews, Apricots, 50 g each)"
934,Dates - Royal Zahidi,Apis,3.7,₹220,₹240,500 g - Buy 1 Get 1 Free
935,Mixed Fruit,Fresho Signature,3.7,₹169,₹195,150 g
936,Besan Flour,24 Mantra Organic,4.1,₹228,₹285,3x500 g - Multipack
937,Olive Oil - Extra Light,Del Monte,4.3,₹2441.76,₹3500,2x1 L - Multipack
938,Split Pigeon Pea Toor Dal - Rich In Protein & Folic Acid,Sri Sri Tattva,3.5,₹180,₹180,1 kg
939,Cow Ghee/Tuppa - Certified Organic,Nutriorg,3.5,₹670,₹670,500 ml
940,"White Sesame Seeds Til - Highly Nutritious, Boosts Overall Health",Sri Sri Tattva,4.8,₹60,₹60,100 g
941,"Quinoa - 100% Wholegrain, High Protein, Breakfast Cereal, Gluten Free, Diet Food",True Elements,3.7,₹770,₹1100,2 kg
942,Traditional Whole Wheat Chakki Atta,Patanjali,4.4,₹425,₹425,10 Kg
943,Canola Oil - For All Types Of Cooking,Miller,4.3,₹1018.44,₹1499,5 L
944,Cashew/Godambi - Roasted & Salted,BB Royal,3.6,₹116,₹200,100 g - Standy Ziplock Pouch
945,Moong Dal,Safe Harvest,4,₹112.05,₹135,500 g
946,Ragi Dosa Mix,Indira's,4.2,₹125,₹125,500 g - Pouch
947,Madras Sambar Powder,Eastern,4.2,₹56,₹56,100 g
948,"Chhole Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",Tata Sampann,4.1,₹76,₹80,100 g
949,Organic - Castor Oil,Phalada Pure & Sure,4.3,₹133,₹140,250 ml - Bottle
950,Dried Cranberries,True Elements,4,₹460,₹500,2x125 g - Multipack
951,"Organic - Urad Dal/Uddina Bele, Atta",BB Royal,4.2,₹93,₹99,500 g
952,Amla Chatpata Dry Fruit,Fresho Signature,3.8,₹112.1,₹130,2x50 g - Multipack
953,Baskati - Rice,BB Popular,3.7,₹634,₹800,10 kg
954,Black Raisins - Premium Afghani Seedless,Happilo,4.2,₹392,₹490,2x250 g - Multipack
955,Dry Fruit - Cherry,Kiara Foods,3.7,₹90,₹90,200 g
956,Dates/Kharjura - Layina,Lion,3.7,₹206.8,₹220,500 gm
957,Everyday Basmati Rice/Basmati Akki,Fortune,4.1,₹126.02,₹169,1 kg - Pouch
958,"Basmati Rice/Basmati Akki - Authentic, Super Value",Kohinoor,4.2,₹533.62,₹810,5 kg - (25% Extra)
959,Masala - Kitchen King,Mdh,4.1,₹79,₹79,100 g - Carton
960,Chilli Powder,Aashirvaad,3.8,₹315,₹350,500 g
961,Basmati Rice - Rozana Regular,BB Royal,4.2,₹786.31,₹990,10 Kg
962,Raisins/Ona Drakshi - Afghan,BB Royal,3.9,₹461,₹750,500 g
963,Rajma Chitra,BB Super Saver,3.5,₹169,₹200,1 kg
964,Cow Ghee Original - 100% Pure & Natural,Auric,5,₹899.1,₹999,1 L
965,Organic Sesame Oil - Promotes Heart Health,Kapiva,3.8,₹334.96,₹424,500 ml - Plastic Bottle
966,Charminar Rozana Basmati Rice/Basmati Akki,Kohinoor,3.9,₹337.48,₹560,5 kg
967,Rice Bran Health Physically Refined Rice Bran Oil - Contains Natural Oryzanol & Natural Vitamins,Sunpure,4.3,₹621.6,₹1050,5 L - Can
968,Organic - Proso Millet,BB Royal,0,₹75,₹85,500 g
969,Premium Diwali Gift Box,BB Royal,4,₹525,₹749,"500 g - (Almonds, Cashews, Raisins, Pistachios, 125 g each)"
970,Kabuli Chana/Kabuli Kadale - Pesticide Free,Safe Harvest,3.9,₹121.8,₹145,500 g
971,Powder - Rasam,Sakthi,4.2,₹49.4,₹52,50 g - Pouch
972,Apricots/Khumani,BB Popular,3.9,₹362,₹500,500 g
973,Basmati Rice/Basmati Akki - Mini Mogra/Broken,India Gate,3.9,₹646.87,₹680,10 kg - Bag
974,"Sona Masuri Super Quality Steam Rice - Light Weight, Easy To Digest",Sri Sri Tattva,3.9,₹75,₹75,1 kg
975,Rock Salt - Powder/Uppu,BB Royal,0,₹74,₹200,1 kg
976,Organic Kala Chana/Kadale Kaalu,Pro Nature,4.1,₹86.7,₹102,500 g - Pouch
977,Powder - Dry Ginger,Everest,4.3,₹90,₹90,100 g - Carton
978,Brazilian Nuts,BB Royal,0,₹327,₹400,100 g
979,Xpert Pro Immunity Oil - Blend Of Rice Bran & Sunflower Oil,Fortune,4.1,₹625,₹800,5 L - Jar
980,Whole Wheat,24 Mantra Organic,4.1,₹330,₹375,5x1 kg - Multipack
981,"Pav Bhaji Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",Tata Sampann,4.2,₹89.3,₹94,100 g
982,Safflower Oil,24 Mantra Organic,4.2,₹1237.5,₹1650,3x1 L - Multipack
983,Kashmiri Rajma/Capparadavare,BB Super Saver,3.9,₹167,₹180,1 kg
984,Premium Dried Blueberry Cranberry Duet,Happilo,3.9,₹646,₹760,2x200 g - Multipack
985,"Organic Cardamom/Elaichi - Green, Small",Pro Nature,4.2,₹405,₹450,50 g
986,"Cold Pressed Groundnut Cooking Oil - Perfect Blend of Health, Taste & Aroma, Promotes Heart Health & Lowers Cholesterol Levels",Dabur,4.5,₹454.09,₹499,1 L - Bottle
987,Sunflower Oil,Patanjali,4.2,₹120,₹120,1 L
988,Mitha Pan Mouth Freshener,BB Royal,3.7,₹60,₹80,90 g
989,Masala - Tandoori,Everest,4.3,₹187,₹187,200 g
990,Organic - Methi/Menthya/Fenugreek Powder,BB Royal,4.1,₹42,₹52,200 g
991,Cold Pressed Organic Sunflower Oil,Nutriorg,5,₹2450,₹2450,5 L - Container
992,"Strawberry Cereal - No Sugar, Instant Healthy Cereal With Ragi, Rice & Milk",Slurrp Farm,4.3,₹349,₹349,200 g
993,"Dates - Black, With Seeds",BB Royal,3.6,₹379,₹600,1 kg
994,Walnut/Akhrot - Inshell,BB Royal,3.5,₹375,₹625,500 g
995,Premium Cashews Toasted & Salted,Happilo,3.8,₹549.06,₹790,2x200 g - Multipack
996,Seasoning - Pasta,Keya,4.1,₹119,₹119,45 g
