,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
971,Powder - Rasam,₹49.4,₹52,Sakthi,50 g - Pouch
972,Apricots/Khumani,₹362,₹500,BB Popular,500 g 
973,Basmati Rice/Basmati Akki - Mini Mogra/Broken,₹646.87,₹680,India Gate,10 kg - Bag
974,"Sona Masuri Super Quality Steam Rice - Light Weight, Easy To Digest",₹75,₹75,Sri Sri Tattva,1 kg 
975,Rock Salt - Powder/Uppu,₹74,₹200,BB Royal,1 kg 
976,Organic Kala Chana/Kadale Kaalu,₹86.7,₹102,Pro Nature,500 g - Pouch
977,Powder - Dry Ginger,₹90,₹90,Everest,100 g - Carton
978,Brazilian Nuts,₹327,₹400,BB Royal,100 g 
979,Xpert Pro Immunity Oil - Blend Of Rice Bran & Sunflower Oil,₹625,₹800,Fortune ,5 L - Jar
980,Whole Wheat,₹330,₹375,24 Mantra Organic,5x1 kg - Multipack
981,"Pav Bhaji Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",₹89.3,₹94,Tata Sampann,100 g 
982,Safflower Oil,₹1237.5,₹1650,24 Mantra Organic,3x1 L - Multipack
983,Kashmiri Rajma/Capparadavare,₹167,₹180,BB Super Saver,1 kg 
984,Premium Dried Blueberry Cranberry Duet,₹646,₹760,Happilo,2x200 g - Multipack
985,"Organic Cardamom/Elaichi - Green, Small",₹405,₹450,Pro Nature,50 g 
986,"Cold Pressed Groundnut Cooking Oil - Perfect Blend of Health, Taste & Aroma, Promotes Heart Health & Lowers Cholesterol Levels",₹454.09,₹499,Dabur,1 L - Bottle
987,Sunflower Oil,₹120,₹120,Patanjali,1 L 
988,Mitha Pan Mouth Freshener,₹60,₹80,BB Royal,90 g 
989,Masala - Tandoori,₹187,₹187,Everest,200 g 
990,Organic - Methi/Menthya/Fenugreek Powder,₹42,₹52,BB Royal,200 g 
991,Cold Pressed Organic Sunflower Oil,₹2450,₹2450,Nutriorg,5 L - Container
992,"Strawberry Cereal - No Sugar, Instant Healthy Cereal With Ragi, Rice & Milk",₹349,₹349,Slurrp Farm,200 g 
993,"Dates - Black, With Seeds",₹379,₹600,BB Royal,1 kg 
994,Walnut/Akhrot - Inshell,₹375,₹625,BB Royal,500 g 
995,Premium Cashews Toasted & Salted,₹549.06,₹790,Happilo,2x200 g - Multipack
996,Seasoning - Pasta,₹119,₹119,Keya,45 g 
