,Grocery_Name,Discount_Price,MRP_Price,Brand_Name,Quantity
326,Poha/Avalakki/Aval/Chivda - Thin,₹77,₹80,BB Popular,1 kg 
327,Organic - Poha,₹164,₹238,BB Royal,2x1 kg - Multipack
328,Dal Powder/Paruppu Podi - Rich In Taste & Flavour,₹40,₹60,BB Royal,100 g 
329,Chana - Kabuli/Kabuli Kadale,₹49,₹58,BB Royal,200 g - Pouch
330,A2 Desi Cow Ghee,₹699,₹1500,Fresho Organic,500 ml 
331,Dry Coconut/Gadi/Gola,₹207,₹250,BB Royal,500 g 
332,Gold Low Calorie Sweetener,₹144,₹150,Sugar Free,100 g - Jar
333,Turmeric Powder/Arisina Pudi,₹149.4,₹180,Aashirvaad,500 g 
334,Organic Sona Masoori Semi Brown Rice/Akki - Handpounded,₹745,₹949,BB Royal,10 Kg 
335,Ginger Garlic Paste,₹188,₹200,Smith & Jones,4 x200 g - Multipack
336,Hommade - Tomato Puree,₹77,₹81,Dabur,3x200 g - Multipack
337,Mustard Oil - Kachi Ghani,₹136.62,₹165,Dalda ,1 L - Bottle
338,Plain Puffed Rice/Kadle Puri/Murmure,₹39,₹40,BB Royal,200 g - Pouch
339,Coriander Powder,₹74,₹86,MTR,250 Gm 
340,Organic - Barnyard Millet/Kudiraivali Rice,₹315,₹399,BB Royal,2 kg 
341,"Organic - Urad Dal/Uddina Bele, White (Split), Unpolished",₹177.2,₹210,BB Royal,1 kg 
342,Dates/Kharjura - Desert King,₹247,₹247,Lion,500 gm - Cup
343,Ajwain/Om Kalu - Whole,₹45,₹50,BB Popular,100 g 
344,Gingelly/Sesame Cooking Oil,₹459,₹600,BB Royal Organic,1 L - Spout Pack
345,Ananas Flower/Ananas Huvu,₹159,₹200,BB Royal,100 g 
346,Buffalo Ghee/Tuppa - Special Grade with Milk Fat,₹342.21,₹370,Heritage,500 ml - Pouch
347,"Pista - California, Roasted & Salted",₹258,₹385,Super Saver,200 g 
348,Organic - Turmeric Powder/Arisina Pudi,₹49,₹61,BB Royal,200 g 
349,"Refined Sunflower Oil - with Vitamins A, D & E",₹125.4,₹144,Freedom,1 L - Bottle
350,Coconut Powder - Desiccated,₹67,₹100,BB Royal,200 g 
351,"Jaggery - Rich In Iron, Treats Anemia",₹73,₹90,Super Saver,1 kg 
352,Jeera Powder,₹202.5,₹270,Catch,2x100 g - Multipack
353,Organic - Kasuri Methi,₹129,₹129,BB Royal,200 g 
354,Watermelon Seeds/Kallangadi Bija,₹119,₹160,BB Royal,100 g 
355,Seeds - Flax,₹29,₹60,BB Royal,200 g 
356,Fenugreek Seeds,₹49.2,₹56,24 Mantra Organic,2x100 g - Multipack
357,Groundnut Oil,₹1262.1,₹1485,24 Mantra Organic,3x1 L - Multipack
358,"Cashews - Whole, 100% Natural Premium",₹502.5,₹670,Happilo,2x200 g - Multipack
359,Khus Khus/Posta Dana,₹214,₹350,Super Saver,100 g 
360,Heart Oil - Vegetable,₹416.13,₹429,Sundrop,3 L - Jar
361,Turmeric Powder/Arisina Pudi,₹180,₹180,Everest,500 g - Pouch
362,Tamarind Paste,₹156,₹156,Mother's Recipe,3X200 g - Multipack
363,Soya Chunks,₹25,₹55,BB Royal,200 g 
364,GTS Original Vada Colum Raw Rice,₹2427.6,₹3240,Bullet,30 kg - Bag
365,Green Pumpkin Seeds/Kumbalakayi Bija,₹81,₹100,BB Royal,100 g - Pouch
366,Moong Dal,₹273,₹360,BB Super Saver,2 kg 
367,Powder - Black Pepper,₹148,₹148,Everest,100 g - Carton
368,"Refined Sunflower Oil - with Vitamins A, D & E",₹598,₹720,Freedom,5 L - Can
369,"Cow Ghee - Intense Aroma & Flavour, Rich Texture, Immunity Booster",₹1384.74,₹1570,Aashirvaad Svasti,2x1 L - Multipack
370,Pure Ghee,₹1240,₹1240,Amul,2 x 1 L - Multipack
371,Masala - Garam,₹44,₹55,MTR,50 g - Pouch
372,"Poppy Seed - Gluten Free, No Preservatives",₹377.37,₹860,Zoff,200 g 
373,"Olive Oil- Pure Olive Oil-Daily Cooking Oil- Perfect for Indian Dishes- Curries, Gravy- Imported from Spain",₹1415.7,₹1670,Figaro,1 L - Tin
374,"100% Pure California Almonds Whole - Premium Quality Badam Giri, Rich In Protein, Magnesium, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits",₹1078.39,₹1310,Tata Sampann,1 kg - Pouch
375,Wheat - Whole,₹274,₹350,BB Royal,5 kg - Bag
376,Oil - Primio Refined Groundnut,₹1275,₹1275,Rro,5 L - Can
377,Green Moong Whole/Sabut,₹75,₹85,BB Popular,500 g - Pouch
378,"Pista - Irani, Roasted & Salted",₹917,₹1250,BB Royal,500 g 
379,Ponni Raw - Rice ( 6 + Months  Old),₹1482,₹1690,BB Popular,26 kg - (6 + Months Old)
380,"Urad Balck, Whole - Desi, Unpolished Mature Pulses For Easy Cooking & Rich Flavour",₹31,₹40,BB Royal,200 g - Pouch
381,Poha/Avalakki/Aval - Thick,₹64,₹80,BB Popular,1 kg - Pouch
382,Bansi Sooji,₹63.7,₹65,Vijay,1 kg 
383,Coconut Oil - Virgin (Cold Pressed),₹330,₹375,Maxcare,500 ml 
384,Organic - Barley,₹149,₹150,BB Royal,1 kg 
385,"Garam Masala - With Natural Oils, Crafted By Chef Sanjeev Kapoor",₹85.28,₹104,Tata Sampann,100 g 
386,Chilli/Mirchi Powder,₹178,₹300,BB Royal,500 g 
387,Seeds - Sunflower,₹82,₹100,BB Royal,200 g 
388,Organic - Puffed Rice/Kadle Puri,₹42,₹45,BB Royal,200 g 
389,Wheat Flour (Atta),₹300,₹375,Organic Tattva,5 kg - Pouch
390,Urad Dal/Uddina Bele - Split,₹329,₹380,BB Super Saver,2 kg 
391,Organic - Flax Seeds,₹34,₹50,BB Royal,200 g 
392,Mustard Big,₹60.8,₹64,24 Mantra Organic,2x100 g - Multipack
393,Cloves/Lavanga,₹39,₹40,BB Royal,20 g 
394,"Organic - Green Moong/Hesaru Kaalu, Whole",₹153,₹179,BB Royal,1 kg 
395,Popcorn Seeds,₹119,₹150,BB Royal,1 kg 
396,Total Refined Cooking oil | Blended Rice Bran & Safflower oil | Helps Manage Cholesterol,₹899,₹1100,Saffola,5 L - Jar
397,Masala - Spicy Sambar Powder,₹115,₹130,MTR,200 g 
398,Organic - Puffed Rice/Kadle Puri,₹45,₹45,24 Mantra Organic,200 g - Pouch
399,"Sambar Powder - 100% Natural, Spice Blend, No Preservatives",₹112,₹112,Eastern,250 g - Pouch
400,Organic - Red Poha Medium,₹104,₹125,BB Royal,1 kg 
401,Cardamom Green/Elakki,₹149,₹250,BB Popular,50 g - Pouch
402,"Organic - Red Masoor Dal/Mysore Bele, Unpolished",₹285,₹349,BB Royal,2 kg 
403,Organic Cashew/Godambi - Whole,₹449,₹750,BB Royal,500 g 
404,Sugar - Low GI,₹196,₹280,BB Gooddiet,4x500 g - Multipack
405,Corn Flour/ Starch,₹39,₹50,BB Royal,500 g - Pouch
406,Jaggery Powder,₹204,₹240,24 Mantra Organic,3x500 g - Multipack
407,Gingelly Oil - Tilnad 100% Pure,₹410.97,₹420,Klf ,1000 ml - Pouch
408,Masoor Dal,₹204,₹280,BB Super Saver,2 kg - PP
409,Ragi - Huri Hittu,₹75,₹75,Indira's,400 g - Pouch
410,"Gold Atta - 100% MP Sharbati Wheat, 12-Hour Softness, High Fibre Atta",₹550,₹702,Pillsbury,2 x 5 kg - Multipack
411,Bansi Sooji,₹54,₹70,Super Saver,1 kg 
412,"Corn Starch Powder Cornflour - Gluten Free Product, Makes A Smooth Paste",₹90,₹90,Weikfield,500 g - Carton
413,Organic Sunflower Seeds/Suryakanti Bija,₹100,₹130,BB Royal,200 g 
414,Fennel/Saunf/Sompu - Small,₹83,₹90,BB Royal,100 g 
415,"100% Premium Pistachios Roasted & Salted - Premium Quality Pista, Rich In Protein, Phosphorus, & Dietary Fibre, Premium Nuts & Dry Fruits",₹311.05,₹345,Tata Sampann,200 g - Pouch
416,Pomace Olive Oil - For All Types Of Cooking,₹2411.89,₹3999,Oleev,5 L 
417,Organic - Quinoa,₹598,₹699,BB Royal,2 kg 
418,Bansi Rava - Made From Durum Wheat,₹62.7,₹66,Aashirvaad,1 kg 
419,Saffola Total 1L- Pack of 3,₹507,₹600,Saffola,3 x 1 L - Multipack
420,Organic Sona Masoori White Rice/Akki,₹763,₹949,BB Royal,10 kg 
421,Basmati Rice/Basmati Akki - Rozana,₹96,₹130,Fortune ,1 kg - Pouch
422,Samba Wheat Broken,₹115,₹115,Double Horse,500 g - Pouch
423,Coriander/Dhania Powder,₹116,₹200,BB Royal,500 g 
424,Cumin/Jeera - Whole,₹392,₹500,Super Saver,500 g 
425,"Masoor Black, Whole",₹26,₹35,BB Royal,200 g - Pouch
426,Oil - Mustard (Kachi Ghani),₹812,₹825,Dhara ,5 L - Can
427,Hommade - Ginger Garlic Paste,₹82.8,₹100,Dabur,2x200 g - Multipack
428,Organic Fried Gram/Huri Kadale,₹34,₹37,BB Royal,200 g 
429,Cloves/Lavanga,₹162,₹180,BB Popular,100 g 
430,Premium Diwali Gift Box,₹320,₹449,BB Royal,"300 g - (Almonds, Raisins, Cashews, Apricots, 75 g each)"
431,Asafoetida - Crystal,₹260,₹260,Ssp,10 g - Jar
432,Pure Desi Cow Ghee,₹149,₹205,Fresho,200 ml - Jar
433,Tasty Refined Cooking oil | Blended Rice bran & Corn oil | Pro Fitness Conscious,₹729,₹755,Saffola,5 L - Jar
434,Urad Gota/Whole,₹166,₹200,BB Popular,1 kg - Pouch
435,"100% Pure Premium Raisins Seedless - Premium Quality Kishmish, Source Of Potassium, Premium Dry Fruits",₹90.85,₹103,Tata Sampann,200 g - Pouch
436,Poha/Avalakki - Thick,₹61.75,₹80,Super Saver,1 kg 
437,Organic - Red Chilli - Whole,₹282,₹399,BB Royal,500 g 
438,"Refined Sunflower Oil - Trans Fat Free, Healthy Cooking Oil",₹566.72,₹666,Fiona ,5 L - Jar
439,Mix Dal,₹126,₹240,BB Royal,1 kg - Pouch
440,Powder - Sambar,₹39.95,₹47,Aachi,100 g - Pouch
441,Pure Ghee,₹1270,₹1270,Amul,2 x 1 L - Multipack
442,Gold - Pro Healthy Lifestyle Edible Oil,₹644,₹750,Saffola,2x2 L - Multipack
443,Besan Flour,₹60.76,₹62,Vijay,500 g 
444,Indian Raisins/Ona Drakshi,₹269,₹600,BB Royal,1 kg 
445,Organic - Jaggery,₹180,₹218,BB Royal,2x800 g - Multipack
446,Sabudana - White Small,₹133,₹150,BB Royal,1 kg - Pouch
447,Unpolished Moong Dal Chilka,₹105.73,₹109,Tata Sampann,500 g - Pouch
448,Kasuri Methi,₹71.76,₹92,Catch,2x50 g - Multipack
449,Masala - Chat,₹148.52,₹158,Everest,200 g 
450,Ponni Boiled - Rice,₹67,₹75,BB Royal,1 kg - (12 - 17 Months Old)
451,"Xpert - Total Balance Oil, Blend Of Rice Bran, Soyabean & Flaxseeds, Rich In Omega 3",₹129,₹160,Fortune ,1 L - Pouch
452,Kitchen King Masala,₹39.48,₹42,Everest,50 g - Carton
453,Powder - Kutilal Red Chilli,₹68,₹68,Everest,100 g - Pouch
454,"100% Natural & Pure Gingelly Oil - Unrefined, Cold-Pressed",₹437,₹460,Nature Way,1 L 
455,Raw Rice/Akki - Kolam,₹359,₹400,BB Royal,5 kg - Bag
456,Soya - Chunks,₹156.22,₹210,Nutrela,1 kg - 0
457,Broken Rice,₹49,₹50,BB Royal,1 kg - Pouch
458,Dates Syrup,₹378,₹378,Lion,1 kg 
459,Basmati Rice/Basmati Akki - Brown (Quick Cooking),₹161.25,₹185,Daawat,1 kg - Jar
460,Ginger Garlic Paste,₹75,₹100,Catch,2x200 g - Multipack
461,Natural Jaggery/Bella Powder,₹159,₹159,Forgreen,1 kg 
462,Sweet Care - Low GI Sugar,₹40,₹60,Parry's,500 g 
463,White Puttu Podi,₹69,₹69,Double Horse,1 kg - Pouch
464,Oil - Heart Pouch,₹600,₹600,Sundrop,3x1 L - Multipack
465,Organic - Sooji/Rava,₹129,₹169,BB Royal,2 kg 
466,Refined Oil - Sunflower,₹109.88,₹125,Mr. Gold,1 L - Pouch
467,Powder - Chilly (Kashmiri),₹46.06,₹49,Mdh,50 g - Carton
468,Olive Pomace Oil,₹1424.74,₹2699,Leonardo,3 L - Tin
469,Olive Pomace Oil,₹359.61,₹399,Leonardo,500 ml - Bottle
470,Moth/Patanga Huruli - Whole,₹74,₹100,BB Royal,500 g - Pouch
471,Biryani Basmati Rice/Basmati Akki - Extra Long,₹731.09,₹910,BB Royal,5 kg - Pouch
472,Organic Rajma/Capparadavare Chitra,₹216,₹240,BB Royal,1 kg 
473,Jaggery/Bella - Cubes,₹60,₹80,BB Royal,400 g 
474,Anjeer - Figs,₹246,₹400,Super Saver,200 g 
475,Organic - Masoor Black Whole,₹147,₹189,BB Royal,1 kg 
476,Powder - Cumin,₹127.84,₹136,Everest,100 g - Carton
477,Cold Pressed Virgin Coconut Oil,₹408.03,₹469,Chekko,1 L 
478,Green Peas/Matar,₹154,₹240,BB Super Saver,1 kg 
479,Powder - Dry Mango,₹96,₹96,Everest,100 g - Carton
480,Premium Dried Afghani Anjeer,₹871.2,₹990,Happilo,2x200 g - Multipack
481,"Sunflower Oil - Cold Pressed, Zero Cholesterol, 100% Natural",₹1657.5,₹1950,Natureland Organics,5 l 
482,Cashew/Godambi - Split,₹855,₹1500,BB Popular,1 kg 
483,Basmati Rice/Basmati Akki - Mogra/Broken,₹361.85,₹415,India Gate,5 kg - Bag
484,Organic Suji,₹48,₹60,Organic Tattva,500 g - Pouch
485,Kachi Ghani Mustard Oil,₹143.75,₹160,Emami Healthy & Tasty,1 L - Bottle
486,Cooking Soda,₹18,₹30,BB Royal,100 g 
487,Surti Kolam Raw Rice/Akki,₹755,₹800,Super Saver,10 kg 
488,Seeds - Sabja,₹99,₹160,BB Royal,200 g 
489,Hing - Yellow,₹240,₹240,Everest,100 g - Bottle
490,Super Garam Masala - Adds Flavour & Aroma,₹46.75,₹55,Catch,100 g - Pouch
491,Akki Tari,₹56.84,₹58,Vijay,1 kg 
492,Cardamom/Elaichi - Green,₹179,₹240,Super Saver,50 g 
493,Asafoetida Cake,₹91,₹91,LG,50 g - Box
494,Sesame/Till - White,₹31,₹40,Super Saver,100 g 
495,Chicken Kabab Powder,₹150,₹150,Teju,500 g 
496,Organic - Whole Wheat Atta,₹504,₹698,BB Royal,2x5 kg - Multipack
497,Rajma/Capparadavare - Red,₹216,₹240,BB Royal,1 kg - Pouch
498,Tamarind Concentrate,₹67.68,₹72,Indira's,150 g - 0
499,Chhole Masala,₹78.96,₹84,Everest,100 g - Carton
500,Masala Paste - Puliogare Paste,₹100,₹100,MTR,200 g - 0
501,Refined Oil - Rice Bran (Natural Oryzanol & Vitamin E),₹363.12,₹480,Dhara ,3x1 L - Multipack
502,Asafoetida - Special,₹442,₹442,Ssp,10 g - Jar
503,S&J Pasta Masala,₹5,₹5,Smith & Jones,7g - Pouch
504,Unpolished Kala Chana,₹111,₹149,Tata Sampann,1 kg - Pouch
505,Groundnut,₹125.16,₹149,Safe Harvest,500 g 
506,Chiroti/Barik Sooji,₹56,₹60,BB Super Saver,1 kg 
507,Premium International Omani Dates,₹450.18,₹549,Happilo,680 g 
508,Olive Oil - Extra Virgin,₹1230.84,₹2190,Disano,2x500 ml - Multipack
509,Seeds - Chia,₹223,₹400,BB Royal,500 g 
510,Rice Powder,₹84,₹84,Elite,1 kg - Pillow Pouch
511,Sonamasuri Brown Rice,₹885,₹1180,24 Mantra Organic,2x5 kg - Multipack
512,Red Chilli Powder/Menasina Pudi,₹225,₹300,Catch,500 g - Pouch
513,Organic Cashew Split - 2 Pieces,₹115,₹160,BB Royal,100 g 
514,"American Pistachios - Roasted & Salted, 100% Natural, Premium, No Additives",₹279.3,₹399,Grocery Farm,200 g 
515,Basmati Rice/Basmati Akki - Biryani Special,₹763.98,₹1050,Fortune ,5 kg - Pouch
516,"Groundnut Oil - Filtered, Rich In Antioxidants & Vitamins, Chemical Free",₹204.52,₹210,Sunpure ,1 L 
517,Organic - Red Raw Rice/Akki,₹91,₹110,BB Royal,1 kg 
518,"Organic Cow Ghee - Rich In Aroma, No Pesticide Residues & Antibiotics",₹652.5,₹725,Aashirvaad Svasti,500 ml - Jar
519,Misri / Sugar/Sakkare Diamond,₹27,₹40,BB Royal,200 g 
520,Organic - Dosa Rice,₹337,₹449,BB Royal,5 Kg 
521,Super Saver Ponni Raw Rice,₹1458,₹1620,Super Saver,26 kg - Bag
522,"Organic Misri - Whole, Sugar/Sakkare Candy",₹16,₹23,BB Royal,100 g 
523,Brown Sugar/Sakkare,₹136,₹160,Organic Tattva,1 kg - Pouch
524,Saffron/Kesar,₹208,₹400,BB Royal,1 g 
525,Samba Wheat Broken - Fine,₹117,₹117,Double Horse,500 g - Pouch
526,Gobind Bhog Rice,₹1977,₹2600,BB Royal,20 kg 
527,Soya Bean,₹23,₹40,BB Royal,200 g - Pouch
528,Raw Peanut,₹598.4,₹680,24 Mantra Organic,2x1 kg - Multipack
529,"Chilli Flakes - Natural,Spicy Sprinkler For Pizza, Pasta, Snacks",₹9.5,₹10,SNAPIN,7 g 
530,Organic - Ajwain/Om Kalu,₹261.25,₹275,BB Royal,500 g 
531,Roasted Sooji - Pesticide Free,₹88.92,₹114,Safe Harvest,1 kg 
532,Organic - Horse Gram/Hurali Kaalu,₹169,₹189,BB Royal,1 kg 
533,"Oregano Pizza Seasoning - Italian Herbs Blend  Adds Flavour for Snacks, Marinades",₹9.5,₹10,SNAPIN,10 g 
534,Organic Cinnamon/Chakke Bark,₹63,₹70,Pro Nature,50 g - Pouch
535,Aval/Poha Red Thick,₹94,₹150,BB Royal,1 kg 
536,Masala - Garam,₹33.15,₹39,Aachi,50 g - Pouch
537,Organic - Jowar/Sorghum Millet,₹87,₹110,BB Royal,1 kg 
538,Premium Diwali Gift Box,₹151,₹199,BB Royal,"150 g - (Almonds, Raisins, Cashews, 50 g each)"
539,Masala - Tomato Rice Powder,₹21,₹25,MTR,50 g 
540,Organic - Roasted Chana Dal/Kadale Bele,₹111.6,₹124,Pro Nature,500 g - Pouch
541,Sona Masoori Boiled - Rice,₹48,₹75,BB Royal,1 kg - Pouch
542,Barley/Jau,₹14,₹15,BB Royal,100 g - Pouch
543,Arhar/Toor Dal,₹250.75,₹295,Organic Tattva,1 kg - Pouch
544,Organic - Cardamom/Elaichi Black,₹48,₹59,BB Royal,20 g 
545,Marathi Moggu,₹77,₹100,BB Royal,50 g 
546,"Prasadam Makhana Fox Nuts - Big Size Phool Makhana, Rich In Protein, Indian Snacks",₹119.2,₹149,Farmley,100 g 
547,Soya Health Refined Soyabean Oil,₹114,₹130,Fortune ,1 L - Pouch
548,Secret Chowmein Hakka Noodles Masala,₹10,₹10,Chings,20 g 
549,Black Pepper Powder,₹121,₹135,BB Royal,100 g 
550,SuperLite Advanced - Sunflower Oil,₹1340,₹1340,Sundrop,5 L - Can
551,Cumin/Jeera,₹459,₹510,24 Mantra Organic,3x100 g - Multipack
552,Premium Seedless Green Raisins,₹280.5,₹330,Happilo,2x250 g - Multipack
553,"Organic Sunflower Oil - Rich In Health Benefits, Cold Pressed",₹1710,₹1800,Phalada Pure & Sure,5 L 
554,Shahjeera,₹101,₹120,BB Royal,100 g 
555,Xpert Pro Immunity Oil - Blend Of Rice Bran & Sunflower Oil,₹119,₹150,Fortune ,1 L - Pouch
556,"Big Fennel - Whole, Rich In Vitamin C & Antioxidants",₹58,₹90,Zoff,100 g 
557,Turmeric - Sticks,₹39,₹40,BB Royal,100 g 
558,Basmati Rice/Basmati Akki - Sehat Mini Mogra,₹549,₹620,Daawat,10 kg 
559,Extra Light Olive Oil,₹672.14,₹1095,Disano,500 ml 
560,100% Natural Premium Whole Cashews - Value Pack,₹992,₹1550,Happilo,1 kg 
561,Chilli - Cherry/Gundu With Stem,₹315,₹500,BB Royal,500 g 
562,Groundnut Oil,₹409.04,₹420,Sunpure ,2 X 1 ltr - Multipack
563,Wheat Flour (Atta/Godihittu),₹392.26,₹475,Super Saver,10 kg - Pouch
564,Organic Powder - Jaggery/Bella,₹72,₹90,Organic Tattva,500 g - Pouch
565,"Walnut/Akhrot - Kernels, Quarters",₹211,₹300,Super Saver,200 g 
566,Chana Sattu Refreshing Drink Powder,₹151.2,₹189,Manna,500 g 
567,Bandhani Hing,₹50,₹50,Patanjali,25 g 
568,Atta/Godihittu - Chakki Fresh,₹249.98,₹360,Vivatta,5 kg - Pouch
569,Organic - Cashew/Godambi Broken,₹103,₹170,BB Royal,100 g 
570,Ragi Flour,₹175.5,₹195,24 Mantra Organic,3x500 g - Multipack
571,Lobia Dal - Black Eyes Peas,₹81,₹90,BB Royal,500 g - Pouch
572,Double Roasted Rava,₹105,₹105,Elite,1 kg - Pillow Pouch
573,100% Pure California Almonds/Badam - Whole,₹234.47,₹275,Tata Sampann,200 g 
574,Ponni Boiled Rice - Super Premium,₹1732,₹2080,BB Royal,26 kg - Bag
575,"Pure & Unrefined Cold Pressed Groundnut Oil - Naturally, Cholesterol Free, With A Real Rich Aroma & Flavour",₹400,₹500,Tata Simply Better,1 L 
576,Sesame Oil,₹360,₹360,Patanjali,1 L - Bottle
577,Mace/Javitri,₹194,₹250,BB Royal,50 g 
578,Red Raw Rice/Akki,₹79,₹80,BB Popular,1 kg 
579,"Pistachios - Roasted & Salted, Premium Iranian",₹655.7,₹790,Happilo,2x200 g - Multipack
580,Bay Leaf/Lavangada Ele,₹9,₹10,BB Royal,20 g 
581,Kalonji/Mangraila,₹24,₹40,BB Royal,50 g 
582,Organic Dal - Green Moong Whole//Hesaru Kaalu,₹250,₹250,24 Mantra Organic,1 kg - Pouch
583,Coconut Oil - Nirmal Cold Press Virgin,₹174.99,₹195,Klf ,250 ml - Bottle
584,Masala - Chicken,₹182,₹182,Everest,200 g 
585,Salted Puffed Rice/Kadle Puri/Murmure,₹57,₹80,BB Royal,500 g - Pouch
586,"Bellar Dal/Avarekalu - Whole, Brown",₹52,₹60,BB Royal,200 g 
587,Organic Chilli Powder/Menasina Pudi,₹223,₹275,BB Royal,500 g 
588,Organic - Saunf/Sompu,₹160,₹165,BB Royal,200 g 
589,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",₹234.61,₹285,Tata Sampann,200 g 
590,Raisins/Kishmish - Indian,₹145,₹225,Super Saver,500 g 
591,"Chat Masala Powder - Sprinkler, Used As Seasoning",₹42.3,₹45,Catch,50 g - Can
592,Coconut Powder - Desiccated,₹61,₹80,BB Popular,200 g 
593,Coconad - Coconut Milk Powder,₹87.11,₹98,Klf ,100 g 
594,Mustard Small,₹108.3,₹114,24 Mantra Organic,3x100 g - Multipack
595,Powder - Chilli,₹91,₹135,Sakthi,200 g - Pouch
596,Tamarind/Hunisehannu,₹63,₹63,Eastern,200 g 
597,"Cumin Seeds - Highly Nutritious, Increase Appetite, Boosts Overall Health",₹120,₹120,Sri Sri Tattva,100 g 
598,Organic Seeds - Black Mustard/Sasive,₹34,₹40,Organic Tattva,100 g - Pouch
599,Sampann Unpolished Rajma/Capparadavare,₹120.28,₹124,Tata Sampann,500 g 
600,Tur Dal,₹202.5,₹225,Safe Harvest,1 kg 
601,Organic Khapli Wheat/Emmer Flour - 100% Natural,₹175,₹245,Jiwa,1 kg 
602,Saunf/Sompu - Sweet,₹37,₹38,Top,100 g - Pouch
603,Basmati Rice/Basmati Akki - Premium,₹598.54,₹700,BB Royal,5 kg 
604,Powder - Pure Chilli,₹265.2,₹312,Aachi,500 g - Pouch
605,"Extra Light Tasting Olive Oil- Deep Frying- Neutral Taste-Deep Fry, Shallow Fry -Italian",₹661.5,₹1000,Bertolli,500 ml - Bottle
606,Basmati Rice/Basmati Akki - Pulav,₹696.25,₹820,Daawat,5 kg - Pouch
607,Healthy Nutmix - Premium International,₹605.9,₹730,Happilo,2x200 g - Multipack
608,Salt/Uppu - Free Flow,₹18.21,₹25,AKAR,1 kg - Pouch
609,"Tata Salt Super Lite Iodized Salt - 30 % Less Sodium, 1 Kg (PACK OF 2)",₹120.9,₹130,bb Combo,2 x 1 Kg - Multipack
610,Roasted & Salted Pumpkin Seeds,₹37.6,₹40,Cornitos,30 g - Pouch
611,Chana Dal,₹264,₹300,24 Mantra Organic,3x500 g - Multipack
612,Almond/Badam - Sonora,₹171,₹180,BB Royal,100 g - Pouch
613,"Coriander/Dhaniya Powder - Exotic, Pure Spices, For Cooking",₹142.5,₹190,Catch,500 g - Pouch
614,Cashew/Godambi - Broken,₹441,₹750,BB Royal,500 g - Pouch
615,Olive Oil - Extra Virgin,₹1769.26,₹2200,Del Monte ,2x500 ml - Multipack
616,Soya chunks,₹101.24,₹120,Fortune ,2x200 g - Multipack
617,Sunflower Oil - Cold Pressed,₹219.6,₹244,Pro Nature,500 ml 
618,Organic Toor Dal/Togari Bele,₹351.5,₹370,Tata Sampann,1 kg 
619,Jowar Flour,₹189,₹210,24 Mantra Organic,3x500 g - Multipack
620,Sundrop Super Lite Advanced - Sunflower Oil Pet,₹185,₹185,Sundrop,1 L - Bottle
621,Masala - Chicken,₹25.5,₹30,Aachi,50 g - pouch
622,Mustard Oil,₹140,₹140,Patanjali,1 L 
623,Organic Maida,₹55.25,₹65,Organic Tattva,500 g - Pouch
624,Organic Cold Pressed Coconut Oil,₹325,₹495,GoodDiet,500 ml 
625,Refined Sunflower Oil,₹666.26,₹775,Emami Healthy & Tasty,5 L - Can
626,"Organic - Urad Dal/Uddina Bele, Black (Split)",₹187,₹210,BB Royal,1 kg 
627,Cooking Soda,₹82,₹82,Tata I Shakti,1 Kg - Pouch
628,Sabu Dana,₹96,₹96,Dnv,500 g 
629,"Sona Masoori - Premium, Light Weight & Aromatic",₹356.27,₹412,Daawat,5 kg 
630,Rice Puttupodi,₹105,₹105,Elite,1 kg - Pillow Pouch
631,Soya Chunks,₹150,₹200,Fortune ,1 kg - Pouch
632,Masala - Lemon Rice Powder,₹21,₹25,MTR,50 g 
633,Masala - Garam,₹84,₹84,Mdh,100 g - Carton
634,"Basmati Rice/Basmati Akki - Royale, Authentic Biryani",₹690,₹1125,Kohinoor,5 kg 
635,White Peas/Matar,₹106,₹160,BB Super Saver,1 kg 
636,Dry Mango Powder,₹37,₹80,BB Royal,100 g 
637,Sonamasuri Hand Pounded,₹523.6,₹595,Organic Tattva,5 kg - Pouch
638,Besan/Kadale Hittu,₹55.46,₹80,Fortune ,500 g - Pouch
639,"Magic Cube - Vegetarian Masala, Adds Flavour To A Variety Of Dishes",₹35,₹35,MAGGI ,40 g - (Pack of 10)
640,Kashmiri Mirch Powder,₹212.5,₹250,Catch,2x100 g - Multipack
641,"Coconut Milk Powder - Fresh Aroma, No Preservatives",₹125,₹125,MAGGI ,100 g - Carton
642,Puffed Rice/Kadle Puri - Pesticide Free,₹106.4,₹112,Safe Harvest,500 g 
643,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",₹837,₹900,Slurrp Farm,3x250 g - Multipack
644,Saffron,₹340,₹340,Everest,1 g - Carton
645,Roasted Chana Whole with skin,₹79,₹100,BB Royal,500 g - Pouch
646,Urad Dal White Whole,₹409.2,₹465,24 Mantra Organic,3x500 g - Multipack
647,Organic - Maize flour/Makka Atta,₹75,₹89,BB Royal,1 kg 
648,Extra Virgin Olive Oil,₹1159,₹1799,La Espanola,1 L - Glass Bottle
649,Unpolished Masoor Dal - Split,₹83.42,₹86,Tata Sampann,500 g 
650,Unpolished Brown Rice/Akki,₹446.25,₹525,Safe Harvest,5 kg 
