,Sr.No.,Grocery_Name,Brand_Name,MRP_Price,Discount_Price,Total Disc,Percetage Disc,Quantity,strip_qua,Quantity_upd,Converted_Quantity,Price_per_unit(gm/ml/pc)
348,348,Ultra Thin Banana Wafers - Classic Salt,A-1 Chips,110.0,110.0,0.0,0.0,180 g ,180 g ,180 g ,180.0,0.6111111111111112
349,349,Gulab Jamun,MTR,270.0,230.0,40.0,14.81,1 kg - Tin,1 kg ,1 kg ,1000.0,0.23
350,350,"Biscuits - Rich Marie, Light & Crunchy, Teatime Snack",Bisk Farm,40.0,37.6,2.3999999999999986,6.0,300 g - Pouch,300 g ,300 g ,300.0,0.12533333333333332
351,351,Rich Dry Fruit Collection Chocolate Gift Pack,Cadbury Celebrations,1100.0,971.52,128.48000000000002,11.68,177 g - Pack of 2,177 g ,177 g ,177.0,5.4888135593220335
352,352,Caramel Cookie Chocolate Bar,Twix,210.0,189.0,21.0,10.0,3x50 g - Multipack,3*50 g ,150 g,150.0,1.26
353,353,Farmlite Biscuit - Oats & Raisins,Sunfeast,195.0,152.49,42.50999999999999,21.8,3x150 g ,3*150 g ,450 g,450.0,0.3388666666666667
354,354,Organic - Apple Cider Vinegar,Bragg,2480.0,2108.0,372.0,15.0,2x946 ml - Multipack,2*946 ml ,1892 ml,1892.0,1.1141649048625792
355,355,Golden Wheat Crisps - Methi Khakhra,Daadi's,80.0,80.0,0.0,0.0,180 g - Pouch,180 g ,180 g ,180.0,0.4444444444444444
356,356,Cocoa Powder Mix,Cadbury,530.0,423.47,106.52999999999997,20.1,2x150 g - Multipack,2*150 g ,300 g,300.0,1.4115666666666669
357,357,Bagrry`S Crunchy Muesli With Almonds  Raisins & Honey - 40 750 g Pouch,Bagrrys,490.0,357.7,132.3,27.0,750 g - Pouch,750 g ,750 g ,750.0,0.4769333333333333
358,358,"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",Sunfeast,170.0,85.06,84.94,49.96,242 g ,242 g ,242 g ,242.0,0.35148760330578516
359,359,Potato Chips - Sour Cream & Onion Flavoured,Pringles,230.0,207.0,23.0,10.0,2x107 g - Multipack,2*107 g ,214 g,214.0,0.9672897196261683
360,360,"Waffy Wafers - Pineapple Flavoured, Creamy & Crunchy",Dukes ,50.0,25.0,25.0,50.0,60 g ,60 g ,60 g ,60.0,0.4166666666666667
361,361,Appalam,Mother's Recipe,50.0,45.0,5.0,10.0,100 g - Pouch,100 g ,100 g ,100.0,0.45
362,362,"Hashtags - Spicy Masala, Unique Flavour, Crispy",Bingo,30.0,28.33,1.6700000000000017,5.57,58 g - Pouch,58 g ,58 g ,58.0,0.48844827586206896
363,363,Pickle - Mango Sliced,MTR,149.0,149.0,0.0,0.0,500 g - Jar,500 g ,500 g ,500.0,0.298
364,364,Namkeen - Salted Banana Chips,Tasties,594.0,516.0,78.0,13.13,6x150 g - (Multipack),6*150 g ,900 g,900.0,0.5733333333333334
365,365,Gulab Jamun Instant Mix,Aashirvaad,280.0,154.0,126.0,45.0,500 g - Pouch,500 g ,500 g ,500.0,0.308
366,366,"Oats - Low In Sodium, Soluble Fibre, Reduce Cholesterol",Kelloggs,180.0,146.0,34.0,18.89,900 g ,900 g ,900 g ,900.0,0.1622222222222222
367,367,Milano Cookies - Centre Filled With Mixed Berries,Parle,120.0,90.0,30.0,25.0,3x75 g - Multipack,3*75 g ,225 g,225.0,0.4
368,368,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Chatpata Masala Flavour",Sunfeast,75.0,71.25,3.75,5.0,75 g - (Pack of 3),75 g ,75 g ,75.0,0.95
369,369,"Minute Fresh Signature Dosa Batter - Made From Red Rice, No Added Preservatives, Soda",MTR FOODS,90.0,81.0,9.0,10.0,850 g ,850 g ,850 g ,850.0,0.09529411764705882
370,370,Ragi Sticks - Achari Masala,GoodDiet,125.0,69.25,55.75,44.6,5x30 g - (Multipack),5*30 g ,150 g,150.0,0.46166666666666667
371,371,Roasted Vermicelli - Made From Wheat,Aashirvaad,59.0,55.46,3.539999999999999,6.0,400 g ,400 g ,400 g ,400.0,0.13865
372,372,"Cuppa Noodles - Masala, 70 g, Pack of 3",MAGGI ,150.0,150.0,0.0,0.0,3x70 g - Multipack,3*70 g ,210 g,210.0,0.7142857142857143
373,373,Nice - Sugar Sprinkled Biscuits,Sunfeast,75.0,71.25,3.75,5.0,3x142.8 g - (Multipack),3*142.8 g ,3*142.8 g ,,
374,374,Cookies - Hide N Seek Milano,Parle,240.0,180.0,60.0,25.0,6x75 g - (Multipack),6*75 g ,450 g,450.0,0.4
375,375,Instant Gojjavalakki Mix,Sanketi Adukale,109.0,109.0,0.0,0.0,250 g ,250 g ,250 g ,250.0,0.436
376,376,"Original Special K - Low Fat, High In B Group Vitamins, Source Of Protein & Fibre, Breakfast Cereals",Kelloggs,470.0,447.25,22.75,4.84,935 g ,935 g ,935 g ,935.0,0.4783422459893048
377,377,Sliced Black Olives,Del Monte ,330.0,300.3,29.69999999999999,9.0,450 g - Jar,450 g ,450 g ,450.0,0.6673333333333333
378,378,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",Tata Sampann,285.0,234.61,50.389999999999986,17.68,200 g ,200 g ,200 g ,200.0,1.1730500000000001
379,379,Chef'S Special - Tomato Ketchup,VEEBA,99.0,84.15,14.849999999999994,15.0,900 g ,900 g ,900 g ,900.0,0.0935
380,380,"Playz Puffcorn - Yummy Cheese, Namkeen",Kurkure,100.0,63.75,36.25,36.25,2 x 80 g - Multipack,2*80 g ,160 g,160.0,0.3984375
381,381,Chocos Crunchy Bites,Kelloggs,410.0,382.5,27.5,6.71,2x 375 g - Multipack,2*375 g ,750 g,750.0,0.51
382,382,Good Day Cookies - Rich Butter,Britannia,150.0,142.5,7.5,5.0,6x120 g - Multipack,6*120 g ,720 g,720.0,0.19791666666666666
383,383,Ragi Idli & Dosa Batter,Batter Box,100.0,100.0,0.0,0.0,1 Kg ,1 Kg ,1 Kg ,1000.0,0.1
384,384,Signature Minute Fresh Akki Rotti - Heat & Eat,MTR,95.0,90.0,5.0,5.26,420 g ,420 g ,420 g ,420.0,0.21428571428571427
385,385,"Peanut Chikki Nice - Made With jaggery, Healthy Snack, Protein Rich",SDA ,85.0,85.0,0.0,0.0,200 g - POUCH,200 g ,200 g ,200.0,0.425
386,386,"Masala Oats - Karara Crunch, Classic Masala, Tasty Recipe",Saffola,212.0,169.6,42.400000000000006,20.0,500 g ,500 g ,500 g ,500.0,0.3392
387,387,Quinoa Puffs - Onion Masala,GoodDiet,125.0,69.25,55.75,44.6,5x30 g - (Multipack),5*30 g ,150 g,150.0,0.46166666666666667
388,388,Oreo Chocolate Bar,Cadbury Dairy Milk Silk,525.0,499.06,25.939999999999998,4.94,3 x 130 g - Multipack,3*130 g ,390 g,390.0,1.2796410256410256
389,389,Wild Honey,24 Mantra Organic,580.0,452.4,127.60000000000002,22.0,2x500 g - Multipack,2*500 g ,1000 g,1000.0,0.45239999999999997
390,390,"Khatta Meetha - Premium Quality, Guilt-free Snack, Authentic Taste",Haldiram's,200.0,180.0,20.0,10.0,1 kg - Pouch,1 kg ,1 kg ,1000.0,0.18
391,391,"Dark Chocolate - Single Origin, India",Amul,160.0,80.0,80.0,50.0,125 g ,125 g ,125 g ,125.0,0.64
392,392,"Choco Ragi Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,200.0,190.0,10.0,5.0,8x20 g - Multipack,8*20 g ,160 g,160.0,1.1875
393,393,"Aam Papad -  Fruit Bar, No Added Preservatives & Colours",Paper Boat,225.0,202.5,22.5,10.0,270 g - (Pack of 3),270 g ,270 g ,270.0,0.75
394,394,Yummiez Pepper & Herb Chicken Sausages,Godrej Yummiez,180.0,170.0,10.0,5.56,250 g - Pouch,250 g ,250 g ,250.0,0.68
395,395,Jack Fruit Chips,A-1 Chips,130.0,130.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.65
396,396,Organic Wild Honey,BB Royal,798.0,450.0,348.0,43.61,2x500 g - Multipack,2*500 g ,1000 g,1000.0,0.45
397,397,Expressions Gift Box - Assorted Chocolate Truffles,Lindberg,499.0,299.0,200.0,40.08,185 g - (16 Pcs),185 g ,185 g ,185.0,1.6162162162162161
398,398,Sugar Free Cashew Cookies,UNIBIC,360.0,324.0,36.0,10.0,6x75 g - Multipack,6*75 g ,450 g,450.0,0.72
399,399,Namkeen - Handmade Bhujia Sev,Tasties,294.0,193.02,100.97999999999999,34.35,6x150 g - Multipack,6*150 g ,900 g,900.0,0.21446666666666667
400,400,Sugar Free Dark Chocolate,Amul,140.0,140.0,0.0,0.0,150 g ,150 g ,150 g ,150.0,0.9333333333333333
401,401,Pastalicious Penne - 100% Durum Wheat Semolina,Disano,260.0,119.0,141.0,54.23,2x400 g - Multipack,2*400 g ,800 g,800.0,0.14875
402,402,Super Snack - Piri Piri Paradise,MR. MAKHANA,49.0,46.55,2.450000000000003,5.0,27.5 g ,27.5 g ,27.5 g ,27.5,1.6927272727272726
403,403,"Thenkuzhal Muruku - Namkeen Snack, No Transfats Or Cholesterol, Evening Snack",Townbus,65.0,65.0,0.0,0.0,170 g - Stand Pouch,170 g ,170 g ,170.0,0.38235294117647056
404,404,"Pancake Mix - Chocolate Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,53.0,26.5,26.5,50.0,80 g ,80 g ,80 g ,80.0,0.33125
405,405,Quinoa Puffs - Spicy Garlic,GoodDiet,125.0,61.97,63.03,50.42,5x30 g - (Multipack),5*30 g ,150 g,150.0,0.41313333333333335
406,406,Honey - Zero Adulteration,BB Royal,365.0,149.0,216.0,59.18,500 g - Squeezy Bottle,500 g ,500 g ,500.0,0.298
407,407,"Bars Choco Almond 10 g Daily Protein Bar With Real Almond, Sugar Free Healthy Protein Snacks",RiteBite Max Protein,450.0,427.5,22.5,5.0,50 g - (Pack of 6),50 g ,50 g ,50.0,8.55
408,408,"Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",Parle,30.0,22.5,7.5,25.0,100 g ,100 g ,100 g ,100.0,0.225
409,409,Chewy Fruit Candies - Original,Skittles,10.0,10.0,0.0,0.0,9 g ,9 g ,9 g ,9.0,1.1111111111111112
410,410,Instant Khatta Meetha Poha With Millets,Aashirvaad,108.0,81.0,27.0,25.0,4X60 g - Multipack,4*60 g ,240 g,240.0,0.3375
411,411,Namkeen - Moong Dal,Haldiram's,210.0,190.0,20.0,9.52,2x350 g - Multipack,2*350 g ,700 g,700.0,0.2714285714285714
412,412,No-Onion No-Garlic Tomato Sauce,Kissan,130.0,118.0,12.0,9.23,850 g - Doy Pack,850 g ,850 g ,850.0,0.1388235294117647
413,413,Pazzta Cheesy Tomato Twist - Made With 100% Suji/Rawa,MAGGI ,32.0,32.0,0.0,0.0,68.5 g ,68.5 g ,68.5 g ,68.5,0.46715328467153283
414,414,Banana Chips,A-1 Chips,140.0,133.0,7.0,5.0,250 g ,250 g ,250 g ,250.0,0.532
415,415,Khara Groundnuts,Sanjay ,75.0,75.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.375
416,416,Flavored Center Chocolate - Blueberry & Acai,Brookside,320.0,294.4,25.600000000000023,8.0,2x100 g - Multipack,2*100 g ,200 g,200.0,1.472
417,417,Tamarind Date Chutney,Mother's Recipe,120.0,108.0,12.0,10.0,2 x 200 g - Multipack,2*200 g ,400 g,400.0,0.27
418,418,"Tortilla Wrap - For Rolls, Wraps & Tacos",Habanero,555.0,555.0,0.0,0.0,3x330 g - Multipack,3*330 g ,990 g,990.0,0.5606060606060606
419,419,Vermicelli - Roasted,Azad ,52.0,52.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.26
420,420,Ribbon Pakoda,Townbus,55.0,55.0,0.0,0.0,135 g ,135 g ,135 g ,135.0,0.4074074074074074
421,421,Corn Flakes With Real Strawberry Puree,Kelloggs,325.0,325.0,0.0,0.0,575 g ,575 g ,575 g ,575.0,0.5652173913043478
422,422,Almond Treat Premium Chocolate Bar,Cadbury Temptations,330.0,297.53,32.47000000000003,9.84,3 x 72 g - Multipack,3*72 g ,216 g,216.0,1.3774537037037036
423,423,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",Slurrp Farm,900.0,837.0,63.0,7.0,3x250 g - Multipack,3*250 g ,750 g,750.0,1.116
424,424,Namkeen - Navratan Mix,Haldiram's,60.0,60.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.3
425,425,"Muesli - Fruits, Nuts & Seeds, Healthy, Rich In Protein, Breakfast Cereal",Yoga Bar,359.0,299.01,59.99000000000001,16.71,400 g ,400 g ,400 g ,400.0,0.747525
426,426,Kerala Banana Chips - Made In Coconut Oil,Tasties Origins,125.0,90.0,35.0,28.0,150 g - Pouch,150 g ,150 g ,150.0,0.6
427,427,Pickle - Lime,MTR,155.0,155.0,0.0,0.0,500 g - Jar,500 g ,500 g ,500.0,0.31
428,428,ChocoChip Cookies,Cadbury Chocobakes,160.0,144.26,15.740000000000009,9.84,2x167 g - Multipack,2*167 g ,334 g,334.0,0.4319161676646706
429,429,Hifi Cookies - Biscuits - Butter,Sunfeast,5.0,5.0,0.0,0.0,35 g - pouch,35 g ,35 g ,35.0,0.14285714285714285
430,430,Butter Popcorn,ACT II,50.0,40.0,10.0,20.0,2 x 50 g - Multipack,2*50 g ,100 g,100.0,0.4
431,431,Original Rava Dosa Ready Mix,MTR,140.0,140.0,0.0,0.0,500 g - Pouch,500 g ,500 g ,500.0,0.28
432,432,"Veg Hakka Noodles - Zero Fat, Free From Additives",Ramyeon,200.0,200.0,0.0,0.0,1 kg ,1 kg ,1 kg ,1000.0,0.2
433,433,"Crunchy Chicken Nuggets, Non-Veg Snack, Ready To Cook",ITC Master Chef,650.0,487.5,162.5,25.0,1 kg - (55 pcs),1 kg ,1 kg ,1000.0,0.4875
434,434,Roasted High Protein - Mixture,GoodDiet,100.0,76.0,24.0,24.0,4x30 g - (Multipack),4*30 g ,120 g,120.0,0.6333333333333333
435,435,Munch Maha Choco Taste - Wafer Chocolate,Nestle ,5.0,5.0,0.0,0.0,8.9 g ,8.9 g ,8.9 g ,8.9,0.5617977528089887
436,436,"Choco Deck - Mini Delights, Assorted, Home Pack",Fabelle,600.0,296.98,303.02,50.5,3 x 140 g - Multipack,3*140 g ,420 g,420.0,0.7070952380952381
437,437,"International Cream Of Broccoli Soup - With Real Vegetables, No Preservatives",Knorr,70.0,64.4,5.599999999999994,8.0,50 g ,50 g ,50 g ,50.0,1.288
438,438,"Gourmet Potato Chips - Thai Sweet Chilli, Crispy",Lays,100.0,72.0,28.0,28.0,2x80 g - Multipack,2*80 g ,160 g,160.0,0.45
439,439,Funfoods Pasta Pizza Sauce,Dr. Oetker,198.0,148.0,50.0,25.25,2 x 315 g - Multipack,2*315 g ,630 g,630.0,0.23492063492063492
440,440,Bounce Biscuits - Pineapple Creme Cookies,Sunfeast,60.0,57.0,3.0,5.0,6x76 g - Multipack,6*76 g ,456 g,456.0,0.125
441,441,Biscuits,Cadbury Bournvita,105.0,94.75,10.25,9.76,3 x 120 g - Multipack,3*120 g ,360 g,360.0,0.26319444444444445
442,442,Kerala Pappadam - Handmade,Jimmy's,32.0,32.0,0.0,0.0,50 g ,50 g ,50 g ,50.0,0.64
443,443,Groundnut - Broken,Sanjay ,79.0,79.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.395
444,444,Breakfast Mix - Multigrain Dosa,MTR,170.0,170.0,0.0,0.0,500 g - Pouch,500 g ,500 g ,500.0,0.34
445,445,Coconut Ghee Burfi,Daadi's,150.0,150.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.75
446,446,Mars Caramel Miniatures Chocolate Pack - 130 GM,Mars ,169.0,143.65,25.349999999999994,15.0,130 g - Pouch,130 g ,130 g ,130.0,1.105
447,447,Heinz Tomato Ketchup,Heinz,165.0,156.75,8.25,5.0,900 g ,900 g ,900 g ,900.0,0.17416666666666666
448,448,Peanut Chikki With Jaggery,IndiSecrets,75.0,45.0,30.0,40.0,100 g - (4 x 25 g each),100 g ,100 g ,100.0,0.45
449,449,Biscuit - Spicy,Bisk Farm,70.0,70.0,0.0,0.0,2x200 g - Multipack,2*200 g ,400 g,400.0,0.175
450,450,Chocos Fills,Kelloggs,410.0,390.0,20.0,4.88,2x250 g - (Multipack),2*250 g ,500 g,500.0,0.78
451,451,Pancake Mix - Original,Betty Crocker,450.0,382.5,67.5,15.0,1 kg - Carton,1 kg ,1 kg ,1000.0,0.3825
452,452,Monaco Cheeslings - Classic,Parle,140.0,113.96,26.040000000000006,18.6,2 x 150 g - Multipack,2*150 g ,300 g,300.0,0.37986666666666663
453,453,"Chocolate Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,447.0,415.71,31.29000000000002,7.0,3x150 g - Multipack,3*150 g ,450 g,450.0,0.9238
454,454,"Nutricrunch Digestive Cookies - Rich In Antioxidants, Fibre & Iron, Crispy, Crunchy",Parle Platina,270.0,135.0,135.0,50.0,1 kg ,1 kg ,1 kg ,1000.0,0.135
455,455,Top Biscuits - Butter Munch,Bisk Farm,30.0,30.0,0.0,0.0,150 g - Pouch,150 g ,150 g ,150.0,0.2
456,456,"Pancake Mix - Butterscotch Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,53.0,26.5,26.5,50.0,80 g ,80 g ,80 g ,80.0,0.33125
457,457,Sesame Chikki Bar,24 Mantra Organic,60.0,60.0,0.0,0.0,3 x 33 g - Multipack,3*33 g ,99 g,99.0,0.6060606060606061
458,458,Appalam No 4,Atish Papad ,51.0,51.0,0.0,0.0,150 g ,150 g ,150 g ,150.0,0.34
459,459,Roasted Almond Barks - Snacking Chocolate,Lindberg,215.0,179.0,36.0,16.74,75 g ,75 g ,75 g ,75.0,2.3866666666666667
460,460,Millet Idly & Dosa Batter,Batter Box,105.0,105.0,0.0,0.0,1 Kg ,1 Kg ,1 Kg ,1000.0,0.105
461,461,Froot Loops - Crunchy Multigrain Cereal,Kelloggs,398.0,348.0,50.0,12.56,2x285 g - Multipack,2*285 g ,570 g,570.0,0.6105263157894737
462,462,3 Minute Breakfast - Khatta Meetha Poha,MTR,81.0,69.0,12.0,14.81,3 x 60 g - Multipack,3*60 g ,180 g,180.0,0.38333333333333336
463,463,Dry Fruit Chikki,Paper Boat,30.0,27.0,3.0,10.0,25 g ,25 g ,25 g ,25.0,1.08
464,464,Beanz - Baked Beans In Tomato Sauce,Heinz,150.0,150.0,0.0,0.0,415 g ,415 g ,415 g ,415.0,0.3614457831325301
465,465,Pizza & Pasta Sauce,Knorr,60.0,60.0,0.0,0.0,200 g ,200 g ,200 g ,200.0,0.3
466,466,Chana Jor Garam,Haldiram's,40.0,40.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.2
467,467,Namkeen - Aloo Bhujia,Tasties,294.0,211.02,82.97999999999999,28.22,6x150 g - Multipack,6*150 g ,900 g,900.0,0.23446666666666668
468,468,Appalam - No 2,Ambika,140.0,140.0,0.0,0.0,285 g - Pouch,285 g ,285 g ,285.0,0.49122807017543857
469,469,Frozen Rasmalai,Amul,230.0,230.0,0.0,0.0,500 g ,500 g ,500 g ,500.0,0.46
470,470,"Almond Cookies - Chocolate & Badam. Healthy biscuits- no added maida, 18 cookies",Open Secret,315.0,277.2,37.80000000000001,12.0,3x75 g - Multipack,3*75 g ,225 g,225.0,1.232
471,471,"Multigrain Variety Energy Bar - Chocolate, Vanilla Almonds, Cashew Orange & Nuts & Seeds",Yoga Bar,400.0,368.0,32.0,8.0,38 g - (Pack of 10),38 g ,38 g ,38.0,9.68421052631579
472,472,"Chocos Fills - Double Chocolaty, Multigrain, High In Protein & B Vitamins, 0% Maida, Anytime Snack",Kelloggs,99.0,94.0,5.0,5.05,160 g ,160 g ,160 g ,160.0,0.5875
473,473,Biscuits,Cadbury Bournvita Biscuits,225.0,192.06,32.94,14.64,3x250 g - Multipack,3*250 g ,750 g,750.0,0.25608000000000003
474,474,"Multigrain Energy Bar - Nuts & Seeds, Healthy Snack, High In Protein & Fibre",Yoga Bar,40.0,35.0,5.0,12.5,38 g ,38 g ,38 g ,38.0,0.9210526315789473
475,475,Papad - Potato,Mother's Recipe,102.0,102.0,0.0,0.0,3x75 g - (Multipack),3*75 g ,225 g,225.0,0.4533333333333333
476,476,Potato Chips - Masala,Sanjay ,50.0,50.0,0.0,0.0,90 g ,90 g ,90 g ,90.0,0.5555555555555556
477,477,Spread - Cocoa with Almond,Hersheys ,525.0,498.75,26.25,5.0,3x135 g - Multipack,3*135 g ,405 g,405.0,1.2314814814814814
478,478,"Ragi Bites Choco Fills - No Maida, Calcium & Protein From Dal",Tata Soulfull,698.0,488.6,209.39999999999998,30.0,2 x 500g - Multipack,2*500g ,1000 g,1000.0,0.48860000000000003
479,479,Khatta Meetha,Tasties,15.0,11.0,4.0,26.67,60 g ,60 g ,60 g ,60.0,0.18333333333333332
480,480,Chocolate - Lindor Assorted,Lindt,800.0,720.0,80.0,10.0,200 g ,200 g ,200 g ,200.0,3.6
481,481,Potato Cheese Shotz - Crunchy Nuggets Of Potatoes & Cheese,McCain,240.0,240.0,0.0,0.0,400 g ,400 g ,400 g ,400.0,0.6
482,482,Dessert Mix - Gulab Jamun,Gits,240.0,192.0,48.0,20.0,3 x 100 g - Multipack,3*100 g ,300 g,300.0,0.64
483,483,Multigrain Chips - Sour Cream & Onion,GoodDiet,125.0,69.25,55.75,44.6,5x30 g - (Multipack),5*30 g ,150 g,150.0,0.46166666666666667
484,484,Rich Tomato Sauce - No Onion & No Garlic,MAGGI ,175.0,175.0,0.0,0.0,970 g - Bottle,970 g ,970 g ,970.0,0.18041237113402062
485,485,Pazzta Mushroom Penne - Made With 100% Suji/Rawa,MAGGI ,32.0,32.0,0.0,0.0,68.5 g ,68.5 g ,68.5 g ,68.5,0.46715328467153283
486,486,"Valentine Special Gift Pack, Heart Pop",Cadbury Dairy Milk Silk,870.0,870.0,0.0,0.0,3x250 g - Multipack,3*250 g ,750 g,750.0,1.16
487,487,Namkeen - Bikaneri Bhujia,Bikaji,320.0,288.0,32.0,10.0,1 kg - Pouch,1 kg ,1 kg ,1000.0,0.288
488,488,Nacho Crisps - Cheese And Herbs,Cornitos,180.0,165.6,14.400000000000006,8.0,2x150 g - Multipack,2*150 g ,300 g,300.0,0.5519999999999999
489,489,Kisses - Almonds Chocolate,Hersheys ,280.0,244.72,35.28,12.6,2 x 100 g - Multipack,2*100 g ,200 g,200.0,1.2236
490,490,Veggie Burger Patty,McCain,135.0,135.0,0.0,0.0,360 g - Pouch,360 g ,360 g ,360.0,0.375
491,491,"Munchiez Ragi Chips - Masala Twist, Cone Shaped, High In Calcium",Saffola,60.0,51.0,9.0,15.0,80 g ,80 g ,80 g ,80.0,0.6375
492,492,Fruit Biscuits - Pure Vegetarian,Karachi Bakery ,170.0,161.5,8.5,5.0,400 g - Carton,400 g ,400 g ,400.0,0.40375
493,493,Dry Yeast,HappyChef,45.0,39.0,6.0,13.33,25 g ,25 g ,25 g ,25.0,1.56
494,494,Yummiez Chicken Burger Patty,Godrej Yummiez,200.0,175.0,25.0,12.5,300 g ,300 g ,300 g ,300.0,0.5833333333333334
495,495,"Large Prawns - Soft & Juicy, Super Safe Frozen Prawns",ITC Master Chef,275.0,253.0,22.0,8.0,200 g ,200 g ,200 g ,200.0,1.265
496,496,Fiery Chilli Instant Noodles,Top Ramen ,60.0,60.0,0.0,0.0,240 g - Pouch,240 g ,240 g ,240.0,0.25
497,497,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Cream & Herb Flavour",Sunfeast,150.0,135.0,15.0,10.0,75 g - (Pack of 6),75 g ,75 g ,75.0,1.8
498,498,Cookies - Daily Digestive Oatmeal,UNIBIC,50.0,50.0,0.0,0.0,150 g - (Buy 1 Get 1 Extra),150 g ,150 g ,150.0,0.3333333333333333
499,499,"Atta Hakka Noodles - Whole Wheat, Zero Fat, Free From Additives",Ramyeon,210.0,210.0,0.0,0.0,1 kg ,1 kg ,1 kg ,1000.0,0.21
500,500,Super Snack - Pudina Party,MR. MAKHANA,49.0,49.0,0.0,0.0,25 g ,25 g ,25 g ,25.0,1.96
501,501,"Osmania Biscuits - Healthy, Crispy, No Preservatives",Karachi Bakery ,160.0,152.0,8.0,5.0,400 g ,400 g ,400 g ,400.0,0.38
502,502,Whipping Cream,Amul,258.0,258.0,0.0,0.0,1 L - Carton,1 L ,1 L ,1000.0,0.258
503,503,Potato Chips - Kashmiri Chilli,Too Yumm!,60.0,54.0,6.0,10.0,3x52 g - Multipack,3*52 g ,156 g,156.0,0.34615384615384615
504,504,"Cappuccino Coffee Candy - Worlds No 1 Coffee Candy, Party Pack",KOPIKO,100.0,100.0,0.0,0.0,297.5 g - (85 pcs x 3.5 g each),297.5 g ,297.5 g ,297.5,0.33613445378151263
505,505,Badam Halwa,Haldiram's,50.0,50.0,0.0,0.0,200 g - Pouch,200 g ,200 g ,200.0,0.25
506,506,Rava Idli Instant Mix - Easy To Make In 3 Steps,Aashirvaad,300.0,162.0,138.0,46.0,1 kg - Pouch,1 kg ,1 kg ,1000.0,0.162
507,507,Chocolate Flavoured Cracker Biscuits - Family Pack,Malkist,300.0,300.0,0.0,0.0,720 g - (144 g x 5 N),720 g ,720 g ,720.0,0.4166666666666667
508,508,Desi Popz Tangy Imli Candy,Go Desi,150.0,150.0,0.0,0.0,3 x 10pcs - Multipack,3*10pcs ,30 pcs,30.0,5.0
509,509,Cocoa Powder - Rich & Decadent Pure Cocoa Powder,Weikfield,180.0,170.0,10.0,5.56,150 g - Jar,150 g ,150 g ,150.0,1.1333333333333333
510,510,Doodh Peda Mithai / Sweet - Made With Desi Ghee,Tasties,199.0,149.0,50.0,25.13,200 g ,200 g ,200 g ,200.0,0.745
511,511,Breakfast Mix - Rice Idli,MTR,120.0,105.0,15.0,12.5,500 g - Pouch,500 g ,500 g ,500.0,0.21
512,512,"Custard Powder - Vanilla Flavour, Makes Smooth & Creamy Custard, Contains Quality Ingredients, Best For Fruit Salads & Puddings",Weikfield,35.0,32.0,3.0,8.57,100 g - Carton,100 g ,100 g ,100.0,0.32
513,513,Nutri-Licious Masala Veg Atta Noodles With Spinach - Rich In Iron & Fibre,MAGGI ,112.0,112.0,0.0,0.0,290 g - (4 N x 72.5 g each),290 g ,290 g ,290.0,0.38620689655172413
514,514,"Corn Flakes - Real Almond Honey, Breakfast Cereals, High In Vitamin B1, B2, B3, B6 & C, Iron, Trial Pack",Kelloggs,99.0,99.0,0.0,0.0,170 g - Pouch,170 g ,170 g ,170.0,0.5823529411764706
515,515,Breakfast Mix - Khaman Dhokla,MTR,65.0,65.0,0.0,0.0,160 g - Pouch,160 g ,160 g ,160.0,0.40625
516,516,"Foxtail Millet Noodles - No Maida, Not Fried",Slurrp Farm,387.0,359.91,27.089999999999975,7.0,3x192 g - Multipack,3*192 g ,576 g,576.0,0.62484375
517,517,"Chocolate - Rich & Creamy, Natoons, Suprise Toy Inside",Kinder Joy,130.0,104.0,26.0,20.0,59 g - (Pack of 3),59 g ,59 g ,59.0,1.7627118644067796
518,518,Strawberry Conserve,HappyChef,209.0,129.0,80.0,38.28,330 g ,330 g ,330 g ,330.0,0.39090909090909093
519,519,Truffle Treats Gift Box - Assorted Chocolates,Lindberg,459.0,279.0,180.0,39.22,168 g - (14 Pcs),168 g ,168 g ,168.0,1.6607142857142858
520,520,Mast Jeera - The Spicy Jeera Biscuits,Bisk Farm,50.0,50.0,0.0,0.0,200 g - Bottle,200 g ,200 g ,200.0,0.25
