,Grocery_Name,Brand_Name,Rating,Discount_Price,MRP_Price,Quantity
344,Chocolate Gift Pack,Cadbury Celebrations,4,₹1099.91,₹1194,178.8 g - Pack of 6
345,Namkeen - Green Chutney Rajasthani Style,Kurkure,4.1,₹60,₹60,3x90 g - Multipack
346,"Sugar Free Biscuits - Cream Cracker, Crunchy, Teatime Snack",Bisk Farm,4.2,₹45,₹45,300 g - Pouch
347,Veggie Stix - Sour Cream & Onion,Too Yumm!,4.2,₹55.2,₹60,3x45 g - Multipack
348,Ultra Thin Banana Wafers - Classic Salt,A-1 Chips,4.2,₹110,₹110,180 g
349,Gulab Jamun,MTR,4,₹230,₹270,1 kg - Tin
350,"Biscuits - Rich Marie, Light & Crunchy, Teatime Snack",Bisk Farm,4.2,₹37.6,₹40,300 g - Pouch
351,Rich Dry Fruit Collection Chocolate Gift Pack,Cadbury Celebrations,4,₹971.52,₹1100,177 g - Pack of 2
352,Caramel Cookie Chocolate Bar,Twix,4.2,₹189,₹210,3x50 g - Multipack
353,Farmlite Biscuit - Oats & Raisins,Sunfeast,4.2,₹152.49,₹195,3x150 g
354,Organic - Apple Cider Vinegar,Bragg,4.2,₹2108,₹2480,2x946 ml - Multipack
355,Golden Wheat Crisps - Methi Khakhra,Daadi's,4.1,₹80,₹80,180 g - Pouch
356,Cocoa Powder Mix,Cadbury,4.2,₹423.47,₹530,2x150 g - Multipack
357,Bagrry`S Crunchy Muesli With Almonds  Raisins & Honey - 40 750 g Pouch,Bagrrys,4.2,₹357.7,₹490,750 g - Pouch
358,"Dark Fantasy - Yumfills, Rich Chocolate Pie Cake",Sunfeast,4.2,₹85.06,₹170,242 g
359,Potato Chips - Sour Cream & Onion Flavoured,Pringles,4.2,₹207,₹230,2x107 g - Multipack
360,"Waffy Wafers - Pineapple Flavoured, Creamy & Crunchy",Dukes,4.2,₹25,₹50,60 g
361,Appalam,Mother's Recipe,4.1,₹45,₹50,100 g - Pouch
362,"Hashtags - Spicy Masala, Unique Flavour, Crispy",Bingo,4.2,₹28.33,₹30,58 g - Pouch
363,Pickle - Mango Sliced,MTR,4.1,₹149,₹149,500 g - Jar
364,Namkeen - Salted Banana Chips,Tasties,4.1,₹516,₹594,6x150 g - (Multipack)
365,Gulab Jamun Instant Mix,Aashirvaad,4,₹154,₹280,500 g - Pouch
366,"Oats - Low In Sodium, Soluble Fibre, Reduce Cholesterol",Kelloggs,4.3,₹146,₹180,900 g
367,Milano Cookies - Centre Filled With Mixed Berries,Parle,4.3,₹90,₹120,3x75 g - Multipack
368,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Chatpata Masala Flavour",Sunfeast,4.1,₹71.25,₹75,75 g - (Pack of 3)
369,"Minute Fresh Signature Dosa Batter - Made From Red Rice, No Added Preservatives, Soda",MTR FOODS,3.9,₹81,₹90,850 g
370,Ragi Sticks - Achari Masala,GoodDiet,3.7,₹69.25,₹125,5x30 g - (Multipack)
371,Roasted Vermicelli - Made From Wheat,Aashirvaad,4.2,₹55.46,₹59,400 g
372,"Cuppa Noodles - Masala, 70 g, Pack of 3",MAGGI,4,₹150,₹150,3x70 g - Multipack
373,Nice - Sugar Sprinkled Biscuits,Sunfeast,4.1,₹71.25,₹75,3x142.8 g - (Multipack)
374,Cookies - Hide N Seek Milano,Parle,4.2,₹180,₹240,6x75 g - (Multipack)
375,Instant Gojjavalakki Mix,Sanketi Adukale,4.4,₹109,₹109,250 g
376,"Original Special K - Low Fat, High In B Group Vitamins, Source Of Protein & Fibre, Breakfast Cereals",Kelloggs,4.2,₹447.25,₹470,935 g
377,Sliced Black Olives,Del Monte,4.1,₹300.3,₹330,450 g - Jar
378,"Tata Sampann Dry Fruits & Nuts Mix (Contains Almonds, Black Raisins, Cashews, Cranberries, Green raisins, and Pistachio kernels), 100% Premium Hand-picked Dry Fruits & Nuts, up to 20 Quality Parameters Tested",Tata Sampann,4.3,₹234.61,₹285,200 g
379,Chef'S Special - Tomato Ketchup,VEEBA,4.1,₹84.15,₹99,900 g
380,"Playz Puffcorn - Yummy Cheese, Namkeen",Kurkure,3.9,₹63.75,₹100,2 x 80 g - Multipack
381,Chocos Crunchy Bites,Kelloggs,4.2,₹382.5,₹410,2x 375 g - Multipack
382,Good Day Cookies - Rich Butter,Britannia,4.1,₹142.5,₹150,6x120 g - Multipack
383,Ragi Idli & Dosa Batter,Batter Box,4,₹100,₹100,1 Kg
384,Signature Minute Fresh Akki Rotti - Heat & Eat,MTR,3.4,₹90,₹95,420 g
385,"Peanut Chikki Nice - Made With jaggery, Healthy Snack, Protein Rich",SDA,3.9,₹85,₹85,200 g - POUCH
386,"Masala Oats - Karara Crunch, Classic Masala, Tasty Recipe",Saffola,4.1,₹169.6,₹212,500 g
387,Quinoa Puffs - Onion Masala,GoodDiet,3.9,₹69.25,₹125,5x30 g - (Multipack)
388,Oreo Chocolate Bar,Cadbury Dairy Milk Silk,4.2,₹499.06,₹525,3 x 130 g - Multipack
389,Wild Honey,24 Mantra Organic,4,₹452.4,₹580,2x500 g - Multipack
390,"Khatta Meetha - Premium Quality, Guilt-free Snack, Authentic Taste",Haldiram's,3.9,₹180,₹200,1 kg - Pouch
391,"Dark Chocolate - Single Origin, India",Amul,4.2,₹80,₹160,125 g
392,"Choco Ragi Puff - Healthy Snacks For Kids, School Tiffin & Travel Friendly",Slurrp Farm,3.9,₹190,₹200,8x20 g - Multipack
393,"Aam Papad -  Fruit Bar, No Added Preservatives & Colours",Paper Boat,4.1,₹202.5,₹225,270 g - (Pack of 3)
394,Yummiez Pepper & Herb Chicken Sausages,Godrej Yummiez,4,₹170,₹180,250 g - Pouch
395,Jack Fruit Chips,A-1 Chips,4,₹130,₹130,200 g
396,Organic Wild Honey,BB Royal,3.9,₹450,₹798,2x500 g - Multipack
397,Expressions Gift Box - Assorted Chocolate Truffles,Lindberg,4.2,₹299,₹499,185 g - (16 Pcs)
398,Sugar Free Cashew Cookies,UNIBIC,4.1,₹324,₹360,6x75 g - Multipack
399,Namkeen - Handmade Bhujia Sev,Tasties,4,₹193.02,₹294,6x150 g - Multipack
400,Sugar Free Dark Chocolate,Amul,4.2,₹140,₹140,150 g
401,Pastalicious Penne - 100% Durum Wheat Semolina,Disano,3.9,₹119,₹260,2x400 g - Multipack
402,Super Snack - Piri Piri Paradise,MR. MAKHANA,4,₹46.55,₹49,27.5 g
403,"Thenkuzhal Muruku - Namkeen Snack, No Transfats Or Cholesterol, Evening Snack",Townbus,4.4,₹65,₹65,170 g - Stand Pouch
404,"Pancake Mix - Chocolate Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,4.1,₹26.5,₹53,80 g
405,Quinoa Puffs - Spicy Garlic,GoodDiet,3.8,₹61.97,₹125,5x30 g - (Multipack)
406,Honey - Zero Adulteration,BB Royal,0,₹149,₹365,500 g - Squeezy Bottle
407,"Bars Choco Almond 10 g Daily Protein Bar With Real Almond, Sugar Free Healthy Protein Snacks",RiteBite Max Protein,4.2,₹427.5,₹450,50 g - (Pack of 6)
408,"Poppins Candy - Fruit Flavoured Rolls, Tangy & Crunchy",Parle,4.2,₹22.5,₹30,100 g
409,Chewy Fruit Candies - Original,Skittles,4.2,₹10,₹10,9 g
410,Instant Khatta Meetha Poha With Millets,Aashirvaad,3.9,₹81,₹108,4X60 g - Multipack
411,Namkeen - Moong Dal,Haldiram's,4.1,₹190,₹210,2x350 g - Multipack
412,No-Onion No-Garlic Tomato Sauce,Kissan,4,₹118,₹130,850 g - Doy Pack
413,Pazzta Cheesy Tomato Twist - Made With 100% Suji/Rawa,MAGGI,4.1,₹32,₹32,68.5 g
414,Banana Chips,A-1 Chips,4,₹133,₹140,250 g
415,Khara Groundnuts,Sanjay,3.8,₹75,₹75,200 g
416,Flavored Center Chocolate - Blueberry & Acai,Brookside,4.1,₹294.4,₹320,2x100 g - Multipack
417,Tamarind Date Chutney,Mother's Recipe,4.2,₹108,₹120,2 x 200 g - Multipack
418,"Tortilla Wrap - For Rolls, Wraps & Tacos",Habanero,4,₹555,₹555,3x330 g - Multipack
419,Vermicelli - Roasted,Azad,4.2,₹52,₹52,200 g - Pouch
420,Ribbon Pakoda,Townbus,4.1,₹55,₹55,135 g
421,Corn Flakes With Real Strawberry Puree,Kelloggs,4.2,₹325,₹325,575 g
422,Almond Treat Premium Chocolate Bar,Cadbury Temptations,4.3,₹297.53,₹330,3 x 72 g - Multipack
423,"Sprouted Ragi Powder, 100% Natural Ragi/Nachni, No Sugar, No Salt, No Milk",Slurrp Farm,4,₹837,₹900,3x250 g - Multipack
424,Namkeen - Navratan Mix,Haldiram's,4.3,₹60,₹60,200 g - Pouch
425,"Muesli - Fruits, Nuts & Seeds, Healthy, Rich In Protein, Breakfast Cereal",Yoga Bar,4.3,₹299.01,₹359,400 g
426,Kerala Banana Chips - Made In Coconut Oil,Tasties Origins,4.1,₹90,₹125,150 g - Pouch
427,Pickle - Lime,MTR,4.1,₹155,₹155,500 g - Jar
428,ChocoChip Cookies,Cadbury Chocobakes,4.1,₹144.26,₹160,2x167 g - Multipack
429,Hifi Cookies - Biscuits - Butter,Sunfeast,4.3,₹5,₹5,35 g - pouch
430,Butter Popcorn,ACT II,4.1,₹40,₹50,2 x 50 g - Multipack
431,Original Rava Dosa Ready Mix,MTR,4.1,₹140,₹140,500 g - Pouch
432,"Veg Hakka Noodles - Zero Fat, Free From Additives",Ramyeon,4,₹200,₹200,1 kg
433,"Crunchy Chicken Nuggets, Non-Veg Snack, Ready To Cook",ITC Master Chef,3.9,₹487.5,₹650,1 kg - (55 pcs)
434,Roasted High Protein - Mixture,GoodDiet,3.7,₹76,₹100,4x30 g - (Multipack)
435,Munch Maha Choco Taste - Wafer Chocolate,Nestle,4,₹5,₹5,8.9 g
436,"Choco Deck - Mini Delights, Assorted, Home Pack",Fabelle,4.2,₹296.98,₹600,3 x 140 g - Multipack
437,"International Cream Of Broccoli Soup - With Real Vegetables, No Preservatives",Knorr,4,₹64.4,₹70,50 g
438,"Gourmet Potato Chips - Thai Sweet Chilli, Crispy",Lays,4.1,₹72,₹100,2x80 g - Multipack
439,Funfoods Pasta Pizza Sauce,Dr. Oetker,4.1,₹148,₹198,2 x 315 g - Multipack
440,Bounce Biscuits - Pineapple Creme Cookies,Sunfeast,4.2,₹57,₹60,6x76 g - Multipack
441,Biscuits,Cadbury Bournvita,4.2,₹94.75,₹105,3 x 120 g - Multipack
442,Kerala Pappadam - Handmade,Jimmy's,3.8,₹32,₹32,50 g
443,Groundnut - Broken,Sanjay,4.1,₹79,₹79,200 g
444,Breakfast Mix - Multigrain Dosa,MTR,4.2,₹170,₹170,500 g - Pouch
445,Coconut Ghee Burfi,Daadi's,4.1,₹150,₹150,200 g
446,Mars Caramel Miniatures Chocolate Pack - 130 GM,Mars,4.2,₹143.65,₹169,130 g - Pouch
447,Heinz Tomato Ketchup,Heinz,4.3,₹156.75,₹165,900 g
448,Peanut Chikki With Jaggery,IndiSecrets,3.7,₹45,₹75,100 g - (4 x 25 g each)
449,Biscuit - Spicy,Bisk Farm,4,₹70,₹70,2x200 g - Multipack
450,Chocos Fills,Kelloggs,4.2,₹390,₹410,2x250 g - (Multipack)
451,Pancake Mix - Original,Betty Crocker,4.2,₹382.5,₹450,1 kg - Carton
452,Monaco Cheeslings - Classic,Parle,4.1,₹113.96,₹140,2 x 150 g - Multipack
453,"Chocolate Pancake Mix - No Maida, Eggless Instant Healthy Breakfast",Slurrp Farm,4.1,₹415.71,₹447,3x150 g - Multipack
454,"Nutricrunch Digestive Cookies - Rich In Antioxidants, Fibre & Iron, Crispy, Crunchy",Parle Platina,4.1,₹135,₹270,1 kg
455,Top Biscuits - Butter Munch,Bisk Farm,4.1,₹30,₹30,150 g - Pouch
456,"Pancake Mix - Butterscotch Flavour, Makes Soft & Fluffy Pancakes",Pillsbury,4,₹26.5,₹53,80 g
457,Sesame Chikki Bar,24 Mantra Organic,4.1,₹60,₹60,3 x 33 g - Multipack
458,Appalam No 4,Atish Papad,3.9,₹51,₹51,150 g
459,Roasted Almond Barks - Snacking Chocolate,Lindberg,4.3,₹179,₹215,75 g
460,Millet Idly & Dosa Batter,Batter Box,4.1,₹105,₹105,1 Kg
461,Froot Loops - Crunchy Multigrain Cereal,Kelloggs,4,₹348,₹398,2x285 g - Multipack
462,3 Minute Breakfast - Khatta Meetha Poha,MTR,4.1,₹69,₹81,3 x 60 g - Multipack
463,Dry Fruit Chikki,Paper Boat,4,₹27,₹30,25 g
464,Beanz - Baked Beans In Tomato Sauce,Heinz,4.3,₹150,₹150,415 g
465,Pizza & Pasta Sauce,Knorr,4.1,₹60,₹60,200 g
466,Chana Jor Garam,Haldiram's,4.1,₹40,₹40,200 g - Pouch
467,Namkeen - Aloo Bhujia,Tasties,4,₹211.02,₹294,6x150 g - Multipack
468,Appalam - No 2,Ambika,3.9,₹140,₹140,285 g - Pouch
469,Frozen Rasmalai,Amul,3.6,₹230,₹230,500 g
470,"Almond Cookies - Chocolate & Badam. Healthy biscuits- no added maida, 18 cookies",Open Secret,4.1,₹277.2,₹315,3x75 g - Multipack
471,"Multigrain Variety Energy Bar - Chocolate, Vanilla Almonds, Cashew Orange & Nuts & Seeds",Yoga Bar,4.1,₹368,₹400,38 g - (Pack of 10)
472,"Chocos Fills - Double Chocolaty, Multigrain, High In Protein & B Vitamins, 0% Maida, Anytime Snack",Kelloggs,4.2,₹94,₹99,160 g
473,Biscuits,Cadbury Bournvita Biscuits,4.3,₹192.06,₹225,3x250 g - Multipack
474,"Multigrain Energy Bar - Nuts & Seeds, Healthy Snack, High In Protein & Fibre",Yoga Bar,4,₹35,₹40,38 g
475,Papad - Potato,Mother's Recipe,4,₹102,₹102,3x75 g - (Multipack)
476,Potato Chips - Masala,Sanjay,3.5,₹50,₹50,90 g
477,Spread - Cocoa with Almond,Hersheys,4.1,₹498.75,₹525,3x135 g - Multipack
478,"Ragi Bites Choco Fills - No Maida, Calcium & Protein From Dal",Tata Soulfull,4.1,₹488.6,₹698,2 x 500g - Multipack
479,Khatta Meetha,Tasties,4.1,₹11,₹15,60 g
480,Chocolate - Lindor Assorted,Lindt,3.1,₹720,₹800,200 g
481,Potato Cheese Shotz - Crunchy Nuggets Of Potatoes & Cheese,McCain,3.8,₹240,₹240,400 g
482,Dessert Mix - Gulab Jamun,Gits,4.3,₹192,₹240,3 x 100 g - Multipack
483,Multigrain Chips - Sour Cream & Onion,GoodDiet,3.8,₹69.25,₹125,5x30 g - (Multipack)
484,Rich Tomato Sauce - No Onion & No Garlic,MAGGI,4.2,₹175,₹175,970 g - Bottle
485,Pazzta Mushroom Penne - Made With 100% Suji/Rawa,MAGGI,4.1,₹32,₹32,68.5 g
486,"Valentine Special Gift Pack, Heart Pop",Cadbury Dairy Milk Silk,4.4,₹870,₹870,3x250 g - Multipack
487,Namkeen - Bikaneri Bhujia,Bikaji,4.1,₹288,₹320,1 kg - Pouch
488,Nacho Crisps - Cheese And Herbs,Cornitos,4.2,₹165.6,₹180,2x150 g - Multipack
489,Kisses - Almonds Chocolate,Hersheys,4.2,₹244.72,₹280,2 x 100 g - Multipack
490,Veggie Burger Patty,McCain,3.9,₹135,₹135,360 g - Pouch
491,"Munchiez Ragi Chips - Masala Twist, Cone Shaped, High In Calcium",Saffola,4.2,₹51,₹60,80 g
492,Fruit Biscuits - Pure Vegetarian,Karachi Bakery,3.9,₹161.5,₹170,400 g - Carton
493,Dry Yeast,HappyChef,4,₹39,₹45,25 g
494,Yummiez Chicken Burger Patty,Godrej Yummiez,4.2,₹175,₹200,300 g
495,"Large Prawns - Soft & Juicy, Super Safe Frozen Prawns",ITC Master Chef,4.1,₹253,₹275,200 g
496,Fiery Chilli Instant Noodles,Top Ramen,4.1,₹60,₹60,240 g - Pouch
497,"All Rounder - Thin, Light & Crunchy Potato Biscuit With Cream & Herb Flavour",Sunfeast,4.1,₹135,₹150,75 g - (Pack of 6)
498,Cookies - Daily Digestive Oatmeal,UNIBIC,4,₹50,₹50,150 g - (Buy 1 Get 1 Extra)
499,"Atta Hakka Noodles - Whole Wheat, Zero Fat, Free From Additives",Ramyeon,4,₹210,₹210,1 kg
500,Super Snack - Pudina Party,MR. MAKHANA,4,₹49,₹49,25 g
501,"Osmania Biscuits - Healthy, Crispy, No Preservatives",Karachi Bakery,3.9,₹152,₹160,400 g
502,Whipping Cream,Amul,4,₹258,₹258,1 L - Carton
503,Potato Chips - Kashmiri Chilli,Too Yumm!,4.2,₹54,₹60,3x52 g - Multipack
504,"Cappuccino Coffee Candy - Worlds No 1 Coffee Candy, Party Pack",KOPIKO,4.3,₹100,₹100,297.5 g - (85 pcs x 3.5 g each)
505,Badam Halwa,Haldiram's,3.8,₹50,₹50,200 g - Pouch
506,Rava Idli Instant Mix - Easy To Make In 3 Steps,Aashirvaad,3.9,₹162,₹300,1 kg - Pouch
507,Chocolate Flavoured Cracker Biscuits - Family Pack,Malkist,4.4,₹300,₹300,720 g - (144 g x 5 N)
508,Desi Popz Tangy Imli Candy,Go Desi,4,₹150,₹150,3 x 10pcs - Multipack
509,Cocoa Powder - Rich & Decadent Pure Cocoa Powder,Weikfield,4.2,₹170,₹180,150 g - Jar
510,Doodh Peda Mithai / Sweet - Made With Desi Ghee,Tasties,4,₹149,₹199,200 g
511,Breakfast Mix - Rice Idli,MTR,4.2,₹105,₹120,500 g - Pouch
512,"Custard Powder - Vanilla Flavour, Makes Smooth & Creamy Custard, Contains Quality Ingredients, Best For Fruit Salads & Puddings",Weikfield,4.2,₹32,₹35,100 g - Carton
513,Nutri-Licious Masala Veg Atta Noodles With Spinach - Rich In Iron & Fibre,MAGGI,4.1,₹112,₹112,290 g - (4 N x 72.5 g each)
514,"Corn Flakes - Real Almond Honey, Breakfast Cereals, High In Vitamin B1, B2, B3, B6 & C, Iron, Trial Pack",Kelloggs,4.2,₹99,₹99,170 g - Pouch
515,Breakfast Mix - Khaman Dhokla,MTR,4.1,₹65,₹65,160 g - Pouch
516,"Foxtail Millet Noodles - No Maida, Not Fried",Slurrp Farm,3.8,₹359.91,₹387,3x192 g - Multipack
517,"Chocolate - Rich & Creamy, Natoons, Suprise Toy Inside",Kinder Joy,4.2,₹104,₹130,59 g - (Pack of 3)
518,Strawberry Conserve,HappyChef,4.3,₹129,₹209,330 g
519,Truffle Treats Gift Box - Assorted Chocolates,Lindberg,4.2,₹279,₹459,168 g - (14 Pcs)
520,Mast Jeera - The Spicy Jeera Biscuits,Bisk Farm,4.3,₹50,₹50,200 g - Bottle
521,Ready To Eat - Vegetable Pulao,MTR,3.9,₹130,₹130,250 g - Carton
522,"Nachos Sizzlin' Hot Crunchy Chips - Snacks, Party Pack",Doritos,4,₹72,₹100,2 x 78 g - Multipack
523,100% Pure Afghani Black Raisins Seedless | Kali Kishmish | Kali Draksh | Dry Fruits | Flavourful & Delicious Snack | Source of Potassium & Dietary Fibre,Tata Sampann,4.2,₹144.06,₹175,200 g
524,Muesli With 20% Nuts Delight,Kelloggs,4.2,₹310.5,₹345,500 g - Pouch
525,Snack Mix - Khaman Dhokla,Gits,4.2,₹61.6,₹70,180 g - Carton
526,Secret Chilli Vinegar,Chings,4.3,₹50,₹50,170 ml - Bottle
527,Mithai Sweet Gavvalu Shells - Crispy,Tasties Origins,4,₹65,₹109,150 g - Pouch
528,Secret Hot Garlic Instant Noodles,Chings,4.1,₹75.2,₹80,240 g - Pouch
529,Sugar Free Chewing Gum - Spearmint,Orbit,4.1,₹180,₹200,4x22 g - Multipack
530,"Gluten Free Steel Cut Oats - Rich In Iron & Fibre, 100% Wholegrain",True Elements,4.2,₹492,₹600,1.5 kg - Pouch
531,"Cornflakes Mixture - Namkeen, No Transfats Or Cholesterol, Evening Teatime Snack",Townbus,4.4,₹55,₹55,135 g - Pouch
532,Cup Noodles Italiano,Nissin Food,4.1,₹133.86,₹150,3x70 g - Multipack
533,"Chicken Seekh Kebab - Non-Veg Frozen Snack, Ready To Cook",ITC Master Chef,4,₹288.75,₹350,500 g
534,Mixture - Panchratan,Haldiram's,4.2,₹160,₹160,2x150 g - Multipack
535,Pure Honey - No Added Sugar,ZANDU,4.1,₹351.5,₹475,1 kg
536,Max Choco Coated Crunchy Wafer - Sweet,NESTLE MUNCH,4.3,₹18,₹20,42 g
537,Filo Pastry Sheets - Thin,Switz,4,₹405,₹450,450 g
538,"Hashtags - Potato Chips, Cream & Onion, Unique Flavour, Crispy",Bingo,4,₹28.33,₹30,58 g - Pouch
539,"Soan Cake - Regular, Traditional Delicacy/Sweets, Dessert, For Celebrations, Special Ocassions",GRB,3.8,₹50,₹50,100 g - Box
540,Tropical Orange - Dark Chocolate Infused With Orange Extracts From Netherlands,Amul,4.3,₹1400,₹1400,10x150 g - Multipack
541,"Chocolate Muesli - With 57% Multigrain, Fruit, Nut & Seeds",Kelloggs,4,₹310,₹360,450 g
542,Eggless Mayonnaise Chef's Special,VEEBA,4.3,₹189.2,₹215,875 g - Standy Pouch
543,Snack Bar - Almond & Oats,UNIBIC,4.1,₹180,₹240,6X30 g - Multipack
544,Spring Rolls Sheets - 8x8,Switz,4,₹190,₹220,2x20 pcs - Multipack
545,Fruit & Nut Cookies - Zero Cholesterol & No Trans Fat,UNIBIC,4.1,₹150,₹300,2 x 300 g - (Multipack)
546,Chilli Tomato Sauce,Kissan,4.2,₹115,₹115,500 g - Bottle
547,Cookies - Pista Badam,UNIBIC,4.2,₹135,₹150,6X75 g - Multipack
548,Bagrry`S White Oats - With 100% Whole Grains 500 g Carton,Bagrrys,4.2,₹78.75,₹105,500 g - Carton
549,Nacho Crisps - Peri Peri,Cornitos,4.1,₹156.4,₹170,2x150 g - Multipack
550,Puff Sheet Squares,UNROLL,4.2,₹286,₹286,550 g
551,Party Snack,Tong Garden,4.4,₹665,₹700,2x500 g - Multipack
552,Chewing Gum - Peppermint,Doublemint,4.2,₹10,₹10,13 g - Sticks
553,Bagrry`S Crunchy Muesli 30% Fruit & Nut With Cranberries - 750 g Pouch,Bagrrys,3.9,₹410.4,₹540,750 g - Pouch
554,Magic Masala Instant Noodles,Sunfeast YiPPee!,4.2,₹98.56,₹112,480 g - (Pack Of 8)
555,Special Silk Selects Gift Pack,Cadbury Celebrations,4.1,₹927.36,₹1050,233 g - Pack of 3
556,Puliogare Powder,GRB,4.2,₹70,₹70,100 g - Pouch
557,Appalam - No 3,Ambika,4.2,₹130,₹130,225 g - Pouch
558,Mixture,Haldiram's,4.1,₹176,₹176,2x350 g - Multipack
559,"YiPPee! Pasta Treat - Cheesy & Soft Suji/Rawa Pasta, Cheese",Sunfeast,4.1,₹44.95,₹56,2x65 g - Multipack
560,"Geki Cheese - Hot & Spicy, Korean Cheese Flavour",Nissin,4.2,₹209.47,₹294,80 g - (Pack of 6)
561,"Rolled Oats - High Fibre, Protein Rich Breakfast Cereal, Wholegrain Breakfast",Bagrrys,4.1,₹289,₹490,1.2 kg - Jar
562,Cookies - Chocolate Chip,UNIBIC,4.1,₹297,₹330,6X150 g - Multipack
563,"Bars Choco Berry, 10 g Protein Bar - Sugar Free Healthy Protein Snacks",RiteBite Max Protein,4.2,₹342,₹360,50 g - (Pack of 6)
564,Tapioca Chips Chilly,A-1 Chips,3.9,₹38,₹40,80 g
565,Vermicelli,BB Royal,4,₹65,₹100,2x400 g - Multipack
566,Kimchi,Bombucha,3.9,₹450,₹450,450 g
567,Namkeen - Tasty Nuts,Haldiram's,4.2,₹150,₹150,3x150 g - Multipack
568,"Ready To Eat Noodles - Instant, Chicken Flavour",Wai Wai,4.4,₹83.7,₹90,420 g - Single
569,Instant Veggie Upma With Vegetables,Aashirvaad,3.5,₹81,₹108,4X60 g - Multipack
570,Cornflakes With Real Almond & Honey,BB Royal,4,₹249,₹410,650 g
571,Rice Papad - Ajwain,Mother's Recipe,4.2,₹25,₹25,75 g - Pouch
572,Onion Sandige Papad,SDA PAPPADS,3.8,₹48,₹48,100 g
573,No Added Sugar Muesli With Real Fruits & Nuts - High Protein Breakfast,True Elements,4.1,₹590.75,₹695,1 kg - Bottle
574,Premium Selections Chocolates Gift Pack,Cadbury Celebrations,3.9,₹618.24,₹700,268 g - Pack of 2
575,"Nutrichoice Herbs Biscuits - 0% Maida, Rich In Vitamins & Minerals",Britannia,4.1,₹63.75,₹75,3x100g - Multipack
576,Wheat Chapati,iD,3.8,₹75,₹75,350 g
577,Shell Pasta,Keya,4.3,₹243,₹300,2x400 g - Multipack
578,Bounce Biscuits - Choco Creme Cookies,Sunfeast,4.1,₹28.5,₹30,6x30 g - Multipack
579,Wafers Potato Chips - Piri Piri,Parle,3.9,₹36.15,₹60,110 g
580,Sugar Free Oatmeal Cookies,UNIBIC,4.1,₹324,₹360,6x75 g - Multipack
581,Kesar Peda,Lal sweets Pvt Ltd,3.2,₹135,₹135,200 g - Carton
582,Namkeen - Dal Biji,Haldiram's,4,₹100,₹100,2x150 g - Multipack
583,Juzt Jelly - Strawberry Flavour,ALPENLIEBE,4.3,₹200,₹200,4x148 g - Multipack
584,Namkeen - All In One,Haldiram's,4.1,₹150,₹150,3x150 g - Multipack
585,Papad - Pani Puri,Atish,4.1,₹55,₹55,200 g - Pouch
586,Instant Soup Noodles - Chicken Flavour,Indomie,4.2,₹60.8,₹64,2x70 g - Multipack
587,Original Bajji Bonda Snack Mix,MTR,4.2,₹65,₹65,200 g - Pouch
588,Chana Plain Namkeen,Kiara Foods,3.6,₹60,₹60,250 g
589,Penne Pasta,Keya,4.2,₹243,₹300,2x400 g - Multipack
590,Pure Bee Honey,Hintz,5,₹775,₹775,500 g - Bottle
591,Fancy Papad,SDA PAPPADS,4,₹48,₹48,200 g
592,American Style Cream & Onion Potato Chips - 40% Less,Too Yumm!,4.2,₹46.9,₹70,90 g
593,"Townbus Thatai Nippattu - Namkeen Savoury Snack, No Transfats Or Cholesterol, Evening Snack",Townbus,3.6,₹65,₹65,170 g - Stand Pouch
594,"Cheesy Peezy - Popped Lotus Seeds, Roasted In Olive Oil, Super Snack",MR. MAKHANA,4.1,₹114,₹120,75 g - Pouch
595,Multigrain Chips - Dahi Papdi Chaat,Too Yumm!,4.1,₹28,₹35,75 g (65+10) - Get 10 gm Free
596,"Corn Mixture - Enriched With Dry Fruits, Fresh, Crispy, No Preservatives",Modern Kitchens,4.2,₹59.5,₹70,170 g
597,Besan Laddoo Mithai / Sweet - Made With Dry Fruits & Desi Ghee,Tasties,3.7,₹115,₹220,200 g
598,Krackjack Butter Masala Biscuits,Parle,4.1,₹65,₹130,307.8 g
599,Super Snack - Lime & Chilli,MR. MAKHANA,4,₹46.55,₹49,27.5 g
600,Roast Almond Chocolate Bar,Cadbury Dairy Milk Silk,4.2,₹527.58,₹555,3 x 143 g - Multipack
601,Aralu Sandige Homemade Appalams/Papad - Fry & Eat,SDA PAPPADS,3.7,₹58,₹58,100 g - Pouch
602,3 Minute Breakfast Seviyan Upma,MTR,4.1,₹65,₹65,160 g
603,Taco Shells - 10 cm,Cornitos,3.5,₹108,₹120,12 pcs
604,"Choco Crunch Breakfast Cereal-Ragi Stars & Moons, Healthy Millet,No Maida/Sugar",Slurrp Farm,4.3,₹568.1,₹598,2x400 g - Multipack
605,"Ragi Bites Combo Pack - Choco Fills, Vanilla Fills & Strawberry Fills",Tata Soulfull,4.2,₹94.05,₹99,140 g - (28 g x 5)
606,"Thinz - Almond, Light & Crispy, Teatime Snack",Bisk Farm,4.2,₹10,₹10,50 g - Pouch
607,Chatpata Dal Namkeen,Haldiram's,4.1,₹47,₹47,200 g - Pouch
608,Ready To Eat - Jeera Rice,MTR,3.8,₹110,₹110,250 g - Carton
609,Coffy Bite Classic,Lotte,4.3,₹5,₹5,23 g
610,Vermicelli Roasted,Bambino,4.1,₹25,₹25,180g - Roasted
